# x_over_c y_over_c
1.0000000000000000e+00 5.4210108624275222e-17
9.9851588962749949e-01 3.7822660814370362e-03
9.9286018422686451e-01 6.1413120632246038e-03
9.7822825152075366e-01 8.9521324583875170e-03
9.4906819276251186e-01 1.4796739352237794e-02
9.3435513474081511e-01 1.6943084735258976e-02
9.1975055630186620e-01 1.9599919703921786e-02
9.0521615365162011e-01 2.2839271953268875e-02
8.9058312531814898e-01 2.5484610139354300e-02
8.7600924717784034e-01 2.8339010746625471e-02
8.6126593260977313e-01 3.0417674658533470e-02
8.4658877243380337e-01 3.2838282595027184e-02
8.3207830542336192e-01 3.5808033445118681e-02
8.1733190636838193e-01 3.8039162456543929e-02
8.0260809168871650e-01 4.0057463775376764e-02
7.8799475295601906e-01 4.2558727769408632e-02
7.7324846033742700e-01 4.4440817401754200e-02
7.5691180043159889e-01 4.6501178679141421e-02
7.4257059204093723e-01 4.8417746133047092e-02
7.2829920102806478e-01 4.9662218153008558e-02
7.1352409327169741e-01 5.1585490812495298e-02
7.0368709358044079e-01 5.2543232969637955e-02
6.9068902957857992e-01 5.3964548418363886e-02
6.7593827968340026e-01 5.5553228576856330e-02
6.5941437404252656e-01 5.6551243652123093e-02
6.5219991353479290e-01 5.7409458387756428e-02
6.3746933052056487e-01 5.9256579265750634e-02
6.2266765432663496e-01 6.0732235569685995e-02
5.9893529504086518e-01 6.2319096280217451e-02
5.8410927709235339e-01 6.3532344638291244e-02
5.6872631611426094e-01 6.4295007152229008e-02
5.5335354463112585e-01 6.5808846598640419e-02
5.3291870035624078e-01 6.7464113093168229e-02
5.1583919978618487e-01 6.8778786400292738e-02
4.9204205783317867e-01 7.0326822692731675e-02
4.6982677177529975e-01 7.1902109213455717e-02
4.5299038508849521e-01 7.2565094360944618e-02
4.3827116402527933e-01 7.3812346042138918e-02
4.2224733949362570e-01 7.4786099296004993e-02
4.1482269395440458e-01 7.5266745058129275e-02
3.9967918492946403e-01 7.5296886482152381e-02
3.7658899404066382e-01 7.6508442429038578e-02
3.7427823854483366e-01 7.6563819020684737e-02
3.5921356166506518e-01 7.6344426063445311e-02
3.3511895281832449e-01 7.6584864196485206e-02
3.2785208022656182e-01 7.6602758252651212e-02
3.0406201374986402e-01 7.6953493042694276e-02
2.9649603190397139e-01 7.7158490344155076e-02
2.8178563189267497e-01 7.6491009098870105e-02
2.7056410634130068e-01 7.6447654061597412e-02
2.5572326531742684e-01 7.6368504844809518e-02
2.4450067033245554e-01 7.5754582603648202e-02
2.3025603726905142e-01 7.4671588784534157e-02
2.1304806009001170e-01 7.2662727826482490e-02
2.0384387404286194e-01 7.1641370743583871e-02
1.9224961842503516e-01 7.0376113536678539e-02
1.7946338542643619e-01 6.9221019694489863e-02
1.6196851353405559e-01 6.7140788573219243e-02
1.5283924659496015e-01 6.5930729128793802e-02
1.4356667912973362e-01 6.4589394639456815e-02
1.2810104684630236e-01 6.1896845622562917e-02
1.1943696136505522e-01 6.0808873049246891e-02
1.0919414929761452e-01 5.9823162318535301e-02
9.9716945167231272e-02 5.7893942225964369e-02
9.0192593650510952e-02 5.5015347374867331e-02
8.1992129582516282e-02 5.2971049103636807e-02
7.1161276533819470e-02 4.9608419269686434e-02
6.4270217828958434e-02 4.6784413219111316e-02
5.9820655426407777e-02 4.5269526690189958e-02
4.8624108848258150e-02 4.0497823196821374e-02
4.7274255914942394e-02 3.9445790982918470e-02
4.1061164225551124e-02 3.6695006690592932e-02
3.2520558718920720e-02 3.1175151640179283e-02
2.7376058909847727e-02 2.7829717849521308e-02
2.1856083132705012e-02 2.3771064354692058e-02
1.4591057237174349e-02 1.8112458135341427e-02
8.1524768868408062e-03 1.3177277576003853e-02
2.1754265586718738e-03 8.1745966211420780e-03
2.8354638554437423e-04 -4.3120073534302043e-04
0.0000000000000000e+00 0.0000000000000000e+00
0.0000000000000000e+00 0.0000000000000000e+00
5.0295920517188239e-04 -1.2580211276322806e-03
1.0359747283928489e-02 -1.0088673469311018e-02
1.8195698427213775e-02 -9.3632289336669158e-03
2.4480884041338000e-02 -9.3757230064213590e-03
3.4348727690007685e-02 -9.1835668846038335e-03
3.5308789424626091e-02 -9.1117510290534935e-03
4.3625249723432777e-02 -8.1379336670600669e-03
6.6052080784491221e-02 -4.2825987136587826e-03
7.0081679689882506e-02 -3.6346228567012526e-03
7.9077304416484834e-02 -2.2956385996627617e-03
9.6217164772271338e-02 9.7563114729415292e-04
1.0538353901384098e-01 2.2235474968798604e-03
1.1491731622365760e-01 3.9199962067663924e-03
1.3759768863447969e-01 6.6451053078685702e-03
1.4855451456115726e-01 7.8571065833869507e-03
1.5776446018189763e-01 8.7708951017264735e-03
1.7467407606399268e-01 1.0824871453003159e-02
1.8366204605040545e-01 1.1876470275908419e-02
1.9909438380723546e-01 1.2645421405241452e-02
2.0956048850661957e-01 1.3618830752761822e-02
2.2402334834508375e-01 1.4795945740464122e-02
2.3279182120906039e-01 1.5700593472365482e-02
2.6729418320866816e-01 1.7709195140562375e-02
2.7598175152280352e-01 1.8645299150204294e-02
2.8783910597584622e-01 1.9491227136487300e-02
3.0982136896373813e-01 2.0684096623418476e-02
3.2326978681935964e-01 2.1373599013744284e-02
3.3385792191252966e-01 2.1487291283846601e-02
3.5131249354265015e-01 2.2176736926610700e-02
3.6721646949786274e-01 2.2681404693759781e-02
3.8173842239615430e-01 2.2920327309175648e-02
3.9902477731854991e-01 2.2819999444747129e-02
4.0632284106254946e-01 2.2843923464461534e-02
4.2444454168210288e-01 2.3553238922642158e-02
4.4181541610065372e-01 2.3322161477418876e-02
4.5529208298087304e-01 2.3520338086729022e-02
4.8058878980976932e-01 2.3665781787701200e-02
4.8753012830243503e-01 2.3286725165338251e-02
5.1098781233951651e-01 2.3543781842129918e-02
5.2760811027722609e-01 2.3665123290651933e-02
5.3411371098641636e-01 2.3795285049769927e-02
5.5968682307462470e-01 2.3766308786055165e-02
5.6866510301386519e-01 2.3659361064715004e-02
5.8330271089555985e-01 2.3276704489934866e-02
6.0770579880046738e-01 2.3595366434117034e-02
6.1690692199224662e-01 2.3385708957465969e-02
6.3158610314009334e-01 2.2789237479414283e-02
6.5434885337609361e-01 2.2098417752665689e-02
6.5895516211940741e-01 2.2064965231948019e-02
6.8053458979643167e-01 2.1587280552370570e-02
6.9444750257972765e-01 2.1340190034413276e-02
7.0342100742437830e-01 2.1238616109114931e-02
7.1839216154670249e-01 2.0697901203209978e-02
7.3350784992445450e-01 1.9580218610549677e-02
7.4921333497689391e-01 1.8850559573691302e-02
7.6467354401233467e-01 1.7569173317975799e-02
7.8020712211299870e-01 1.6256300325438677e-02
7.8784588970548919e-01 1.5549833943755193e-02
8.0363984778790165e-01 1.4392325146681406e-02
8.1857193284588592e-01 1.2741817933047636e-02
8.2515839708361427e-01 1.2148166743587251e-02
8.3992759129290750e-01 1.1076379600397774e-02
8.4881427725836134e-01 1.0547508608611882e-02
8.6361491878182683e-01 9.2950014673136364e-03
8.7027045566489436e-01 8.5993493979099663e-03
8.8487657201131864e-01 6.7153923062997587e-03
8.9411791405015351e-01 6.0228560954170649e-03
9.0040777408802086e-01 5.5665213594411076e-03
9.0809232110301796e-01 4.7458298086751772e-03
9.2053222212970565e-01 3.4788431862007464e-03
9.2258931107105502e-01 3.2187718848778590e-03
9.3348795440433951e-01 2.2517939945647376e-03
9.3838476071955390e-01 1.7529817573208389e-03
9.4685569357300103e-01 8.2148157678770917e-04
9.5370498712474661e-01 1.3965979182911648e-04
9.6092694879150098e-01 -5.4174489841077268e-04
9.6930762188167119e-01 -9.2820733742646948e-04
9.7164991947208001e-01 -1.0948792740845810e-03
9.7669051890441039e-01 -1.7431984768826866e-03
9.8375850677868348e-01 -2.8227703388310800e-03
9.8693504063064930e-01 -3.0445528735025046e-03
1.0000000000000000e+00 5.4210108624275222e-17
