# x_over_c y_over_c
9.9999999999999989e-01 -4.0766001685454967e-17
9.9395512607901737e-01 8.9449775246348839e-03
9.9334846848168390e-01 9.5785616355584559e-03
9.7189531403675899e-01 1.3676877438698090e-02
9.6786334191843548e-01 1.4442243595878881e-02
9.6194587833412848e-01 1.5719489153900611e-02
9.4758348754335553e-01 1.8790149521697323e-02
9.3850275966648500e-01 2.0084203261181665e-02
9.3651948634953586e-01 2.0437864319831186e-02
9.2666002818776438e-01 2.1970454105786612e-02
9.1434083566572066e-01 2.4383775164700354e-02
9.1125208492397947e-01 2.4914388752664229e-02
9.0348155805744479e-01 2.6221380015022312e-02
8.9082207943401837e-01 2.8751283711111277e-02
8.7870144608872836e-01 3.0381854051929568e-02
8.6816324055613059e-01 3.1857745931304762e-02
8.5543066381803534e-01 3.3462542652939700e-02
8.4436710113970037e-01 3.5452086440052918e-02
8.3172612159536463e-01 3.7136031110499776e-02
8.2047347603867804e-01 3.8687656959838175e-02
8.1114219419148115e-01 4.0085137922961402e-02
7.9804790005298087e-01 4.2111056935841829e-02
7.8754310604490307e-01 4.3714906205054353e-02
7.7553197543021846e-01 4.4935079432218125e-02
7.6023453869528723e-01 4.6825418195562477e-02
7.4410796088387920e-01 4.8561878100683679e-02
7.2702192966214674e-01 5.0434874064635142e-02
7.1323841878577643e-01 5.2124355982565679e-02
7.0139011214749791e-01 5.3743241450575616e-02
6.8414957222706441e-01 5.5075024673569797e-02
6.7932508899654154e-01 5.5404659132919198e-02
6.6635236340298176e-01 5.6343637306432028e-02
6.4222527042203437e-01 5.9364769539512696e-02
6.3000092741630886e-01 6.0599586430314836e-02
6.1544493730247096e-01 6.0990077818590928e-02
5.9390123876142187e-01 6.2289562494274663e-02
5.7871423442473713e-01 6.3695250658332411e-02
5.6717919990387056e-01 6.5230433600401094e-02
5.5654214667411961e-01 6.6227048401796690e-02
5.4404667911489046e-01 6.7519515554745765e-02
5.1815690080270593e-01 6.9030114491029596e-02
5.0645576096138056e-01 6.9270363734132118e-02
4.9100067348807463e-01 6.9529995284130161e-02
4.6909453560353781e-01 7.1242464522061344e-02
4.5694874129618940e-01 7.2382832734877792e-02
4.4300142184748587e-01 7.2638174428015817e-02
4.2981933781071258e-01 7.3290977530264201e-02
4.0828595559878483e-01 7.4867691665745598e-02
3.9503081591746908e-01 7.5326233190563391e-02
3.8160679211773368e-01 7.5591372267088078e-02
3.6116528840907947e-01 7.5948301075214567e-02
3.5136405955696864e-01 7.6384390073792163e-02
3.4244703825704775e-01 7.6562490619700663e-02
3.1914159020440319e-01 7.6606993979543916e-02
3.0332341263991963e-01 7.6832029477097150e-02
2.9034784620403731e-01 7.7130708140205784e-02
2.7773017525816895e-01 7.7118799897205659e-02
2.7222827719260462e-01 7.6527960725415817e-02
2.5395895049704986e-01 7.6052627410018281e-02
2.4543472093418178e-01 7.5761234433123742e-02
2.3102735412174555e-01 7.5291116929348104e-02
2.1321127343852186e-01 7.4394525550404891e-02
1.9763538430907585e-01 7.2799296194110782e-02
1.8563126383913503e-01 7.1005220155686249e-02
1.7804451759957529e-01 7.0175563549760581e-02
1.6851909557564124e-01 6.9327529555905293e-02
1.5542563865264897e-01 6.8245473157496739e-02
1.4086747422536630e-01 6.6064301061377562e-02
1.2735211027495991e-01 6.3980607683097351e-02
1.2125017517634538e-01 6.3029621523154153e-02
1.1086099444333979e-01 6.0985009375385632e-02
9.9236545533945217e-02 5.8545389328651956e-02
9.2760506803085507e-02 5.6685464741914146e-02
8.3397296239281007e-02 5.3564668564011014e-02
7.7091049367782147e-02 5.1428547237460986e-02
6.2904384240864919e-02 4.6334144546309380e-02
5.9684319351972825e-02 4.4960722127982571e-02
4.9550352906986853e-02 3.9979472714915539e-02
3.8452722900799929e-02 3.3028428703565996e-02
2.9175118610446509e-02 2.7518047874753461e-02
1.7501049883801491e-02 1.8979621576253922e-02
1.0245250200766986e-02 1.3754437077989531e-02
3.4993863578672256e-03 7.1460826136030327e-03
8.6234639466375084e-04 3.4478742767001308e-03
0.0000000000000000e+00 0.0000000000000000e+00
0.0000000000000000e+00 0.0000000000000000e+00
5.3574767338411891e-03 -8.0325516174010268e-03
1.7026119090154345e-02 -8.8149212563598360e-03
2.7347701976266060e-02 -6.1211657208711731e-03
3.6012843101912106e-02 -4.9169125958968829e-03
6.0016637142117281e-02 -2.3260212699484899e-03
6.2243770730138016e-02 -2.0911875871307373e-03
7.2181473639014837e-02 -8.7333938882497568e-04
7.8308822672183698e-02 2.9950107958622144e-05
1.0290824530154657e-01 3.9311535373737069e-03
1.0632023350956049e-01 4.4175892734104839e-03
1.1480191846761809e-01 5.6422795226819004e-03
1.2656006834621372e-01 7.3314343671207214e-03
1.4623804327373491e-01 9.9740913398453923e-03
1.4965783246900388e-01 1.0375987238676686e-02
1.5840240255937171e-01 1.1394753717988239e-02
1.7065258073422793e-01 1.2797101722356197e-02
1.9071345515614621e-01 1.5033251436689666e-02
2.0315937627258301e-01 1.6293426147249910e-02
2.0734471440194654e-01 1.6684152824261181e-02
2.2002223403482202e-01 1.7764455021177676e-02
2.3422794855174842e-01 1.8809896122511077e-02
2.4784845527381630e-01 1.9853490839704852e-02
2.6241273836289913e-01 2.0931415169609408e-02
2.7537687977623604e-01 2.1777003148317844e-02
2.8772755088281632e-01 2.2279715081596888e-02
3.0201479051806263e-01 2.2640471344165400e-02
3.2464401651601116e-01 2.3322192280099571e-02
3.3806810041206609e-01 2.3949876180417527e-02
3.6007432961146096e-01 2.4287294151648191e-02
3.7027164650906158e-01 2.4016279680826157e-02
3.8304455432093271e-01 2.4800756806229698e-02
3.9392299984644752e-01 2.4987583752244573e-02
4.0969766166321708e-01 2.4780258008261613e-02
4.2497930141342094e-01 2.4974016465072895e-02
4.3889514878170538e-01 2.5218789684042047e-02
4.6750588235694479e-01 2.5011980523069920e-02
4.7455522659428562e-01 2.4890817697135387e-02
4.8657616725882585e-01 2.5172330865074338e-02
5.1410203416650080e-01 2.5691617558347986e-02
5.2661685688036564e-01 2.5393262493941155e-02
5.3310114833747912e-01 2.5385014987018634e-02
5.5535040778628897e-01 2.5472284134179728e-02
5.6601682170860546e-01 2.5477451512826956e-02
5.9092675530960082e-01 2.4878162109855974e-02
6.0284543003648339e-01 2.4547540981330957e-02
6.1343461662677157e-01 2.4172024286843379e-02
6.3658620168750901e-01 2.4071950101928943e-02
6.5366075492548115e-01 2.3264012172276527e-02
6.6804662261111791e-01 2.2595985886652403e-02
6.8245897184063387e-01 2.1682812577064257e-02
6.9119540243585131e-01 2.1257276959537285e-02
7.0717480738148797e-01 2.0229378431199475e-02
7.2696254557235207e-01 1.9035728877517831e-02
7.4069418583211200e-01 1.8233562448449137e-02
7.5446498441907095e-01 1.6951311643063263e-02
7.6628821039307482e-01 1.5647758126436762e-02
7.7954579023024584e-01 1.5067876840427333e-02
7.9082869335123551e-01 1.4480999490807408e-02
8.0170247193051491e-01 1.3375721515526734e-02
8.1369937459263897e-01 1.1622168292121773e-02
8.2835090821228474e-01 9.8954282615947541e-03
8.3821062333746477e-01 8.8527422968223239e-03
8.4952344865836882e-01 7.7861699106562708e-03
8.6333038360941339e-01 6.4428283126785561e-03
8.8440870833522578e-01 3.5885292078412729e-03
8.9040619203972493e-01 2.5835097253263375e-03
9.0425233302796115e-01 1.3964982367078173e-03
9.0914926341006252e-01 7.9006849015396624e-04
9.2133832223146028e-01 -1.1656744666880621e-03
9.2412415378501067e-01 -1.6896642019919562e-03
9.3483084912733727e-01 -2.8458152843157222e-03
9.4367043192185573e-01 -4.6677822988057584e-03
9.5737532265308622e-01 -5.9636013321704082e-03
9.6852745683214936e-01 -7.9502646883682082e-03
9.7553260053953728e-01 -8.3572983026227784e-03
9.8298581793318274e-01 -7.8744477046470973e-03
9.9390272714080130e-01 -6.2399752657659041e-03
9.9999999999999989e-01 -4.1199682554449168e-17
