# x_over_c y_over_c
1.0000000000000000e+00 0.0000000000000000e+00
9.9790842965947879e-01 1.0304669627733021e-02
9.8865366785467135e-01 1.3530944972702063e-02
9.8538998771067687e-01 1.4528242688754720e-02
9.7795270905095644e-01 1.6441372478339253e-02
9.7468285871649296e-01 1.7040709476329647e-02
9.6524064431403611e-01 1.9097138465802844e-02
9.6433336321840457e-01 1.9252809864673759e-02
9.4786213895143845e-01 2.1548961784469928e-02
9.3918794653956716e-01 2.2990169769850199e-02
9.2678859754281151e-01 2.5604530881135599e-02
9.1380785199854153e-01 2.7491196151211365e-02
9.1012596988562988e-01 2.8012923561727174e-02
9.0084253814008153e-01 2.9550707203236052e-02
8.8879722132056116e-01 3.2017100354866858e-02
8.7637909627929389e-01 3.4466111528806388e-02
8.6541486735578366e-01 3.6544636714461197e-02
8.6330060767057415e-01 3.6758901079525307e-02
8.5082068873203698e-01 3.9013588279387085e-02
8.4163874489685186e-01 4.0839625833612017e-02
8.2219677899726440e-01 4.3947900897256156e-02
8.1644945269767744e-01 4.4757367049073855e-02
8.0244543738454410e-01 4.6103631128575982e-02
7.8814220267590429e-01 4.6915274781080027e-02
7.7129108991780149e-01 4.8877123548969059e-02
7.6191913492109531e-01 5.0011506324792100e-02
7.4839321066312425e-01 5.1183833435680628e-02
7.3491056330700655e-01 5.2595144781390157e-02
7.1364303413332975e-01 5.5894993076368443e-02
6.9954827685114862e-01 5.7068488375471398e-02
6.8560664372189062e-01 5.7897597403559410e-02
6.7124158524827315e-01 5.8789309158606827e-02
6.5787586547761612e-01 6.0237089158622636e-02
6.4223449344060013e-01 6.1227057231892403e-02
6.3174511366063368e-01 6.2193496910108510e-02
6.1672086863136777e-01 6.3490951637290141e-02
5.9428844621530719e-01 6.5962934765450426e-02
5.8049389034707710e-01 6.6647953818159328e-02
5.6532406489321541e-01 6.6599098066515386e-02
5.5076886316018348e-01 6.7245830353553762e-02
5.3959240011818332e-01 6.8403619478313402e-02
5.2307787115054039e-01 6.9892734143988458e-02
5.0257143738676946e-01 7.1030381761331848e-02
4.8647546120059987e-01 7.1854799208638187e-02
4.7170740608558120e-01 7.2322242621769173e-02
4.5850631566306366e-01 7.2978690973907315e-02
4.4819222766355860e-01 7.3809048839713259e-02
