# x_over_c y_over_c
1.0000000000000000e+00 9.1072982488782372e-18
9.9513251131219094e-01 1.5348503243236073e-02
9.9286062559095156e-01 1.8555984873741087e-02
9.8538493002518535e-01 2.3444605042911446e-02
9.8036652305199146e-01 2.4425975406981076e-02
9.7385201728274606e-01 2.4434033419190156e-02
9.6685445441206763e-01 2.4747133881064452e-02
9.6273236010741881e-01 2.4881703239500223e-02
9.5668931982231897e-01 2.5091597164523124e-02
9.4561719643571251e-01 2.5378517753009845e-02
9.3878521952441529e-01 2.5929034743114230e-02
9.3116445743005660e-01 2.7170059402245445e-02
9.2763178160850679e-01 2.7270509589265544e-02
9.1732369112424506e-01 2.9106315376181316e-02
9.1123367303446290e-01 3.0324648415727316e-02
8.9522139554057256e-01 3.3814531838450471e-02
8.9433526720884959e-01 3.3973019389021440e-02
8.7900917075496476e-01 3.7006504160967256e-02
8.6492041867638181e-01 3.9014651889500582e-02
8.6007491247246137e-01 3.9504644061179019e-02
8.4623873743844447e-01 4.0710136230670206e-02
8.3136242421162687e-01 4.2721138414204531e-02
8.2072186143146653e-01 4.4048634390964028e-02
8.1362134176463941e-01 4.5068686321072922e-02
7.9529036273116682e-01 4.8024353618255286e-02
7.8538461841269935e-01 4.9834750090675790e-02
7.7774685763783591e-01 5.1081410134477617e-02
7.6027312874752839e-01 5.1414413286040836e-02
7.4646480645985891e-01 5.1394927653285162e-02
7.2794007367773672e-01 5.2720391243408472e-02
6.9920056531137287e-01 5.5708894256786198e-02
6.9145538838771514e-01 5.6201223558722570e-02
6.7392996782687620e-01 5.8166589126812600e-02
6.5997920846728286e-01 5.8431702437352427e-02
6.4135702862802235e-01 5.9669094480449471e-02
6.2279315958334491e-01 6.1010525537174946e-02
6.0133472062697024e-01 6.4229883406664995e-02
5.8344142123392118e-01 6.5203261883194946e-02
5.7266379519184019e-01 6.4345546016416108e-02
5.5201330802744497e-01 6.4524537551975597e-02
5.3438699517326504e-01 6.5999641694140423e-02
5.1666848361865159e-01 6.8075741285671731e-02
5.0289924096875294e-01 6.8527557698609687e-02
4.8442637794163745e-01 6.9590639813220362e-02
4.6625697492024004e-01 7.1719758359257951e-02
4.3998998219166957e-01 7.1231989560592623e-02
4.2274282539634273e-01 7.1197964623076510e-02
4.0938871797476700e-01 7.1631827197171788e-02
3.9308222525103487e-01 7.2628672069267847e-02
3.7847370166351446e-01 7.3619616905904503e-02
3.7147387268846693e-01 7.2922822184675315e-02
3.5133571363604610e-01 7.3451825188972336e-02
3.3938455372631843e-01 7.3070186759588221e-02
3.2184007436987533e-01 7.3578652921196058e-02
3.0450649222004650e-01 7.3230394978048674e-02
2.9959783570322801e-01 7.2968947300938600e-02
2.7691736321035615e-01 7.2784063882329580e-02
2.6503387181325705e-01 7.2819168696442782e-02
2.4400551077591545e-01 7.1774870253574721e-02
2.2758904306996569e-01 7.0992123216286424e-02
2.1663638552964926e-01 6.9638078187124614e-02
2.0428890042143377e-01 6.8904899020101038e-02
1.8729863624473322e-01 6.5927747017594351e-02
1.7715682719990963e-01 6.4854060130095953e-02
1.6577121787160207e-01 6.3435657613538407e-02
1.4814226575060629e-01 6.0636094855906084e-02
1.4350348774882143e-01 6.0043801576829224e-02
1.3234463842140098e-01 5.8499798838066455e-02
1.2370301058944862e-01 5.7286963424116960e-02
1.0805199849420988e-01 5.4767722302044623e-02
1.0356121084364436e-01 5.4033115585628330e-02
9.4702036737728978e-02 5.1131303180087052e-02
8.2669007439315212e-02 4.6508785194527516e-02
7.5830762909196797e-02 4.3996871373757324e-02
6.8105561725545119e-02 4.0364564508918323e-02
5.2093680629604698e-02 3.3441562530951992e-02
4.5241725918045629e-02 3.0292427846089837e-02
3.8603847797451012e-02 2.6985185179225428e-02
3.3920414399751568e-02 2.4735634931604706e-02
2.2742798872635150e-02 1.9292405476059881e-02
1.5759160153855405e-02 1.5590704148577191e-02
6.6134118740481989e-03 8.6203764160884665e-03
4.2762874776804804e-03 6.8021945947451855e-03
0.0000000000000000e+00 0.0000000000000000e+00
0.0000000000000000e+00 0.0000000000000000e+00
3.8002231001421859e-03 -1.3283162024662133e-02
1.3552724039630084e-02 -2.0721499417084812e-02
2.0696215889383127e-02 -1.8962766036678399e-02
2.6745069480699196e-02 -1.8301087254827941e-02
3.5477702929489909e-02 -1.5857455143354821e-02
4.1939323550654148e-02 -1.3905113569683374e-02
4.7911607383812678e-02 -1.2582491029885373e-02
6.1598309370687374e-02 -1.0203911269578959e-02
6.2167187631512286e-02 -1.0134149756579209e-02
7.8043318877291226e-02 -8.0760315348866116e-03
8.6989404645278254e-02 -6.5023901842736383e-03
1.0197208735913854e-01 -4.4849107424605322e-03
1.1707466298642415e-01 -2.3194671101270472e-03
1.2707559402467128e-01 -8.6495322876210519e-04
1.4139865074641522e-01 1.3061745602665519e-03
1.4942801304093489e-01 2.2263090691958701e-03
1.6788376270658287e-01 4.6915623444143805e-03
1.6947668241637229e-01 4.8087002511251675e-03
1.8434485260840464e-01 6.6959139723588778e-03
1.9679682057754103e-01 7.9014743568835994e-03
2.0695645217630063e-01 8.8247346381622373e-03
2.2830651603896066e-01 1.0480568851851845e-02
2.4462563684905850e-01 1.1778599141412707e-02
2.4869883719240146e-01 1.2272255480768716e-02
2.6745147178797357e-01 1.3944772661643765e-02
2.8643713499084927e-01 1.5077563186003638e-02
2.8803532307569224e-01 1.5203073923577989e-02
