# row axial thickness
1 -4.0842470872225407e+00 3.0297255277028476e+00
2 -4.1218993727488362e+00 3.1166743785932374e+00
3 -4.2688314732862773e+00 3.4525142901998542e+00
4 -4.3018653666616542e+00 3.5356870432859635e+00
5 -4.3722924024323415e+00 3.7058978939799880e+00
6 -4.3985606886582236e+00 3.7681291467683127e+00
7 -4.4440194521038672e+00 3.8761472443502916e+00
8 -4.5166624974803300e+00 4.0456621439148908e+00
9 -4.5362067258947114e+00 4.0930607088274300e+00
10 -4.5833383429813122e+00 4.2160389026545015e+00
11 -4.6489206440227528e+00 4.3967990314637468e+00
12 -4.7870485183488514e+00 4.7350635736652409e+00
13 -4.9292086638065769e+00 5.0712148805651953e+00
14 -5.8088691131035262e+00 7.0784161538297665e+00
15 -6.1231899430587351e+00 7.7375744920043612e+00
16 -6.4866524110938188e+00 8.3272610034122234e+00
17 -6.5823919669542237e+00 8.4636428798923991e+00
18 -1.7556571012475217e+00 -2.6984898186815665e+00
19 -1.7859161161206436e+00 -2.6240088650778479e+00
20 -1.8588091755358274e+00 -2.4550494843490873e+00
21 -1.8919136177937794e+00 -2.3744169329296385e+00
22 -1.9260521918438485e+00 -2.2895204144080794e+00
23 -1.9921805846836813e+00 -2.1041382802628998e+00
24 -2.0012383701021070e+00 -2.0789401472876743e+00
25 -2.0597905983489224e+00 -1.9269521110529475e+00
26 -2.1266443252327805e+00 -1.7565670365070374e+00
27 -2.1202616534987206e+00 -1.7684958103981312e+00
28 -2.2623728544025075e+00 -1.4171004647199843e+00
29 -2.8735626138676591e+00 1.4991049263646289e-01
30 -3.0169755741702522e+00 4.8596981062595002e-01
31 -3.1600454438962298e+00 8.2242900802170693e-01
32 -3.5994412844610912e+00 1.8255381103694055e+00
33 -6.6861917639066126e+00 8.6051100906528397e+00
34 -7.1741405996449847e+00 9.0675600359773014e+00
35 -6.2424310344610823e-01 -5.8068323431057687e+00
36 -6.2691010649486034e-01 -5.7980399719492199e+00
37 -6.8502472081218713e-01 -5.6237676817480580e+00
38 -7.1867250591627974e-01 -5.5217715926722963e+00
39 -7.4666377164148012e-01 -5.4382033571265902e+00
40 -9.3412818385834484e-01 -4.9039018460991590e+00
41 -1.3885733926473860e+00 -3.6665168001254242e+00
42 -1.5268512840266524e+00 -3.3281151931055368e+00
43 3.8295876463232292e-01 -8.6500530011119814e+00
44 3.6841950110261162e-01 -8.6045960443527552e+00
45 3.1984888540966033e-01 -8.4740899309107363e+00
46 2.5515212235746759e-01 -8.2976887056202902e+00
47 2.5004043619049693e-01 -8.2822763445428489e+00
48 -5.0272860060415495e-02 -7.3879885451940286e+00
49 -1.7789604020692376e-01 -7.0461940449313971e+00
50 -6.2344225578805945e-01 -5.8050854271329024e+00
51 7.0246391378010198e-01 -1.0034780109353614e+01
52 6.9077730027827455e-01 -9.9684981811676163e+00
53 5.8037342089724486e-01 -9.4280464591477724e+00
54 4.3551270417926480e-01 -8.8521737023497238e+00
