# x_over_c y_over_c
1.0000000000000002e+00 -2.6020852139652106e-18
9.9593251251179260e-01 6.4415991145614689e-03
9.9106031275880213e-01 8.5106990019182521e-03
9.7798526671734831e-01 1.1728553022726067e-02
9.6538650325865416e-01 1.3882336800713551e-02
9.6132544495915184e-01 1.4671034283804067e-02
9.5559583461900377e-01 1.5817234038452813e-02
9.4985242204721765e-01 1.7016337983271790e-02
9.3837935055944355e-01 1.9338999675923119e-02
9.3293082421364237e-01 2.0502628752010567e-02
9.2657680163503131e-01 2.1614837021120343e-02
9.1507436539134890e-01 2.3733500773439404e-02
9.0623803478619325e-01 2.5231469073567287e-02
8.9713547272307814e-01 2.6701436638567094e-02
8.9107432091243222e-01 2.7637742952675019e-02
8.7931751966493010e-01 2.9575549760246171e-02
8.6763302371082729e-01 3.1849591239356587e-02
8.5516431000950122e-01 3.4180001275418072e-02
8.5021083059286584e-01 3.5501436998495908e-02
8.2586685497026147e-01 3.8896417847795274e-02
8.1365865615939592e-01 4.0589524433103347e-02
8.0147600430334298e-01 4.2384296746614168e-02
7.8930272553106207e-01 4.4466268142135161e-02
7.6489972033097797e-01 4.7605316909632503e-02
7.5262401203750584e-01 4.8422828696492323e-02
7.2333225773442966e-01 5.2320935526177975e-02
6.8663084865457114e-01 5.6292480115684558e-02
6.7443205141341511e-01 5.7906121720614802e-02
6.6219511962826183e-01 5.9050460321728962e-02
6.4253186223345515e-01 6.0374521901269358e-02
6.2512955745118026e-01 6.2066832680746857e-02
6.1268472979920519e-01 6.3109955123588357e-02
5.9976016849954272e-01 6.3778309332896285e-02
5.8069127972976187e-01 6.4813114596453628e-02
5.6891433040496076e-01 6.6374365462927840e-02
5.5012511204132863e-01 6.7834159917521716e-02
5.3674508545516975e-01 6.8141377498098621e-02
5.2466034172928822e-01 6.8934857727410717e-02
5.0008404246307081e-01 7.0608350068729273e-02
4.5578679324852128e-01 7.2986863941053581e-02
4.4291278981968485e-01 7.3342915001856690e-02
4.2418518881804101e-01 7.4015631110461472e-02
4.1076785706225682e-01 7.4938214929596514e-02
3.9877054523109168e-01 7.5516026532098671e-02
3.8669987099864844e-01 7.5268995271886685e-02
3.6701733711856632e-01 7.5885319023740752e-02
3.4843069011626354e-01 7.6145030806205313e-02
3.4375093892720548e-01 7.5921274722494714e-02
3.2501333639363267e-01 7.5369955097658328e-02
3.0256772128445686e-01 7.5292022224054567e-02
2.9509351425256664e-01 7.5076647486402678e-02
2.8272247035021858e-01 7.4770372953698400e-02
2.6909587478176672e-01 7.4009402385523879e-02
2.5542820223507423e-01 7.3436341265609537e-02
2.4280435757820315e-01 7.2825374441719257e-02
2.2296544553758862e-01 7.1969189171243175e-02
2.1665511550481747e-01 7.1808678426007216e-02
2.0491816061780946e-01 7.0484329353185576e-02
1.8186069328209203e-01 6.7306054459575632e-02
1.7584828677828507e-01 6.7053544508745802e-02
1.6804339940464691e-01 6.6284583615201009e-02
1.4033420662900312e-01 6.3034665008340859e-02
1.3346999254770139e-01 6.1890873602694615e-02
1.2251102444666753e-01 6.0516712026190640e-02
1.1265114478121632e-01 5.8804053474885001e-02
1.0361675743931646e-01 5.6852499126179866e-02
8.9704375665159403e-02 5.3259236609264383e-02
7.9555483012775735e-02 5.0889328296004566e-02
7.5492563129959861e-02 4.9798814636827449e-02
6.7183439341545567e-02 4.7848607221308639e-02
5.2448023130069930e-02 4.1528433350731517e-02
4.1981299440138987e-02 3.5898775104729233e-02
3.8955309668907374e-02 3.4300153314336147e-02
2.7991405369123083e-02 2.6608553888587235e-02
2.3587552332796448e-02 2.3552305967483120e-02
1.7514390379238035e-02 1.8217343593849990e-02
1.3778823426194711e-02 1.5096629245624063e-02
8.7992196239552005e-03 1.0427900579634587e-02
3.6910107593536912e-03 6.4610266212867095e-03
0.0000000000000000e+00 0.0000000000000000e+00
0.0000000000000000e+00 0.0000000000000000e+00
1.9344248540891955e-03 -9.5986861059160905e-03
2.9542594734718554e-03 -1.1158532472482323e-02
5.1166861499341455e-03 -1.1416597290677894e-02
9.9317221950689302e-03 -1.1400358017104355e-02
1.3741564099803170e-02 -1.1171880569547096e-02
1.5954045779939623e-02 -1.1328187611419266e-02
2.3179056881186249e-02 -1.1138287024089815e-02
2.9845437789530256e-02 -1.1047045585942491e-02
3.5742845616799232e-02 -1.0817242248443984e-02
4.3212158476609822e-02 -1.0199275279011129e-02
5.5320116244982155e-02 -8.8375458616408321e-03
6.2451190709343608e-02 -7.4852028507399549e-03
7.0930545504494555e-02 -5.8665124191716635e-03
7.8475082046674055e-02 -4.6051352103974787e-03
8.8800218972247630e-02 -2.6031058277958129e-03
9.6225521326508079e-02 -1.3042034414096626e-03
1.0622246094398488e-01 2.4589153259192703e-04
1.2042340827710547e-01 2.5497151143749710e-03
1.2725050269067578e-01 3.2752323114869685e-03
1.4143291546151437e-01 5.2677874321969270e-03
1.6095944312731478e-01 7.4260221614128085e-03
1.7635450564657770e-01 9.2103882753819429e-03
1.8906303193306948e-01 1.0484887167743626e-02
1.9650933244579027e-01 1.1044890978706918e-02
2.0767338796994977e-01 1.1881586298223322e-02
2.2363156415659552e-01 1.3042502177706514e-02
2.3644730474028475e-01 1.3846677127068286e-02
2.5604516087517898e-01 1.5539972791989192e-02
2.6367168398279478e-01 1.6402032861241783e-02
2.8383433457986579e-01 1.7470549656958823e-02
3.0349471349890345e-01 1.8767102402550653e-02
3.1709358278263045e-01 1.9356502087128250e-02
3.3208081287294416e-01 2.0048937889076787e-02
3.6319456317163068e-01 2.1372431760254818e-02
3.8460683951431429e-01 2.1433971354115192e-02
3.9566389970922161e-01 2.1411238269733505e-02
4.1551234284528921e-01 2.1745009740002694e-02
4.2782004755265041e-01 2.1466892407511255e-02
4.3810522519480655e-01 2.1920133446928159e-02
4.6010039012481757e-01 2.1987059884810339e-02
4.7994720370171007e-01 2.2203546310278769e-02
4.9980799739857512e-01 2.2458593615670028e-02
5.1242986729940265e-01 2.2087122641259491e-02
5.1847817091368087e-01 2.1896714425676839e-02
5.3151867905509009e-01 2.1973174865911514e-02
5.5809579706092594e-01 2.1938678336680818e-02
5.7636041868413368e-01 2.1501835578275227e-02
5.8383701404799260e-01 2.1911317180829934e-02
6.0714022734614603e-01 2.1883357342693522e-02
6.0920234098710302e-01 2.1884430242163872e-02
6.3696043025104665e-01 2.1608813151782636e-02
6.4822147087243098e-01 2.1689320275510387e-02
6.6054874503072836e-01 2.1456457592108229e-02
6.8030487748561430e-01 2.1151387516088475e-02
6.9286484816571736e-01 2.0966872358292619e-02
7.0502215603130491e-01 2.0396818760757367e-02
7.2475300453319025e-01 1.9885452935624989e-02
7.3709138886867531e-01 1.9463085313703436e-02
7.4933002086625000e-01 1.8381799883396117e-02
7.9359928873532071e-01 1.5702270557135460e-02
8.0587357910179180e-01 1.4764297397807919e-02
8.1811286569132158e-01 1.3800901060275034e-02
8.3036967974105091e-01 1.2768712757508684e-02
8.4260339352185631e-01 1.1566093419977806e-02
8.5481647042402498e-01 1.0281483766148606e-02
8.7259231206507504e-01 8.6585918760738092e-03
8.8479834859535444e-01 7.3624115766915358e-03
8.9436604033451117e-01 6.6550513541350368e-03
9.0317483904115325e-01 5.7310691172919948e-03
9.0716419294362749e-01 5.0870675584050234e-03
9.2111759575996988e-01 3.4525781296177393e-03
9.2720980456131286e-01 2.8958744573677870e-03
9.3350383210446075e-01 2.3582119731806973e-03
9.4394514703710952e-01 1.5427461705208355e-03
9.4597925657223048e-01 1.5386319837712955e-03
9.5876784222194256e-01 8.8624366566447481e-04
9.6450499974910264e-01 1.0952260669430235e-04
9.6694571063631563e-01 -1.7850658964519523e-04
9.7055497959869985e-01 -4.7377106275703351e-04
9.7756544935541634e-01 -6.4807512963175424e-04
9.8362049817133512e-01 -8.1825899972164324e-04
9.8955549102032769e-01 -1.2360514957823580e-03
9.9661433919675591e-01 -8.2608697913794105e-05
1.0000000000000002e+00 2.6020852139652106e-18
