# x_over_c y_over_c
1.0000000000000000e+00 -4.8572257327350599e-17
9.9913303059536362e-01 3.7718735764531702e-03
9.8593608376204567e-01 1.3050906928960729e-02
9.7953855658327516e-01 1.4956395750986586e-02
9.7313051352239333e-01 1.6370481246399674e-02
9.6589005978443210e-01 1.7802848145665774e-02
9.6114290284836301e-01 1.7815791800671894e-02
9.5362230242986668e-01 1.9270774537905835e-02
9.4554017542331203e-01 2.1207675850896460e-02
9.3912691524486480e-01 2.2196277736368099e-02
9.3441917471996583e-01 2.2385167433944093e-02
9.2408023463068212e-01 2.3941855172992993e-02
9.2122887370002593e-01 2.4524001499595167e-02
9.0688947860959435e-01 2.5884176796950896e-02
8.9918477820982823e-01 2.7218153714283596e-02
8.8106280569082562e-01 3.2197402131266505e-02
8.6678287699401946e-01 3.6053436249639963e-02
8.5776915649604890e-01 3.7846699135210334e-02
8.4575015248699836e-01 3.9460649459101736e-02
8.3152087281025500e-01 4.1217467951164093e-02
8.2921198012901509e-01 4.1887998281379825e-02
8.0745992030190583e-01 4.3895589198665555e-02
7.9597021953399716e-01 4.5622783504997245e-02
7.8404078100005326e-01 4.7291615560388071e-02
7.7728140453562888e-01 4.8216896662346152e-02
7.6001653671715930e-01 5.0630829696914993e-02
7.4599448955341852e-01 5.2622294648074094e-02
7.2711194759046016e-01 5.4519422991544331e-02
7.2100332438413695e-01 5.5094266468881173e-02
7.0650668442529063e-01 5.5725323598264258e-02
6.8512234469356437e-01 5.6027440146796947e-02
6.6968471528022988e-01 5.6714325349205279e-02
6.6463476482727868e-01 5.7516487023773717e-02
6.4670983059665876e-01 5.9747520124962185e-02
6.3283800161596182e-01 6.0799845180851915e-02
6.1041485335648660e-01 6.1225744107885144e-02
5.9538923750577055e-01 6.3183732107438897e-02
5.8295207630596402e-01 6.3705790141390981e-02
5.7053208701623037e-01 6.5196165496923419e-02
5.5066698366759637e-01 6.6363569256105218e-02
5.3798157052429840e-01 6.7438199396335038e-02
5.1666517610676954e-01 6.9569679719138716e-02
5.0325831505781493e-01 7.0250187572376499e-02
4.9254325472867133e-01 7.0426759864120711e-02
4.7154527102871091e-01 7.2361139593062770e-02
4.5996495721786457e-01 7.2507003454711297e-02
4.4300957065576424e-01 7.3046887162564675e-02
4.2264003560378710e-01 7.3681084926754681e-02
4.0779681868605350e-01 7.3714059592843620e-02
4.0261204399593470e-01 7.4656087395133616e-02
3.8687372058831848e-01 7.4657644528592665e-02
3.6224622211178875e-01 7.4564725473189278e-02
3.4731312915680196e-01 7.5353847522283024e-02
3.3864869291756372e-01 7.5703667932051272e-02
3.2241956082669920e-01 7.5406403741955050e-02
3.1028157004703411e-01 7.4696139780604534e-02
2.9304592825825920e-01 7.4388575770335183e-02
2.8466561366074694e-01 7.3985563777586083e-02
2.6725349416074001e-01 7.2354157913873993e-02
2.4904421421047063e-01 7.1581997920302662e-02
2.4373803931342386e-01 7.1324929038431184e-02
2.3164533188797934e-01 7.0277660838837380e-02
2.1767057639562012e-01 6.8033255073273874e-02
2.0138140686251638e-01 6.7115066902426773e-02
1.8898997813208745e-01 6.6830658302936816e-02
1.8055528052527850e-01 6.6810943917252036e-02
1.5694019985812704e-01 6.5179837680768613e-02
1.4026600362707251e-01 6.2056088618449523e-02
1.3369542578659541e-01 6.0393851755822625e-02
1.1744806498832884e-01 5.6991714065566405e-02
1.0774384768357105e-01 5.5348374256398755e-02
1.0096128538538322e-01 5.3846272985785607e-02
9.5259468281033377e-02 5.0623231984498522e-02
8.1239448347195348e-02 4.7121224902999019e-02
6.6189096071015932e-02 4.2958943698859935e-02
6.0343541367203088e-02 3.8988842870144480e-02
5.0382997698390011e-02 3.4996486676172708e-02
3.5351639705711368e-02 2.8624885788333422e-02
2.9870468747839874e-02 2.4052432690477042e-02
1.8317796287775679e-02 1.8264607257170915e-02
1.5163879980193576e-02 1.5833410440639205e-02
8.7968050219764428e-03 1.2923772459481030e-02
1.9570970063733629e-03 6.1430127936679150e-03
0.0000000000000000e+00 0.0000000000000000e+00
0.0000000000000000e+00 0.0000000000000000e+00
8.8138507224399393e-03 -1.5392387622755752e-02
2.0331843694446478e-02 -1.9043178449689377e-02
2.7220697190229005e-02 -1.6861048844896712e-02
4.1896362274008864e-02 -1.4088753033766077e-02
4.9783786624691372e-02 -1.2400793099553121e-02
5.6837242770428287e-02 -1.1196969331472718e-02
6.5895801643404583e-02 -9.0196329570202440e-03
7.4481042144449006e-02 -8.5365812910889252e-03
8.1659224450084555e-02 -6.9885489441089002e-03
9.5210273374560728e-02 -5.2057917016025464e-03
9.6114523044081426e-02 -5.1710992665136022e-03
1.0671069648022070e-01 -3.1501721753446855e-03
1.1768531604631723e-01 -1.9093613966027997e-03
1.3803314981190926e-01 9.3093541334274201e-04
1.5384546928353673e-01 2.8201348781317385e-03
1.5856576537768441e-01 3.9157876172935492e-03
1.6974040671936708e-01 4.5946548628523062e-03
1.8171811109052924e-01 6.3523415938947390e-03
1.9576594207738746e-01 7.5521447028526782e-03
2.0770620404906215e-01 8.6132259875264881e-03
2.2208000707046024e-01 1.0210976182261411e-02
2.3846099026793929e-01 1.1580633454276431e-02
2.4947249512943695e-01 1.2503599619286031e-02
2.6507963116767042e-01 1.3949874841797711e-02
2.7308057439524469e-01 1.4111405129230727e-02
2.8993783296413039e-01 1.5489067148830419e-02
3.1313815829823499e-01 1.6697908461707330e-02
3.2620705920122894e-01 1.7598346996159857e-02
3.3290312981436371e-01 1.7544174075462902e-02
3.5554698978423810e-01 1.8736729054791946e-02
3.7526213521028146e-01 1.9589547743976386e-02
3.7614660784085246e-01 1.9563278611110620e-02
3.9498768697303360e-01 2.0199087555269224e-02
4.1735291741160246e-01 2.0987827394079835e-02
4.2289800118455212e-01 2.1283868834114407e-02
4.3774554904651836e-01 2.1292966881863207e-02
4.5807062108686619e-01 2.1340722722334674e-02
4.7669778550930897e-01 2.1385744923676116e-02
4.9882430491517249e-01 2.1498695516001375e-02
5.1250228652209551e-01 2.1440827470191694e-02
5.3113173687837878e-01 2.1103769021852656e-02
5.4215457640020603e-01 2.0925954952811635e-02
5.5364199397952030e-01 2.0717301138918266e-02
5.7298685630235269e-01 2.0231859628454533e-02
5.9308740135827531e-01 1.9657199678121590e-02
6.0874566974663125e-01 1.8972625227938522e-02
6.2104888438787464e-01 1.8630350915653151e-02
6.2964387969940072e-01 1.8326873653774375e-02
6.5310010946214581e-01 1.7173646004601167e-02
6.6629423095917639e-01 1.5770473575809348e-02
6.7997464560193599e-01 1.4778531426713887e-02
6.9746841909977209e-01 1.4227307780809042e-02
7.0900486372820204e-01 1.3906240480208543e-02
7.2600890586599010e-01 1.2536113907524599e-02
7.2898425434769276e-01 1.2179099208507720e-02
7.5021851568614761e-01 1.0087381949593046e-02
7.6547364633290216e-01 9.3588214157438367e-03
7.8026259723084945e-01 7.8225117696955788e-03
7.8948271737162246e-01 5.8873807408616101e-03
7.9973371027443496e-01 4.1557581548609269e-03
8.1789319129601312e-01 4.3747216653585970e-03
8.2058298726634071e-01 4.3483741021447548e-03
8.4126049995309959e-01 2.3170923079511817e-03
8.5163584571506867e-01 4.3884119732641013e-04
8.7284111348677984e-01 -1.0566443232182463e-03
8.8347168282933120e-01 -2.1518824394585610e-03
8.9022943705821111e-01 -3.1311362226092063e-03
9.0198079653359142e-01 -4.7634837289626166e-03
9.0815008342629566e-01 -5.7340263159094268e-03
9.2131683949209831e-01 -6.2662343108376827e-03
9.2234023924347930e-01 -6.4494496131392298e-03
9.4233626045745267e-01 -9.1478815761545443e-03
9.6002343619784269e-01 -9.4719077686116239e-03
9.7046369179348357e-01 -8.2998435135285542e-03
9.7682719747100499e-01 -7.6545511525703963e-03
9.8168766314348410e-01 -6.7532641899082707e-03
9.8639287596850955e-01 -5.9220181819970045e-03
1.0000000000000000e+00 -4.8572257327350599e-17
