# row axial thickness
1 -7.7928239837887672e+00 6.9072826256627691e+00
2 -7.8120123154209331e+00 6.9095677980129278e+00
3 -8.0210892336960953e+00 6.9423872026912878e+00
4 -8.0394564567408970e+00 6.9457379616179020e+00
5 -8.2124036734069463e+00 6.9887936667375250e+00
6 -8.2973814109876773e+00 7.0134217333546784e+00
7 -8.4795191204533573e+00 7.2062696089887828e+00
8 -8.4052039220096564e+00 7.0594453206031025e+00
9 -8.4802267075792823e+00 7.1933090934725374e+00
10 -7.0967746188926917e+00 6.8721877945435077e+00
11 -7.0837300856688161e+00 6.8713081653315466e+00
12 -7.1042131650315383e+00 6.8730473747453313e+00
13 -7.3262381738288109e+00 6.8912380814053718e+00
14 -7.2944178991681321e+00 6.8898541476180633e+00
15 -7.3422125846006141e+00 6.8927816264478876e+00
16 -7.5678609474903320e+00 6.8960508823130908e+00
17 -7.4940215264914016e+00 6.8974826814385386e+00
18 -7.8007326203097902e+00 6.9083017638439239e+00
19 -8.0247739324813505e+00 6.9432410503218716e+00
20 -8.3851360228210368e+00 7.4328325542270433e+00
21 -8.4721060491806490e+00 7.3296525021726575e+00
22 -6.3466415395173668e+00 6.8242149867833559e+00
23 -6.4273998484269041e+00 6.8291056505226821e+00
24 -6.5478205103064795e+00 6.8359170341886646e+00
25 -6.6780988960441299e+00 6.8446314291219474e+00
26 -6.7538510318015250e+00 6.8497731117838061e+00
27 -8.0252705950837449e+00 7.6247185546032163e+00
28 -8.0545245143873281e+00 7.6131884226726347e+00
29 -8.1932904282119452e+00 7.5577341212885054e+00
30 -5.3751794199661900e+00 6.7306235562140841e+00
31 -5.5243862593310373e+00 6.7501218997352810e+00
32 -5.5905262025958162e+00 6.7584920941640290e+00
33 -5.7639091026243392e+00 6.7766191964075979e+00
34 -5.8020628852873628e+00 6.7804696785578651e+00
35 -7.7037821737124199e+00 7.7722971894594828e+00
36 -7.8379098640455291e+00 7.7162951042552335e+00
37 -8.0424906341142481e+00 7.6202133597524435e+00
38 -4.4764393254174264e+00 6.5955637988213018e+00
39 -4.5610713054991203e+00 6.6100265298008125e+00
40 -4.6789102707262007e+00 6.6320678408431180e+00
41 -4.7994061737383111e+00 6.6502680350705958e+00
42 -4.9084120812049319e+00 6.6629650624158181e+00
43 -5.0995701754854013e+00 6.6869487876337121e+00
44 -5.0018024314850038e+00 6.6742981479810251e+00
45 -5.3202591411093367e+00 6.7243223644478274e+00
46 -5.5470845988136785e+00 6.7543834591250773e+00
47 -5.7767690271743266e+00 6.7782737264313351e+00
48 -7.3254152946492361e+00 7.9019096613040851e+00
49 -7.4801913827510340e+00 7.8657201969951567e+00
50 -3.4126980933350004e+00 6.4328705775978152e+00
51 -3.5232095667354502e+00 6.4513441641318874e+00
52 -3.6283910788301501e+00 6.4706534242740874e+00
53 -3.7622314785057123e+00 6.4902235932718764e+00
54 -3.8578232362751725e+00 6.5026039277826930e+00
55 -4.0456661850759303e+00 6.5347228951846246e+00
56 -3.9724878413330984e+00 6.5204072265895991e+00
57 -4.2682382118279794e+00 6.5690466794696727e+00
58 -4.4974721888747675e+00 6.5983923577682138e+00
59 -6.9213439356376183e+00 7.9746856509528437e+00
60 -6.8969400982686837e+00 7.9791605194210522e+00
61 -6.9502455765203077e+00 7.9719702767495955e+00
62 -7.0635366232356249e+00 7.9547053371202310e+00
63 -7.2714319813406840e+00 7.9183230074237532e+00
64 -2.2435688230239417e+00 6.2407396473975307e+00
65 -2.3753376718428227e+00 6.2622709253686528e+00
66 -2.4966619724034547e+00 6.2852630407793457e+00
67 -2.5788303421755070e+00 6.2985915539163067e+00
68 -2.7034406846398258e+00 6.3157758429020827e+00
69 -2.8211837052502062e+00 6.3347815279786532e+00
70 -2.9996157451796917e+00 6.3702095533961929e+00
71 -2.9380851938442061e+00 6.3571922341066527e+00
72 -3.0209505173243008e+00 6.3732041947401132e+00
73 -3.2228290946168023e+00 6.4059100051266675e+00
74 -3.4525242377822254e+00 6.4371821811290060e+00
75 -6.2070037739670534e+00 7.9790561459004463e+00
76 -6.1884311484753436e+00 7.9803982713960497e+00
77 -6.2180390537573107e+00 7.9800380044681338e+00
78 -6.4171739334019602e+00 7.9982513511059832e+00
79 -6.4292266181069486e+00 7.9980956400896730e+00
80 -6.4350281980752904e+00 7.9996091517273626e+00
81 -6.6616507679017962e+00 8.0054917845152946e+00
82 -1.1427210945472019e+00 6.0284706186148664e+00
83 -1.1647102853612705e+00 6.0319928092641728e+00
84 -1.3673192197230983e+00 6.0694541735527823e+00
85 -1.3965385695401993e+00 6.0758478383862453e+00
86 -1.5662369410778991e+00 6.1158348883336160e+00
87 -1.6471587834343646e+00 6.1339030700021659e+00
88 -1.7763989258709989e+00 6.1588976974958793e+00
89 -1.9575479549776782e+00 6.1953067847850694e+00
90 -1.8879373521228422e+00 6.1801979394933344e+00
91 -2.1828106032003638e+00 6.2298870885566409e+00
92 -2.4047965951352066e+00 6.2663704922728982e+00
93 -5.2580505650642486e+00 7.9376415536519129e+00
94 -5.2705527564737116e+00 7.9392367996021802e+00
95 -5.4572914030556223e+00 7.9756299993573219e+00
96 -5.5125786692991605e+00 7.9848070360935850e+00
97 -5.6920760547837199e+00 8.0039992432519593e+00
98 -5.7337242178608729e+00 8.0061164160165355e+00
99 -5.9544042701888937e+00 7.9966111900774903e+00
100 1.9754821006347187e-01 5.7368735730061404e+00
101 3.2907634858997878e-02 5.7711389304421852e+00
102 -6.1530752494628353e-02 5.7934355931990478e+00
103 -1.5801423531220754e-01 5.8163704718827134e+00
104 -3.5040013167438649e-01 5.8576509262964302e+00
105 -2.8571302885482075e-01 5.8422620322256842e+00
106 -3.7464081215642325e-01 5.8597827388830765e+00
107 -5.6540454302975307e-01 5.9064541661198851e+00
108 -5.4763346245027533e-01 5.9013459240725261e+00
109 -5.7522488923713744e-01 5.9076920542829567e+00
110 -1.1517336990866534e+00 6.0298943086830841e+00
111 -1.3724402019524657e+00 6.0713266074202883e+00
112 -4.3885928436303114e+00 7.8390345963330681e+00
113 -4.4875994380197923e+00 7.8538710431549328e+00
114 -4.6012227794166725e+00 7.8719394005230710e+00
115 -4.7285800731491632e+00 7.8858092916387958e+00
116 -4.8664180342239440e+00 7.8936513837109787e+00
117 -5.0268890730735638e+00 7.9151594291486349e+00
118 -4.9113038990437712e+00 7.8984970022655112e+00
119 -5.2602563962840687e+00 7.9390006386956431e+00
120 -5.4742040135143375e+00 7.9883555087675067e+00
121 1.4209717011979286e+00 5.4512351447306582e+00
122 1.3340394832222360e+00 5.4718480057280550e+00
123 1.2209828702165388e+00 5.5000845371790144e+00
124 1.0341054256331390e+00 5.5479808004302047e+00
125 1.0618451994764404e+00 5.5396272317867474e+00
126 1.0183470015132561e+00 5.5496767795453943e+00
127 8.1515186512234428e-01 5.5947267921184736e+00
128 8.3051559169736588e-01 5.5905683287688968e+00
129 8.0947316140044834e-01 5.5951366615501161e+00
130 5.9251463211247835e-01 5.6412763327591486e+00
131 2.3393046786713528e-01 5.7288254303433082e+00
132 1.4953784367586586e-02 5.7755121553117128e+00
133 -3.5022765737704051e+00 7.7368784365321215e+00
134 -3.5176672021662001e+00 7.7394628525313687e+00
135 -3.7201705522475854e+00 7.7754780420331668e+00
136 -3.7535097376857078e+00 7.7815541732517142e+00
137 -3.9527797572076970e+00 7.8055643964190295e+00
138 -3.9619805640864421e+00 7.8061876221547584e+00
139 -4.1944977649884017e+00 7.8165145360191062e+00
140 -4.4209598773973235e+00 7.8418205169363153e+00
141 2.9836712415633406e+00 5.0722214573401470e+00
142 2.9739146111148651e+00 5.0745445642728182e+00
143 2.7877754211960859e+00 5.1208050628897217e+00
144 2.7214477194174149e+00 5.1351085837065229e+00
145 2.5685631665037287e+00 5.1713168060116876e+00
146 2.4065905941771226e+00 5.2177435298867190e+00
147 2.4717790285540078e+00 5.1987686772232555e+00
148 2.3896962407321127e+00 5.2235917797867168e+00
149 2.1930775746567419e+00 5.2755541863080202e+00
150 2.2028063229530139e+00 5.2732165405075433e+00
151 2.1885922771495867e+00 5.2766494627468479e+00
152 1.9788602606234638e+00 5.3221123756077766e+00
153 1.6110928758464056e+00 5.4071059286778276e+00
154 1.3924593876367184e+00 5.4568412297771003e+00
155 -2.1693539444552381e+00 7.4639901975607232e+00
156 -2.2854838231703360e+00 7.4970084175353868e+00
157 -2.4169275380621595e+00 7.5224225921170413e+00
158 -2.5035631451888150e+00 7.5376239670396599e+00
159 -2.6547437951630051e+00 7.5709383720214980e+00
160 -2.6972798352042004e+00 7.5824177113969533e+00
161 -2.7145594976159697e+00 7.5844463545753786e+00
162 -2.9082152612415952e+00 7.6318342270946742e+00
163 -2.9187461263867642e+00 7.6339416308123811e+00
164 -3.5075487695873733e+00 7.7373793870012229e+00
165 -3.7296011983974982e+00 7.7760240496426114e+00
166 -3.9554199334200906e+00 7.8054680042896347e+00
167 4.3673884013832307e+00 4.7325019902339527e+00
168 4.3452284790502596e+00 4.7377138675876056e+00
169 4.1318625605760015e+00 4.7840960981041736e+00
170 4.1370262238760001e+00 4.7825509899420418e+00
171 4.1284311066972865e+00 4.7847409975151125e+00
172 3.9345377557983756e+00 4.8388513548263363e+00
173 3.8615896723232925e+00 4.8593878260005292e+00
174 3.7411928076078826e+00 4.8910362035538055e+00
175 3.5607692211062387e+00 4.9363393386641183e+00
176 3.6177360959589566e+00 4.9211313363396663e+00
177 3.5377999125283854e+00 4.9396612169421710e+00
178 3.3416189162593137e+00 4.9845531965021292e+00
179 2.9805396836130478e+00 5.0728331113278591e+00
180 2.7661402632227130e+00 5.1242936277828877e+00
181 -1.0629805834835702e+00 7.2153947804119518e+00
182 -1.1108076448900328e+00 7.2240359547097714e+00
183 -1.3218872843304501e+00 7.2626920570438607e+00
184 -1.2809464292253192e+00 7.2531689368954870e+00
185 -1.3456171547020015e+00 7.2690844079177070e+00
186 -1.5283183356676238e+00 7.3240289105706298e+00
187 -1.5410487033766744e+00 7.3273139688406577e+00
188 -1.7203810521448095e+00 7.3695817893989908e+00
189 -1.7919637480917117e+00 7.3817959169654310e+00
190 -2.1161611836065171e+00 7.4488006888746794e+00
191 -2.9110697970956001e+00 7.6319174098260802e+00
192 5.8872066942192429e+00 4.3431735728607652e+00
193 5.8110590900300938e+00 4.3580806952756523e+00
194 5.6697149244543308e+00 4.3887940513671939e+00
195 5.4984086586744967e+00 4.4372506157685416e+00
196 5.5484818250413168e+00 4.4215210786932886e+00
197 5.4773731715810401e+00 4.4414910022348728e+00
198 5.2845004556010293e+00 4.4956248763880131e+00
199 5.2911235237530621e+00 4.4936350203163622e+00
200 5.2813981849947398e+00 4.4960324782348104e+00
201 5.0738972862616025e+00 4.5455705519894618e+00
202 5.0484727907049880e+00 4.5516566119616515e+00
203 4.7109158768381825e+00 4.6434135684650260e+00
204 3.9193152589308404e+00 4.8418386480310538e+00
205 4.6500190004704417e-01 6.8544076306214139e+00
206 3.4591440151699082e-01 6.8779136338147460e+00
207 2.4064312246477990e-01 6.8977046447731087e+00
208 5.6747014829165034e-02 6.9396441252439836e+00
209 9.5066824163905023e-02 6.9296783468278589e+00
210 4.2441898186356936e-02 6.9413397274058530e+00
211 -1.6756190070325711e-01 6.9780098012872305e+00
212 -1.3073828787183320e-01 6.9716058429434424e+00
213 -1.9030786486746171e-01 6.9854939843199606e+00
214 -3.8126289250302292e-01 7.0382947247510748e+00
215 -7.3369933848728264e-01 7.1380192785631236e+00
216 -1.5312385353191154e+00 7.3248290888050622e+00
217 7.8223851772605775e+00 3.7676206226751949e+00
218 7.7468555035041540e+00 3.7910830721052959e+00
219 7.5582596877818853e+00 3.8507392661963324e+00
220 7.5499228362828052e+00 3.8540582074251346e+00
221 7.3773346640581323e+00 3.9134750332130794e+00
222 7.2730946813714077e+00 3.9455733262907460e+00
223 7.1836922770539395e+00 3.9716559288800601e+00
224 6.9942866628621925e+00 4.0253645186449916e+00
225 7.0066013764243662e+00 4.0214063261202160e+00
226 6.9882436585515917e+00 4.0266225842655983e+00
227 6.7908302055202396e+00 4.0839893306721118e+00
228 6.6411965995429068e+00 4.1324129436429953e+00
229 6.7400388357816716e+00 4.0997972686605166e+00
230 6.6117561682946784e+00 4.1429670506274014e+00
231 6.4332326307126193e+00 4.2003423311384500e+00
232 6.0769449046111887e+00 4.2998591374724580e+00
233 5.8574223792708713e+00 4.3459729288176483e+00
234 2.4892708225278266e+00 6.2376601670868084e+00
235 2.3777234965184597e+00 6.2779734507928779e+00
236 2.3170160439397134e+00 6.3015342113714850e+00
237 2.1449942718359130e+00 6.3660845765205947e+00
238 2.0646486552810477e+00 6.3882558407096512e+00
239 1.9397305668343927e+00 6.4125160715013774e+00
240 1.8476892739612538e+00 6.4286336950566048e+00
241 1.7128222730416225e+00 6.4588169784443803e+00
242 1.6042559877791123e+00 6.4870084558543430e+00
243 1.5412642513638701e+00 6.5052225868670766e+00
244 1.5155496759144227e+00 6.5151343515165658e+00
245 1.3459184951922347e+00 6.5748666326594902e+00
246 1.3100503546145941e+00 6.5863807849733327e+00
247 1.1953642965128155e+00 6.6210999854505399e+00
248 9.7672610265625448e-01 6.6750871092353430e+00
249 6.3492036221826686e-01 6.8025115102593858e+00
250 4.1851340361047290e-01 6.8582874064305104e+00
251 1.0894339129606136e+01 2.6752455549042793e+00
252 1.0779550108936808e+01 2.7167844173232911e+00
253 1.0599172632287782e+01 2.7840366536592929e+00
254 1.0609627707912656e+01 2.7795145755805715e+00
255 1.0596965345720768e+01 2.7846107974155672e+00
256 1.0424831636333037e+01 2.8538815552167325e+00
257 1.0305637737080092e+01 2.8990178588845876e+00
258 1.0249421300626402e+01 2.9198716630331130e+00
259 1.0072145000957482e+01 2.9850883248024713e+00
260 1.0015516698811805e+01 3.0047606293998257e+00
261 9.8822537994777324e+00 3.0520966963944520e+00
262 9.7073003941279641e+00 3.1144349971969074e+00
263 9.7215160467552835e+00 3.1089530015548918e+00
264 9.7008072127772547e+00 3.1162716510617825e+00
265 9.5219829900828241e+00 3.1809413592248492e+00
266 9.3638794221415917e+00 3.2406608443127722e+00
267 9.4260938549776050e+00 3.2156881320419917e+00
268 9.3449339235533362e+00 3.2458508328429470e+00
269 9.1632355274779069e+00 3.3097359288999066e+00
270 9.1358553446846660e+00 3.3189277137331641e+00
271 8.9795775588818376e+00 3.3707279344080772e+00
272 8.8098874321280505e+00 3.4337344971923689e+00
273 8.8618243739549332e+00 3.4111661743491060e+00
274 8.7934264810065805e+00 3.4358145040018329e+00
275 8.4648550186287395e+00 3.5577388534959780e+00
276 7.9059268852339759e+00 3.7388630463252932e+00
277 7.5574914420961354e+00 3.8509805868361200e+00
278 7.3473149204503496e+00 3.9183147849641538e+00
279 4.7580686774353946e+00 5.5054824200174313e+00
280 4.6870511097275296e+00 5.5317526130260140e+00
281 4.5117555939705563e+00 5.5979524085007641e+00
282 4.4534421840541807e+00 5.6181696695877452e+00
283 4.3212480015814387e+00 5.6576463004784241e+00
284 4.2160743901348336e+00 5.6853500002403008e+00
285 4.1173414439736327e+00 5.7118722353847780e+00
286 3.9330081296533446e+00 5.7681379488014493e+00
287 3.9400169116171950e+00 5.7657921630557487e+00
288 3.9274799476271700e+00 5.7697132428486881e+00
289 3.7457319101908335e+00 5.8270203119299655e+00
290 3.6643646505169833e+00 5.8523522790456539e+00
291 3.5831336586182432e+00 5.8817687290390097e+00
292 3.5541314642502284e+00 5.8882796770755998e+00
293 3.3756241031205061e+00 5.9502066853699809e+00
294 3.3811764444036996e+00 5.9481144327403319e+00
295 3.3703059532755910e+00 5.9516914963057088e+00
296 3.0198853468410323e+00 6.0567934433354997e+00
297 2.6749110247614625e+00 6.1767209992380154e+00
298 2.4644464089858640e+00 6.2424638810582040e+00
299 2.1226301695297840e+00 6.3690400269663900e+00
300 1.9023836201592723e+00 6.4156870075965111e+00
301 1.2725351335223770e+01 2.0859174969305556e+00
302 1.2519072166659800e+01 2.0675859172160833e+00
303 1.2565606273895662e+01 2.0587242371652232e+00
304 1.2496989050608477e+01 2.0712814076962114e+00
305 1.2318528461317866e+01 2.1343012928167457e+00
306 1.2178940773763811e+01 2.2006999084117429e+00
307 1.2288519673919414e+01 2.1476009561495224e+00
308 1.2153170296008147e+01 2.2079906821941035e+00
309 1.1972665771700370e+01 2.2751932945058866e+00
310 1.1837415309642283e+01 2.3324925617988148e+00
311 1.1631896163354885e+01 2.4070699637637358e+00
312 1.1291269287970479e+01 2.5396523765799071e+00
313 1.0942194531955534e+01 2.6568757114458448e+00
314 1.0733664969452180e+01 2.7260215008565978e+00
315 1.0052735123082831e+01 2.9910964984936581e+00
316 9.1564245098129007e+00 3.3116218362480470e+00
317 7.5413543319556915e+00 4.5217906699966051e+00
318 7.5288617702164071e+00 4.5259011788337755e+00
319 7.3528751864215112e+00 4.5851599605475704e+00
320 7.2576266698444423e+00 4.6221380291321248e+00
321 7.1798444320207668e+00 4.6553761288121054e+00
322 7.0211242616126981e+00 4.7238736978751223e+00
323 6.9208857989823152e+00 4.7595496631844654e+00
324 6.8223182499292152e+00 4.7920118095177155e+00
325 6.6442395242772641e+00 4.8542210961960413e+00
326 6.6579691383890971e+00 4.8498717201821950e+00
327 6.6410943255329062e+00 4.8563843777805404e+00
328 6.4675241715619940e+00 4.9255626902340941e+00
329 6.3624602702638748e+00 4.9595297980555824e+00
330 6.2982807429903422e+00 4.9773017413610141e+00
331 6.2767894454540452e+00 4.9857117678829663e+00
332 6.0964133457289336e+00 5.0459047129917378e+00
333 6.0755069013886436e+00 5.0535936067547391e+00
334 5.9211540149466204e+00 5.1107607493411535e+00
335 5.7802797526335938e+00 5.1648508229884857e+00
336 5.7494971780166644e+00 5.1770330861795655e+00
337 5.7415959716597662e+00 5.1797256787192776e+00
338 5.5710209844383529e+00 5.2408819010944461e+00
339 5.3986200336453374e+00 5.2871608122726492e+00
340 5.1841707165047035e+00 5.3450740466148750e+00
341 4.8430227760969258e+00 5.4757265095522287e+00
342 4.4996130588506489e+00 5.6028169807931709e+00
343 1.2769390531955494e+01 2.0935986797737840e+00
344 1.2819899845339965e+01 2.3090088810292237e+00
345 1.2803691854536671e+01 2.3348509802456952e+00
346 1.2735434463360638e+01 2.3959671855673572e+00
347 1.2668969461429132e+01 2.4349361143717076e+00
348 1.2516144002499942e+01 2.5147844747700403e+00
349 1.2373370309494621e+01 2.5819967320876316e+00
350 1.2353337158945450e+01 2.5914205716444552e+00
351 1.2346811267038191e+01 2.5945946876020436e+00
352 1.2189851401969145e+01 2.6656656461270858e+00
353 1.2033473122510019e+01 2.7302408825288143e+00
354 1.2018035616222463e+01 2.7357137984271289e+00
355 1.2010594915310858e+01 2.7392525708154452e+00
356 1.1844957320055338e+01 2.8066520951565979e+00
357 1.1680954366646068e+01 2.8766849516361042e+00
358 1.1706036684044985e+01 2.8647165885174939e+00
359 1.1667097628740770e+01 2.8790202231930095e+00
360 1.1496689045126612e+01 2.9511503872471558e+00
361 1.1405689467221224e+01 2.9916366159659504e+00
362 1.1326036880656682e+01 3.0279543555276605e+00
363 1.1157974449201554e+01 3.0994865965975871e+00
364 1.1088793364692835e+01 3.1239208243356376e+00
365 1.0976530760742127e+01 3.1634128649991666e+00
366 1.0806233552268896e+01 3.2318842444012352e+00
367 1.0785234359974437e+01 3.2410685839748141e+00
368 1.0646587620949557e+01 3.3019174950405090e+00
369 1.0470302720460237e+01 3.3769542502163574e+00
370 1.0461096715563135e+01 3.3809454812988262e+00
371 1.0303543836500987e+01 3.4501496302791361e+00
372 1.0136683270170600e+01 3.5257348145854714e+00
373 1.0125929828307333e+01 3.5307213107467517e+00
374 9.9670059268252995e+00 3.5972816708169146e+00
375 9.8431903592105954e+00 3.6367484107197838e+00
376 9.7883238358087805e+00 3.6545448898714881e+00
377 9.7675508973216516e+00 3.6605368232817366e+00
378 9.5857868279463236e+00 3.7194583821174332e+00
379 9.5640385179371741e+00 3.7271932807277119e+00
380 9.4438978600095993e+00 3.7781699984421726e+00
381 9.4067237903914460e+00 3.7888604981619993e+00
382 9.2445324982993906e+00 3.8597642628943181e+00
383 9.2352750774352081e+00 3.8636447681484221e+00
384 9.1075320549356391e+00 3.9185559578595179e+00
385 8.9008847385797409e+00 3.9925165172744577e+00
386 8.5596560883887705e+00 4.1256561943201273e+00
387 8.2239317229757987e+00 4.2675855571330388e+00
388 7.8828691664879074e+00 4.3993592971259048e+00
389 7.5369641435784587e+00 4.5227051885072997e+00
390 7.3290437032904192e+00 4.5937321767756139e+00
391 6.9939104392118470e+00 4.7368354300311353e+00
392 6.0920188114853531e+00 5.0482453750601533e+00
393 1.2800289560022058e+01 2.3391421799615917e+00
394 1.2484287367857252e+01 2.5235294998691207e+00
395 1.1814689394057236e+01 2.8144534493991600e+00
396 1.1476406234662196e+01 2.9538188508586014e+00
397 1.1143413401236291e+01 3.1031162448950220e+00
398 1.0801239440784414e+01 3.2336413315321888e+00
399 1.0465684093643068e+01 3.3788141235498252e+00
400 1.0132796530461016e+01 3.5271674110631039e+00
