step,time,n_particles,max_u,min_sigma,min_sigma_ratio,max_gamma_over_sigma2,wall_s,max_dtZ
0,0.0,0,0.0,NaN,NaN,0.0,NaN,NaN
1,0.00030864197530864197,0,0.0,NaN,NaN,0.0,17.570262908935547,NaN
2,0.0006172839506172839,430,2.762584800520345,0.002373647782712288,1.0,5.970486248868928,20.24171805381775,0.0005001659280667478
3,0.000925925925925926,866,3.1772947677463654,0.002373647782712288,1.0,6.529471700498725,14.859325885772705,0.0020250800578619386
4,0.0012345679012345679,1300,3.776644781937299,0.0023715455904384317,0.9991143621689927,9.85047594937975,18.92730212211609,0.002966943447312451
5,0.0015432098765432098,1740,4.45735252739453,0.002366906312416662,0.9971598691496163,12.42154669033999,14.946650981903076,0.003979716720587104
6,0.001851851851851852,2190,5.1764363248074545,0.0023618237983253805,0.9950186441000118,14.562434749688922,15.047744989395142,0.0050977238385501705
7,0.0021604938271604936,2654,5.898185044135479,0.0023573004813396276,0.9931130045949862,16.606717729127933,16.035351037979126,0.0064740378973583
8,0.0024691358024691358,3126,6.566906214385973,0.0023482109160717405,0.9892836389519081,18.673739633619224,10.824713945388794,0.008115347310719032
9,0.002777777777777778,3618,7.268471699540732,0.00233298350200736,0.9828684436667084,18.874437379795125,12.256288051605225,0.009524163762862439
10,0.0030864197530864196,4126,7.817665032533622,0.002321218149202092,0.9779117888121183,18.60061352969164,15.743751049041748,0.010983250586755977
11,0.0033950617283950617,4650,8.255792035754467,0.002310042286116065,0.9732034815529609,18.076786625199535,11.933170795440674,0.012015793706293632
12,0.003703703703703704,5194,8.622620832769474,0.0022997080332441996,0.9688497383619401,18.145015896222798,10.584535121917725,0.01269985783592755
13,0.004012345679012346,5758,8.949938907788141,0.0022912731845900793,0.9652961999155232,19.718905620360278,12.527329921722412,0.014182169989317692
14,0.004320987654320987,6344,9.266797202719413,0.002287088729283909,0.9635333202934299,21.422741430761075,10.952011108398438,0.016415291601979527
15,0.004629629629629629,6952,9.586309343795389,0.002285245746826316,0.9627568856130129,23.28545826213659,11.314707040786743,0.013579970469563385
