step,time,n_particles,max_u,min_sigma,min_sigma_ratio,max_gamma_over_sigma2,wall_s,max_dtZ,p1_sigma_ratio,argmin_x,argmin_y,argmin_z
25,0.007716049382716049,14365,13.713486013365976,0.002226816953001437,0.9381412731997362,37.429161443389646,14.978679895401001,0.01722545007050259,0.9815980417990517,-0.016470070566366887,0.02378620129368433,0.0041934611731908955
26,0.008024691358024692,15247,14.993822189060687,0.0022176551554717993,0.9342814766467832,38.377826664383235,14.756294965744019,0.017043863287434364,0.9820292298904317,-0.016864501313804615,0.024224347239798164,0.0022719781227915005
27,0.008333333333333333,16147,13.595990973988414,0.0022113377439209616,0.9316199985636199,36.96963025887505,18.225962162017822,0.018324353679285428,0.9832423789184066,-0.017007483433119752,0.02458923016040385,0.0037254067289563117
28,0.008641975308641974,17066,16.325911981961564,0.0022060777361053957,0.9294039967398129,35.935485176073996,16.490599870681763,0.02309095936717228,0.9831968085359524,-0.01706151165337468,-0.025036996581494934,-0.0018921095234472438
29,0.008950617283950617,18007,16.072560494489537,0.002185422761490569,0.9207022109208467,37.15230582623029,17.773808002471924,0.020558937733212726,0.9819806029489894,-0.0167770616306899,-0.008466627243714121,-0.022588577623718513
30,0.009259259259259259,18964,16.35504620163568,0.0021641210056196794,0.911727941011876,38.97711230104321,18.21448302268982,0.023388787277585903,0.9807487492275266,-0.016777232970830717,-0.009093501200758797,-0.023839517520127584
31,0.009567901234567902,19939,24.557809402130285,0.002143021103480847,0.9028387105655954,40.784271803176644,18.02894401550293,0.02729761789441104,0.9794147121652179,-0.016718183796498125,-0.009687926391495507,-0.02514443629770572
32,0.009876543209876543,20927,25.366800732330272,0.0021239207348313833,0.8947918685747259,42.54205180403522,16.63612198829651,0.03134692144510973,0.9762814179020973,-0.016565704002146974,-0.010202268889155557,-0.02650862705828278
33,0.010185185185185186,21929,27.585140734438088,0.00211104834788877,0.8893688285447916,44.18516017493856,15.585109949111938,0.03187487361714558,0.9707956252916173,-0.016286553169574506,-0.01058296002880595,-0.02789822122751947
34,0.010493827160493827,22947,30.2608251510016,0.0021106986857110004,0.8892215184930156,45.969312880822145,18.812664031982422,0.03541108027236469,0.9661687072226423,-0.015863668176667185,-0.01077730924350931,-0.0292511866049739
35,0.010802469135802469,23972,31.363011262717592,0.002126587400389808,0.8959153147649512,47.123724522154966,17.407196044921875,0.03316102685581749,0.961517596576147,-0.014530096157300033,0.012060157036522976,0.03051625752478645
36,0.011111111111111112,25003,29.70290161315117,0.0021390967532727897,0.9011854112696177,45.98453928717465,20.19931697845459,0.03477698636564648,0.9586364285607895,-0.013761918728593257,0.011870055667468592,0.031602134583600935
37,0.011419753086419753,26038,27.656405109665553,0.0021405100182115572,0.9017808091837736,45.526264501110326,20.325127124786377,0.04082647347774716,0.9556029276619834,-0.010564480534711243,0.013476079191655145,0.032084448546734236
38,0.011728395061728396,27080,26.219834149275375,0.00214340312824064,0.9029996547303427,44.371493652709304,19.126569986343384,0.03892291537944873,0.9491793633416828,-0.009908130965173297,0.013043366826237968,0.03256943138162777
39,0.012037037037037037,28127,26.157245968211363,0.0021457669106966777,0.90399549854224,42.82117487116685,18.639707803726196,0.034574241810398455,0.9432925822758756,-0.010405726404574057,0.012152030341347677,0.032874200277872016
40,0.012345679012345678,29174,25.560247112616235,0.002107954006240986,0.8880652056272212,42.605576053344315,19.627413988113403,0.03563152139147321,0.9366408521252306,0.001547204650739458,-0.012583093297982928,-0.0011398129627629237
41,0.012654320987654321,30222,25.719117358994005,0.0020333142019985646,0.8566200161656521,42.78975476177063,22.156203031539917,0.04099267241963917,0.9314043838604978,-0.0024770070354769415,-0.01181600145853859,-0.00013627014588805833
42,0.012962962962962963,31264,28.55416378821184,0.00197493376948112,0.8320247780083148,43.71752933818878,20.064496994018555,0.03611471225652287,0.9271437544662842,-0.00786619580400966,-0.011282630954217165,0.0017982645030339016
43,0.013271604938271606,32298,28.61909591305045,0.001960125881021456,0.825786325712438,45.07400044987902,22.969017028808594,0.02971364439857021,0.9225051318834173,-0.014299525433445766,-0.009659995996456982,0.002615582119884562
44,0.013580246913580247,33337,30.951644925214723,0.0019558611130830075,0.8239896109809983,45.97837422967341,22.520678997039795,0.028043119248030938,0.918408596443902,0.010627314702218784,-0.015578162722242214,-0.0016166060270132766
45,0.013888888888888888,34374,29.32394881327212,0.0019062406277883996,0.8030848728576748,47.620025209699286,24.233684062957764,0.03332573630390073,0.9148180097923735,0.009597973498055636,-0.014694865615390644,-0.0010873697743789493
46,0.014197530864197531,35418,31.68000782713978,0.0018565991962071764,0.7821713102209724,49.414468736686814,20.016334056854248,0.032449266273659974,0.9109829065120337,0.008498149695133558,-0.01368329895891214,-0.0005263615356723895
47,0.014506172839506172,36456,34.426619818770185,0.0018076104888118916,0.7615327353860375,51.133849904062025,24.96095299720764,0.030890960846101215,0.9086410893719858,0.007318458047251996,-0.012499071570450103,-1.4854391943986832e-5
48,0.014814814814814815,37489,33.144242513414525,0.0017600294926991113,0.7414872187515471,53.217219480695235,26.1982638835907,0.029217688162426578,0.906569724586669,0.006013520621958314,-0.011121497325826363,0.0003250238996486956
49,0.015123456790123457,38513,35.93508528718462,0.001713737253303406,0.721984645651671,55.163430869777564,24.431409120559692,0.029276345039162967,0.9050370369000735,0.004500223204094704,-0.00956609379877382,0.0002952281260453239
50,0.015432098765432098,39546,37.274627656692424,0.0016742992438900943,0.7053697082121124,56.99541510872283,27.01150894165039,0.04539140055698566,0.9043186394592557,0.00263958918220912,-0.007974557381315521,-0.0004136672086034625
51,0.01574074074074074,40587,34.704571127584956,0.0017018552357376464,0.7169788408088892,58.97408226419918,25.46976399421692,0.0323344958759929,0.9011906505966678,0.0016077883589009664,-0.007375481341525016,-0.0010203834029722404
52,0.016049382716049384,41634,37.68576663577951,0.0016826264523845688,0.708877898666957,61.22575888054358,25.261117935180664,0.034424582058063,0.8959704550779454,-0.0026661880984084,-0.007427112749561934,-0.004706607688391859
53,0.016358024691358025,42673,38.188130713225355,0.0016801243712767531,0.7078237906708008,63.7516425865646,23.39770007133484,0.035102034748181396,0.8943159463309953,-0.010500990314065886,0.009336456894388001,0.003979961473747742
54,0.016666666666666666,43718,37.19978083294627,0.0016333484363849834,0.6881174402878807,66.1157775001037,24.66281795501709,0.03523654778586816,0.8926078142392324,-0.002083313626287228,0.0070087618580236734,0.003654139660502768
55,0.016975308641975308,44762,40.54822981031246,0.0015848892563338859,0.667701951349701,74.43108107494136,32.40979504585266,0.04617646958869061,0.8911041259430268,-0.00943077414425361,0.00863604019143952,0.0022075414432669764
56,0.01728395061728395,45805,36.50922431163294,0.0015576294300209893,0.6562175910703728,84.98042826173466,31.04657292366028,0.050947852110378146,0.8894858936199537,-0.015556700107680295,0.008310483830702067,0.0013145396341900672
57,0.017592592592592594,46854,36.86385730660666,0.001534743112282658,0.6465757571365361,96.26390617027661,29.560424089431763,0.04498538084320352,0.8854140739566271,-0.020847722744788508,0.008521278386359714,0.0012059950506430439
58,0.017901234567901235,47894,36.4875403877105,0.0015143025608615763,0.6379643062001529,107.88401942054072,28.021065950393677,0.042482541867040494,0.8826650069498502,-0.0136887421575142,-0.009361355060597293,0.00036493237736586435
59,0.018209876543209876,48940,38.837583487045954,0.0015046170094446486,0.6338838560645139,118.78951769195501,31.043617010116577,0.042808489600233604,0.8778025999396648,-0.016793382571932372,0.008608265782982636,-0.0005188822221216029
60,0.018518518518518517,49989,38.296459315082615,0.0014979393206191681,0.6310705958689131,127.46917914707358,29.32996392250061,0.042701196353168304,0.8731526639142014,-0.022346632332823548,0.008444605369420632,-0.00033124384195181995
61,0.018827160493827162,51027,36.912282335278476,0.00150659887013799,0.6347187991035678,128.96738249957306,30.824979066848755,0.04493163574929662,0.869654105283439,-0.020801420483439,-0.009567642074574712,0.0022719172107525214
62,0.019135802469135803,52060,36.315478193712075,0.0014991737017680867,0.6315906313846744,129.52781679571615,32.18338108062744,0.062388307314826134,0.8672699140258351,-0.02628496288864459,-0.0100325858422138,0.0015443588899999028
63,0.019444444444444445,53113,37.747223064301274,0.0014759678697138603,0.6218141884670526,132.34206574019558,33.834542989730835,0.05696564693030157,0.8644104097452403,-0.04201162751894867,0.016287701063482655,0.005419001216240629
64,0.019753086419753086,54154,34.390332720701835,0.0014489330294861658,0.6104246131372189,135.03976041660468,36.52019691467285,0.04671260667513226,0.8625574877304575,-0.043342204613444464,0.018032133560683977,0.006476071242248786
65,0.020061728395061727,55202,35.17475124190955,0.001423156199649154,0.5995650281453978,138.37678855653263,35.47496700286865,0.04325801769105172,0.8610595429849884,-0.04413378747226114,0.019824513562258266,0.00758627215945739
66,0.020370370370370372,56250,35.34389164458692,0.001398868994740097,0.5893330109582038,153.5180570791115,36.166625022888184,0.04751039687727826,0.8592012212597564,-0.0443740032870259,0.02163298252806517,0.00873783611784392
67,0.020679012345679013,57286,32.663857794154964,0.001376182762115213,0.5797754713813078,172.23123969168068,36.37015199661255,0.043035754136134925,0.8573024091468477,-0.04406825087985356,0.02336131614610744,0.009888060082067872
68,0.020987654320987655,58322,31.92221722604579,0.001354872121969872,0.5707974585941747,195.2321183976127,36.7214469909668,0.03878462230782352,0.8552739495488986,-0.04324798601921402,0.024897293656373956,0.010988331694879025
69,0.021296296296296296,59361,31.40237771838947,0.0013357086087807297,0.5627240142825487,217.330686257018,34.83035898208618,0.04445475475286393,0.8523840925938148,-0.04202105816908684,0.026127872402956567,0.011977030533388416
70,0.021604938271604937,60398,29.710678314087314,0.0013198977189899151,0.5560630050519593,237.42612717931465,30.108214139938354,0.05744615353629575,0.8496079762021402,-0.04052460577543664,0.027017180489508765,0.012807497827698106
71,0.021913580246913582,61432,27.157162073110054,0.0013084351927205985,0.5512339287446822,249.63095828582013,29.976456880569458,0.05215586424833254,0.8477429698658429,-0.03887016608450646,0.02758508399258651,0.013457066256650906
72,0.022222222222222223,62458,28.912971337263546,0.0013014168332294207,0.5482771465538729,254.02550130000384,40.25224304199219,0.05294811355335057,0.8440952066822532,-0.03712556014864989,0.027863160077571204,0.013930201149780412
73,0.022530864197530864,63466,26.964499708937428,0.0012981308513013725,0.5468927870242154,254.62154946960547,41.81205892562866,0.055710615555000516,0.8414063047630643,-0.035351594131192564,0.02788282915395181,0.014237699819573067
74,0.022839506172839506,64456,26.059502545891764,0.00129729048677573,0.5465387477553049,258.1731532638667,41.273784160614014,0.05362591328805303,0.8398992965068135,-0.03360644881870931,0.02768609908372423,0.014397963120231385
75,0.023148148148148147,65454,22.55782606191164,0.0012981748877817043,0.5469113392629479,268.1224187123776,30.698246955871582,0.05362341871322954,0.8390406441374945,-0.031917837566521085,0.027305448602856806,0.014433410267504464
76,0.02345679012345679,66409,40.11829577893532,0.001300627238162869,0.5479444960771246,282.0814156826818,39.44549894332886,0.06219282411912489,0.8369515440920913,-0.030306902750388706,0.026759587701548567,0.01436168767993288
77,0.023765432098765433,67375,25.45549269919147,0.0013043520526834452,0.5495137324851986,294.01043025102945,36.124577045440674,0.07100282297968843,0.8366438939076877,-0.028796553033731024,0.026057638295821722,0.014234131529244897
78,0.024074074074074074,68366,24.01061475260991,0.0013034169318715452,0.5491197731038993,304.9283558117111,31.34377694129944,0.07490652170160426,0.8353102825096179,-0.03266057289433626,-0.031058063731365753,-0.00630990649833811
79,0.024382716049382715,69347,22.140764242022346,0.0013012398552352264,0.5482025870528875,319.4333776509971,36.43065905570984,0.07829835780354032,0.8345479732638477,-0.052178451006728375,0.02834988676284287,-0.003556008279192507
80,0.024691358024691357,70336,23.533478532936105,0.001288020576105948,0.5426334039476446,337.5753995558141,35.493687868118286,0.07655474947185598,0.8314568739777075,-0.0513854693227307,0.029445826942618998,-0.003381673460219404
81,0.025,71330,24.285843483421207,0.0012398588960117248,0.5223432495089813,357.5111508585946,37.088754177093506,0.06715343599164657,0.828631416218063,-0.0552564413835178,0.0011146626067612636,-0.004527822394446354
82,0.025308641975308643,72318,23.093400029802805,0.0012017653306662527,0.5062947162670595,376.44205545837923,40.70087289810181,0.08437363978567276,0.826093989198096,-0.028614636530878163,0.01898939021859475,0.0013720579804491749
83,0.025617283950617284,73297,22.030542536082915,0.0011493951333996406,0.48423154512261507,395.04315940827564,46.50993895530701,0.07879477927502614,0.8220584389814127,-0.03066920308079269,0.018961587175874192,0.0028725128448438553
84,0.025925925925925925,74277,22.78917813560771,0.0011108433314379706,0.46798996023270434,419.29729762509123,27.551403045654297,0.11685306756928142,0.8185343746131225,-0.03255656842612324,0.019099031116511036,0.004155576461455335
85,0.026234567901234566,75276,20.302172128719292,0.0010814451732789002,0.45560473679172775,424.6863237736815,29.54644799232483,0.07954735526751867,0.8159002585953562,-0.03426008738483132,0.01920113561649516,0.005287724202377488
86,0.02654320987654321,76252,19.512181042531083,0.0010576486611847129,0.44557944480548545,432.4763859807979,33.246933937072754,0.07126319969913869,0.8145108937884911,-0.035847259836307974,0.019257502787605303,0.006338477284531964
87,0.026851851851851852,77232,21.189244103704166,0.0010456313407806105,0.4405166378921655,438.403044045101,33.12143301963806,0.08399542743983597,0.8124083037301568,-0.03727681395870908,0.019256582651946005,0.007205387643169218
88,0.027160493827160494,78218,20.626153166381307,0.0010496025667684175,0.44218968560241556,447.7368334209744,32.54155898094177,0.08128962016684332,0.8108796971380674,-0.03856781884280957,0.01915623745556029,0.007882980095179298
89,0.027469135802469135,79195,21.997633822244268,0.0010633216764109408,0.44796944355237006,458.70341641682876,49.377273082733154,0.07733419762498142,0.810349463987902,-0.03978470377944153,0.01896445125088954,0.008468909044450775
90,0.027777777777777776,80172,18.64080663820992,0.0010818316908643287,0.45576757375020305,469.3166117831277,39.205816984176636,0.06939585263638597,0.8101415662923894,-0.04094249774861572,0.01861113773945629,0.009005738369071013
91,0.02808641975308642,81152,19.628774637718248,0.0011056917868085669,0.4658196531353652,480.3129445242271,39.60190010070801,0.07044346622994388,0.8102937581380008,-0.04211525369994553,0.018053763530886814,0.00949658826292778
92,0.028395061728395062,82111,16.99247170511173,0.0010753889606627026,0.45305329985980125,490.20868401863856,35.81309795379639,0.05902914481704877,0.8130897154942061,-0.058168958946417576,0.015941089934873587,-0.0022663095683904165
93,0.028703703703703703,83074,18.017110703290744,0.0011511553294839179,0.48497310252514847,497.98569135717383,37.30732202529907,0.056843668867441036,0.8141697771277899,-0.039036121762152876,0.011650142593204967,0.004149701852778703
94,0.029012345679012345,84037,22.910399237463732,0.0011546146255879285,0.4864304780166621,502.68804339348185,49.701026916503906,0.05444380331690495,0.8194772760811544,-0.04279688374872472,0.011418061127501615,0.004634129910867937
95,0.029320987654320986,85011,18.78025656906728,0.0011150163632622347,0.4697480272275875,504.4707243222054,37.025821924209595,0.05125597434912743,0.8222162945372155,-0.0025687729980969107,-0.021694128447130267,0.011646800809453399
96,0.02962962962962963,85981,22.319650590694426,0.001122147271072615,0.47275222518076154,502.97766648277656,35.28612804412842,0.047399289867923716,0.8227144221812641,0.0003621693158417259,-0.022496794129476475,0.011430117286154813
97,0.029938271604938272,86959,19.16181064006922,0.0011599883058568306,0.4886943691921093,498.60908385760945,47.68772315979004,0.06111606698555953,0.8227395776719435,-0.05310650616964107,0.011426318209489885,0.007413616473032299
98,0.030246913580246913,87941,22.453405088708188,0.0011280306642339438,0.4752308545731165,491.9599329394019,52.44208002090454,0.0594587785508585,0.8246153074765434,-0.010621875478104071,0.009168044929383893,0.010292312203269803
99,0.030555555555555555,88929,24.238683141976022,0.001105824883776397,0.4658757258892083,483.3518128127469,53.949479818344116,0.06612950096234281,0.8260488328585935,-0.010370556724526627,0.008705665246854077,0.010425406469769305
100,0.030864197530864196,89894,20.62645168236377,0.001087940161306024,0.4583410265118909,473.5539458478017,55.78304195404053,0.05894812285107066,0.8278781480190217,-0.01044130753912505,0.008602844264662733,0.01048050832034427
101,0.03117283950617284,90870,22.101221828337966,0.0010741767768485517,0.452542615914618,469.2123333265854,54.589208126068115,0.07221303130115832,0.8281568783912215,-0.010769138809729193,0.008698678384601843,0.010478959007218893
102,0.03148148148148148,91844,24.619743471590127,0.001063869436977081,0.4482002109687196,476.69895834554137,50.76454186439514,0.05988364579337892,0.8286241625323689,-0.011254879961869765,0.008853992951199525,0.010428905409760256
103,0.03179012345679012,92841,18.5417380990257,0.0010548094564958937,0.4443833091742862,470.1549396544367,54.33051109313965,0.049585621570845,0.8285567778126308,-0.011844195053535057,0.008990711003153637,0.010364235950737991
104,0.03209876543209877,93831,18.810655540760123,0.001044431466110307,0.4400111396969225,475.7657943005633,40.87000298500061,0.04206976810412714,0.8293138282821821,-0.012514770760761254,0.009088522309072172,0.010337032418976407
105,0.032407407407407406,94841,20.279337203500045,0.0010317874634088197,0.4346843162340752,490.52365412053837,54.216750144958496,0.0626568606329545,0.8287336787160671,-0.013237359445903615,0.009184922883621766,0.010389279201407113
106,0.03271604938271605,95827,15.174655718607761,0.0010177569321508553,0.42877335869431243,505.58327674822505,41.50605893135071,0.07541469370204115,0.8290036235638194,-0.01400156179562389,0.00928603009287535,0.010512767490172258
107,0.03302469135802469,96822,21.326608119656914,0.0010039266505177953,0.42294676481893273,520.207483059988,47.590786933898926,0.07054528614895737,0.8285091943548328,-0.014774123030564999,0.009376974813744696,0.010693254900768999
108,0.03333333333333333,97834,20.98138359396112,0.0009917448916586758,0.4178146812183912,534.3745103741151,42.454524993896484,0.05731130812045886,0.8278713019262026,-0.015536252821923101,0.009422797787128658,0.010942094925338068
109,0.03364197530864198,98843,17.338041994076576,0.0009821411614038455,0.4137687017243921,548.5878157446342,40.27319407463074,0.053011982064902076,0.8275507499000737,-0.016284570885055912,0.009398272656831828,0.011271562019330024
110,0.033950617283950615,99850,18.5914157775706,0.0009756822173403799,0.41104759705565935,564.2586256958002,33.55108189582825,0.05399626010555974,0.8277322230967149,-0.01698163909529607,0.009296075540794665,0.01168102188634037
111,0.03425925925925926,100856,19.553195772862747,0.0009732614221872104,0.4100277342222598,582.9047533356736,58.239506006240845,0.061634249611927816,0.8269884894297457,-0.01757895230191659,0.009094694415766017,0.0121615214292585
112,0.0345679012345679,101860,18.164747481459155,0.0009744639792292875,0.41053436248060354,604.8201566594132,45.76590299606323,0.056267954320983186,0.8266671094233424,-0.01803713310667982,0.00881983517328675,0.012712498416259247
113,0.03487654320987654,102863,20.68543136592737,0.000978226361002968,0.4121194256905215,629.490281569446,47.57442808151245,0.059137333933340266,0.8274129545266398,-0.018310153664998566,0.008537096271306497,0.013306548437348806
114,0.03518518518518519,103860,20.54706782352586,0.0009828860295195906,0.41408250907237787,655.4950536343921,37.309783935546875,0.06787557293439328,0.8266181689900641,-0.018385218443979,0.008306073728463384,0.013921601173438306
115,0.035493827160493825,104862,19.899565979671898,0.0009868979415640774,0.41577269751301604,681.7174675673364,49.19006109237671,0.06970438555989829,0.8257498541887216,-0.018285190286135164,0.008171852553181062,0.014531019841992067
116,0.03580246913580247,105848,19.968582685989386,0.0009808376936580564,0.413219560543766,708.3899934779447,43.68503403663635,0.07687039765098652,0.8255412805017461,-0.03437348311305199,-0.006019121261861755,0.014111652372688537
117,0.03611111111111111,106859,20.63105212672403,0.000958736955159161,0.40390868524884693,735.1686837409349,62.141028881073,0.06838596462235898,0.825794821459095,-0.036340412748087574,-0.006642525737796101,0.014081009010083405
118,0.03641975308641975,107868,18.70774988160177,0.0009446524867173723,0.39797500437826094,760.205858666744,66.28891801834106,0.05772942763531423,0.825984694073312,-0.0383914794442422,-0.0071717170396518055,0.013870405406024994
119,0.0367283950617284,108878,18.93687944882391,0.0009397436034652208,0.39590692869832905,783.3432253756049,65.537113904953,0.0831806050444881,0.8260232140922684,-0.04053940938249334,-0.00764759398955983,0.01357259598301885
120,0.037037037037037035,109885,18.202814049921788,0.0009428072120688361,0.3971976040149991,802.8702376064299,62.99008011817932,0.058685948483840907,0.8255354320216445,-0.042731330187512365,-0.008122398246224335,0.013335018937485439
121,0.03734567901234568,110897,18.691744302521627,0.0009477222011228676,0.3992682520234477,817.9994129687182,65.83529996871948,0.06304259518668397,0.8251190706840761,-0.04485494530519725,-0.00861894481751277,0.013211835109972528
122,0.037654320987654324,111899,20.103234644022372,0.0009477679730233417,0.3992875353816642,826.7726410388575,46.10160803794861,0.060389182234011914,0.8251264510042496,-0.0468253731446124,-0.009098237438917531,0.013182174095195958
123,0.03796296296296296,112899,20.124881142242923,0.0009391331845337121,0.3956497637828119,825.4980334526507,53.21341395378113,0.062457938455112036,0.825084266406529,-0.04862360813768805,-0.009513675046577377,0.013236966506679534
124,0.03827160493827161,113912,20.696418159063636,0.0009236238785327489,0.38911580953992875,813.3461566554154,69.04699206352234,0.057461978883549314,0.8245343200612264,-0.05029282340952648,-0.00986140949912428,0.013355748177085023
125,0.038580246913580245,114927,21.022244709638493,0.0009051370047668294,0.3813274283400882,791.9884881448564,44.037050008773804,0.06707270980500214,0.8241862035676208,-0.051874495810761416,-0.010153753620047487,0.013517978697849408
126,0.03888888888888889,115950,20.09056739286724,0.000887564457830852,0.37392424617297754,762.3537346114589,48.01160788536072,0.06235951816358923,0.8237858994543567,-0.05342187635763066,-0.010474473849309357,0.013744314868202956
127,0.039197530864197534,116958,21.282923255117588,0.0008734842130440193,0.367992344696532,724.9080025423027,50.98709201812744,0.0649668256088737,0.8234498065029593,-0.05489159806629807,-0.010883362196157185,0.014037243180778359
128,0.03950617283950617,117960,20.815999280363556,0.0008651453920896146,0.36447926199945374,680.5018584457606,73.70812916755676,0.0748587177278675,0.8230470006802939,-0.0562329872098637,-0.011382901400789217,0.014453396972560765
129,0.03981481481481482,118964,15.84847597374123,0.0008655302722639336,0.3646414091289151,633.6001804926873,69.6420328617096,0.07026016533789003,0.8223551423468071,-0.05720209062618105,-0.01220100212350146,0.014970403242384356
130,0.040123456790123455,119974,20.6908052902989,0.0008659115128358835,0.36480202292120834,593.1573616791432,70.19744396209717,0.07372731708439738,0.8217856739774575,-0.05792204548478939,-0.01309704901259517,0.015491585339106157
131,0.0404320987654321,120983,19.572574390161908,0.0008659588009927568,0.3648219450668686,576.8486551497557,72.42390418052673,0.07720261286724717,0.8215719163077301,-0.058419579133779334,-0.014004150377364927,0.016011597163084562
132,0.040740740740740744,121996,21.63312536469996,0.000866429139346104,0.36502009508591216,582.4253581302969,69.13319182395935,0.06775374082921792,0.821237310161979,-0.05873427645195754,-0.014904638578520108,0.016519257503456508
133,0.04104938271604938,123009,18.44650022481186,0.0008677339971029959,0.36556982186778575,585.7835953992454,65.00229811668396,0.05751610485231818,0.8204491074665724,-0.05893352640210587,-0.01578494558012266,0.01701615215759483
134,0.04135802469135803,124015,20.16328653136138,0.0008702173726890728,0.3666160493679919,585.9513855451365,74.12340188026428,0.06906830825223878,0.8199524216639426,-0.058988544731688686,-0.016635891598290622,0.017485040746198315
