step,time,n_particles,max_u,min_sigma,min_sigma_ratio,max_gamma_over_sigma2,wall_s,max_dtZ,p1_sigma_ratio,argmin_x,argmin_y,argmin_z
135,0.041666666666666664,125017,18.460532580589113,0.0008733816878932238,0.36794915161980757,584.2682254372862,63.8798041343689,0.0753993937046695,0.8198288682077266,-0.05892436588809733,-0.017434149182104303,0.017902230682842347
136,0.04197530864197531,126032,19.397460803394825,0.0008759020944883469,0.3690109800062597,584.2894917093158,75.83372783660889,0.06982401285318529,0.8189718114956498,-0.05880062262423949,-0.01817931319257704,0.01826092274788851
137,0.042283950617283954,127051,19.285545360878096,0.000876975922415673,0.36946337565448817,588.166148893379,75.09165000915527,0.07303214552394417,0.8183014693523849,-0.05864030184223938,-0.018892403783412944,0.018562037271705717
138,0.04259259259259259,128072,20.184645756689086,0.00087497750697131,0.3686214582230487,600.4324215137165,75.43520712852478,0.07108246281491444,0.8177275233551857,-0.05845413089324211,-0.01964383957236922,0.018852189834879803
139,0.042901234567901236,129086,16.350268637991896,0.0008745912400397535,0.3684587268631689,608.485090386878,74.8880729675293,0.07812767445371002,0.8173816847685801,-0.058341977644308755,-0.02042972005465045,0.01913249778892897
140,0.043209876543209874,130102,18.65120198941685,0.0008448673777219906,0.35593628670408245,615.6689752875968,58.72660207748413,0.12427643838061417,0.8173538302377769,0.08401729780025266,-0.020486022286559682,0.012973642166612514
141,0.04351851851851852,131124,20.40407619692387,0.0008179863686263453,0.3446115192758968,623.8073850216151,48.91121292114258,0.06116334171883956,0.816998195415253,0.08547203476280026,-0.02046962602267313,0.014896761626406421
142,0.043827160493827164,132141,19.930592880492014,0.000831357770066506,0.3502447903692523,632.6299523890665,50.238157987594604,0.10719166117936389,0.816709367068139,0.08748027084627155,-0.020329581437591684,0.01642666883515616
143,0.0441358024691358,133158,18.42502539698176,0.0008259637309366931,0.3479723221584678,642.259265872515,51.37497305870056,0.07329088985246114,0.8164880688828947,0.08984704352067968,-0.020153286151784848,0.01746577947738325
144,0.044444444444444446,134183,19.23248847479433,0.0008095682988459645,0.3410650496430847,652.5619243915596,64.45278787612915,0.062334287061165845,0.8161217365858232,0.09223621666670809,-0.020079662228343665,0.01822401109143396
145,0.044753086419753084,135203,17.47786992853721,0.0007818236959705415,0.3293764566355239,663.0623918508395,65.76532196998596,0.04964321080749047,0.8158567771814732,0.09470530481379347,-0.020053992167450185,0.018746027518318723
146,0.04506172839506173,136225,20.399343697130487,0.0007568003636127471,0.3188343144777683,673.2884509859101,42.63976812362671,0.0509553803250213,0.8153935278550497,0.09721339511239355,-0.019979380425031026,0.019098562567159503
147,0.04537037037037037,137230,20.628837097086443,0.0007364736721094436,0.31027083187038795,730.5703037533511,66.7265739440918,0.05146753798556356,0.8150800513648132,0.09965393435559562,-0.019895908500647354,0.019287555885676568
148,0.04567901234567901,138238,21.1171597040695,0.0007236639786140705,0.30487420411935073,796.7082278815238,61.84472894668579,0.05848642270419788,0.8143634163708883,0.10196263998920012,-0.019854762762024684,0.01936733257130165
149,0.045987654320987656,139252,23.916265228024553,0.0007191473663389838,0.30297138925861955,830.8735051802195,61.467817068099976,0.06133613857935806,0.8134976017894257,0.1041434755186574,-0.01985716633785798,0.01939139090614074
150,0.046296296296296294,140267,22.412693718635953,0.0007216885607755692,0.3040419754066965,833.3189930936743,63.437777042388916,0.0531055166556645,0.8130027609327858,0.10621348696609853,-0.01989280880219481,0.019384770764440305
151,0.04660493827160494,141279,22.091610408451757,0.0007301077560166389,0.3075889191876518,809.0132446870688,62.542667865753174,0.050930002493385314,0.8124700541535287,0.10818672622035037,-0.01995133059893969,0.019354186687916
152,0.04691358024691358,142305,25.84112478020263,0.000743863753266027,0.31338421760958934,763.1422889754183,62.41702604293823,0.060348067510429516,0.8124038030258705,0.11006748958215275,-0.02001453945734138,0.019298148429295166
153,0.04722222222222222,143326,23.917647615034262,0.0007628938660229417,0.3214014613200988,700.6391307327231,70.11285305023193,0.06202278664345834,0.8121161351473668,0.1118456069497971,-0.02006870988239617,0.019214327016283506
154,0.047530864197530866,144342,20.036458783654975,0.0007871893829302062,0.3316369802897678,626.7155881437654,84.23547697067261,0.0534495975200596,0.8126979148677405,-0.03197097979325551,-0.003959086496951857,0.03305511165155617
155,0.047839506172839504,145360,18.374646232364764,0.0007821800813915489,0.3295265991392277,598.8989885424775,84.12014508247375,0.04836049868789322,0.8120651389704067,-0.030311919584129942,-0.004120655368720375,0.03268257264892968
156,0.04814814814814815,146384,18.288066497426204,0.000780292468825647,0.3287313621290657,592.7836355291639,79.95396590232849,0.052428468390843024,0.8115243708300948,-0.02864317562573092,-0.004342013950985671,0.03225521675123626
157,0.04845679012345679,147408,21.390199038238656,0.0007720248389236815,0.32524827168819226,586.1039612346586,53.44441604614258,0.051966974026552405,0.8120270678863813,-0.042947335588862184,-0.021995933760472642,0.017433504107587962
158,0.04876543209876543,148441,22.471100209477868,0.0007721060743941826,0.3252824955823575,578.3530916498835,57.317644119262695,0.049734082098911565,0.8125912476690982,-0.04340173173237388,-0.022033881820032863,0.01762560489315061
159,0.049074074074074076,149474,21.810514912777073,0.0007779339579888585,0.32773773921080207,572.1861338722267,67.12045383453369,0.04945642096605815,0.8117434418098957,-0.043825466437985475,-0.022306021915876398,0.01768088336737276
160,0.04938271604938271,150506,21.29113567272804,0.00078301193223584,0.32987705165806797,569.1683652080558,92.50950694084167,0.06601806863757367,0.8112317265223018,-0.044116877023631124,-0.02266487647841577,0.01763887772211223
161,0.04969135802469136,151530,20.72325347517586,0.0007840336584379768,0.33030749724042363,570.9475285669256,71.22995114326477,0.05180693952365154,0.8109680698651927,-0.04430770321626083,-0.023026765601682632,0.01755008884803665
162,0.05,152553,21.340815126607513,0.0007805029895797363,0.3288200529431041,578.9593282109442,60.72461485862732,0.05236267867994557,0.8106165907580918,-0.04443632632463285,-0.023375267769468532,0.01745029850939732
163,0.05030864197530864,153582,21.87831902705605,0.0007728750076163518,0.3256064413791052,592.3788271131812,93.76133918762207,0.05784635578115268,0.8098572503724956,-0.04448473154626137,-0.023698410100403168,0.017348941325026564
164,0.050617283950617285,154614,19.261907137720996,0.0007626228792697261,0.32128729663433986,608.8923485277129,89.04314303398132,0.05868426793193426,0.8095614060690174,-0.04449809661808432,-0.02403172803383945,0.017242135451338847
165,0.05092592592592592,155644,20.115881035123557,0.000750515881171623,0.3161867091814412,626.1405234488907,85.75641894340515,0.088580678139562,0.808631134796921,-0.04448971979539464,-0.02442522937004802,0.01712378131811875
166,0.05123456790123457,156676,17.50918938930783,0.000737726817764542,0.31079877273180195,640.4207562563863,87.80134201049805,0.06075663391288,0.8076626454576283,-0.04441549581943429,-0.02486380181435013,0.01698869987429134
167,0.05154320987654321,157706,25.183602411222257,0.0007277989800363991,0.3066162491912627,648.1727778452743,81.09248304367065,0.08113435949101472,0.8064868790862574,-0.04429739023153177,-0.02522745313757616,0.01679364477136671
168,0.05185185185185185,158730,24.748108870466826,0.0007237802558320109,0.3049231908387736,647.1464383371359,79.65507388114929,0.09097861365355805,0.8058626124878541,-0.04426629568637374,-0.025441296001633362,0.016471578879306094
169,0.052160493827160495,159752,24.405643028377913,0.000725993699510104,0.3058556980516019,636.760269825338,92.04656505584717,0.09180435495076848,0.8057351462629583,-0.04451417525261505,-0.025589236326616666,0.01596318303489967
170,0.05246913580246913,160771,24.52820747479072,0.0007325562463528606,0.3086204497938582,616.7127905701858,92.04474306106567,0.09714212203944272,0.8050435951529387,-0.04517199465291888,-0.02591656154136551,0.015344984701350092
171,0.05277777777777778,161793,28.485904079759848,0.0007419645742495695,0.312584107740598,587.3494994040187,92.42983078956604,0.08916217770477641,0.804789095554747,-0.04611375437752135,-0.026609377057070477,0.014762259550657674
172,0.05308641975308642,162817,23.399173731589556,0.0007442598607097058,0.3135510947033872,551.2182797723278,97.39944100379944,0.058612692240171196,0.8045409235416066,-0.031936890192214386,0.035720001061151904,-0.003649256363904044
173,0.05339506172839506,163841,22.969187956403726,0.0007299680411723186,0.30753005837210123,512.6583005570801,95.71566104888916,0.06131885254423084,0.8042148663775689,-0.03198510980982396,0.03563956836091791,-0.0029171129237605935
174,0.053703703703703705,164875,21.410536027373173,0.0007258254832148567,0.3057848297886387,474.2615655105891,95.97890496253967,0.06903947235248893,0.8034318636348405,-0.03189382638626658,0.035380928324160385,-0.002288082493559131
175,0.05401234567901234,165907,24.35759956546915,0.0007331006428408777,0.3088497999493371,437.2161762612285,99.58462715148926,0.06961679975438027,0.8028069641151522,-0.031677267884988154,0.03508302775191152,-0.0018203254444817873
176,0.05432098765432099,166942,25.44347754595099,0.0007127125311894497,0.30026044149442294,442.22465615646377,72.48099088668823,0.08609282126464883,0.8019470505611599,-0.054412226142534804,-0.0025264808567228092,0.007519125754830828
177,0.05462962962962963,167978,24.42567945694417,0.0006879239706640619,0.2898172069480309,461.87808153075395,94.166090965271,0.1627096105400817,0.8019600492457015,-0.05621222755029385,-0.0038449780527444292,0.007465006103618862
178,0.05493827160493827,169013,21.25518022313983,0.0006715513441041985,0.2829195422316782,467.45550428945774,101.61529397964478,0.10543585855459163,0.801120792051028,-0.057856750079977495,-0.005189556656679584,0.007475976571792524
179,0.055246913580246915,170044,21.751883096263622,0.0006613335574100153,0.27861486536740154,446.44033471186606,98.29229617118835,0.10899827031915835,0.8003580809569198,-0.05930975928557005,-0.0064177598137965435,0.007576194992643821
180,0.05555555555555555,171075,26.295643690907326,0.0007187050695619466,0.30278505294526314,478.07639188385076,94.75376391410828,0.08983006150729793,0.7995023549406868,-0.03250913396703672,-0.016240029671877657,0.023519258987019318
181,0.0558641975308642,172106,22.151132232966688,0.0007001383981224056,0.29496305358429414,469.2631814698329,102.26915097236633,0.0846646748456532,0.7984492841565569,-0.03202340635036476,-0.01717377276575617,0.022694108254482964
182,0.05617283950617284,173140,24.053619695927807,0.0006839430147516678,0.2881400600935615,495.99235191123626,99.8855950832367,0.10830609929024232,0.7981426077910502,-0.031477473054264064,-0.018081796607484303,0.021840637077625475
183,0.05648148148148148,174175,26.354176304668524,0.000670395560953456,0.282432619462782,538.3461998403903,79.08934807777405,0.0897916932861022,0.7974516639744826,-0.0309125155803307,-0.018925868133064738,0.0209580900622016
184,0.056790123456790124,175209,25.263955275895032,0.0006598579124477709,0.2779931872174284,574.0200909573759,87.85766887664795,0.06974201117750409,0.7969100259693647,-0.030365081151647468,-0.01969601351934104,0.0200618329467709
185,0.05709876543209876,176244,25.290500680569654,0.0006527218502120559,0.2749868177435375,613.7237015626426,73.63901591300964,0.08477459304635518,0.7957704614621853,-0.02986592903578813,-0.020390382014905912,0.019169444345435133
186,0.05740740740740741,177273,25.16389297877562,0.0006492126455567574,0.27350841615385907,656.8689567830047,69.53663301467896,0.11828719537970793,0.7945299177574006,-0.029425738223637515,-0.021007227038531848,0.018310286177161513
187,0.05771604938271605,178306,25.990906100032696,0.0006492497271403379,0.2735240383467769,724.1408898921575,90.2095000743866,0.1565231479118259,0.7939397619994782,-0.029055109934453937,-0.021560634520854268,0.01750112308906689
188,0.05802469135802469,179335,23.380373418358346,0.0006524752300076313,0.27488291850194796,787.427249603106,73.72955012321472,0.12308794095178721,0.793127420329121,-0.02874368002801947,-0.022060944398010745,0.016746521486818575
189,0.058333333333333334,180370,30.910828490214325,0.0006581958254269573,0.277292962427163,800.9243908395911,75.11797189712524,0.0825555816883529,0.7929979783661641,-0.028488374013733202,-0.022518699407049505,0.01605777933249692
190,0.05864197530864197,181402,36.51367779304535,0.0006655919505010791,0.2804088944234723,798.6357409727667,97.98771500587463,0.07982390128518127,0.7924871977907879,-0.028276209791090193,-0.022941100631162517,0.015415840400875099
191,0.05895061728395062,182445,40.459360050187065,0.0006722438835161796,0.28321130388942073,808.479651150729,74.30820608139038,0.06547156533467864,0.7919652263251995,-0.04648806081977887,0.004083306971743773,0.004074171929183784
192,0.05925925925925926,183475,32.71650042542177,0.000646385352481703,0.27231729879615924,815.4231142314668,71.39791584014893,0.07520232614923572,0.7909055504183611,-0.04777769364989348,0.004356394429656538,0.0056785265300053804
193,0.0595679012345679,184504,36.07553011198017,0.0006188409200765291,0.2607130361057192,832.2151300875173,108.34075808525085,0.08017825146121872,0.7891532922202714,-0.04899755030932902,0.004505077637479813,0.007527997499757774
194,0.059876543209876544,185532,41.83778755066011,0.000592982098802956,0.24981890873690413,846.8569910683718,78.267982006073,0.10449776452898994,0.788575292675965,-0.050183518626704865,0.004505790649739094,0.009602912597562753
195,0.06018518518518518,186557,33.89465734142033,0.0005696515712933426,0.23998993255959009,935.3748431822557,63.04800891876221,0.08099827340262661,0.787562553491724,-0.051465554996960136,0.004305367281955308,0.011738438221435806
196,0.06049382716049383,187595,29.690405469502466,0.0005497845126896713,0.23162008984393248,1036.2567414844182,73.21090602874756,0.08151515425115806,0.7865534352862876,-0.05281477610442297,0.0037937317851811318,0.013777409783895979
197,0.06080246913580247,188621,32.494026354577365,0.0005355230819679956,0.2256118560926808,1133.7609086072919,67.81952404975891,0.08442198602638605,0.7852889164705327,-0.05412455101662064,0.002910241242406602,0.01567351723131452
198,0.06111111111111111,189645,25.351207532599283,0.0005274370171312995,0.22220525765141735,1225.7091999579875,70.17988896369934,0.11579341942380562,0.7837478330928745,-0.055362749516952386,0.001611086898411289,0.017330086299299594
199,0.061419753086419754,190665,35.78840675249878,0.0005249742992851004,0.2211677331020147,1301.3156284815593,86.59760999679565,0.11392968758557646,0.7815879257943579,-0.05649171472410382,-3.7039266659995296e-5,0.01865410333870615
200,0.06172839506172839,191696,29.120976046719857,0.0005297756026959625,0.22319048620204535,1356.7326580375154,70.03172707557678,0.118895711657076,0.7807214470117058,-0.05746694457276234,-0.0015518881159999277,0.01966300293268072
201,0.062037037037037036,192727,27.25830246006253,0.0005353599320502452,0.22554312225654102,1391.0776049028368,68.98081398010254,0.10641596137181374,0.7792139452151218,-0.05821898423295116,-0.0029976654816051326,0.020444880465883896
202,0.06234567901234568,193746,29.295207580072223,0.0005386746974255266,0.22693960803653898,1411.1954901831098,75.93565702438354,0.1340609033965089,0.776752791167305,-0.05860249081040994,-0.004281655910600439,0.02100843658732122
203,0.06265432098765432,194768,30.36817927894954,0.0005401916976081204,0.22757870883053313,1427.864350548658,76.46994996070862,0.14096139842822028,0.7747753986281141,-0.058764344672684404,-0.005487021245220669,0.021480261380878534
204,0.06296296296296296,195788,24.435990993247376,0.0005397678266071006,0.22740013515835358,1461.0282232952504,87.74921107292175,0.12801696847183816,0.7740013520588419,-0.058792328884765925,-0.006632986841776727,0.021841570587458396
205,0.06327160493827161,196804,25.087139590505647,0.0005392003665285913,0.22716106848525985,1519.5798849438056,103.3319878578186,0.1251072707810179,0.7719019041849855,-0.058626606001495746,-0.007707386326687984,0.022116536210207663
206,0.06358024691358025,197832,28.768165852922206,0.0005394125033148689,0.2272504401215332,1593.587027502885,99.84736108779907,0.11183425810258193,0.7692255838099136,-0.05828964301203628,-0.008687857814486572,0.02230609540101966
207,0.06388888888888888,198845,24.518979151950667,0.0005409974462242453,0.2279181646765071,1652.2297031596647,102.89800095558167,0.09969663887126842,0.7665583238056215,-0.05777320453216104,-0.009555964708071414,0.022420077257115933
208,0.06419753086419754,199863,24.357485718309917,0.0005440145473494789,0.22918924674150754,1733.0065219116277,104.7939989566803,0.1317861912539602,0.764748295266676,-0.05712869350627935,-0.010295950861686809,0.02247687055756072
209,0.06450617283950617,200879,22.486217908551694,0.0005483507865876792,0.23101607179524208,1867.1142242543126,110.70942115783691,0.14710008464699245,0.7623765437696018,-0.05637725699018332,-0.010911921954193592,0.02247999333826432
210,0.06481481481481481,201905,20.36155194309716,0.0005537877582212394,0.2333066271477079,2035.518825503542,110.10996580123901,0.14817268662630692,0.7600524936931663,-0.0555363770184142,-0.011411400549905524,0.02242860176873185
211,0.06512345679012346,202924,28.2449266564157,0.0005601091264257298,0.23596977213936593,2168.1263062060384,110.945965051651,0.11457374110216025,0.7585019851873356,-0.05462860589147191,-0.011807803014824593,0.022326102068096813
212,0.0654320987654321,203954,27.21644291801566,0.0005625302007850691,0.23698975260022975,2225.61589236788,112.8137149810791,0.1103097114607062,0.755675749905016,-0.013972936620163051,0.041268582476977095,0.00015869664733147255
213,0.06574074074074074,204979,38.73287170420989,0.0005340528072227753,0.22499244037484406,2229.286159831114,108.86098909378052,0.1011985715663841,0.7530571081704501,-0.011271557026560998,0.04121530546351861,0.000769747788155541
214,0.06604938271604938,205994,39.38527585147087,0.0005294965558260131,0.22307292584958627,2199.490030238085,113.0209469795227,0.1226358558389593,0.7504974190183026,-0.008669563867362697,0.04094010217124921,0.001394826252307311
215,0.06635802469135803,207006,39.62466952108155,0.000530107077956693,0.22333013424213988,2136.344975583381,82.68452286720276,0.1577881403206431,0.7493452934269536,-0.006264236549872158,0.04058264350606411,0.002117243236355328
216,0.06666666666666667,208030,38.210231895130484,0.0005300994258662405,0.2233269104738503,2057.1960824613184,112.73321604728699,0.10476915667810656,0.7472090273982899,-0.003979094414702018,0.040127640377784206,0.0029577498704057795
217,0.0669753086419753,209061,26.840565896031297,0.0005301179060339228,0.22333469602982745,1999.9507474250677,114.10026717185974,0.1031904360806371,0.7449313018398853,-0.0017713351790701018,0.03951670416414202,0.0039138400642262155
218,0.06728395061728396,210092,25.86822918815258,0.0005293813103450809,0.22302437379322324,1973.5030601334797,113.35498380661011,0.1282704311252681,0.7425815042937738,0.0003566096168470456,0.038732304296133335,0.004968593567720295
219,0.06759259259259259,211136,24.226421859220203,0.000523848158302087,0.22069329835596044,1963.1595484686102,99.00434112548828,0.1387153707368496,0.7403556265659987,0.0023917247045963674,0.0377675236071133,0.006123344602456285
220,0.06790123456790123,212173,21.79345097148557,0.0005131869460524395,0.21620180963244592,1117.925709336737,97.80036902427673,0.18219813152500822,0.7378832661543303,0.004341862172592675,0.03662719024236327,0.007363000472639226
221,0.06820987654320988,213205,25.292401839485255,0.0005034600313777208,0.21210393346667206,1148.5000122939484,98.61521697044373,0.12284430747607236,0.7359204825536511,0.006244368326428855,0.03530818271295009,0.008631550988551286
222,0.06851851851851852,214239,21.917311054182278,0.0004996467414724726,0.21049742304291788,1172.3366217366483,94.00142407417297,0.1675769598322497,0.7344112173681308,0.008101256613322333,0.033856563684906596,0.009855578946475528
223,0.06882716049382716,215275,21.049883747202703,0.000503093812236303,0.21194964809034744,1180.4102011095797,96.87562584877014,0.19050596728475444,0.7321210087673623,0.00993426933614921,0.03236622264543614,0.010913727499059942
224,0.0691358024691358,216302,24.026548370013213,0.0005118599416059909,0.21564275261644153,1333.805400797779,96.012943983078,0.1131275795879408,0.7294423083785418,0.011849023865996908,0.030905262755174016,0.011677254904241405
225,0.06944444444444445,217334,24.947035904149644,0.0005228217342509351,0.22026087360506544,1443.0767626261809,98.79493713378906,0.15634898166488845,0.725847480723635,0.013966462534412204,0.02946321755529927,0.012101382309567903
226,0.06975308641975309,218364,20.136071931542617,0.0005328116448465217,0.22446954797888993,1449.4184606502683,98.26931595802307,0.08677022832737966,0.7223599476750375,0.016258941926127195,0.027976846376641405,0.012218181149808154
227,0.07006172839506172,219397,22.229773496179615,0.0005408187642972673,0.22784288732142546,1555.1019457863615,127.18209886550903,0.1318107286312876,0.7186396607697545,0.018624570703457546,0.02643216164355036,0.012076762076976182
228,0.07037037037037037,220433,22.138227126940823,0.0005473091584425035,0.23057724167362,1698.8438305994916,97.76378512382507,0.08771972565901735,0.7164491521759078,0.020996267069224635,0.024832850037953262,0.011744070054283925
229,0.07067901234567901,221474,23.949842027531812,0.0005296602413347526,0.22314188532619084,1817.8983847284267,99.19443607330322,0.11069461735033634,0.7120515533763839,0.014747158443108485,0.035275704913052715,0.017535685502478658
230,0.07098765432098765,222525,25.65156551726644,0.0005004892375537843,0.21085236032023752,1865.159667835577,113.47789287567139,0.14322014457577786,0.7085897382373303,0.016760740007263075,0.034857872133222105,0.01625919709908141
231,0.0712962962962963,223571,26.296920834993955,0.00048352104880231223,0.20370378972140882,1825.3030411241464,110.54015111923218,0.19964614677187856,0.7052192535428345,0.01882331148436424,0.03409524468454341,0.01490906979295685
232,0.07160493827160494,224603,26.334641328060396,0.0004799005521370386,0.2021785016430164,1716.218515459235,113.15644001960754,0.1360679138429735,0.7017260583669268,0.02099671037236105,0.03307352734474367,0.013564603556832746
233,0.07191358024691358,225641,31.940934902985223,0.00048356307019230136,0.20372149301770034,1776.893647970909,61.556267976760864,0.2353242783573902,0.6987478802649842,0.02332207891516973,0.031858986566554025,0.012267788900178683
234,0.07222222222222222,226682,47.747887418607604,0.00048646313572296316,0.20494326886489367,1857.294973484783,96.51906299591064,0.10929367655833166,0.6950390696595939,0.02581409706546179,0.03050179936210067,0.01103158744745384
235,0.07253086419753087,227715,42.07141761632004,0.0004833694025967339,0.20363990231288812,2030.4993004680491,115.89170980453491,0.10522725309156174,0.6911621425449216,0.028465568760392072,0.02904847442671085,0.009884535532356058
236,0.0728395061728395,228752,29.433355795397492,0.0004732089756265914,0.19935939066994654,2178.2812190719433,131.7005980014801,0.17819846763755687,0.688867318118262,0.03128439395956659,0.0274953828098223,0.008860891283190966
237,0.07314814814814814,229781,36.01775619143284,0.0004578770176575503,0.19290015182216694,2343.022154125702,97.44745922088623,0.17295537457622198,0.6864034953663648,0.0342764761386538,0.02581136359501005,0.007969539912000084
238,0.0734567901234568,230815,38.82629453956737,0.0004457898360179943,0.18780791289455975,2603.209844713321,87.05422496795654,0.21900970566261668,0.6834392000363593,0.037451508485166554,0.023969885750465405,0.007194503580172687
239,0.07376543209876543,231843,34.14746014797096,0.00044799972147292766,0.18873892105467024,3083.47379269933,83.12797093391418,0.12845171678744668,0.6793193699321567,0.04075056516139849,0.022118700027905037,0.006554907141532895
240,0.07407407407407407,232869,28.255395574087427,0.0003069754270402476,0.12932644399729643,5371.055904007049,81.89299702644348,0.15175095831652433,0.674922519043982,-0.01367565488746431,0.031821659615954075,0.021052759583882738
241,0.07438271604938272,233889,31.367125538851848,0.0003312183273006963,0.1395397959684752,4311.584948763559,88.23652791976929,0.472566406455119,0.6718684645770205,-0.013712237171960615,0.029749814504621414,0.020380000546642074
242,0.07469135802469136,234914,102.98298247849091,0.00015327313072742443,0.06457281987822318,114452.31248025385,92.81048703193665,0.15788130620662652,0.6686661521068199,-0.01495730891045334,0.02801601422094369,0.015596109484107208
243,0.075,235922,19554.34476900859,3.2558202575951974e-5,0.01371652644216186,4.604705402365786e9,93.15349102020264,221.77295802370023,0.6656151293790874,0.005415007025216186,0.01105565820597192,0.03319515059656581
