step,time,n_particles,max_u,min_sigma,min_sigma_ratio,max_gamma_over_sigma2,wall_s,max_dtZ
0,0.0,0,0.0,NaN,NaN,0.0,NaN,NaN
1,0.00030864197530864197,0,0.0,NaN,NaN,0.0,29.34999179840088,NaN
2,0.0006172839506172839,298,2.832305594477731,0.00296705972839036,1.0,7.020686000839967,19.87938618659973,0.0002922557616447825
3,0.000925925925925926,602,3.3413738228562293,0.002966192588089594,0.9997077442383553,7.009967163125331,17.007663011550903,0.0014925463223921947
4,0.0012345679012345679,908,3.795155919931817,0.002961921882832708,0.9982683713750383,7.408930044435988,16.42915391921997,0.0022211187743415954
5,0.0015432098765432098,1218,4.336956742134831,0.002955343102530615,0.9960510987535458,8.763415260206708,16.157655954360962,0.0026446787551771414
6,0.001851851851851852,1534,4.89416215658134,0.002947527169413093,0.9934168635736014,10.035942796913142,18.46695113182068,0.0033583308130183936
7,0.0021604938271604936,1858,5.462150785044333,0.0029414255693564683,0.9913604169175932,11.23658725032827,18.581784963607788,0.0043717908213658395
8,0.0024691358024691358,2192,6.0170426277079585,0.002937696619780223,0.9901036341367935,12.482864653551005,18.22935199737549,0.005373267857004341
9,0.002777777777777778,2538,6.53164454881258,0.0029246684246237013,0.985712689447726,13.803203563422406,19.366173028945923,0.006467926135847792
10,0.0030864197530864196,2894,6.9896973230698185,0.002916017372873691,0.9827969908969917,15.194342560845561,18.59275197982788,0.007464374792192287
11,0.0033950617283950617,3260,7.386675354530026,0.002908010472884512,0.9800983933889722,16.64897841785287,18.00987982749939,0.008269618813423738
12,0.003703703703703704,3638,7.762681448421935,0.002899800927275863,0.9773314974178208,18.176589702976116,18.534646034240723,0.008840710790433191
13,0.004012345679012346,4030,8.155479902397046,0.002892320057581656,0.9748101900027302,19.801887378317986,21.178608179092407,0.009225677522889782
14,0.004320987654320987,4438,8.529201551600803,0.0028820898711542104,0.9713622693796441,21.54275571827777,20.08864998817444,0.009434083492273464
15,0.004629629629629629,4860,8.898360353420763,0.0028737017746570037,0.9685351956888298,23.40559541373412,18.61974596977234,0.009578490324059075
16,0.0049382716049382715,5300,9.261071365621437,0.0028693280360684095,0.967061097089889,25.409004096279222,19.16839098930359,0.00971076248898808
17,0.005246913580246914,5756,9.72980580425886,0.0028686986317187162,0.9668489664260972,26.01151951355718,17.562203884124756,0.009782379569888327
18,0.005555555555555556,6228,10.189439959792361,0.0028717359917591564,0.9678726600212673,25.92692979331533,19.952615976333618,0.010847791437214895
19,0.005864197530864198,6716,13.804067896818786,0.0028755703751646715,0.9691649775869791,25.74931667943226,18.181920051574707,0.01012245668257476
20,0.006172839506172839,7218,10.96208226385311,0.0028773948014408197,0.9697798712673089,25.622188315054437,18.03706407546997,0.011073733642421238
21,0.006481481481481481,7739,10.903512815693894,0.0028786134443871706,0.9701905953705988,25.483471920771077,18.510426998138428,0.010427004913242157
22,0.006790123456790123,8277,11.159657671446189,0.0028780863755264673,0.9700129552457102,26.84198828648751,23.895437955856323,0.010467000192246834
23,0.0070987654320987656,8818,11.624706999541829,0.0028713501102969464,0.967742604849638,28.74072772729454,20.798348903656006,0.013682527658730346
24,0.007407407407407408,9383,12.316507277940369,0.002865158635138476,0.9656558672288119,30.68383255168904,21.583548069000244,0.014803713158689126
25,0.007716049382716049,9969,13.0151101362137,0.0028593384282441145,0.963694259635048,32.64017117587525,21.661109924316406,0.012203080490734075
26,0.008024691358024692,10568,13.70199457562198,0.0028487144711868994,0.960113624922656,34.58666617293857,21.673463106155396,0.013683474584410979
27,0.008333333333333333,11186,14.521848623325392,0.0028386901090531155,0.9567350740839702,36.51579033126222,21.44198989868164,0.014364522808345583
28,0.008641975308641974,11814,15.02364138938825,0.0028317611216599993,0.9543997697667648,38.45193442209494,21.53484606742859,0.014053771688329301
29,0.008950617283950617,12452,15.796981328387359,0.0028269416821419223,0.9527754548020332,40.463110986998046,22.024147033691406,0.014605611005816213
30,0.009259259259259259,13107,16.48961525807758,0.002817062652133505,0.9494458858304721,41.1110579911445,20.99358296394348,0.017223797337202126
31,0.009567901234567902,13776,24.681727404184638,0.002778183896418304,0.9363424233881124,40.28036676662949,22.122486114501953,0.021273347997968567
32,0.009876543209876543,14448,25.841485357838184,0.002746480681154057,0.9256573620255472,39.93991010912073,23.50832986831665,0.024128487290582114
33,0.010185185185185186,15138,27.65166184147317,0.002733913727858538,0.9214218715245397,39.12611738515475,23.701432943344116,0.023840603309526365
34,0.010493827160493827,15829,30.56639229158917,0.002698365619991972,0.9094409506396572,37.82688596870403,22.172112226486206,0.022057543712737267
35,0.010802469135802469,16526,29.329496469369,0.002664052859509055,0.8978763838213372,38.1563849601561,23.951043844223022,0.02099011596605638
36,0.011111111111111112,17234,29.271462230944607,0.0026509148246449815,0.8934484194165891,39.047762124242,27.87396001815796,0.03194489099572172
37,0.011419753086419753,17945,28.445606525069724,0.002653630319756472,0.8943636335882175,39.99921107435492,24.662018060684204,0.03564465022177639
38,0.011728395061728396,18653,27.428390087333167,0.0026620348569602395,0.8971962483560796,40.94277620631749,23.961081981658936,0.035324952307272596
39,0.012037037037037037,19371,25.886749230302428,0.0026700197737537976,0.8998874367798091,41.546397174915526,24.027950048446655,0.03611619339990471
40,0.012345679012345678,20088,25.5995319454272,0.002638855298794617,0.8893839492156785,41.72237795702841,24.92495584487915,0.03493884759141656
41,0.012654320987654321,20800,28.49996185533665,0.002566380949503601,0.8649576295843129,41.80428029815142,29.1856369972229,0.03567341182940767
42,0.012962962962962963,21518,39.71671885411945,0.002503491948143992,0.8437618980802065,42.080061671731116,26.74248719215393,0.03536222553792203
43,0.013271604938271606,22234,36.3562951363591,0.002469618963759196,0.8323455507580808,42.83782757351282,27.495133876800537,0.034304003796909587
44,0.013580246913580247,22949,32.72717221915935,0.0024520919993332824,0.8264383678799586,43.357565315866886,29.12005591392517,0.033120515366798824
45,0.013888888888888888,23663,32.172751575444714,0.0023902311266865536,0.8055891507055243,44.062560683338944,29.43605899810791,0.03176473528552524
46,0.014197530864197531,24374,32.77352375405824,0.0023408365994587997,0.7889415157573223,45.84367971033293,27.041503190994263,0.02944515038080984
47,0.014506172839506172,25083,31.040216190564028,0.002311620415379301,0.7790946684559542,47.26650147359086,30.742694854736328,0.028282115725858634
48,0.014814814814814815,25782,35.5400959226322,0.0023005760113306885,0.7753723288134677,48.792390202919535,29.18833303451538,0.03688169096297295
49,0.015123456790123457,26484,28.09547275006082,0.0022883429799198437,0.7712493813399832,49.57348334924368,29.57678508758545,0.03559096338119791
50,0.015432098765432098,27193,37.26957103065286,0.002270581192718197,0.7652630552031372,50.15364133326368,34.96085500717163,0.02912474071075638
51,0.01574074074074074,27902,36.80720324017651,0.0022564344664090436,0.7604951274887772,50.603670506333124,32.1127610206604,0.029251358083506696
52,0.016049382716049384,28611,34.07735464075486,0.002245014454824508,0.7566461953371043,52.58836261256673,27.817868947982788,0.030927388558793213
53,0.016358024691358025,29325,34.11540375878634,0.0022367788665847476,0.7538705221138935,56.7249865208859,31.193758010864258,0.031727273299740504
54,0.016666666666666666,30039,34.136325679349575,0.0022172557498116594,0.747290568031311,58.17869063549227,36.093446016311646,0.03224570873633115
55,0.016975308641975308,30755,36.00130776515752,0.0021883311517770514,0.7375419951401614,58.49705631011399,33.37416100502014,0.03244680823529139
56,0.01728395061728395,31470,37.57192629163914,0.002151080768439863,0.7249873495491888,58.78004137428821,34.75813889503479,0.03193130975064576
57,0.017592592592592594,32184,37.82764283156679,0.002117783905614477,0.7137651747790672,61.40682843495504,36.49624705314636,0.030093996514609277
58,0.017901234567901235,32898,28.130584350231786,0.0020675240787013847,0.6968259044191953,64.05521719537816,36.942732095718384,0.03145480435086645
59,0.018209876543209876,33606,35.50812895576088,0.002045454134845845,0.6893875830250006,64.75050567165076,36.36831188201904,0.03378309184457069
60,0.018518518518518517,34311,32.17253466710651,0.002003644999560884,0.6752964830431196,62.61728675826346,32.207536935806274,0.03492812684268613
61,0.018827160493827162,35022,31.887148408181904,0.0019615012059439672,0.6610925918259449,63.984749751703745,34.127541065216064,0.036293687328701855
62,0.019135802469135803,35737,34.238438536276114,0.0019191781388058608,0.646828279337343,65.33286150292702,38.982682943344116,0.03676083406814232
63,0.019444444444444445,36447,36.289282769285535,0.0018769574669792383,0.6325984775498585,66.14352657873044,40.20404601097107,0.037114094549428704
64,0.019753086419753086,37162,33.73242904299766,0.0018352569834048536,0.6185439968882888,66.01819120246935,37.828307151794434,0.03794380747466827
65,0.020061728395061727,37872,34.29066532380208,0.0017941569297461192,0.6046918815211905,66.0414206732945,38.018388986587524,0.03774260013619199
66,0.020370370370370372,38575,32.853052128615325,0.0017539486831379466,0.591140335449017,65.38594796139319,40.43530297279358,0.03703710183294312
67,0.020679012345679013,39285,32.777873535176475,0.0017172375804533702,0.5787674457719721,65.18468355373003,38.89298391342163,0.0429943515113877
68,0.020987654320987655,39999,35.20026139323295,0.0016810541633126386,0.5665724040630001,66.34405902079284,43.03691101074219,0.03503323728114076
69,0.021296296296296296,40718,31.42126810683212,0.0016475304150520653,0.5552737611877656,65.89476600567001,43.34371590614319,0.03315365676849763
70,0.021604938271604937,41428,33.99131567021049,0.0016128373435794722,0.5435810166364402,74.59689466436927,35.724470138549805,0.03851820041900793
71,0.021913580246913582,42145,33.74556331914413,0.0015783873754235248,0.531970206167641,85.05205249083457,41.8579580783844,0.04751853858086773
72,0.022222222222222223,42857,29.50966431279621,0.0015410534209096913,0.5193873942489584,96.24790856384357,43.38105797767639,0.04323054970858558
73,0.022530864197530864,43556,31.728402264978875,0.00150281749306591,0.5065005866535736,105.17600330878801,40.01783084869385,0.03878450142583776
74,0.022839506172839506,44253,31.312157995656687,0.0014632846043752855,0.4931766591598486,112.11551665199248,43.4541699886322,0.036451646115367414
75,0.023148148148148147,44941,29.755794254338372,0.0014230455279267307,0.47961472238334,118.29559610183138,38.34497618675232,0.048773919011310216
76,0.02345679012345679,45595,30.252449478899724,0.0013819950600637368,0.46577931911518133,123.00454297723564,46.63914394378662,0.05198532526539133
77,0.023765432098765433,46265,30.992376270412844,0.001343319950781657,0.4527444924441789,125.57699375063422,39.44444298744202,0.04633074583150907
78,0.024074074074074074,46923,29.011637793583866,0.001309405698954281,0.44131423659092905,126.97426024283719,43.03585696220398,0.046147886537287526
79,0.024382716049382715,47568,24.5795329428636,0.0012782437748216494,0.43081160874206637,129.13628545947572,45.29188394546509,0.04407986123016015
80,0.024691358024691357,48217,25.937607497247228,0.0012251625278311424,0.41292142389590425,133.17322820425792,42.65271210670471,0.04185639461822886
81,0.025,48868,26.038315146401466,0.0011781981569597016,0.39709283425813546,141.8248513757807,44.12649083137512,0.038451699323673115
82,0.025308641975308643,49526,23.889784471193067,0.0011433913683368585,0.38536176316111853,149.95558338703276,43.69303822517395,0.04994182876153261
83,0.025617283950617284,50194,21.676506050872295,0.0011188654451156003,0.37709569322441266,156.67350315932077,49.79214096069336,0.04359316802365736
84,0.025925925925925925,50861,22.928530361131322,0.0011024379235550744,0.3715590599698344,161.3725524865951,38.572083950042725,0.0406928707496802
85,0.026234567901234566,51534,21.850847802153286,0.0010943082630807627,0.3688190880048204,164.07518274507288,38.92945909500122,0.03797184730724579
86,0.02654320987654321,52198,18.984128850090155,0.001095137367115686,0.36909852425175205,165.2023150929418,43.54039192199707,0.046182378903748926
87,0.026851851851851852,52855,21.21646102045545,0.001093915857392029,0.36868683394704765,165.07709525243394,41.35061001777649,0.036930483940770274
88,0.027160493827160494,53510,19.983723805082057,0.0010975217886565738,0.3699021553745341,163.93608385320937,41.60381889343262,0.03989273002440514
89,0.027469135802469135,54174,17.88671217726664,0.0011045491072515558,0.37227060064974743,162.26955006853126,42.61397314071655,0.04116383642426837
90,0.027777777777777776,54843,20.937853782398836,0.001103132178657979,0.3717930475421983,160.41180440639806,48.83496689796448,0.04780924779774451
91,0.02808641975308642,55502,19.71595457102973,0.0010920832824066087,0.3680691938746604,158.51023660783824,45.20809507369995,0.04739764001283798
92,0.028395061728395062,56154,17.39859490414937,0.001067588398755401,0.3598135853283181,156.40733000418192,44.336129903793335,0.04221861258372338
93,0.028703703703703703,56808,19.84144315057747,0.001034965366483745,0.34881851436311234,154.17941255690207,43.785999059677124,0.03949642458649055
94,0.029012345679012345,57476,20.22316959108625,0.0010052526155710734,0.3388043071571149,151.79201835086477,57.65676307678223,0.037926503237036654
95,0.029320987654320986,58133,20.206112894651586,0.000980293744183599,0.3303923189693966,149.1930705269639,50.64664888381958,0.040258177043826796
96,0.02962962962962963,58794,21.18928978858216,0.0009633809346511329,0.32469212716987345,152.27264273124106,50.88312005996704,0.03533184232431482
97,0.029938271604938272,59446,20.24970545451968,0.0009554333501098759,0.3220135209843591,156.8938952611048,55.1623649597168,0.03338927313321269
98,0.030246913580246913,60093,22.137271838269953,0.0009565447525847085,0.3223881014028785,157.99668113333203,60.227555990219116,0.042082039507068514
99,0.030555555555555555,60748,21.20930395821067,0.0009657652811972125,0.3254957330168555,155.8270823725755,90.81735110282898,0.04809372215107738
100,0.030864197530864196,61413,17.94499033717112,0.0009795327931990479,0.33013585261744893,165.76770830251397,61.13133883476257,0.051182808688905825
101,0.03117283950617284,62076,19.59744422170508,0.0010830706454866407,0.36503162882879014,179.29252234845669,61.08908796310425,0.05136730215907965
102,0.03148148148148148,62735,18.61188864547654,0.0010621849710578009,0.3579924464931617,189.07447340171635,60.831507205963135,0.037739458939442284
