step,time,n_particles,max_u,min_sigma,min_sigma_ratio,max_gamma_over_sigma2,wall_s,max_dtZ
0,0.0,0,0.0,NaN,NaN,0.0,NaN,NaN
1,0.00030864197530864197,0,0.0,NaN,NaN,0.0,33.594127893447876,NaN
2,0.0006172839506172839,302,2.9448422283953466,0.003560471674068432,1.0,5.659709720265521,21.376292943954468,0.000221881410846026
3,0.000925925925925926,610,3.4978704361673323,0.003560471674068432,1.0,5.64839757296939,18.371562004089355,0.0010616981280793854
4,0.0012345679012345679,920,3.8832245192738655,0.0035583871860548175,0.9994145472273249,5.642864755189094,18.08496403694153,0.00151146359162987
5,0.0015432098765432098,1232,4.267700034609869,0.0035542537737384737,0.9982536301650019,6.676136728038311,21.003365993499756,0.0018916584735649239
6,0.001851851851851852,1550,4.683164405400786,0.0035494896749180085,0.9969155774414925,7.50083096526998,20.654165983200073,0.0023378294274461874
7,0.0021604938271604936,1876,5.134075060794902,0.003543379698874178,0.9951995194011124,8.2703888902884,20.89334011077881,0.0028966345379941648
8,0.0024691358024691358,2210,5.608072101679862,0.003537861252398908,0.9936495993398291,9.086326352132328,18.439341068267822,0.003486781073417134
9,0.002777777777777778,2558,6.086397595814436,0.0035327238579295713,0.9922067021791092,9.979045005757351,19.888706922531128,0.004164685161544044
10,0.0030864197530864196,2914,6.551613677664137,0.0035208981778680087,0.9888853219957782,10.950389406673084,18.992336988449097,0.004809044851829603
11,0.0033950617283950617,3282,6.993300342124934,0.0035118538499527307,0.9863451170052008,11.99379274409943,18.437411069869995,0.005279914319493232
12,0.003703703703703704,3664,7.406293263483436,0.003504641514307123,0.9843194484124308,13.103413082576632,20.978020906448364,0.0056739986803798085
13,0.004012345679012346,4060,7.787259237323882,0.0034953629979385626,0.9817134688631094,14.281586632310843,19.37599492073059,0.0058886205694873624
14,0.004320987654320987,4468,8.14295993991601,0.0034864671605481963,0.9792149691684885,15.526272673008826,21.97103500366211,0.006064713467681316
15,0.004629629629629629,4892,8.484218785644329,0.0034794043848116224,0.9772313062206792,16.85180923602022,24.00327205657959,0.006216528804554237
16,0.0049382716049382715,5332,8.818529003634094,0.0034761675724212346,0.9763222097057533,18.273343400467546,20.85895609855652,0.0063246388489465325
17,0.005246913580246914,5792,9.142236992372693,0.0034760156049847744,0.9762795278786328,18.61250718269875,22.56837296485901,0.006406817627774552
18,0.005555555555555556,6266,10.499302496227362,0.0034775171103502553,0.9767012431745069,18.64318283910943,20.6487078666687,0.006545140738925507
19,0.005864197530864198,6753,14.951933197753343,0.0034804167796795627,0.9775156491281973,18.65855607394602,21.39985704421997,0.006661553086734538
20,0.006172839506172839,7257,12.463392491598198,0.00348212451879006,0.9779952875769273,18.72159621397324,22.175755977630615,0.00696524577247856
21,0.006481481481481481,7781,12.61811963116463,0.003480061975318641,0.9774159981848951,18.805163579859276,20.36048412322998,0.006860683217585874
22,0.006790123456790123,8313,12.54592035792217,0.0034716293074205954,0.975047585044731,19.115469911866455,20.765990018844604,0.006901333615426345
23,0.0070987654320987656,8869,12.714031803613612,0.003464007070524005,0.9729067909044196,20.444652335740226,22.141758918762207,0.008625616156094975
24,0.007407407407407408,9435,13.234367296606358,0.0034573861223749364,0.9710472203881618,21.7992754444727,20.92515802383423,0.010051312894575377
25,0.007716049382716049,10027,13.963975386413146,0.003451746133532185,0.9694631637352672,23.162355426392978,20.25800395011902,0.010493893502508752
26,0.008024691358024692,10627,14.834307432333569,0.0034446925510736165,0.9674820828268187,24.537197242754235,24.207945108413696,0.011238282297061737
27,0.008333333333333333,11243,15.798557297675933,0.003438477739207026,0.9657365804227821,25.943807505126475,22.95240592956543,0.010528034290626254
28,0.008641975308641974,11871,16.666898973895563,0.0034330784275911448,0.9642201207763804,27.380155786430546,23.7501220703125,0.0130344684194322
29,0.008950617283950617,12515,17.66302181515233,0.0034285801429362055,0.9629567250617898,27.71295611781797,23.05328893661499,0.014322085601000187
30,0.009259259259259259,13166,17.941940720625922,0.0034053091979211574,0.9564208087154993,27.431437121253214,23.936141967773438,0.01582921164004051
31,0.009567901234567902,13833,24.533628084111214,0.0033594307841186806,0.9435353210604176,27.762832336283044,25.643383026123047,0.016600781191178197
32,0.009876543209876543,14513,26.594280464539345,0.0033171875988459876,0.9316708297402485,28.006871029649414,25.114537954330444,0.017358859323035727
33,0.010185185185185186,15196,27.652289282206972,0.0032904072675240003,0.9241492613151903,28.029884635392374,24.550908088684082,0.027986153959856805
34,0.010493827160493827,15883,28.47032539770755,0.0032734516812655003,0.919387087139788,27.79707234916381,24.066102027893066,0.01697408053777196
35,0.010802469135802469,16583,28.437481281578496,0.0032713389961484523,0.9187937148817147,27.436430996062803,25.900359869003296,0.015668064906224934
36,0.011111111111111112,17284,26.57940059373978,0.003250591993760409,0.9129666772621916,27.764105305205288,26.328416109085083,0.01934824273453283
37,0.011419753086419753,17997,27.146009228052822,0.0032438822835694162,0.911082176891114,28.295268749374102,27.80821704864502,0.02751452624570253
38,0.011728395061728396,18711,26.663848930545747,0.003246071294879906,0.9116969862509056,28.813614826173552,27.103911876678467,0.03103506565596748
39,0.012037037037037037,19424,26.48406689991691,0.003250995046159335,0.9130798792297459,29.31186799904965,30.6318519115448,0.03085920341639579
40,0.012345679012345678,20140,28.759330090589444,0.0032539733869327045,0.9139163809761468,29.732275395582636,27.78301215171814,0.024119810579689937
41,0.012654320987654321,20858,30.10177813523168,0.00324840360289213,0.9123520421608319,30.13175829303126,30.036433935165405,0.030480430257674825
42,0.012962962962962963,21572,33.57656047259014,0.0032153971183917283,0.9030817859920232,30.432600525792274,25.992295026779175,0.029250339599201976
43,0.013271604938271606,22291,32.5850483044218,0.00317341788972931,0.8912914299647136,30.706797725970016,26.042015075683594,0.026955520778899227
44,0.013580246913580247,22995,29.91410051648176,0.00314295640714779,0.8827359672704371,30.967919365092964,29.83206081390381,0.026793741464646414
45,0.013888888888888888,23694,33.72454420353647,0.0031142502961576265,0.8746735211627387,31.139595801847943,31.293909072875977,0.026035184721313123
46,0.014197530864197531,24400,34.68351701776648,0.0030955713932293983,0.8694273333993955,31.42119828522262,33.15390992164612,0.024667761967613708
47,0.014506172839506172,25097,33.25917572098467,0.003077265708421245,0.8642859682983958,31.837123676819374,29.550056219100952,0.023982216909955667
48,0.014814814814814815,25797,31.347951660352198,0.0030475961083516983,0.8559529150443463,31.96199995733938,32.91867399215698,0.024303131957273925
