step,time,n_particles,max_u,min_sigma,min_sigma_ratio,max_gamma_over_sigma2,wall_s,max_dtZ
0,0.0,0,0.0,NaN,NaN,0.0,NaN,NaN
1,0.00030864197530864197,0,0.0,NaN,NaN,0.0,16.918991088867188,NaN
2,0.0006172839506172839,250,3.0347732951441633,0.0045315094033598225,1.0,4.345498609133487,47.983323097229004,0.00015628512930175367
3,0.000925925925925926,502,3.4908160430009274,0.0045315094033598225,1.0,5.260356671772073,2.0473408699035645,0.0006303316008901923
4,0.0012345679012345679,756,3.8609405425033456,0.004530053864590605,0.9996787960390994,8.02723417776124,2.239509105682373,0.0009522395102330064
5,0.0015432098765432098,1016,4.250528943240858,0.004526717611173854,0.9989425615706732,7.9961193735137295,3.067004919052124,0.0012549537930251768
6,0.001851851851851852,1280,4.5511049120297065,0.004522015249239381,0.9979048583429172,7.956998578464732,2.809251070022583,0.001469589238812385
7,0.0021604938271604936,1548,4.878848180564688,0.004516349431548999,0.996654542568182,7.919234193958281,2.0877368450164795,0.001669275409451267
8,0.0024691358024691358,1822,5.232550871907451,0.004511051920409055,0.9954855035861562,7.884770126684649,2.0256199836730957,0.001970528912764048
9,0.002777777777777778,2104,5.602250478032223,0.004505578149466668,0.9942775681158406,7.851600225998083,3.4480650424957275,0.0023183953653022667
10,0.0030864197530864196,2396,5.9763942921933495,0.0045007179420527245,0.9932050320177492,7.816963253514211,1.8739631175994873,0.002623281034461414
11,0.0033950617283950617,2698,6.344302990846224,0.004494860550505543,0.9919124402948151,7.784578543366321,1.9737958908081055,0.0028537426240870796
12,0.003703703703703704,3010,6.698003667185122,0.004488040646709534,0.9904074442352344,8.484845297970562,2.0559890270233154,0.0030138092525255097
13,0.004012345679012346,3332,7.029710690522527,0.004482634537723868,0.9892144402040263,9.236502315682172,2.1272220611572266,0.003106064301822043
14,0.004320987654320987,3666,7.344279988931497,0.004477526292611685,0.9880871678853601,10.036173130280957,2.2574210166931152,0.0032201998692091838
15,0.004629629629629629,4012,7.646497648756079,0.004472375345512967,0.9869504722194747,10.88997662196215,2.01755690574646,0.0033039121951760264
16,0.0049382716049382715,4370,8.442864750128663,0.004469122694034995,0.9862326867779262,11.806849688283798,2.548712968826294,0.003356971416334744
17,0.005246913580246914,4740,9.485164581735713,0.004463071199227009,0.9848972609254499,12.782992104815763,2.1311230659484863,0.0036123178025270672
18,0.005555555555555556,5122,8.870030304245816,0.004454508464844965,0.9830076622024073,13.815775724732944,4.033155918121338,0.003909632641560335
19,0.005864197530864198,5519,13.379870537524736,0.0044412952007776224,0.9800917984379969,14.904723766437616,1.81870698928833,0.004005595323205864
20,0.006172839506172839,5922,15.558598322357838,0.0044294277392718795,0.9774729223749914,16.049686761675325,2.982131004333496,0.00415128755657881
21,0.006481481481481481,6339,16.096491796365644,0.004414485663437077,0.9741755495782531,17.24270884153329,2.0173192024230957,0.004223287941025099
22,0.006790123456790123,6772,16.594920592349652,0.004401681205328951,0.9713498998954714,18.473566016925712,2.045991897583008,0.004132841424994893
23,0.0070987654320987656,7214,16.90401954099771,0.004390767096175158,0.9689414067903483,18.698232835822008,2.016969919204712,0.0038771827344564855
24,0.007407407407407408,7670,17.786275821520462,0.004382316909037666,0.9670766446580603,18.765202273134232,2.0435609817504883,0.004134760975892718
25,0.007716049382716049,8146,18.496391785315453,0.0043718111541914614,0.9647582659654297,18.94567916490455,2.0345001220703125,0.0049172006186039225
26,0.008024691358024692,8631,19.103093099549433,0.004365067480607815,0.9632700921620947,19.20065528369902,2.188286066055298,0.005536844449342534
27,0.008333333333333333,9129,19.14201381398315,0.004362778131719646,0.9627648854672853,19.4266019610301,3.2662389278411865,0.008109107521562067
28,0.008641975308641974,9642,20.07901017394847,0.00436425929873724,0.9630917449937151,19.59252544844551,1.8425040245056152,0.010821898464479264
29,0.008950617283950617,10162,20.732147765566108,0.0043698028235802135,0.9643150735470803,19.707774492583816,1.9918599128723145,0.012804337822068156
30,0.009259259259259259,10697,19.990653919167173,0.0043575817227282584,0.9616181574063142,19.8229922719001,2.021090030670166,0.012528567927158368
31,0.009567901234567902,11230,23.688394912411916,0.004304561315442776,0.9499177718248187,20.48244023888924,2.0466949939727783,0.012450924056797258
32,0.009876543209876543,11774,32.13257506196017,0.0042670236475396365,0.941634071061601,21.25733841676535,2.0731680393218994,0.01187223721482919
33,0.010185185185185186,12329,24.440365455864043,0.004248564213436064,0.9375604981170351,21.937196389069108,2.0591769218444824,0.015881398386846608
34,0.010493827160493827,12883,33.70405188489447,0.004242159635173118,0.9361471548592241,22.559745011882043,2.116089105606079,0.015731219947488974
35,0.010802469135802469,13451,32.82937429873238,0.004243871990968686,0.9365250324366817,23.114114257049472,2.0134260654449463,0.011480016555078206
36,0.011111111111111112,14020,34.75091957906126,0.0042502775676613366,0.9379385960249866,23.591825238003874,3.4022347927093506,0.016868199542507217
37,0.011419753086419753,14591,31.225974337265654,0.004247660642011428,0.9373611006659417,24.02679469371812,1.867537021636963,0.02069187738279243
38,0.011728395061728396,15165,31.054745689228554,0.004226930355404758,0.9327864027537406,24.37362172065136,2.0252060890197754,0.0222875216314322
39,0.012037037037037037,15734,30.45933071283623,0.004205711177627227,0.9281038177939039,24.674147306347024,2.066490888595581,0.025589039311928952
40,0.012345679012345678,16302,29.704820754030543,0.004185423165800845,0.9236267197630933,24.903258661720077,2.2237470149993896,0.024613852832555592
41,0.012654320987654321,16869,28.61568788365585,0.004164875208334303,0.9190922577025474,25.14203005723782,2.056030035018921,0.026306155571257747
42,0.012962962962962963,17433,32.74051190570539,0.004143405026772568,0.9143542819751185,25.357730195214838,2.1292130947113037,0.02227731708285934
43,0.013271604938271606,17991,33.300691761244295,0.00410738418509249,0.9064053099055978,25.593153267517913,2.0218939781188965,0.020805774089398436
44,0.013580246913580247,18556,30.548825668067398,0.004068835465690728,0.897898493308642,25.960396531703974,2.1606059074401855,0.01883098516743978
45,0.013888888888888888,19113,36.85980166209776,0.0040310004510291575,0.8895491749482921,26.3309198645297,3.295581102371216,0.018915296677468118
46,0.014197530864197531,19669,35.332264371079944,0.003992367914049148,0.881023861737783,26.657121306663754,1.8827250003814697,0.020628642318713787
47,0.014506172839506172,20225,41.47956054768753,0.0039527545245290835,0.8722820969097781,26.999449176508715,3.3550519943237305,0.021328400849258026
48,0.014814814814814815,20779,45.52794444165979,0.003910955845609498,0.8630580889250227,27.34523444005081,2.0528910160064697,0.02191948737287297
49,0.015123456790123457,21333,31.385125149892215,0.0038696894877336325,0.8539515519629082,27.83173703499581,3.6119918823242188,0.026336422477178403
50,0.015432098765432098,21898,31.898643930231664,0.0038316564807503997,0.845558541246648,28.283741628568123,2.223241090774536,0.02613544510138168
51,0.01574074074074074,22458,33.09065887347959,0.0037996380835066163,0.8384928166957856,28.69306871209991,2.0728049278259277,0.028280506846230777
52,0.016049382716049384,23021,36.38493845863229,0.0037550444156876817,0.8286520188843828,29.121392780136382,2.0792551040649414,0.027786270917683962
53,0.016358024691358025,23585,29.738156501484863,0.0037031738062932393,0.8172053672773082,29.503744174240488,2.7960009574890137,0.03311247535468655
54,0.016666666666666666,24148,34.83853646202841,0.00365298158029415,0.8061290963195837,29.937148652310718,3.356796979904175,0.034484027029889716
55,0.016975308641975308,24714,34.70657632598431,0.0036069872860085245,0.7959792124306695,30.615838600927095,2.0663700103759766,0.03308761387571768
56,0.01728395061728395,25281,38.06776433983993,0.003565590534948618,0.7868439006890203,31.223817861981217,2.14021897315979,0.031250309915205735
57,0.017592592592592594,25856,36.744541494824844,0.003513714825861344,0.7753961236969189,31.65325987251345,2.222990036010742,0.028511085449125083
58,0.017901234567901235,26428,34.55485639042832,0.003457527461402884,0.7629968634378977,31.723163102788185,2.1559910774230957,0.02641698292285835
59,0.018209876543209876,26988,38.37785578715217,0.0034044935930370173,0.751293507305271,31.467511527161882,2.248403787612915,0.024959744969571155
60,0.018518518518518517,27554,31.235620811800807,0.00335555014522246,0.7404928129983656,31.479476527808607,2.3499741554260254,0.028209971553168456
61,0.018827160493827162,28122,37.54847511778757,0.0033122855349933286,0.7309453076578595,32.294539016999636,2.0187408924102783,0.027370373883121798
62,0.019135802469135803,28687,37.625174671553445,0.003275946897854971,0.7229262054330213,33.0112651024755,2.265639066696167,0.037945675202227955
63,0.019444444444444445,29259,38.61501376132323,0.0032474347523743495,0.7166342300794049,33.79688935854328,3.3940789699554443,0.03899745668579204
64,0.019753086419753086,29834,35.78491604196509,0.0032170731963980415,0.7099341323252665,34.06025933064797,2.0246880054473877,0.028361337473826687
65,0.020061728395061727,30411,39.25502740914327,0.003180026289647867,0.7017587312717661,33.90654843175746,2.2094509601593018,0.03688569007322077
66,0.020370370370370372,30992,36.08921779355803,0.0031585797201738944,0.6970259661895463,33.14135739292089,2.184242010116577,0.03209083725135628
67,0.020679012345679013,31571,38.995610617929444,0.0031361403662487964,0.6920741163912294,33.4563935082724,2.239763021469116,0.03966861701201556
68,0.020987654320987655,32154,39.328998592894365,0.0031175996068577723,0.6879825968244208,34.07931819182996,2.1598360538482666,0.03447237666592909
69,0.021296296296296296,32738,34.6815922914723,0.0031045444237696785,0.6851016178997352,34.10409529671425,2.22027587890625,0.03415305661384142
70,0.021604938271604937,33319,34.90714303768328,0.0030970228235974915,0.6834417735735577,33.57626576717716,2.254495143890381,0.036718437107535515
71,0.021913580246913582,33889,35.93171448225851,0.0030566031776085123,0.6745220864690775,34.39573840099456,2.2837910652160645,0.03330050172398687
72,0.022222222222222223,34451,35.710073204023196,0.0030176666977940977,0.6659297000590337,35.71531083776846,3.9485809803009033,0.02971725340098977
73,0.022530864197530864,35017,34.644909760154384,0.0029789860620314723,0.6573937725524184,37.39927713235525,2.0013740062713623,0.03253560897488352
74,0.022839506172839506,35585,34.151223091387614,0.0029293257011231357,0.6464348719989921,38.70020383056158,2.4479289054870605,0.03287462334169581
75,0.023148148148148147,36151,31.975320136594576,0.002883398016917268,0.6362996874241095,39.562518259312206,2.563947916030884,0.029719222677158878
76,0.02345679012345679,36726,31.730911740636877,0.0028362184420370673,0.625888239343428,40.3032708378537,2.5216829776763916,0.02945543407149914
77,0.023765432098765433,37300,33.1852818766826,0.002785313491311252,0.6146546864155509,41.81475789417777,2.5288660526275635,0.03221905930113866
78,0.024074074074074074,37880,31.401880628436132,0.0027324504120584373,0.6029890195157713,43.021909933110074,2.4995620250701904,0.03352597938282313
79,0.024382716049382715,38463,30.043181915252426,0.00268623566738306,0.5927904872913624,43.82514588299907,2.5348761081695557,0.036743732086084405
80,0.024691358024691357,39031,29.04334026147514,0.0026206189520632398,0.5783103859654841,44.09471426479173,2.5427329540252686,0.031749271515042234
81,0.025,39603,34.20833177649585,0.0025417867498007205,0.5609139303376816,44.949438739090674,4.203157901763916,0.03559665167809749
82,0.025308641975308643,40154,27.006291072616545,0.0024694210958163807,0.544944493326101,45.404482785234826,2.493206024169922,0.036553109496594606
83,0.025617283950617284,40693,26.826560015889157,0.002423156730163589,0.5347350108921708,45.76002619004342,2.5516200065612793,0.036171295291012914
84,0.025925925925925925,41205,26.630779347257363,0.0024011304049118996,0.5298743070314752,46.557585207389906,2.5682709217071533,0.037042859539813566
85,0.026234567901234566,41733,24.495936961430274,0.0023958215874599585,0.5287027730061888,47.28764073427634,2.5459141731262207,0.037959127324676906
86,0.02654320987654321,42272,25.45438299512841,0.0023738370129455432,0.5238512825738585,47.95334827051799,2.5389678478240967,0.04724135022320292
87,0.026851851851851852,42814,23.02138311799581,0.0023411296698450435,0.516633523503062,48.56004955378791,2.5045101642608643,0.04101915441423427
88,0.027160493827160494,43352,22.830426173295642,0.0023190906583857853,0.5117700200878605,49.20230618583621,2.5066049098968506,0.04131182233875708
89,0.027469135802469135,43890,21.201579095626762,0.0023030448748165605,0.5082290843552042,49.790429515259554,2.554996967315674,0.045795113787322324
90,0.027777777777777776,44418,19.002136263116153,0.0022962251029487683,0.5067241174091496,50.23539739034878,4.218771934509277,0.03924158408357819
91,0.02808641975308642,44955,18.942651708157545,0.0023029897552767635,0.5082169207393115,50.39575384711693,2.0735321044921875,0.04102012770560496
92,0.028395061728395062,45483,18.470573191053504,0.0023241941151565942,0.5128962357296123,50.24140516194922,2.7899279594421387,0.03013348135987444
93,0.028703703703703703,46025,18.747058808755792,0.0023518552481275345,0.5190004121769637,51.0459787218209,2.526592969894409,0.030354522069257827
94,0.029012345679012345,46555,18.86395902547386,0.002503201814098311,0.5523991216353535,52.13249831881091,2.5353200435638428,0.025281266158763454
95,0.029320987654320986,47090,18.572222049190625,0.002496771424717121,0.5509800824568356,53.01143065268095,2.6126620769500732,0.026234677045661715
96,0.02962962962962963,47634,18.90516531224598,0.002492129886687133,0.5499558016671838,53.721693295195934,3.963541030883789,0.026302573457211244
97,0.029938271604938272,48191,16.359122069001806,0.0024891449379217164,0.5492970920630057,54.3263103741853,2.6329360008239746,0.021198687211445976
98,0.030246913580246913,48736,23.232380794731384,0.002488129549719736,0.5490730192184855,54.85160666807127,2.4234750270843506,0.020630724739034545
99,0.030555555555555555,49289,21.973082406859778,0.0024890508716463823,0.5492763337975005,55.26364719292444,4.109253883361816,0.025442303609010026
100,0.030864197530864196,49849,21.661772584459214,0.0024921216654861704,0.5499539874370387,55.52334807150231,2.0193159580230713,0.0229219170107913
101,0.03117283950617284,50394,21.710565101828823,0.0024816503572835514,0.5476432103271301,55.55554734805045,2.4850120544433594,0.021541700183502665
102,0.03148148148148148,50941,19.598529948673985,0.0024806416606304614,0.5474206141536914,55.42577685340377,2.4897689819335938,0.022719805558051837
103,0.03179012345679012,51492,19.694433702522893,0.0024700232248181277,0.5450773693610267,55.15273118176446,2.583625078201294,0.023663802501865658
104,0.03209876543209877,52046,18.882742411563985,0.00244549323913596,0.5396641651725989,54.74072454384284,2.973072052001953,0.02519226669827026
105,0.032407407407407406,52603,19.238418026562297,0.0023955229559183473,0.5286368718869304,54.65974852141944,2.131234884262085,0.02501827465596325
106,0.03271604938271605,53162,19.84894606703809,0.0023408783043327545,0.5165780529103932,56.35947522452862,2.5163509845733643,0.025078148923176568
107,0.03302469135802469,53722,19.921978059398516,0.0022841111469677545,0.5040508456794183,57.91816463696146,2.5704469680786133,0.02603010682111881
108,0.03333333333333333,54277,18.790500838535962,0.0022266526349940616,0.49137107237229655,59.28665815529216,4.0653910636901855,0.026086669767907078
109,0.03364197530864198,54832,21.949188223224223,0.0021710105085294023,0.4790921336099927,60.441948704159074,2.0777149200439453,0.026832761580813887
110,0.033950617283950615,55385,21.315149726776,0.0021203374026326862,0.467909743508552,61.345750893090646,2.6420161724090576,0.0284900224788227
111,0.03425925925925926,55941,20.40965587333073,0.002079549073568259,0.4589086965209445,61.97402807865651,2.5861029624938965,0.02930923615804062
112,0.0345679012345679,56494,23.383356898250916,0.002055426371397876,0.4535853704449801,62.30037151386262,2.627547025680542,0.02988355143055932
113,0.03487654320987654,57048,17.464310867309113,0.0020484314742104694,0.45204175736492774,62.3310976099446,2.681519031524658,0.031986278157993465
114,0.03518518518518519,57598,22.97109022562786,0.0020557819501068326,0.4536638384955359,62.08415864502239,2.6197259426116943,0.03334372098098267
115,0.035493827160493825,58156,23.389434094960883,0.00206702708655322,0.45614538171776764,61.58234072057818,2.5935139656066895,0.033677827197329244
116,0.03580246913580247,58722,26.055837419347668,0.0020695292307642272,0.4566975474507025,60.850294426885505,2.5660550594329834,0.03318015326620608
117,0.03611111111111111,59274,25.873137032914503,0.002072371121898095,0.4573246875227855,59.92538526774909,4.213016986846924,0.03154243296229688
