step,time,n_particles,max_u,min_sigma,min_sigma_ratio,max_gamma_over_sigma2,wall_s,max_dtZ
0,0.0,0,0.0,NaN,NaN,0.0,NaN,NaN
1,0.00030864197530864197,0,0.0,NaN,NaN,0.0,31.592415809631348,NaN
2,0.0006172839506172839,430,2.762626319461939,0.002373647782712288,1.0,5.971026349985047,19.04629111289978,0.0005002164343845615
3,0.000925925925925926,866,3.1773230123737153,0.002373647782712288,1.0,6.530115093449357,16.272281885147095,0.0020253134620688085
4,0.0012345679012345679,1300,3.776641902783081,0.002371530200679666,0.9991078785791031,9.850741122803322,15.694968223571777,0.0029666676409461
5,0.0015432098765432098,1740,4.457315388223449,0.0023666569987152333,0.9970548351579497,12.422083265536255,16.412948846817017,0.003980661707009069
6,0.001851851851851852,2190,5.1764045713413624,0.0023612408349738957,0.9947730460143436,14.562560531590758,16.074666023254395,0.005100777788517494
7,0.0021604938271604936,2654,5.896497441861959,0.0023560015331035643,0.9925657674498951,16.608370324249538,16.55484390258789,0.006483947950098595
8,0.0024691358024691358,3126,6.562943976304387,0.002347867822346454,0.9891390961398762,18.672087414803816,16.509509086608887,0.008141028394959903
9,0.002777777777777778,3618,7.262334472865656,0.0023314595043561035,0.9822263948916727,18.886348870806078,18.43493413925171,0.009594224591989541
10,0.0030864197530864196,4126,7.800282151048511,0.0023194680714898066,0.977174494203781,18.618749971762888,19.170601844787598,0.011080734531041431
11,0.0033950617283950617,4650,8.230204199887764,0.0023076628584794826,0.972201046543895,18.090860251804575,17.720368146896362,0.012141153625500943
12,0.003703703703703704,5194,8.607919093009695,0.002296419902157115,0.9674644734077069,18.119137441164973,17.456795930862427,0.01280078221042996
13,0.004012345679012346,5758,8.949802349373545,0.002287221922762494,0.9635894337065298,19.68996112121789,18.566356897354126,0.016948815072673304
14,0.004320987654320987,6344,9.246950087745766,0.0022822543986015693,0.9614966530517486,21.393889365483115,17.6635639667511,0.01357933260016008
15,0.004629629629629629,6952,9.546739658914289,0.0022798869607981243,0.9604992692694169,23.245650261944576,17.930828094482422,0.013849002998698621
16,0.0049382716049382715,7582,9.851223801986466,0.0022792813026424863,0.9602441100330511,25.272108419371307,18.432626008987427,0.014062400667946938
17,0.005246913580246914,8238,10.163113378704175,0.002279664626478272,0.9604056014887664,27.47236855331584,20.922125101089478,0.014387965285331207
18,0.005555555555555556,8924,10.656196464547191,0.002281075064772259,0.9609998085586863,28.267195679497785,20.87687587738037,0.014793199695987632
19,0.005864197530864198,9632,13.658131754096047,0.0022831999481505074,0.9618950059817093,27.77478390944929,19.1198890209198,0.015183121350495809
20,0.006172839506172839,10366,15.00411740459821,0.0022859224196828424,0.9630419628099983,27.064409346912214,18.868077039718628,0.01558532442815556
21,0.006481481481481481,11122,11.680732059846042,0.0022891526418745735,0.9644028311811431,28.39866803870183,19.203250885009766,0.016393729158357483
22,0.006790123456790123,11898,11.983338682882689,0.002273145441519653,0.957659117782928,30.583218968634885,20.046707153320312,0.016746316142683515
23,0.0070987654320987656,12692,12.261889859193099,0.0022535159746463803,0.9493893706804987,32.83635886529628,19.94880199432373,0.01702066829152935
24,0.007407407407407408,13516,12.514282224728282,0.002238228897736627,0.9429490398862284,35.12864552247738,23.28943181037903,0.01719423149056518
25,0.007716049382716049,14365,13.712630728844212,0.0022268138597160343,0.9381399700218068,37.43339853215708,21.327614068984985,0.017226304341291063
26,0.008024691358024692,15247,15.043180252493041,0.002217661085374545,0.9342839748703143,38.382078210954084,22.143375158309937,0.01704525036908549
27,0.008333333333333333,16147,13.595390318429688,0.002211341189009467,0.9316214499535567,36.97341042392623,24.4374258518219,0.018305439000008368
28,0.008641975308641974,17066,16.32719510728133,0.002206085438802183,0.9294072418281716,35.93885041529676,22.582273960113525,0.023078831446288105
29,0.008950617283950617,18007,16.07150500850196,0.0021853699966699423,0.9206799814978416,37.15512246195742,24.512511014938354,0.020547716783677422
30,0.009259259259259259,18964,16.35685871449716,0.002164073279616231,0.9117078344047391,38.980293740733586,22.723371028900146,0.02339389056009467
31,0.009567901234567902,19939,24.56080467076958,0.0021429807621544564,0.9028217150674914,40.78810558445458,24.833096981048584,0.027303676515596648
32,0.009876543209876543,20927,25.369988439768576,0.002123892541239085,0.8947799908258435,42.5451464287481,24.02913498878479,0.03134215870961344
33,0.010185185185185186,21929,27.602355508693524,0.0021110220651503206,0.8893577558242975,44.18762983384265,23.294701099395752,0.031867116885443976
34,0.010493827160493827,22947,30.274450572579617,0.0021106404332895527,0.8891969771849614,45.99472038439914,24.599513053894043,0.03491679616871138
35,0.010802469135802469,23972,31.373818457964084,0.002126593426427516,0.8959178534894207,47.15605452602109,27.292503833770752,0.03321671492201742
36,0.011111111111111112,25003,29.71041165073927,0.002139079362517298,0.9011780846748221,45.980404730518714,30.286447048187256,0.03480929718370664
37,0.011419753086419753,26038,27.681226670914462,0.002140868872491426,0.9019319917991905,45.522591633086186,27.786782026290894,0.04084105800859439
38,0.011728395061728396,27079,26.22973483302194,0.002143882417517523,0.903201575706308,44.36738836080621,27.842117071151733,0.03892613478717649
39,0.012037037037037037,28126,26.158759118101973,0.002146467198120867,0.9042905243793881,42.84024981068043,27.774072885513306,0.03446846903711472
40,0.012345679012345678,29175,25.569905654866435,0.0021084618352406243,0.8882791501742332,42.73971185707915,30.73040509223938,0.03523180520530239
41,0.012654320987654321,30222,25.723312901525162,0.0020347716743611306,0.8572340383357403,42.78407641430738,31.917346954345703,0.03856566572496624
42,0.012962962962962963,31262,28.652488030422564,0.001976084698598419,0.8325096558093438,43.71217519135858,31.864223957061768,0.03623812840349098
43,0.013271604938271606,32296,28.563223228524684,0.001959869139716659,0.8256781625272062,45.08100198756031,33.9004430770874,0.029656106591953914
44,0.013580246913580247,33335,30.83484813080012,0.0019579347982416916,0.8248632389782888,46.01297951233425,33.9580180644989,0.02808978336509991
45,0.013888888888888888,34372,29.336079392359725,0.0019084778237239788,0.8040273867183549,47.61513012210588,33.24636483192444,0.03331145349956593
46,0.014197530864197531,35414,31.764954461985237,0.0018590828716604426,0.7832176640529752,49.39216997736153,31.304270029067993,0.03246272950836352
47,0.014506172839506172,36450,34.51171677194001,0.0018103817312615028,0.7627002390358185,51.16143193262637,33.600281953811646,0.030891510573172264
48,0.014814814814814815,37483,33.18661511657042,0.0017629643675820582,0.7427236595176634,53.24720788732732,38.71359920501709,0.029208365655840878
49,0.015123456790123457,38508,35.46921561902572,0.001716531982782273,0.7231620442106407,55.19757929597543,36.83171796798706,0.029205675457459834
50,0.015432098765432098,39540,37.45131496284347,0.0016765234950385705,0.7063067685311184,57.03993626292892,39.08440184593201,0.045390831940443056
51,0.01574074074074074,40581,36.15685111285,0.001704649102398402,0.7181558758690627,58.950301249090124,38.410550117492676,0.03268353888125966
52,0.016049382716049384,41631,37.84809725407901,0.0016854482371985767,0.7100666954356097,61.24581633347533,34.318228006362915,0.034105265557640194
53,0.016358024691358025,42668,38.3999460154567,0.001682678458312059,0.708899808373978,63.82929938435692,33.580641984939575,0.0351065011051893
54,0.016666666666666666,43714,37.12846604076192,0.0016340308253281622,0.6884049256292817,66.15737517862287,42.29185104370117,0.03489480768141026
55,0.016975308641975308,44759,41.829624972155614,0.0015861774786675596,0.668244669752598,74.3544576597086,40.658097982406616,0.04670504168800098
56,0.01728395061728395,45802,37.63870758957097,0.0015589520538433098,0.6567748025623024,84.73750872491443,43.03128004074097,0.05016761085678383
57,0.017592592592592594,46850,37.26251048742646,0.001537120468252888,0.6475773193681127,95.82525118235753,57.35445690155029,0.044590725714137254
58,0.017901234567901235,47894,37.264268741799285,0.001516635769163499,0.6389472693503372,107.37127867795836,42.80526900291443,0.04457631383336629
59,0.018209876543209876,48940,38.918797296765135,0.0015067948949835956,0.6348013829001332,118.15599816645201,44.672832012176514,0.044907608960497995
60,0.018518518518518517,49984,38.63398036138407,0.0015057679188700426,0.6343687255694911,126.53645794871022,42.83889389038086,0.04330886886130102
61,0.018827160493827162,51021,39.14183298284311,0.0015116337776509452,0.6368399678589431,127.68251585312089,40.961889028549194,0.04519910923082982
62,0.019135802469135803,52055,36.42381121346452,0.001508713730968504,0.6356097741024352,127.8405924947159,44.30275917053223,0.058863777340428754
