solver,nps,AOA,CL,CD,t_build,t_solve,total_time,niter,solved,resid,resid_rel,n_matvec,t_setup,t_matvec,t_precond,nthreads
KrylovCoupled-FMM,6528,-7.841209829867704,NaN,NaN,45.2967035,335.4372967,380.73400019999997,100,false,NaN,NaN,101,0.2815584,328.57524709999996,0.0,12
KrylovCoupled-FMM,6528,-0.536862003780719,0.3211567110535584,0.011141777241158312,3.2629563000000004,181.6559877,184.918944,54,true,7.26094190088543e-6,8.525916734715032e-7,55,0.0003993,181.61918069999996,0.0,12
KrylovCoupled-FMM,6528,6.926275992438619,0.7858055679652785,0.08111472975586867,3.2180438,194.3947166,197.6127604,59,true,8.03295510063574e-6,9.462653092581858e-7,60,0.0002587,194.35212349999992,0.0,12
KrylovCoupled-FMM,6528,14.230623818525515,1.2125643429999362,0.2336753092378401,3.1268631,200.9512008,204.07806390000002,60,true,8.697576906876225e-6,1.0308432971175288e-6,61,0.0141391,200.90827549999997,0.0,12
