phase,nt,idx,sigma,G1,G2,G3,M1,M2,M3,M4,M5,M6,nume_raw,deno_raw,C2_old,C3_old,nume_rlx,deno_rlx,abs_ratio,clamp,C1_pre_force,C1_final,SFS1,SFS2,SFS3,GdotSFS
clip-fired,3,15,0.08307767016090643,-4.404843324779193e-7,3.4215380778870063e-6,-1.9604796893416466e-5,,,,,,,,,,,,,,,0.0,-0.0025539156595118036,-0.008928630387523506,-0.000679296793030852,-1.6107213362086718e-8
clip-fired,3,16,0.08307767020011102,-1.2310911418269263e-7,1.1839511611595795e-6,-6.059403524601455e-6,,,,,,,,,,,,,,,0.0,-0.0036562928534088646,-0.008410136818768897,-0.0009055419044978861,-4.020024469927888e-9
clip-fired,3,17,0.08307767018377421,-5.47264367658451e-7,6.082865926603768e-6,-2.8269173619470885e-5,,,,,,,,,,,,,,,0.0,-0.004376725043500654,-0.007940664828065085,-0.0011530153701818007,-1.3311982168283961e-8
clip-fired,3,18,0.08307767014761604,-7.174334443829533e-7,1.0943363240930173e-5,-4.609321783581685e-5,,,,,,,,,,,,,,,0.0,-0.00513869196679179,-0.0074745163976144315,-0.001396321299213514,-1.3748736698585839e-8
clip-fired,3,19,0.08307767003905618,-6.011340254786709e-7,1.3518761053712722e-5,-5.157048058944031e-5,,,,,,,,,,,,,,,0.0,-0.006055171567213968,-0.006991206729804628,-0.00163316133728107,-6.649568554495962e-9
clip-pass,3,20,0.0830776698495763,-3.105431271808578e-7,2.0581411309424526e-5,-7.112323219437431e-5,,,,,,,,,,,,,,,1.0,-0.006802699559552223,-0.006548475785232115,-0.0018900162996730993,1.7597261416282457e-9
clip-pass,3,21,0.0830776694921973,1.1279694647331806e-7,1.8521370982044537e-5,-5.780222162730126e-5,,,,,,,,,,,,,,,1.0,-0.008002898945099113,-0.006028666838794846,-0.0021228332790259683,1.0142602059658938e-8
clip-pass,3,22,0.08307766893205842,5.456604913752688e-7,2.4269876815864453e-5,-6.869371927362443e-5,,,,,,,,,,,,,,,1.0,-0.008887216290648738,-0.005578486149063065,-0.002375016694924171,2.291015564641194e-8
clip-pass,3,23,0.08307766810023895,1.11509872544261e-6,2.725364062182222e-5,-6.936779559466677e-5,,,,,,,,,,,,,,,1.0,-0.00990010853350634,-0.005111746698517539,-0.0026370173756583718,3.257077641561486e-8
clip-pass,3,24,0.08307766691559675,1.4613044197077675e-6,2.860647938610967e-5,-6.53121691174036e-5,,,,,,,,,,,,,,,1.0,-0.010978549005830455,-0.00463650569474938,-0.0028990685074280352,4.066734587545205e-8
clip-pass,3,25,0.08307766528557163,2.095916139370274e-6,3.562004649262543e-5,-7.301324177863725e-5,,,,,,,,,,,,,,,1.0,-0.011885606617987132,-0.004213070047865756,-0.0031665758841413314,5.6220984920701764e-8
clip-pass,3,26,0.08307766303163854,3.334190542667848e-6,4.580469267765967e-5,-8.380284843666092e-5,,,,,,,,,,,,,,,1.0,-0.012720132762766624,-0.0038254215257988167,-0.0034410776299071432,7.073850336707804e-8
clip-pass,3,27,0.08307765981555856,5.558459575756135e-6,5.650525921071788e-5,-9.139939975646771e-5,,,,,,,,,,,,,,,1.0,-0.013568306369590985,-0.0034594931739400257,-0.003722871882450417,6.936981442816288e-8
clip-pass,3,28,0.08307765526569989,6.164393405515627e-6,5.357861991774308e-5,-7.554243266458878e-5,,,,,,,,,,,,,,,1.0,-0.014751868781368287,-0.0029998110510185364,-0.004019306411692133,5.1966125201136795e-8
clip-pass,3,29,0.08307764947320605,6.8984337063598755e-6,5.4325493482083856e-5,-6.731461217482697e-5,,,,,,,,,,,,,,,1.0,-0.015821233943814197,-0.002577595666252242,-0.0043205172376627205,4.1663052167274155e-8
clip-pass,3,30,0.08307764206472285,9.864864886191092e-6,6.166138166516088e-5,-6.726622578676335e-5,,,,,,,,,,,,,,,1.0,-0.01674077494781279,-0.002229346548776094,-0.004598209917106496,6.6941551407220834e-9
beforeUJ_end,3,1,0.08307767192778726,1.488507997187914e-5,0.00014927464681682836,0.0017972663053848392,-0.00019063277420375876,-1.2772085143177725e-6,-2.6483791584815026e-6,-0.002150691438645679,-0.054760748404129186,0.004337309632321845,,,,,,,,,,,,,,
beforeUJ_end,3,2,0.08307766869419643,1.1740250090615319e-5,4.9532065489147606e-5,0.0007285722246980825,-8.253735227498989e-5,-3.510357012483975e-6,1.455437839598928e-7,0.010510853344730344,-0.05817839294159961,0.0034313171713940944,,,,,,,,,,,,,,
beforeUJ_end,3,3,0.08307766633983746,1.0985935271497263e-5,3.095835691579771e-5,0.0004770039539000772,-5.4629602423722724e-5,-3.906773329379229e-6,7.288979842250478e-7,0.012664201842279475,-0.05876881610663692,0.003290249399228528,,,,,,,,,,,,,,
beforeUJ_end,3,4,0.08307766695720345,8.165688464286285e-6,2.250538692633144e-5,0.00036538754697445873,-4.2222695429102505e-5,-2.0432305415340203e-6,4.5381127761692807e-7,0.012797254212487475,-0.058453926309613435,0.002797383595890259,,,,,,,,,,,,,,
beforeUJ_end,3,5,0.08307766725786772,7.611975083155808e-6,1.9426267305985845e-5,0.00033106293360568936,-3.847846457074283e-5,-1.3079561837452856e-6,3.911657750186236e-7,0.01159528122383215,-0.05777834127073544,0.0022607160509076863,,,,,,,,,,,,,,
beforeUJ_end,3,6,0.08307766738995453,6.988317276614033e-6,1.596903037363984e-5,0.0002866627775930944,-3.34717618599189e-5,-8.086468836871353e-7,3.632695828062039e-7,0.010380879410411232,-0.056998023452017564,0.0016878925995488995,,,,,,,,,,,,,,
beforeUJ_end,3,7,0.08307766742950078,6.673061515590606e-6,1.3418098614748834e-5,0.00025693291734466174,-3.0139909667689012e-5,-4.5003918221274923e-7,3.537189807737858e-7,0.008853842869498143,-0.056033792925346326,0.00106513979102507,,,,,,,,,,,,,,
beforeUJ_end,3,8,0.08307766736486584,6.61816010056803e-6,1.1375540148902947e-5,0.00023500629142000638,-2.7681394450014337e-5,-2.476548038143695e-7,3.7096683618640294e-7,0.007056644645871281,-0.05490089530632615,0.00038052420894802786,,,,,,,,,,,,,,
beforeUJ_end,3,9,0.08307766734853497,5.6556028519664044e-6,8.134977123026904e-6,0.0001844538053577577,-2.1822043566755718e-5,-1.0074629363936741e-7,3.407496098199073e-7,0.005492467710667518,-0.05370515110658174,-0.0004090521673169429,,,,,,,,,,,,,,
beforeUJ_end,3,10,0.08307766745588524,3.567713779530879e-6,4.326091906929463e-6,0.00010960622457849509,-1.3015152146289968e-5,5.456727747262412e-8,2.2427392424054992e-7,0.004190331493562603,-0.052481962064420434,-0.001207171004281249,,,,,,,,,,,,,,
beforeUJ_end,3,11,0.08307766777724472,1.954237528241814e-6,2.032414600620191e-6,5.829352892661774e-5,-6.931916779424099e-6,1.3373652363252664e-7,1.2282524105796404e-7,0.0023832679013918263,-0.05107409858113382,-0.0020033032099485526,,,,,,,,,,,,,,
beforeUJ_end,3,12,0.08307766820408503,1.2121781761475223e-6,1.0439004128358196e-6,3.550127433215261e-5,-4.229432126052995e-6,1.5692783901609554e-7,7.490107218343363e-8,6.9320874442491826e-6,-0.04943635707803529,-0.002917065873224678,,,,,,,,,,,,,,
beforeUJ_end,3,13,0.08307766848109378,9.529792233424583e-7,6.291031200866021e-7,2.693205859571902e-5,-3.214191124068807e-6,1.6488114713269026e-7,6.120133479219026e-8,-0.002780531496815005,-0.047658577714665105,-0.003811187460752157,,,,,,,,,,,,,,
beforeUJ_end,3,14,0.08307764934399241,-2.8860181758983872e-8,1.9062974721409819e-6,-5.030658438639582e-6,1.407539203178156e-6,-1.3250600096988794e-7,-1.2929635137766933e-7,-0.005240471453732731,-0.04592330391474092,-0.004662780877262686,,,,,,,,,,,,,,
beforeUJ_end,3,15,0.08307764949256101,1.075167588563736e-7,7.529924542141796e-6,-1.8426559153384526e-5,5.231061071993269e-6,-6.571262914711585e-7,-4.925804138576513e-7,-0.00782925928675754,-0.044034979527930014,-0.005716692756723029,,,,,,,,,,,,,,
beforeUJ_end,3,16,0.08307764851327869,7.223741860244467e-8,2.506767282042933e-6,-5.643067139039152e-6,1.6311863787116365e-6,-2.3312846010226202e-7,-1.6338173298775173e-7,-0.011571584618863363,-0.04189026864673909,-0.006789167551293752,,,,,,,,,,,,,,
beforeUJ_end,3,17,0.08307764684526148,4.6682176597847e-7,1.2450760670496162e-5,-2.6099971482687276e-5,7.620955512994017e-6,-1.175564008392223e-6,-8.232938999090638e-7,-0.014240013675302445,-0.039928514037504526,-0.007924338751581744,,,,,,,,,,,,,,
beforeUJ_end,3,18,0.08307764549946375,1.193345487132192e-6,2.1668237353192236e-5,-4.2117962041151424e-5,1.2431682279167445e-5,-2.183829857531622e-6,-1.4354742048804046e-6,-0.01703514842099347,-0.0379442146777805,-0.009041439698788258,,,,,,,,,,,,,,
beforeUJ_end,3,19,0.08307764380444119,1.839533872966097e-6,2.5928629296588638e-5,-4.65506028607857e-5,1.3898804167342496e-5,-2.7257317358065376e-6,-1.7297868599247205e-6,-0.020282012169658324,-0.035867833222808884,-0.01012661957025107,,,,,,,,,,,,,,
beforeUJ_end,3,20,0.0830776419149979,3.6519520113143873e-6,3.825193592794093e-5,-6.32902597907256e-5,1.910014112379752e-5,-4.32347503153123e-6,-2.5627724569909518e-6,-0.023100960505793404,-0.03390653524172482,-0.011278293973499002,,,,,,,,,,,,,,
beforeUJ_end,3,21,0.08307763868907299,3.793872525419843e-6,3.3388411304960664e-5,-5.054628186816049e-5,1.5461455895083437e-5,-3.854731893570476e-6,-2.277006783086164e-6,-0.0271970251437367,-0.031660865583583574,-0.01231829280487198,,,,,,,,,,,,,,
beforeUJ_end,3,22,0.0830776343304209,5.447288405275431e-6,4.244114051095622e-5,-5.896713633663273e-5,1.820349626013878e-5,-4.885159456541971e-6,-2.969151585326606e-6,-0.030458323052214735,-0.02963818265080143,-0.013414531591238508,,,,,,,,,,,,,,
beforeUJ_end,3,23,0.08307762865522147,6.707126681361806e-6,4.6150729456166596e-5,-5.8145233806638675e-5,1.8207349818934342e-5,-5.2712178541898855e-6,-3.3199319567600533e-6,-0.03407470760466145,-0.027534594860370715,-0.014546902327177834,,,,,,,,,,,,,,
beforeUJ_end,3,24,0.08307762073045144,7.297085714459441e-6,4.6900512338421784e-5,-5.322638834411858e-5,1.6939488421316986e-5,-5.098954286909606e-6,-3.493585520344841e-6,-0.03786824186635028,-0.025397630415156292,-0.015664134550842153,,,,,,,,,,,,,,
beforeUJ_end,3,25,0.08307761058969079,9.280886504126617e-6,5.6523728646255793e-5,-5.7643594064927124e-5,1.8617451826000565e-5,-5.747886208822026e-6,-4.368717563882912e-6,-0.04124639603874492,-0.023420170575724493,-0.016772433319016598,,,,,,,,,,,,,,
beforeUJ_end,3,26,0.08307759823303626,1.2570666132547427e-5,7.019103501614238e-5,-6.361584826055742e-5,2.0930744811725168e-5,-6.759092480973648e-6,-5.628763735665264e-6,-0.04445734750118314,-0.021538871685209057,-0.017889385988781738,,,,,,,,,,,,,,
beforeUJ_end,3,27,0.08307758284494747,1.7152745861401173e-5,8.330601200869171e-5,-6.590280195679917e-5,2.2268317704197474e-5,-7.814234313935046e-6,-6.956085843175823e-6,-0.047723380258551815,-0.01970458432057336,-0.019031399102102005,,,,,,,,,,,,,,
beforeUJ_end,3,28,0.08307756016790521,1.7076162396413913e-5,7.575983292963133e-5,-5.083267038325623e-5,1.7944848200979237e-5,-6.478522063292918e-6,-6.641768107798975e-6,-0.05178836027758472,-0.017606922376845573,-0.02029425059489558,,,,,,,,,,,,,,
beforeUJ_end,3,29,0.08307753175205132,1.7897579040616435e-5,7.380526108139968e-5,-4.1980953481837445e-5,1.538779894279245e-5,-5.557698444416562e-6,-6.815193386937129e-6,-0.05560189452642555,-0.015634521730824483,-0.021590331571715936,,,,,,,,,,,,,,
beforeUJ_end,3,30,0.08307750108797048,2.2742296092393835e-5,8.028540827831673e-5,-3.822634858501162e-5,1.4483614711187985e-5,-5.7244283543194465e-6,-7.879034074908773e-6,-0.059085252898634685,-0.013851748478142393,-0.022779022725908198,,,,,,,,,,,,,,
beforeUJ_end,3,1,0.08307767192778726,1.488507997187914e-5,0.00014927464681682836,0.0017972663053848392,-0.00019063277420375876,-1.2772085143177725e-6,-2.6483791584815026e-6,-0.002150691438645679,-0.054760748404129186,0.004337309632321845,,,,,,,,,,,,,,
beforeUJ_end,3,2,0.08307766869419643,1.1740250090615319e-5,4.9532065489147606e-5,0.0007285722246980825,-8.253735227498989e-5,-3.510357012483975e-6,1.455437839598928e-7,0.010510853344730344,-0.05817839294159961,0.0034313171713940944,,,,,,,,,,,,,,
beforeUJ_end,3,3,0.08307766633983746,1.0985935271497263e-5,3.095835691579771e-5,0.0004770039539000772,-5.4629602423722724e-5,-3.906773329379229e-6,7.288979842250478e-7,0.012664201842279475,-0.05876881610663692,0.003290249399228528,,,,,,,,,,,,,,
beforeUJ_end,3,4,0.08307766695720345,8.165688464286285e-6,2.250538692633144e-5,0.00036538754697445873,-4.2222695429102505e-5,-2.0432305415340203e-6,4.5381127761692807e-7,0.012797254212487475,-0.058453926309613435,0.002797383595890259,,,,,,,,,,,,,,
beforeUJ_end,3,5,0.08307766725786772,7.611975083155808e-6,1.9426267305985845e-5,0.00033106293360568936,-3.847846457074283e-5,-1.3079561837452856e-6,3.911657750186236e-7,0.01159528122383215,-0.05777834127073544,0.0022607160509076863,,,,,,,,,,,,,,
beforeUJ_end,3,6,0.08307766738995453,6.988317276614033e-6,1.596903037363984e-5,0.0002866627775930944,-3.34717618599189e-5,-8.086468836871353e-7,3.632695828062039e-7,0.010380879410411232,-0.056998023452017564,0.0016878925995488995,,,,,,,,,,,,,,
beforeUJ_end,3,7,0.08307766742950078,6.673061515590606e-6,1.3418098614748834e-5,0.00025693291734466174,-3.0139909667689012e-5,-4.5003918221274923e-7,3.537189807737858e-7,0.008853842869498143,-0.056033792925346326,0.00106513979102507,,,,,,,,,,,,,,
beforeUJ_end,3,8,0.08307766736486584,6.61816010056803e-6,1.1375540148902947e-5,0.00023500629142000638,-2.7681394450014337e-5,-2.476548038143695e-7,3.7096683618640294e-7,0.007056644645871281,-0.05490089530632615,0.00038052420894802786,,,,,,,,,,,,,,
beforeUJ_end,3,9,0.08307766734853497,5.6556028519664044e-6,8.134977123026904e-6,0.0001844538053577577,-2.1822043566755718e-5,-1.0074629363936741e-7,3.407496098199073e-7,0.005492467710667518,-0.05370515110658174,-0.0004090521673169429,,,,,,,,,,,,,,
beforeUJ_end,3,10,0.08307766745588524,3.567713779530879e-6,4.326091906929463e-6,0.00010960622457849509,-1.3015152146289968e-5,5.456727747262412e-8,2.2427392424054992e-7,0.004190331493562603,-0.052481962064420434,-0.001207171004281249,,,,,,,,,,,,,,
beforeUJ_end,3,11,0.08307766777724472,1.954237528241814e-6,2.032414600620191e-6,5.829352892661774e-5,-6.931916779424099e-6,1.3373652363252664e-7,1.2282524105796404e-7,0.0023832679013918263,-0.05107409858113382,-0.0020033032099485526,,,,,,,,,,,,,,
beforeUJ_end,3,12,0.08307766820408503,1.2121781761475223e-6,1.0439004128358196e-6,3.550127433215261e-5,-4.229432126052995e-6,1.5692783901609554e-7,7.490107218343363e-8,6.9320874442491826e-6,-0.04943635707803529,-0.002917065873224678,,,,,,,,,,,,,,
beforeUJ_end,3,13,0.08307766848109378,9.529792233424583e-7,6.291031200866021e-7,2.693205859571902e-5,-3.214191124068807e-6,1.6488114713269026e-7,6.120133479219026e-8,-0.002780531496815005,-0.047658577714665105,-0.003811187460752157,,,,,,,,,,,,,,
beforeUJ_end,3,14,0.08307764934399241,-2.8860181758983872e-8,1.9062974721409819e-6,-5.030658438639582e-6,1.407539203178156e-6,-1.3250600096988794e-7,-1.2929635137766933e-7,-0.005240471453732731,-0.04592330391474092,-0.004662780877262686,,,,,,,,,,,,,,
beforeUJ_end,3,15,0.08307764949256101,1.075167588563736e-7,7.529924542141796e-6,-1.8426559153384526e-5,5.231061071993269e-6,-6.571262914711585e-7,-4.925804138576513e-7,-0.00782925928675754,-0.044034979527930014,-0.005716692756723029,,,,,,,,,,,,,,
beforeUJ_end,3,16,0.08307764851327869,7.223741860244467e-8,2.506767282042933e-6,-5.643067139039152e-6,1.6311863787116365e-6,-2.3312846010226202e-7,-1.6338173298775173e-7,-0.011571584618863363,-0.04189026864673909,-0.006789167551293752,,,,,,,,,,,,,,
beforeUJ_end,3,17,0.08307764684526148,4.6682176597847e-7,1.2450760670496162e-5,-2.6099971482687276e-5,7.620955512994017e-6,-1.175564008392223e-6,-8.232938999090638e-7,-0.014240013675302445,-0.039928514037504526,-0.007924338751581744,,,,,,,,,,,,,,
beforeUJ_end,3,18,0.08307764549946375,1.193345487132192e-6,2.1668237353192236e-5,-4.2117962041151424e-5,1.2431682279167445e-5,-2.183829857531622e-6,-1.4354742048804046e-6,-0.01703514842099347,-0.0379442146777805,-0.009041439698788258,,,,,,,,,,,,,,
beforeUJ_end,3,19,0.08307764380444119,1.839533872966097e-6,2.5928629296588638e-5,-4.65506028607857e-5,1.3898804167342496e-5,-2.7257317358065376e-6,-1.7297868599247205e-6,-0.020282012169658324,-0.035867833222808884,-0.01012661957025107,,,,,,,,,,,,,,
beforeUJ_end,3,20,0.0830776419149979,3.6519520113143873e-6,3.825193592794093e-5,-6.32902597907256e-5,1.910014112379752e-5,-4.32347503153123e-6,-2.5627724569909518e-6,-0.023100960505793404,-0.03390653524172482,-0.011278293973499002,,,,,,,,,,,,,,
beforeUJ_end,3,21,0.08307763868907299,3.793872525419843e-6,3.3388411304960664e-5,-5.054628186816049e-5,1.5461455895083437e-5,-3.854731893570476e-6,-2.277006783086164e-6,-0.0271970251437367,-0.031660865583583574,-0.01231829280487198,,,,,,,,,,,,,,
beforeUJ_end,3,22,0.0830776343304209,5.447288405275431e-6,4.244114051095622e-5,-5.896713633663273e-5,1.820349626013878e-5,-4.885159456541971e-6,-2.969151585326606e-6,-0.030458323052214735,-0.02963818265080143,-0.013414531591238508,,,,,,,,,,,,,,
beforeUJ_end,3,23,0.08307762865522147,6.707126681361806e-6,4.6150729456166596e-5,-5.8145233806638675e-5,1.8207349818934342e-5,-5.2712178541898855e-6,-3.3199319567600533e-6,-0.03407470760466145,-0.027534594860370715,-0.014546902327177834,,,,,,,,,,,,,,
beforeUJ_end,3,24,0.08307762073045144,7.297085714459441e-6,4.6900512338421784e-5,-5.322638834411858e-5,1.6939488421316986e-5,-5.098954286909606e-6,-3.493585520344841e-6,-0.03786824186635028,-0.025397630415156292,-0.015664134550842153,,,,,,,,,,,,,,
beforeUJ_end,3,25,0.08307761058969079,9.280886504126617e-6,5.6523728646255793e-5,-5.7643594064927124e-5,1.8617451826000565e-5,-5.747886208822026e-6,-4.368717563882912e-6,-0.04124639603874492,-0.023420170575724493,-0.016772433319016598,,,,,,,,,,,,,,
beforeUJ_end,3,26,0.08307759823303626,1.2570666132547427e-5,7.019103501614238e-5,-6.361584826055742e-5,2.0930744811725168e-5,-6.759092480973648e-6,-5.628763735665264e-6,-0.04445734750118314,-0.021538871685209057,-0.017889385988781738,,,,,,,,,,,,,,
beforeUJ_end,3,27,0.08307758284494747,1.7152745861401173e-5,8.330601200869171e-5,-6.590280195679917e-5,2.2268317704197474e-5,-7.814234313935046e-6,-6.956085843175823e-6,-0.047723380258551815,-0.01970458432057336,-0.019031399102102005,,,,,,,,,,,,,,
beforeUJ_end,3,28,0.08307756016790521,1.7076162396413913e-5,7.575983292963133e-5,-5.083267038325623e-5,1.7944848200979237e-5,-6.478522063292918e-6,-6.641768107798975e-6,-0.05178836027758472,-0.017606922376845573,-0.02029425059489558,,,,,,,,,,,,,,
beforeUJ_end,3,29,0.08307753175205132,1.7897579040616435e-5,7.380526108139968e-5,-4.1980953481837445e-5,1.538779894279245e-5,-5.557698444416562e-6,-6.815193386937129e-6,-0.05560189452642555,-0.015634521730824483,-0.021590331571715936,,,,,,,,,,,,,,
beforeUJ_end,3,30,0.08307750108797048,2.2742296092393835e-5,8.028540827831673e-5,-3.822634858501162e-5,1.4483614711187985e-5,-5.7244283543194465e-6,-7.879034074908773e-6,-0.059085252898634685,-0.013851748478142393,-0.022779022725908198,,,,,,,,,,,,,,
dyn,4,1,0.08307767192778726,1.488507997187914e-5,0.00014927464681682836,0.0017972663053848392,0.00018996652640923745,1.158559232636058e-6,2.6502544678964776e-6,0.0,0.0,0.0,7.740532043154591e-9,0.0,2.220446049250313e-16,2.220446049250313e-16,3.8702881150154854e-11,2.2093438190040615e-16,175178.17198593167,2,1.0,1.0,-0.002150691438645679,-0.054760748404129186,0.004337309632321845,-4.1110413331749996e-7
dyn,4,2,0.08307766869419643,1.1740250090615319e-5,4.9532065489147606e-5,0.0007285722246980825,8.224683595579298e-5,3.454308766274548e-6,-1.4167579822788218e-7,0.0,0.0,0.0,1.0303759905534658e-9,0.0,-2.220446049250313e-16,2.220446049250313e-16,5.1516590183854285e-12,2.2093438190040615e-16,23317.597623658767,2,1.0,1.0,0.010510853344730344,-0.05817839294159961,0.0034313171713940944,-2.5833353709643314e-7
dyn,4,3,0.08307766633983746,1.0985935271497263e-5,3.095835691579771e-5,0.0004770039539000772,5.443570735754653e-5,3.865681298650861e-6,-7.244721117626447e-7,0.0,0.0,0.0,3.7100985834225084e-10,0.0,-2.220446049250313e-16,2.220446049250313e-16,1.8548283573293537e-12,2.2093438190040615e-16,8395.381204929354,2,1.0,1.0,0.012664201842279475,-0.05876881610663692,0.003290249399228528,-1.107959100943267e-7
dyn,4,4,0.08307766695720345,8.165688464286285e-6,2.250538692633144e-5,0.00036538754697445873,4.207167208698777e-5,2.014255796760432e-6,-4.508674106257244e-7,0.0,0.0,0.0,2.2346203302040319e-10,0.0,-2.220446049250313e-16,2.220446049250313e-16,1.1170892307201155e-12,2.2093438190040615e-16,5056.203661518298,2,1.0,1.0,0.012797254212487475,-0.058453926309613435,0.002797383595890259,-1.889007078147353e-7
dyn,4,5,0.08307766725786772,7.611975083155808e-6,1.9426267305985845e-5,0.00033106293360568936,3.8339814857935874e-5,1.283219648869819e-6,-3.886683875131748e-7,0.0,0.0,0.0,1.8753189817255034e-10,0.0,-2.220446049250313e-16,2.220446049250313e-16,9.374385564808513e-13,2.2093438190040615e-16,4243.063249899395,2,1.0,1.0,0.01159528122383215,-0.05777834127073544,0.0022607160509076863,-2.8571522240081803e-7
dyn,4,6,0.08307766738995453,6.988317276614033e-6,1.596903037363984e-5,0.0002866627775930944,3.335030267345865e-5,7.882296411895454e-7,-3.611274269209592e-7,0.0,0.0,0.0,1.4170158426408214e-10,0.0,-2.220446049250313e-16,2.220446049250313e-16,7.082869869385103e-13,2.2093438190040615e-16,3205.8703622589414,2,1.0,1.0,0.010380879410411232,-0.056998023452017564,0.0016878925995488995,-3.5380230794696463e-7
dyn,4,7,0.08307766742950078,6.673061515590606e-6,1.3418098614748834e-5,0.00025693291734466174,3.0029816303788555e-5,4.3264957648616234e-7,-3.518209321486302e-7,0.0,0.0,0.0,1.1545436239702116e-10,0.0,-2.220446049250313e-16,2.220446049250313e-16,5.770508776032055e-13,2.2093438190040615e-16,2611.8654445704665,2,1.0,1.0,0.008853842869498143,-0.056033792925346326,0.00106513979102507,-4.1911524722522365e-7
dyn,4,8,0.08307766736486584,6.61816010056803e-6,1.1375540148902947e-5,0.00023500629142000638,2.7579653091817956e-5,2.324104358074091e-7,-3.691973019725704e-7,0.0,0.0,0.0,9.811144518892907e-11,0.0,-2.220446049250313e-16,2.220446049250313e-16,4.90336291562745e-13,2.2093438190040615e-16,2219.3752160484514,2,1.0,1.0,0.007056644645871281,-0.05490089530632615,0.00038052420894802786,-4.883997515882305e-7
dyn,4,9,0.08307766734853497,5.6556028519664044e-6,8.134977123026904e-6,0.0001844538053577577,2.174137389152062e-5,8.926291055303847e-8,-3.393018952869451e-7,0.0,0.0,0.0,6.091789856454607e-11,0.0,-2.220446049250313e-16,2.220446049250313e-16,3.0436855844083e-13,2.2093438190040615e-16,1377.6423380677556,2,1.0,1.0,0.005492467710667518,-0.05370515110658174,-0.0004090521673169429,-4.812781884434092e-7
dyn,4,10,0.08307766745588524,3.567713779530879e-6,4.326091906929463e-6,0.00010960622457849509,1.2966776672723237e-5,-6.092206792768597e-8,-2.2340395124551408e-7,0.0,0.0,0.0,2.1447194505336643e-11,0.0,-2.220446049250313e-16,2.220446049250313e-16,1.0701503814478281e-13,2.2093438190040615e-16,484.37475971043546,2,1.0,1.0,0.004190331493562603,-0.052481962064420434,-0.001207171004281249,-3.444053441361808e-7
dyn,4,11,0.08307766777724472,1.954237528241814e-6,2.032414600620191e-6,5.829352892661774e-5,6.90601872568318e-6,-1.3673848137177932e-7,-1.2238179026112114e-7,0.0,0.0,0.0,6.065773172042854e-12,0.0,-2.220446049250313e-16,2.220446049250313e-16,3.010793147831386e-14,2.2093438190040615e-16,136.27544621771932,2,1.0,1.0,0.0023832679013918263,-0.05107409858113382,-0.0020033032099485526,-2.1592588571497946e-7
dyn,4,12,0.08307766820408503,1.2121781761475223e-6,1.0439004128358196e-6,3.550127433215261e-5,4.213557345169501e-6,-1.5848833052323667e-7,-7.465231069607589e-8,0.0,0.0,0.0,2.2850084103595733e-12,0.0,-2.220446049250313e-16,2.220446049250313e-16,1.1204107669897462e-14,2.2093438190040615e-16,50.71237701223028,2,1.0,1.0,6.9320874442491826e-6,-0.04943635707803529,-0.002917065873224678,-1.5515778644805455e-7
dyn,4,13,0.08307766848109378,9.529792233424583e-7,6.291031200866021e-7,2.693205859571902e-5,3.202075465095329e-6,-1.6588731722645724e-7,-6.101577581892372e-8,0.0,0.0,0.0,1.2999590992079919e-12,0.0,-2.220446049250313e-16,2.220446049250313e-16,6.278861114139553e-15,2.2093438190040615e-16,28.419574446180896,2,1.0,1.0,-0.002780531496815005,-0.047658577714665105,-0.003811187460752157,-1.352750726977463e-7
dyn,4,14,0.08307764934399241,-2.8860181758983872e-8,1.9062974721409819e-6,-5.030658438639582e-6,-1.402368031015602e-6,1.3242586990352382e-7,1.2897542562973917e-7,0.0,0.0,0.0,-3.5484786916209213e-13,0.0,-2.2093438190040615e-16,2.2093438190040615e-16,-1.9940690558013646e-15,2.1982970999090413e-16,9.070971598351619,2,-1.0,1.0,-0.005240471453732731,-0.04592330391474092,-0.004662780877262686,-6.393537923864637e-8
dyn,4,15,0.08307764949256101,1.075167588563736e-7,7.529924542141796e-6,-1.8426559153384526e-5,-5.211808181177108e-6,6.563680747436917e-7,4.913548024149206e-7,0.0,0.0,0.0,-4.6579171817863234e-12,0.0,-2.220446049250313e-16,2.220446049250313e-16,-2.3510520290832026e-14,2.2093438190040615e-16,106.41404062419859,2,-1.0,1.0,-0.00782925928675754,-0.044034979527930014,-0.005716692756723029,-2.2708287239934833e-7
dyn,4,16,0.08307764851327869,7.223741860244467e-8,2.506767282042933e-6,-5.643067139039152e-6,-1.6251749471895524e-6,2.3280949834687954e-7,1.629716048146017e-7,0.0,0.0,0.0,-4.5209854053145556e-13,0.0,-2.2093438190040615e-16,2.2093438190040615e-16,-2.480322412648182e-15,2.1982970999090413e-16,11.282926283034309,2,-1.0,1.0,-0.011571584618863363,-0.04189026864673909,-0.006789167551293752,-6.753332797150421e-8
dyn,4,17,0.08307764684526148,4.6682176597847e-7,1.2450760670496162e-5,-2.6099971482687276e-5,-7.592835508142867e-6,1.173828999933035e-6,8.211966334016636e-7,0.0,0.0,0.0,-1.0331557710959716e-11,0.0,-2.220446049250313e-16,2.220446049250313e-16,-5.1878722936698985e-14,2.2093438190040615e-16,234.81507264942186,2,-1.0,1.0,-0.014240013675302445,-0.039928514037504526,-0.007924338751581744,-2.9696290510554034e-7
