kind,step,idx,X1,X2,X3,sigma,G1,G2,G3,absG,J11,J12,J13,J21,J22,J23,J31,J32,J33,absJ,SFS1,SFS2,SFS3,absSFS,C1,C2,C3,JdotG1,JdotG2,JdotG3,GdotSFS
seed,42,68,-0.0028773533243570313,-0.018963983485732385,-0.010408738871588623,0.004751312591155622,-4.9297117260793346e-5,-4.7685755182651956e-5,0.0005526945074980345,0.0005569338880298623,401.6008613903149,921.3238966074896,125.17724025188782,-1168.2283641257459,-37.377198830133096,667.942129035785,-433.71794047448884,-225.3266057865643,-364.2236625601827,1791.5450808788403,-19847.061337735486,181022.31867896384,-106480.84132883543,210952.96934091448,0.0,1.9267100194030165e-7,4.816775048507541e-7,0.005452982617434626,0.4285405966511405,-0.16917850426847378,-66.50515921728963
nbr,42,4700,-0.0036937672599777387,-0.019168066362281484,-0.009731070612414664,0.005617323397018123,5.4109804793463974e-5,-2.826248575264908e-5,9.720401232144467e-5,0.00011478353142804518,370.96394105101115,1182.6237733794328,158.7467389392406,-1389.1898076119876,-5.141753568904299,651.6213974217037,-420.03480863407714,-225.35844868098536,-365.8221874821071,2068.0765243426363,-59937.77310866816,109667.6137215702,-117837.22440744631,171770.5842123749,0.0,1.11629652652447e-8,1.3042884121491551e-7,0.002079718857643081,-0.011683256230073366,-0.051918195976033046,-17.79695158622412
nbr,42,4830,-0.004709495398435588,-0.01876496006334316,-0.011082892689370813,0.005777756715409705,4.3158214593423756e-5,-3.330725039578741e-5,8.886148740315241e-5,0.00010425146694085561,279.0697125593607,1112.1795733494346,223.81086824073304,-1377.3865816119596,28.37220917679739,681.0156029271204,-544.1930268281711,-289.10935422636567,-307.44192173615704,2049.6210493321005,-65336.81687627352,103660.64250770406,-95170.62137938746,155151.13798606972,0.0,1.904819753527791e-8,1.5102149591955462e-7,-0.005111326344605149,0.00012551347821397607,-0.04117670823467155,-14.729474312644372
nbr,42,4575,-0.001669990734804225,-0.01948487547324191,-0.007894356536773329,0.005889015811920631,3.13304328653885e-5,-1.869359895983329e-5,9.747542911145047e-5,0.00010407932525754143,514.2282137598897,1123.5587068464567,79.61231787661022,-1358.071324239373,-73.24590097910556,594.3702350957758,-235.92450535934353,-165.7913917708208,-440.9823127807842,2003.4380855953684,-22220.766614216194,104350.5692387546,-127775.67522959977,166461.48788760643,0.0,1.2667899601753063e-8,2.5169236794664083e-5,0.002867881502656094,0.01675676076489857,-0.04727731925657138,-15.101862702214333
nbr,42,4319,0.00016636974271215846,-0.020398642860224782,-0.011704856339877836,0.008765678236609677,4.354687784962075e-5,-4.7353303974937613e-5,0.0001465420979038998,0.00016004140847252247,438.7546331190814,808.5503097405904,101.19823552212546,-1281.8579445704083,-79.94965392886186,560.6840089639472,-391.4074127280662,-31.274964042859146,-358.80497919022025,1761.6292199760458,-17122.943115302292,92215.54253326589,-94425.68265084237,133090.61202696472,0.0,4.435517682965198e-8,6.197254891018097e-7,-0.004351332444199111,0.030128779867156744,-0.06814363230127843,-18.949698960721918
nbr,42,4323,-0.0015708339809117557,-0.01894226410810087,-0.014203680098131326,0.006756393194569853,-5.029754261428754e-5,-5.0216896278373515e-5,0.00014488929780655545,0.00016138304769629835,337.7075099354921,803.646576139236,137.26408430090765,-1232.8913536625005,-91.6995864111015,605.1968642693214,-580.8566209742612,-67.7464947131817,-246.00792352439078,1753.8337033948217,-43247.70822575335,104033.15251525478,-67235.39293450207,131201.5973687022,0.0,5.2560177312752426e-8,3.423710404760423e-7,-0.03745439784218102,0.1543028227179135,-0.00302623594981858,-12.790657451943504
nbr,42,4449,-0.006762234565178786,-0.01867916724598672,-0.012746959817132213,0.0054957091494667355,6.900134110339938e-5,-4.921871947335861e-5,8.555876147164597e-5,0.00012043242538962194,123.8056018081389,929.0695836206248,361.85706422139276,-1345.5185820867055,87.17359139307858,709.7036933926117,-690.6218024510459,-411.0108943685983,-210.9791932012178,2005.377302315289,-41985.58685823624,80761.8715131152,-50076.8153176727,103889.15644325796,0.0,1.3267388427508732e-8,1.1389404117787159e-7,-0.006224820402030373,-0.036411790165263525,-0.04547551912053016,-11.156567995403435
nbr,42,4569,-0.0007446023836976798,-0.019909094223369176,-0.006298024665630497,0.005798239752996319,4.0860952796236845e-5,-9.55734949385325e-6,0.00010251191118657034,0.00011076846269533236,564.6059242283054,1040.6651386767787,63.50556550983404,-1323.9432555055587,-97.62673310003534,542.9230928330053,-102.42683123275455,-148.8990610228264,-466.97919112826924,1927.0834688731197,10952.783045213971,90238.89019040231,-116421.05097277652,147705.38876031854,0.0,-2.9408085041105093e-9,1.6451571415631174e-5,0.01963441247336226,0.0024915538137065193,-0.05063310691748556,-12.349447898057655
nbr,42,4441,-0.002541758463024667,-0.01792164917188669,-0.015340116446792035,0.0068121634255073685,2.9126006258075447e-5,-3.436874842199483e-5,6.600926380598472e-5,7.991719475086638e-5,273.31557280595524,757.7361323060181,166.7502336113925,-1185.4746546635843,-96.5713611900995,592.3811529728926,-695.6421043011622,-94.80258616371506,-176.7442116158561,1722.325952878467,-51001.08633703012,91417.23229471943,-58218.35832222353,119781.46106021044,0.0,1.0792895291634234e-8,1.330185565244985e-7,-0.0070747912573412095,0.007893538407271798,-0.028669785340373045,-8.470304790836257
nbr,42,4708,-0.005761144632393794,-0.018273755498182786,-0.005964753857932533,0.008518362107310107,0.0009192890835356853,-0.0006586243619026048,0.0006909653642133864,0.0013252590704243572,287.40206049404674,1143.4506789987663,50.27614822141956,-1278.0257250563318,84.5022899078034,564.959629288123,-52.65155838686036,-68.93535825535935,-371.9043504018496,1870.3245655382718,-77349.67830849146,66163.40221694119,-65194.89856109957,120875.73505770261,0.0,-7.893124978256387e-7,5.539939976923838e-5,-0.4541598199577635,-0.8401628282749734,-0.2599725214406759,-159.73096027955643
