# x_over_c y_over_c
1.0000000000000000e+00 0.0000000000000000e+00
9.9993831624083029e-01 2.0848218020293653e-05
9.9975328018286580e-01 8.3546841372162387e-05
9.9944493748098495e-01 1.8855563087978420e-04
9.9901336421413578e-01 3.3663372298586565e-04
9.9845866686656404e-01 5.2882902019173151e-04
9.9778098230154000e-01 7.6646351164408712e-04
9.9698047772758991e-01 1.0511146939239822e-03
9.9605735065723888e-01 1.3845933052215674e-03
9.9501182885827877e-01 1.7689176253434019e-03
9.9384417029756889e-01 2.2062846287901963e-03
9.9255466307738693e-01 2.6990383079739692e-03
9.9114362536434442e-01 3.2496355081907151e-03
9.8961140531088287e-01 3.8606096350410693e-03
9.8795838096937372e-01 4.5345326085692540e-03
9.8618496019883828e-01 5.2739754465991415e-03
9.8429158056431554e-01 6.0814678628349954e-03
9.8227870922889904e-01 6.9594572636637216e-03
9.8014684283847142e-01 7.9102675217246777e-03
9.7789650739916500e-01 8.9360578947845857e-03
9.7552825814757682e-01 1.0038782445896626e-02
9.7304267941377265e-01 1.1220150305889904e-02
9.7044038447711278e-01 1.2481587102592591e-02
9.6772201541493363e-01 1.3824197863463982e-02
9.6488824294412567e-01 1.5248731680068118e-02
9.6193976625564337e-01 1.6755548404565959e-02
9.5887731284199051e-01 1.8344587630511857e-02
9.5570163831772259e-01 2.0015340192996417e-02
9.5241352623300968e-01 2.1766822406716731e-02
9.4901378788030777e-01 2.3597553244881997e-02
9.4550326209418389e-01 2.5505534646853126e-02
9.4188281504434679e-01 2.7488235127802157e-02
9.3815334002193174e-01 2.9542576849093814e-02
9.3431575721909554e-01 3.1664926293057317e-02
9.3037101350197182e-01 3.3851088669793930e-02
9.2632008217704609e-01 3.6096306166051889e-02
9.2216396275100754e-01 3.8395260126402445e-02
9.1790368068413519e-01 4.0742077234379663e-02
9.1354028713728086e-01 4.3130339735376069e-02
9.0907485871251170e-01 4.5553099713487130e-02
9.0450849718747373e-01 4.8002897400864337e-02
8.9984232924354524e-01 5.0471783460313432e-02
8.9507750618784521e-01 5.2951345139910601e-02
8.9021520366916485e-01 5.5432736152534690e-02
8.8525662138789452e-01 5.7906710083894523e-02
8.8020298280001552e-01 6.0363657080556847e-02
8.7505553481522980e-01 6.2793643515558842e-02
8.6981554748930479e-01 6.5186454274548167e-02
8.6448431371070567e-01 6.7531637251357815e-02
8.5906314888159430e-01 6.9818549589968248e-02
8.5355339059327373e-01 7.2036405161561970e-02
8.4795639829615710e-01 7.4174322722530495e-02
8.4227355296434436e-01 7.6221374163585029e-02
8.3650625675488655e-01 7.8166632233267641e-02
8.3065593266182591e-01 7.9999217102783418e-02
8.2472402416509172e-01 8.1708341134673998e-02
8.1871199487434487e-01 8.3283351226703467e-02
8.1262132816785260e-01 8.4713768125459846e-02
8.0645352682648808e-01 8.5989322142283109e-02
8.0021011266294195e-01 8.7099984757558091e-02
7.9389262614623646e-01 8.8107896951373804e-02
7.8750262602163934e-01 8.9091796424711017e-02
7.8104168892606540e-01 9.0052211014227945e-02
