# row axial thickness
1 -9.9996549887258741e+00 7.4659389594780636e+00
2 -1.0185186710378364e+01 7.5232006185789606e+00
3 -1.0170230780654263e+01 7.5184951825195938e+00
4 -1.0188784374045998e+01 7.5241504512742301e+00
5 -1.0368006794819889e+01 7.5843387403805451e+00
6 -1.0455660407887933e+01 7.6092591733758201e+00
7 -1.0565355925095695e+01 7.6375464196203957e+00
8 -1.0740519749026159e+01 7.7087818803232881e+00
9 -1.0701508638419293e+01 7.6809945634879888e+00
10 -1.0774817238214512e+01 7.7613610159450062e+00
11 -1.0760234935172237e+01 7.7080023203838222e+00
12 -8.8327797152895968e+00 7.2430114841799851e+00
13 -9.0043343881076936e+00 7.2644290811067753e+00
14 -9.0461994716939920e+00 7.2692242709390626e+00
15 -9.2413688200466577e+00 7.2930460349584818e+00
16 -9.2599541047512428e+00 7.2960523149521679e+00
17 -9.6143704701783435e+00 7.3679979031357901e+00
18 -9.8309823737727804e+00 7.4186532913339063e+00
19 -1.0394592368683476e+01 7.5846692119111827e+00
20 -1.0741929179095292e+01 8.0501231842446739e+00
21 -7.9310849724596340e+00 7.1181899790854510e+00
22 -8.0358532359570596e+00 7.1358339041879271e+00
23 -8.1515241046554490e+00 7.1533121478667407e+00
24 -8.2574312678301247e+00 7.1668543961586382e+00
25 -8.5673290987954633e+00 7.2044571920587792e+00
26 -8.7919328172801396e+00 7.2376248733248936e+00
27 -9.0179215274090385e+00 7.2664012450054605e+00
28 -1.0398299198072053e+01 8.2644303850837133e+00
29 -1.0436538291641185e+01 8.2505131507717522e+00
30 -1.0578757442341495e+01 8.1989629731194587e+00
31 -6.8907258808413303e+00 6.9440290012837913e+00
32 -6.9824826250241596e+00 6.9593333771430785e+00
33 -7.1177687864576988e+00 6.9822765334517509e+00
34 -7.2090080887209238e+00 7.0002246934786534e+00
35 -7.3172214221334420e+00 7.0240378846357352e+00
36 -7.5112911021286832e+00 7.0581914630002140e+00
37 -7.7393466575878049e+00 7.0884585816731214e+00
38 -1.0081102530614935e+01 8.4049786092414855e+00
39 -1.0215073511400284e+01 8.3508949675476227e+00
