step,time,alpha_deg,panel_CL,panel_cl_eta0.15,panel_cl_eta0.3,panel_cl_eta0.45,panel_cl_eta0.6,panel_cl_eta0.75,panel_cl_eta0.9,particle_CL,particle_cl_eta0.15,particle_cl_eta0.3,particle_cl_eta0.45,particle_cl_eta0.6,particle_cl_eta0.75,particle_cl_eta0.9
21,0.03179890975166566,5.369189910522186,0.31220237353633123,0.3655746014449068,0.36206349689952544,0.3380055506901791,0.3084491832311481,0.26113712730847627,0.18421332878130298,0.31220237353633123,0.3655746014449068,0.36206349689952544,0.3380055506901791,0.3084491832311481,0.26113712730847627,0.18421332878130298
22,0.03331314354936402,5.4209678155217,0.3153591710074602,0.3693185248638393,0.3657718321336213,0.34142840914075845,0.3115420168114574,0.2637200156037014,0.1860041372888994,0.3153591710074602,0.3693185248638393,0.3657718321336213,0.34142840914075845,0.3115420168114574,0.2637200156037014,0.1860041372888994
23,0.034827377347062385,5.470590323423876,0.31837310363727045,0.37289423880845984,0.3693134004180706,0.3446969006452611,0.3144946463310889,0.2661847481246846,0.18771183181428125,0.31837310363727045,0.37289423880845984,0.3693134004180706,0.3446969006452611,0.3144946463310889,0.2661847481246846,0.18771183181428125
24,0.03634161114476075,5.51798521374669,0.32124395635648284,0.37630179504506456,0.3726883000616347,0.34781072159107446,0.31730657452985583,0.26853069383296935,0.189335805447937,0.32124395635648284,0.37630179504506456,0.3726883000616347,0.34781072159107446,0.31730657452985583,0.26853069383296935,0.189335805447937
25,0.03785584494245912,5.563083508077542,0.3239708845576184,0.3795404260938563,0.3758958022049455,0.35076890794006704,0.31997676204000236,0.2707568217647479,0.1908752136069393,0.3239708845576184,0.3795404260938563,0.3758958022049455,0.35076890794006704,0.31997676204000236,0.2707568217647479,0.1908752136069393
26,0.03937007874015748,5.605819570464265,0.3265525957120167,0.38260876933548016,0.3789345935584533,0.3535700039678054,0.32250376318888085,0.27286179879993405,0.19232902811155633,0.3265525957120167,0.38260876933548016,0.3789345935584533,0.3535700039678054,0.32250376318888085,0.27286179879993405,0.19232902811155633
27,0.04088431253785584,5.646131202941548,0.32898750150895884,0.3855050746791585,0.3818029497839126,0.3562122656548966,0.3248859096034449,0.2748441416183772,0.19369615148959318,0.32898750150895884,0.3855050746791585,0.3818029497839126,0.3562122656548966,0.3248859096034449,0.2748441416183772,0.19369615148959318
28,0.04239854633555421,5.6839597360537,0.33127381760821756,0.3882273157040179,0.38449890356985933,0.358693715210268,0.32712133385207465,0.2767022129205533,0.1949753750038662,0.33127381760821756,0.3882273157040179,0.38449890356985933,0.358693715210268,0.32712133385207465,0.2767022129205533,0.1949753750038662
29,0.043912780133252574,5.719250114242046,0.3334096307989363,0.3907732952940859,0.38702026020208136,0.36101226525958013,0.32920811200011246,0.2784343742343156,0.196165538267896,0.3334096307989363,0.3907732952940859,0.38702026020208136,0.36101226525958013,0.32920811200011246,0.2784343742343156,0.196165538267896
30,0.04542701393095094,5.751950975972649,0.3353930456170627,0.3931408018835279,0.3893648764634891,0.36316582563605737,0.3311443042054832,0.28003895076684954,0.19726543364443422,0.3353930456170627,0.3931408018835279,0.3893648764634891,0.36316582563605737,0.3311443042054832,0.28003895076684954,0.19726543364443422
31,0.046941247728649306,5.7820147284877805,0.3372221290769995,0.3953275766879255,0.39153049327954415,0.3651523042094852,0.3329280085255919,0.2815143504080722,0.19827394832903172,0.3372221290769995,0.3953275766879255,0.39153049327954415,0.3651523042094852,0.3329280085255919,0.2815143504080722,0.19827394832903172
32,0.04845548152634767,5.809397617072292,0.3388950508196127,0.3973314620597578,0.39351500394883715,0.36696967608174397,0.3345573703452062,0.2828590013715218,0.1991899720437504,0.3388950508196127,0.3973314620597578,0.39351500394883715,0.36696967608174397,0.3345573703452062,0.2828590013715218,0.1991899720437504
33,0.04996971532404603,5.834059788734139,0.340410006268252,0.3991503100227206,0.3953162713286644,0.36861598885746283,0.33603063244001447,0.28407144583138866,0.20001249980144253,0.340410006268252,0.3991503100227206,0.3953162713286644,0.36861598885746283,0.33603063244001447,0.28407144583138866,0.20001249980144253
34,0.0514839491217444,5.855965350206327,0.341765398961019,0.4007822243524496,0.39693243972784925,0.3700894776997019,0.3373461902565801,0.285150338826132,0.2007405925101819,0.341765398961019,0.4007822243524496,0.39693243972784925,0.3700894776997019,0.3373461902565801,0.285150338826132,0.2007405925101819
35,0.05299818291944276,5.875082420185888,0.342959717409385,0.4022253956145909,0.39836169370366736,0.3713885244688357,0.3385026030555235,0.2860945021232012,0.2013734548043996,0.342959717409385,0.4022253956145909,0.39836169370366736,0.3713885244688357,0.3385026030555235,0.2860945021232012,0.2013734548043996
36,0.054512416717141125,5.8913831757338535,0.34399162927198756,0.40347821590349164,0.39960247469385113,0.3725116362113826,0.33949852093218963,0.2869028129621426,0.2019103098520051,0.34399162927198756,0.40347821590349164,0.39960247469385113,0.3725116362113826,0.33949852093218963,0.2869028129621426,0.2019103098520051
37,0.05602665051483949,5.904843892768699,0.3448599413080676,0.40453923802869934,0.40065333202273606,0.3734575332358201,0.3403328167787445,0.28757436397547376,0.20235055844757593,0.3448599413080676,0.40453923802869934,0.40065333202273606,0.3734575332358201,0.3403328167787445,0.28757436397547376,0.20235055844757593
38,0.05754088431253786,5.9154449805943115,0.345563709562977,0.4054073090650585,0.40151313705314184,0.37422516809595263,0.3410045581437427,0.28810839699380936,0.20269369340715587,0.345563709562977,0.4054073090650585,0.40151313705314184,0.37422516809595263,0.3410045581437427,0.28810839699380936,0.20269369340715587
39,0.05905511811023622,5.923171010412248,0.3461021356892563,0.4060814389946109,0.40218090165139125,0.3748136769401025,0.3415129959021085,0.28850432401023374,0.20293934157353283,0.3461021356892563,0.4060814389946109,0.40218090165139125,0.3748136769401025,0.3415129959021085,0.28850432401023374,0.20293934157353283
40,0.06056935190793458,5.928010737776768,0.34647465395011845,0.40656091340127176,0.4026559287985427,0.3752224260492433,0.34185757992929006,0.28876171530075645,0.20308723313300275,0.34647465395011845,0.40656091340127176,0.4026559287985427,0.3752224260492433,0.34185757992929006,0.28876171530075645,0.20308723313300275
41,0.06208358570563295,5.929957118959979,0.3466808523321485,0.40684519189291235,0.4029376769873733,0.37545096927202226,0.34203794391329884,0.28888030862731295,0.20313722743744506,0.3466808523321485,0.40684519189291235,0.4029376769873733,0.37545096927202226,0.34203794391329884,0.28888030862731295,0.20313722743744506
42,0.06359781950333132,5.929007321203253,0.34672061189834347,0.4069340817019975,0.40302596246616984,0.3754991597359665,0.34205398496910394,0.28886005712634916,0.20308933202384072,0.34672061189834347,0.4069340817019975,0.40302596246616984,0.3754991597359665,0.34205398496910394,0.28886005712634916,0.20308933202384072
43,0.06511205330102968,5.9251627268400275,0.3465939728257575,0.4068275755530192,0.4029207714555684,0.37536704428613843,0.34190578474247074,0.2887010753743501,0.20294367029615074,0.3465939728257575,0.4068275755530192,0.4029207714555684,0.37536704428613843,0.34190578474247074,0.2887010753743501,0.20294367029615074
44,0.06662628709872805,5.918428931283952,0.34630122709958444,0.40652596189658996,0.40262239537847,0.37505492015075237,0.3415936477228798,0.28840366467710976,0.20270050224767638,0.34630122709958444,0.40652596189658996,0.40262239537847,0.37505492015075237,0.3415936477228798,0.28840366467710976,0.20270050224767638
45,0.0681405208964264,5.908815734885341,0.3458428444257922,0.40602973051895114,0.4021313148015606,0.37456330197317816,0.34111808509532393,0.2879683037239483,0.20236020720506748,0.3458428444257922,0.40602973051895114,0.4021313148015606,0.37456330197317816,0.34111808509532393,0.2879683037239483,0.20236020720506748
46,0.06965475469412477,5.896337128667764,0.34521957704837336,0.40533971590554096,0.4014483600364609,0.37389298426118556,0.340479850703037,0.2873956747553858,0.20192331923519663,0.34521957704837336,0.40533971590554096,0.4014483600364609,0.37389298426118556,0.340479850703037,0.2873956747553858,0.20192331923519663
47,0.07116898849182314,5.8810112739655445,0.3444323618687581,0.40445696064172243,0.40057455683901105,0.37304498755900983,0.33967991881114906,0.28668664666381144,0.20139049637341877,0.3444323618687581,0.40445696064172243,0.40057455683901105,0.37304498755900983,0.33967991881114906,0.28668664666381144,0.20139049637341877
48,0.0726832222895215,5.8628604759917975,0.343482382852811,0.40338279736355437,0.39951123041523207,0.3720205820226396,0.33871947794745255,0.2858422682683101,0.20076252817124063,0.343482382852811,0.40338279736355437,0.39951123041523207,0.3720205820226396,0.33871947794745255,0.2858422682683101,0.20076252817124063
49,0.07419745608721987,5.84191115137547,0.34237100759604494,0.40211878182646615,0.398259913616076,0.3708212496761032,0.33759991809329126,0.28486376348542897,0.2000403278144815,0.34237100759604494,0.40211878182646615,0.398259913616076,0.3708212496761032,0.33759991809329126,0.28486376348542897,0.2000403278144815
50,0.07571168988491823,5.818193789714645,0.3410998853970119,0.40066679123823895,0.3968224713312925,0.3694487671305592,0.33632289541372384,0.2837525753940481,0.19922496308407317,0.3410998853970119,0.40066679123823895,0.3968224713312925,0.3694487671305592,0.33632289541372384,0.2837525753940481,0.19922496308407317
51,0.07722592368261659,5.791742909202051,0.3396708476323349,0.3990289272221397,0.3952009746652196,0.36790512210211074,0.3348902572579372,0.2825103118690458,0.1983176191260773,0.3396708476323349,0.3990289272221397,0.3952009746652196,0.36790512210211074,0.3348902572579372,0.2825103118690458,0.1983176191260773
52,0.07874015748031496,5.762597006387364,0.3380859688955388,0.3972075694102857,0.3933977904536444,0.36619254367202486,0.33330406774466054,0.28113876015553213,0.19731960465098045,0.3380859688955388,0.3972075694102857,0.3933977904536444,0.36619254367202486,0.33330406774466054,0.28113876015553213,0.19731960465098045
53,0.08025439127801333,5.73079850014942,0.3363474972836307,0.3952053130531133,0.39141546411136446,0.36431349523417356,0.33156661409886207,0.2796399040365601,0.19623238287709904,0.3363474972836307,0.3952053130531133,0.39141546411136446,0.36431349523417356,0.33156661409886207,0.2796399040365601,0.19623238287709904
54,0.08176862507571168,5.696393669959876,0.3344579716888246,0.39302508065838637,0.38925691827784636,0.3622706835951663,0.3296803880833715,0.27801588261096094,0.19505749059475336,0.3344579716888246,0.39302508065838637,0.38925691827784636,0.3622706835951663,0.3296803880833715,0.27801588261096094,0.19505749059475336
55,0.08328285887341005,5.659432588528179,0.33242008145069585,0.39066998395482266,0.3869252124527239,0.3600670459633685,0.3276481093755068,0.2762690474893113,0.1937966549320627,0.33242008145069585,0.39066998395482266,0.3869252124527239,0.3600670459633685,0.3276481093755068,0.2762690474893113,0.1937966549320627
56,0.08479709267110842,5.6199690489258565,0.3302367691498313,0.3881434314618635,0.38442371292575905,0.357705772510374,0.3254727121965845,0.274401918275361,0.1924517045439516,0.3302367691498313,0.3881434314618635,0.38442371292575905,0.357705772510374,0.3254727121965845,0.274401918275361,0.1924517045439516
57,0.08631132646880678,5.578060486296213,0.32791113125462173,0.3854490072735637,0.38175599003947464,0.355190194357456,0.3231572692377626,0.2724171308996376,0.1910245361233815,0.32791113125462173,0.3854490072735637,0.38175599003947464,0.355190194357456,0.3231572692377626,0.2724171308996376,0.1910245361233815
58,0.08782556026650515,5.533767894263345,0.325446522300965,0.3825906072030776,0.3789258841279726,0.35252395578267903,0.3207051324894251,0.2703175596536268,0.18951723176579238,0.325446522300965,0.3825906072030776,0.3789258841279726,0.35252395578267903,0.3207051324894251,0.2703175596536268,0.18951723176579238
59,0.08933979406420352,5.487155736162178,0.3228464923623079,0.3795723535302032,0.3759374711420843,0.3497109106682241,0.3181198416566182,0.26810624306032727,0.18793199093546425,0.3228464923623079,0.3795723535302032,0.3759374711420843,0.3497109106682241,0.3181198416566182,0.26810624306032727,0.18793199093546425
60,0.09085402786190187,5.43829185121867,0.32011474832975073,0.37639855291790325,0.37279502264923053,0.34675506040614795,0.3154050811880473,0.2657863237898557,0.18627106841522334,0.32011474832975073,0.37639855291790325,0.37279502264923053,0.34675506040614795,0.3154050811880473,0.2657863237898557,0.18627106841522334
61,0.09236826165960024,5.387247355816758,0.31725518353933857,0.3730737392082768,0.3695030256874356,0.3436606183035185,0.31256471008858344,0.2633611084655665,0.18453684312683305,0.31725518353933857,0.3730737392082768,0.3695030256874356,0.3436606183035185,0.31256471008858344,0.2633611084655665,0.18453684312683305
62,0.09388249545729861,5.334096539995748,0.31427195593428714,0.3696027467281525,0.3660662568291659,0.34043210636112314,0.3096028869279733,0.2608341442779921,0.18273186796717555,0.31427195593428714,0.3696027467281525,0.3660662568291659,0.34043210636112314,0.3096028869279733,0.2608341442779921,0.18273186796717555
63,0.09539672925499697,5.278916759328762,0.3111693115962196,0.3659905247283187,0.3624896201515019,0.33707411043805535,0.30652381378181975,0.25820902129777373,0.18085871556229685,0.3111693115962196,0.3659905247283187,0.3624896201515019,0.33707411043805535,0.30652381378181975,0.25820902129777373,0.18085871556229685
64,0.09691096305269534,5.221788322339613,0.30795172803379633,0.36224229043336953,0.35877827969810727,0.3335914829554391,0.3033319394071675,0.25548953114912726,0.17892010206279166,0.30795172803379633,0.36224229043336953,0.35877827969810727,0.3335914829554391,0.3033319394071675,0.25548953114912726,0.17892010206279166
65,0.0984251968503937,5.162794373621971,0.3046238206266547,0.3583634264997586,0.35493755624219425,0.3299892317127556,0.30003185581605296,0.25267959064907725,0.17691883334758185,0.3046238206266547,0.3583634264997586,0.35493755624219425,0.3299892317127556,0.30003185581605296,0.25267959064907725,0.17691883334758185
66,0.09993943064809206,5.102020772830919,0.3011903498434636,0.35435948513509163,0.35097296539601947,0.32627249026001776,0.29662825621511424,0.24978318812640316,0.17485775092835582,0.3011903498434636,0.35435948513509163,0.35097296539601947,0.32627249026001776,0.29662825621511424,0.24978318812640316,0.17485775092835582
67,0.10145366444579043,5.039555969723006,0.2976563268795375,0.3502363153171262,0.3468902690869126,0.32244671912312173,0.29312615427256167,0.24680460593970266,0.17273992846879915,0.2976563268795375,0.3502363153171262,0.3468902690869126,0.32244671912312173,0.29312615427256167,0.24680460593970266,0.17273992846879915
68,0.1029678982434888,4.9754908754266784,0.2940267966668075,0.3459998073934734,0.3426953187176417,0.3185173592047164,0.28953051942929614,0.2437480606634588,0.17056836131818526,0.2940267966668075,0.3459998073934734,0.3426953187176417,0.3185173592047164,0.28953051942929614,0.2437480606634588,0.17056836131818526
69,0.10448213204118716,4.9099187301304426,0.2903070005044674,0.3416560841408003,0.33839416645467985,0.31449009895206875,0.28584656069934655,0.240617985623275,0.16834621330030425,0.2903070005044674,0.3416560841408003,0.33839416645467985,0.31449009895206875,0.28584656069934655,0.240617985623275,0.16834621330030425
70,0.10599636583888553,4.842934967381301,0.2865023220790156,0.3372114350911892,0.3339930414580199,0.3103707664798434,0.28207960808057303,0.2374189101585794,0.16607670840536043,0.2865023220790156,0.3372114350911892,0.3339930414580199,0.3103707664798434,0.28207960808057303,0.2374189101585794,0.16607670840536043
71,0.1075105996365839,4.7746370751910066,0.28261825849622196,0.33267228544290023,0.32949830318607803,0.30616531804772346,0.27823510869918494,0.2341554620782077,0.16376313891766264,0.28261825849622196,0.33267228544290023,0.32949830318607803,0.30616531804772346,0.27823510869918494,0.2341554620782077,0.16376313891766264
72,0.10902483343428225,4.705124454152223,0.2786604255181942,0.32804520201598886,0.32491645414575365,0.30187983538670893,0.2743186208443179,0.23083235935903662,0.1614088558100846,0.2786604255181942,0.32804520201598886,0.32491645414575365,0.30187983538670893,0.2743186208443179,0.23083235935903662,0.1614088558100846
73,0.11053906723198062,4.6344982727711415,0.2746345447825756,0.3233368768170117,0.32025412100872647,0.29752051461840495,0.27033580604701146,0.22745440579426313,0.15901726850564732,0.2746345447825756,0.3233368768170117,0.32025412100872647,0.29752051461840495,0.27033580604701146,0.22745440579426313,0.15901726850564732
74,0.11205330102967898,4.562861320227076,0.270546425662225,0.31855410931471767,0.3155180274417285,0.2930936591755312,0.26629242592911995,0.22402649115536682,0.1565918465313731,0.270546425662225,0.31855410931471767,0.3155180274417285,0.2930936591755312,0.26629242592911995,0.22402649115536682,0.1565918465313731
75,0.11356753482737734,4.490317856773325,0.2664020627917744,0.313703907829628,0.3107151246427521,0.2886057452751066,0.262194393081612,0.22055362815472807,0.15413614383955265,0.2664020627917744,0.313703907829628,0.3107151246427521,0.2886057452751066,0.262194393081612,0.22055362815472807,0.15413614383955265
76,0.11508176862507571,4.416973461997048,0.2622073892573245,0.30879322257634134,0.30585229764713956,0.28406319713706757,0.2580475688500039,0.21704077844743974,0.1516536660127889,0.2622073892573245,0.30879322257634134,0.30585229764713956,0.28406319713706757,0.2580475688500039,0.21704077844743974,0.1516536660127889
77,0.11659600242277407,4.342934881158982,0.2579686006146424,0.303829309755702,0.3009366909313772,0.27947277270924487,0.2538581423876265,0.21349320606374367,0.14914815617034316,0.2579686006146424,0.303829309755702,0.3009366909313772,0.27947277270924487,0.2538581423876265,0.21349320606374367,0.14914815617034316
78,0.11811023622047244,4.268309869836629,0.2536916839836316,0.29881918133894786,0.2959753088506723,0.27484088545055324,0.24963193467631958,0.209915806566583,0.14662304099987256,0.2536916839836316,0.29881918133894786,0.2959753088506723,0.27484088545055324,0.24963193467631958,0.209915806566583,0.14662304099987256
79,0.11962447001817081,4.1932070370970544,0.24938303274008453,0.29377031833774137,0.29097552339546706,0.2701744988153619,0.24537532388893113,0.2063140081553766,0.14408218706506082,0.24938303274008453,0.29377031833774137,0.29097552339546706,0.2701744988153619,0.24537532388893113,0.2063140081553766,0.14408218706506082
80,0.12113870381586916,4.117735687427493,0.24504888271456482,0.2886900373514347,0.2859445777656955,0.2654803713024802,0.24109447011499557,0.20269301595777195,0.1415292568016071,0.24504888271456482,0.2886900373514347,0.2859445777656955,0.2654803713024802,0.24109447011499557,0.20269301595777195,0.1415292568016071
81,0.12265293761356753,4.042005661653859,0.24069549980178187,0.2835856791539669,0.2808897429819535,0.2607652879507044,0.23679556311024835,0.19905806752134367,0.13896794419370706,0.24069549980178187,0.2835856791539669,0.2808897429819535,0.2607652879507044,0.23679556311024835,0.19905806752134367,0.13896794419370706
82,0.1241671714112659,3.966127177078666,0.23632925109621242,0.2784647097167129,0.2758184350949049,0.2560361161959008,0.23248485062260996,0.19541443249767135,0.13640195142711123,0.23632925109621242,0.2784647097167129,0.2758184350949049,0.2560361161959008,0.23248485062260996,0.19541443249767135,0.13640195142711123
83,0.12568140520896426,3.890210667071019,0.23195655629907144,0.27333465080925046,0.27073807119011545,0.2512998445315247,0.2281687233557818,0.1917675342145106,0.13383511837000955,0.23195655629907144,0.27333465080925046,0.27073807119011545,0.2512998445315247,0.2281687233557818,0.1917675342145106,0.13383511837000955
84,0.12719563900666264,3.8143666203421454,0.22758379324334158,0.26820299307516293,0.2656560955006187,0.24656335601550158,0.2238534390985416,0.18812264483229094,0.13127113891210931,0.22758379324334158,0.26820299307516293,0.2656560955006187,0.24656335601550158,0.2238534390985416,0.18812264483229094,0.13127113891210931
85,0.128709872804361,3.738705420140393,0.223217300882811,0.2630771645900166,0.26057984778347215,0.24183352872503916,0.21954527322426426,0.18448507157151461,0.1287137484259805,0.223217300882811,0.2630771645900166,0.26057984778347215,0.24183352872503916,0.21954527322426426,0.18448507157151461,0.1287137484259805
86,0.13022410660205935,3.6633371835996953,0.2188635148782007,0.257964733261725,0.2555168370816592,0.23711731058118257,0.21525053949740244,0.1808601340719152,0.126166677171298,0.2188635148782007,0.257964733261725,0.2555168370816592,0.23711731058118257,0.21525053949740244,0.1808601340719152,0.126166677171298
87,0.13173834039975774,3.588371601475359,0.2145287953499232,0.25287312770688014,0.25047441076416543,0.2324216451212026,0.21097559878759142,0.17725323067793305,0.12363373760739506,0.2145287953499232,0.25287312770688014,0.25047441076416543,0.2324216451212026,0.21097559878759142,0.17725323067793305,0.12363373760739506
88,0.1332525741974561,3.513917778500397,0.21021947099631855,0.24780983316200283,0.24545998716002693,0.22775331764343307,0.20672657662003535,0.17366948034099516,0.12111847919395159,0.21021947099631855,0.24780983316200283,0.24545998716002693,0.22775331764343307,0.20672657662003535,0.17366948034099516,0.12111847919395159
89,0.13476680799515445,3.4400840745947523,0.20594182282193688,0.24278219566886822,0.24048081035251342,0.22311916453097658,0.20250973705363534,0.1701142195931041,0.11862468999367577,0.20594182282193688,0.24278219566886822,0.24048081035251342,0.22311916453097658,0.20250973705363534,0.1701142195931041,0.11862468999367577
90,0.1362810417928528,3.3669779471585213,0.20170221382055845,0.23779768270116314,0.2355443450977633,0.21852608348847463,0.19833133648655055,0.1665926801279478,0.11615599599729723,0.20170221382055845,0.23779768270116314,0.2355443450977633,0.21852608348847463,0.19833133648655055,0.1665926801279478,0.11615599599729723
91,0.1377952755905512,3.294705794678706,0.19750677517390372,0.23286351904486047,0.23065769350788676,0.21398068811937848,0.19419740080064576,0.16310996681378978,0.11371599556306922,0.19750677517390372,0.23286351904486047,0.23065769350788676,0.21398068811937848,0.19419740080064576,0.16310996681378978,0.11371599556306922
92,0.13930950938824954,3.2233728018771117,0.19336169227908004,0.22798696206495989,0.2258280627629627,0.20948970093785635,0.19011404116843988,0.15967121673546958,0.11130826835705027,0.19336169227908004,0.22798696206495989,0.2258280627629627,0.20948970093785635,0.19011404116843988,0.15967121673546958,0.11130826835705027
