station,amp_panel,amp_particle10,damp_pct,phase_panel_deg,phase_particle10_deg,dphase_deg,mean_panel,mean_particle10,resid_rel_panel,resid_rel_particle10
CL,0.11460678072924248,0.11501411870917129,0.3554222336033893,-1.1128562061899487,-1.2858504345438326,-0.1729942283538719,0.2324585392794785,0.23331380659914455,0.0010782265954178034,0.0010303941723413675
cl(eta=0.15),0.1344808084353302,0.134964056786501,0.3593437285166182,-1.5802773267434809,-1.7551628761647193,-0.1748855494212478,0.2728298569837959,0.27384714259038334,0.0009965104832156215,0.0009479839278599613
cl(eta=0.3),0.13317821907497843,0.13365650331307818,0.3591309760873787,-1.5835237003173792,-1.7580932062149826,-0.17456950589760822,0.27022584347348616,0.27123197838319635,0.0010216715542501421,0.0009730312239159679
cl(eta=0.45),0.12413954232397797,0.12458080730247036,0.355458841100584,-1.172274191656983,-1.3452115811663485,-0.17293738950937154,0.2517147774272574,0.25264134717108166,0.0010144414067526854,0.0009667805601433887
cl(eta=0.6),0.11311717452657469,0.11351594896142009,0.3525321742824437,-0.8034425209147643,-0.9749438565916181,-0.17150133567685089,0.2292720983886791,0.23010778319103461,0.001032768909740324,0.0009856694088517153
cl(eta=0.75),0.0955727061016481,0.09590661677335668,0.3493786932782332,-0.27280979853460113,-0.44295887847338383,-0.17014907993879547,0.19358646327344464,0.1942847352714637,0.0010215973448942622,0.0009748725586522453
cl(eta=0.9),0.06727057351919939,0.06750432813107062,0.3474841964956761,0.4623236706318027,0.2925221100534216,-0.16980156057837803,0.1360488977862829,0.136536120962101,0.0008717134299937774,0.0008307314387235123
