step,time,particle10_CL,particle10_cl_eta0.15,particle10_cl_eta0.3,particle10_cl_eta0.45,particle10_cl_eta0.6,particle10_cl_eta0.75,particle10_cl_eta0.9
58,0.08782556026650515,0.3269010918446196,0.3843187351739986,0.380635341954914,0.3540995657485449,0.3221273473910652,0.2715071311840347,0.19034881009886523
59,0.08933979406420352,0.3242988375084836,0.38129807425927276,0.3776445241125743,0.35128414814920783,0.3195397717779376,0.26929372987632355,0.18876193103755784
60,0.09085402786190187,0.3215638918200464,0.3781207130903319,0.3744985245294297,0.34832487538631757,0.31682177117600485,0.2669709262652766,0.1870988055787701
61,0.09236826165960024,0.31869989543144694,0.3747909040554991,0.37120156488797507,0.3452256793081841,0.31397693765653617,0.26454176847602007,0.18536160231030424
62,0.09388249545729861,0.3157125443285294,0.3713151795045432,0.36776010043704627,0.3419927086451693,0.31101098181774867,0.26201123588026465,0.1835540230919725
63,0.09539672925499697,0.31260494822955426,0.36769725203277465,0.3641778054169095,0.33862936530718774,0.30792696780851303,0.2593818536019642,0.18167776159693874
64,0.09691096305269534,0.3093818635811445,0.36394264933110476,0.3604601505057799,0.335140795346724,0.30472962246711516,0.2566576684946508,0.17973573984716856
65,0.0984251968503937,0.3060479088750257,0.36005676330261793,0.3566124710253627,0.33153200439418623,0.30142353004889433,0.25384258375515584,0.17773074634677052
66,0.09993943064809206,0.3026078379312598,0.3560451420658,0.35264025965713397,0.32780814201397596,0.2980134046292904,0.250940610782804,0.1756656451641291
67,0.10145366444579043,0.2990666050071068,0.35191356997231904,0.34854924003172383,0.3239745768542758,0.294504161871332,0.24795593446026942,0.1735434258070666
68,0.1029678982434888,0.29542928064282986,0.3476679672060457,0.3443452750848968,0.32003679861634904,0.290900824921521,0.2448928265693444,0.1713671340290098
69,0.10448213204118716,0.2917011253778512,0.34331447677683974,0.34003444796312415,0.3160005022924709,0.287208604449422,0.24175571875622753,0.1691399301626303
70,0.10599636583888553,0.28788750238776184,0.338859365816897,0.335622959886739,0.3118715012246933,0.28343281923215574,0.2385491327422265,0.16686503469277097
71,0.1075105996365839,0.28399386164901164,0.3343090071930286,0.33111711972056607,0.3076556999352278,0.2795788665822604,0.23527765063478034,0.16454570334907032
72,0.10902483343428225,0.2800258307648098,0.32966997921187,0.32652344045858894,0.3033591933371768,0.27565231892728526,0.2319460053847328,0.16218530165236505
73,0.11053906723198062,0.2759891862312688,0.324949034688377,0.3218486064965391,0.2989882387677077,0.2716588972167216,0.22855905595597714,0.1597872837818714
74,0.11205330102967898,0.27188974948167866,0.3201529849491795,0.31709936369946823,0.2945491397580137,0.2676043587642756,0.22512168410261146,0.15735510976861367
75,0.11356753482737734,0.2677334303749373,0.31528875218540814,0.31228256584846603,0.29004830106182916,0.26349455186242765,0.2216388468763304,0.15489229057877024
76,0.11508176862507571,0.26352628967457653,0.3103634170015368,0.3074052252332868,0.28549227651374426,0.2593354625680049,0.21811562020749842,0.1524024233757874
77,0.11659600242277407,0.2592744279610483,0.30538413130309716,0.3024744203511209,0.28088768512932605,0.2551331353473417,0.2145571274289632,0.1498891350341437
78,0.11811023622047244,0.25498398205181766,0.3003580853564617,0.29749727213411237,0.2762411694971494,0.2508936275708994,0.21096849266322215,0.14735604156017224
79,0.11962447001817081,0.2506611776202452,0.29529256895079065,0.29248099755922674,0.27155947559152765,0.24662309804962268,0.20735493298512647,0.14480683080711015
80,0.12113870381586916,0.246312335112722,0.2901949877921337,0.2874329311840795,0.2668494461885619,0.24232778863567805,0.2037217315689896,0.1422452338114298
81,0.12265293761356753,0.24194379545128672,0.28507277331562575,0.28236043022496204,0.26211795100139557,0.23801396575991035,0.2000741905558222,0.13967499087188306
82,0.1241671714112659,0.23756193098449607,0.2799333958788516,0.27727089278507977,0.25737189122007464,0.23368792196351298,0.196417631058811,0.13709985160343116
83,0.12568140520896426,0.2331731180624321,0.27478433442639094,0.272171726838689,0.2526181712265419,0.22935594929091435,0.1927573694499853,0.13452355689466797
84,0.12719563900666264,0.22878376508478965,0.26963310555363024,0.26707037715907944,0.24786373023239427,0.22502437129714076,0.18909874847653085,0.13194986564993216
85,0.128709872804361,0.22440030665481445,0.26448725311384674,0.26197431596359855,0.24311553260950267,0.2206995346314764,0.18544713059552395,0.12938255020418685
86,0.13022410660205935,0.22002931985163346,0.25935451365361584,0.25689113083014453,0.23838079815151159,0.2163880534177215,0.18180814160103598,0.12682560715621916
87,0.13173834039975774,0.2156766698837149,0.2542417515057452,0.2518278228344326,0.23366563091682332,0.21209537523469363,0.17818625328662036,0.12428203858915253
88,0.1332525741974561,0.21134928430283773,0.2491571102833593,0.246792253597222,0.22897777691774618,0.20782866993578972,0.1745876503323459,0.12175633190609625
89,0.13476680799515445,0.20705322823602662,0.24410771339025517,0.2417915674653468,0.22432370035429258,0.2035937685966846,0.17101718822276477,0.11925182129692542
90,0.1362810417928528,0.202794845341675,0.23910101274412776,0.23683313108064658,0.2197102877081286,0.19939694708319092,0.1674801685983075,0.11677223276293197
91,0.1377952755905512,0.1985803778495558,0.2341443437807769,0.231924210070317,0.2151442992546224,0.19524435609448365,0.16398177507829445,0.11432119486661102
92,0.13930950938824954,0.19441608835119636,0.2292450578739633,0.227072149788116,0.21063243697511985,0.19114206078683912,0.16052708712556407,0.11190223236105185
93,0.1408237431859479,0.19030783138160337,0.2244100704521772,0.22228362177296754,0.20618126762604427,0.1870961185878083,0.1571212892222693,0.10951904673507991
94,0.14233797698364628,0.18626191691157445,0.2196467682510886,0.21756612409510204,0.20179739378444372,0.18311244543859329,0.1537692770555489,0.10717498118727291
95,0.14385221078134464,0.182284143626985,0.21496199148869752,0.21292635221089312,0.19748719881437324,0.1791968801738151,0.15047599906380238,0.10487352062996919
96,0.145366444579043,0.17838037594052866,0.21036263951921919,0.2083711536162412,0.19325701724613062,0.17535517224873703,0.14724628496461314,0.10261802846716628
97,0.14688067837674137,0.1745563457856109,0.2058554612351513,0.20390721385330435,0.18911305712427495,0.17159296046982192,0.14408487491522864,0.10041180795651569
98,0.14839491217443973,0.17081766837571255,0.20144707054838712,0.19954108511485197,0.1850613999286228,0.16791576678476897,0.14099640850867057,0.0982580896446964
99,0.14990914597213809,0.16716983496407842,0.19714393793692114,0.1952791771571202,0.18110799361000324,0.16432899041239957,0.13798542027836616,0.09616002856374033
100,0.15142337976983647,0.16361820337353944,0.1929523792764383,0.1911277468430885,0.17725864160235844,0.16083789747157087,0.13505633059929772,0.09412069764902278
101,0.15293761356753482,0.1601679906622368,0.18887854720440692,0.18709288932446091,0.17351899518985295,0.15744761421484404,0.132213440193095,0.09214308412442905
102,0.15445184736523318,0.15682426274327343,0.18492842177537594,0.1831805279972402,0.1698945450945449,0.15416311941033548,0.12946092373311216,0.0902300850925731
103,0.15596608116293156,0.15359193826490108,0.181107802058118,0.17939640972313672,0.16639061283038495,0.1509892363546934,0.12680282305087984,0.08838450276809778
104,0.15748031496062992,0.15047575896325935,0.1774222948524198,0.17574608765342326,0.16301234170754839,0.14793062482229716,0.12424304040656284,0.08660903981599752
105,0.15899454875832827,0.14748030569930543,0.17387731137581797,0.1722349231045042,0.15976469282676722,0.1449917775139725,0.1217853357433603,0.08490629780558033
106,0.16050878255602666,0.14460997798445321,0.17047805453238338,0.16886807050579636,0.15665243373014154,0.14217700960512664,0.11943331763164916,0.08327877055816803
107,0.162023016353725,0.14186899203919467,0.16722951351875792,0.16565047269637495,0.1536801333987132,0.13949045430878187,0.11719043972567714,0.08172884191963967
108,0.16353725015142337,0.13926137399145813,0.1641364561113774,0.16258685319659794,0.15085215519457545,0.13693605647449061,0.11505999538573566,0.0802587820755721
109,0.16505148394912175,0.1367909536458054,0.16120342135104293,0.15968170895686346,0.14817265014749847,0.13451756649817326,0.11304511257196437,0.0788707439874441
110,0.1665657177468201,0.13446135856634192,0.1584347125643863,0.15693930339571743,0.14564555060530648,0.1322385345910883,0.11114874906408456,0.07756676012001791
111,0.16807995154451846,0.13227601005545653,0.15583439246209077,0.1543636616584322,0.14327456570339403,0.13010230670808837,0.10937368912593784,0.07634874025286899
112,0.16959418534221685,0.1302381179415163,0.1534062766200408,0.15195856318267734,0.14106317999238221,0.12811202202040364,0.1077225393552691,0.07521846821373368
113,0.1711084191399152,0.12835066997918881,0.15115392336783506,0.14972753602767985,0.13901462155142602,0.12627059019262799,0.10619771956506507,0.07417759727051874
114,0.17262265293761356,0.12661644121810067,0.14908063982472064,0.147673847858943,0.13713191744790515,0.12458073527570077,0.10480148536576261,0.07322766428894159
115,0.17413688673531194,0.12503797233294267,0.147189462567617,0.1458005275378987,0.13541780665967107,0.12304489695940729,0.10353583399958716,0.07237002142897347
116,0.1756511205330103,0.12361758454086975,0.14548316625474206,0.14411030348513595,0.1338748213428983,0.12166537296512403,0.10240268796795196,0.07160596779151676
117,0.17716535433070865,0.1223573567663648,0.14396425012598957,0.14260566052401116,0.1325052138275141,0.12044416035092918,0.1014036695327768,0.07093659861436909
118,0.17867958812840704,0.1212591390563174,0.14263493985520567,0.14128880387267131,0.1313109938078883,0.11938305617723872,0.10054025413210597,0.07036289686737313
119,0.1801938219261054,0.12032453973088256,0.14149718057556537,0.14016166066171912,0.13029390935512022,0.11848361374542865,0.09981370511304322,0.06988570050650744
120,0.18170805572380375,0.11955492635250357,0.14055263497809758,0.13922587901194702,0.129455448203919,0.1177471487791437,0.0992250849283096,0.06950570515524007
121,0.18322228952150213,0.1189514297074163,0.13980268996195203,0.13848283502776246,0.12879684020313645,0.11717474290142936,0.09877525944003687,0.06922346858878331
122,0.18473652331920049,0.1185149281161824,0.139248438583443,0.13793360459673956,0.12831904511045567,0.11676723003693877,0.09846488360640995,0.06903939993217229
123,0.18625075711689884,0.11824605970802228,0.13889068724248593,0.13757899392043194,0.12802275850540615,0.11652520344295282,0.0982944088382067,0.06895376516338472
124,0.18776499091459722,0.11814521210763593,0.1387299528210933,0.1374195134672098,0.12790840999046185,0.11644901706698317,0.09826408730212231,0.06896668961300384
125,0.18927922471229558,0.11821252547770647,0.13876646352369354,0.13745539009012678,0.12797615735213588,0.11653876555087159,0.09837394148829673,0.06907814259167044
126,0.19079345850999394,0.11844789580955555,0.13900015695400625,0.13768656233500629,0.12822589532970421,0.11679431939898152,0.09862381943479777,0.06928796271178221
127,0.19230769230769232,0.11885096769798575,0.139430679410286,0.1381126806446323,0.12865724726844258,0.11721529123598637,0.09901334077309348,0.06959583418923608
128,0.19382192610539067,0.11942114091592385,0.14005738858133857,0.13873310901300107,0.12926957062848207,0.11780105603097707,0.099541929250967,0.0700013022679544
129,0.19533615990308903,0.12015756678026977,0.1408793519055161,0.13954692411514769,0.13006195467516118,0.11855074202218949,0.10020879790210668,0.07050376457320345
130,0.1968503937007874,0.12105915194281601,0.1418953483491548,0.1405529166264623,0.13103322345914828,0.1194632380717349,0.10101295997134327,0.0711024791975268
131,0.19836462749848577,0.1221245570123843,0.14310386931317795,0.14174959236631804,0.13218193554244903,0.12053718991234466,0.1019532216087301,0.07179655889178252
132,0.19987886129618412,0.1233522056223425,0.14450312737373658,0.14313518108476125,0.1335063916931247,0.12177100834440063,0.10302819218009718,0.07258497939767092
133,0.2013930950938825,0.12474031962481148,0.14609109421138955,0.14470767788819686,0.13500466872637332,0.12316290193675375,0.10423631178796745,0.07346659961333857
134,0.20290732889158086,0.12628685943921894,0.14786543837064506,0.14646477318814016,0.13667456734056138,0.12471082709667715,0.10557580658386184,0.07444012784879679
135,0.20442156268927922,0.12798948960135006,0.1498234862078483,0.1484038113603316,0.13851357749704687,0.1264124582636396,0.10704466436383883,0.07550410306712532
136,0.2059357964869776,0.12984572688672003,0.15196238138621354,0.15052195191661197,0.14051903151322825,0.1282653349907073,0.1086407703444201,0.07665700463222715
137,0.20745003028467596,0.1318528322138384,0.15427896572246236,0.1528161239265093,0.14268790125998249,0.13026662879977774,0.11036165803080672,0.07789702736522292
138,0.2089642640823743,0.13400824356363492,0.1567702719391887,0.15528331926653238,0.1450174975701854,0.132413906388292,0.11220529157459383,0.07922276760105462
139,0.2104784978800727,0.1363087327425891,0.1594325593974631,0.15791985984437515,0.14750430387236443,0.1347039144930035,0.11416886287079293,0.08063219275906472
140,0.21199273167777105,0.13875078076673192,0.16226177880684195,0.16072174019091015,0.1501445158080501,0.1371331395866678,0.1162493437997,0.08212310934235474
141,0.2135069654754694,0.1413307118968333,0.16525369084321123,0.16368473845607112,0.1529341923036774,0.13969795193314968,0.11844362043546185,0.08369328799891292
142,0.2150211992731678,0.14404452525506523,0.168403665589156,0.16680428717435442,0.15586898835851157,0.14239434231249926,0.12074824615024135,0.08534024701393894
143,0.21653543307086615,0.14688781202937026,0.17170661112779084,0.17007533798400576,0.15894414943608237,0.14521792977039408,0.12315945932729618,0.08706128217143402
144,0.2180496668685645,0.1498576032244538,0.17515900324348194,0.17349440753505121,0.16215642983143175,0.14816577927039645,0.125674829538423,0.0888547671171726
145,0.21956390066626288,0.15294907981469316,0.17875527736880617,0.17705597547756521,0.16550064413678361,0.1512331157812414,0.12829025217909512,0.09071773500157772
146,0.22107813446396124,0.15615755780201176,0.18249000257789594,0.18075466512084978,0.16897172850495848,0.1544152829749176,0.1310017416053062,0.09264733396776842
147,0.2225923682616596,0.15947841096508558,0.1863577929488533,0.18458514127326642,0.17256467880822013,0.15770769537101562,0.1338053959772969,0.09464080108260789
148,0.22410660205935795,0.16290676381703795,0.1903529749210086,0.18854178400612626,0.17627422291967926,0.1611055203883581,0.13669709972923144,0.09669521595374733
149,0.22562083585705633,0.16643758050394583,0.1944696848825429,0.19261878506617747,0.18009491491969357,0.16460376846439223,0.13967260639836312,0.09880756771091884
150,0.2271350696547547,0.17006567176714502,0.19870187714919998,0.19681015581272265,0.1840211424852035,0.1681972996652732,0.14272754407827146,0.10097475996417182
151,0.22864930345245305,0.17378570474833185,0.20304333540721692,0.20110973847089053,0.1880471372205482,0.17188083343708055,0.14585742418015624,0.10319361504938755
152,0.23016353725015143,0.17759220947996332,0.20748768155748942,0.2055112126101606,0.19216698387157158,0.17564895655225918,0.14905764688664425,0.10546087942957955
153,0.23167777104784978,0.18147959494550722,0.21202839007119378,0.2100081193577748,0.19637463243326375,0.17949613497248917,0.15232351312283487,0.10777323110376134
154,0.23319200484554814,0.18544214802862813,0.21665879322905487,0.21459385225325894,0.20066389706247148,0.18341671470628235,0.15565022664642306,0.11012728205998742
155,0.23470623864324652,0.1894740546350699,0.22137209908217376,0.21926168201398266,0.20502849948340704,0.18740495111336108,0.15903290770916295,0.11251958663964318
156,0.23622047244094488,0.1935693913610061,0.22616138832991975,0.22400475563071687,0.2094620226187623,0.19145498295474103,0.16246659002686747,0.11494664028331168
157,0.23773470623864323,0.1977221474174767,0.23101963485674548,0.22881611331953328,0.21395796363525219,0.19556086876278578,0.16594623636011785,0.11740489001399725
158,0.23924894003634162,0.2019262294509046,0.23593971445575201,0.23368869819943877,0.21850972865181817,0.19971658663892344,0.1694667435404168,0.11989073730788073
159,0.24076317383403997,0.20617547253016996,0.2409144146615388,0.2386153664354138,0.2231106446662641,0.20391604390987536,0.17302295175136392,0.12240054632569317
160,0.24227740763173833,0.21046364641616847,0.24593644551234156,0.24358889678234266,0.22775396951946209,0.20815308593345366,0.17660964948741567,0.12493064591395607
161,0.2437916414294367,0.21478447447655283,0.2509984583526156,0.24860201065706428,0.2324329081679967,0.21242151249767008,0.18022158984373804,0.12747734189852208
162,0.24530587522713507,0.21913162970762076,0.25609304250963494,0.2536473681661473,0.23714061122745142,0.21671507505714718,0.18385348640630067,0.13003691354777552
163,0.24682010902483342,0.22349875198819288,0.2612127477895139,0.2587175896440727,0.2418701937229416,0.221027493966994,0.18750002792797893,0.13260562350481567
164,0.2483343428225318,0.227879456662853,0.2663500910390895,0.2638052636301918,0.24661474249350798,0.2253524655463144,0.19115588494111976,0.13517972319884383
165,0.24984857662023016,0.23226734287964898,0.27149756656455676,0.26890295598565306,0.251367326309849,0.22968367220882496,0.19481571889649746,0.13775545892156965
166,0.2513628104179285,0.2366560032515272,0.2766476629215923,0.27400322728904164,0.256121008706723,0.23401479175947462,0.1984741877684159,0.14032907548555457
167,0.2528770442156269,0.24103903466775412,0.2817928590641248,0.27909862819181824,0.2608688509414581,0.23833950351184593,0.2021259540662017,0.1428968223356525
168,0.2543912780133253,0.24541004306467626,0.28692565472332604,0.28418173084596343,0.2656039308124505,0.24265150239310357,0.20576569496428188,0.14545496018992732
169,0.2559055118110236,0.24976266323970345,0.29203857377035275,0.28924513139139724,0.2703193516006926,0.2469445079936049,0.2093881098690709,0.14799976625587963
170,0.257419745608722,0.25409055817142934,0.2971241719701818,0.2942814571415535,0.275008248742758,0.2512122713084489,0.21298792687759532,0.15052753906848787
171,0.2589339794064204,0.2583874324902832,0.30217505079837176,0.29928338120721976,0.2796638014550096,0.2554485847571839,0.2165599108396318,0.1530346039324967
172,0.2604482132041187,0.2626470411073267,0.3071838678359452,0.30424363235118385,0.2842792428113792,0.2596472914928775,0.22009887126290248,0.1555173184509252
173,0.2619624470018171,0.26686319836470473,0.3121433475385929,0.3091550057349327,0.2888478695719342,0.2638022943146952,0.2235996698020675,0.15797207768055327
174,0.2634766807995155,0.27102978707444564,0.31704629184153726,0.314010373420715,0.2933630519573255,0.26790756456502085,0.2270572277687069,0.16039531959596146
175,0.2649909145972138,0.27514077057366954,0.32188559098572145,0.31880269607456496,0.29781824335817597,0.2719571509163997,0.23046653348954538,0.1627835300590562
176,0.2665051483949122,0.27919018721400984,0.32665423222667944,0.3235250274183523,0.3022069893813981,0.27594518770248144,0.23382264938378114,0.1651332478551772
177,0.2680193821926105,0.2831721842564194,0.331345312417572,0.32817053374745836,0.30652293773835654,0.2798659037278602,0.23712071928656298,0.1674410697885461
178,0.2695336159903089,0.28708100306265666,0.33595204589000566,0.33273249564245555,0.31075984691134934,0.28371363027746793,0.24035597525334124,0.16970365548886726
179,0.2710478497880073,0.29091099880529686,0.3404677749710847,0.3372043212397219,0.3149115951424614,0.2874828092003789,0.24352374431347096,0.17191773213814332
180,0.2725620835857056,0.2946566454769655,0.3448859792823248,0.341579554708319,0.3189721891481279,0.2911680008308595,0.24661945513693326,0.17408009916459247
181,0.274076317383404,0.29831254395390294,0.3492002849129555,0.345851885387475,0.32293577256046063,0.2947638916537792,0.2496386444795416,0.1761876327905929
182,0.2755905511811024,0.3018734295082294,0.3534044733152174,0.3500151566910988,0.3267966339553284,0.2982653015357237,0.2525769632233272,0.1782372902720501
183,0.2771047849788007,0.3053341792530235,0.357492490151503,0.3540633746506248,0.330549215217809,0.30166719138140574,0.2554301828564904,0.18022611450253767
184,0.2786190187764991,0.30868981910173604,0.36145845354230355,0.3579907163018277,0.3341881188125508,0.3049646696196829,0.2581942008478982,0.1821512377884066
185,0.28013325257419747,0.31193553064760937,0.3652966622682249,0.3617915375673133,0.3377081155771135,0.3081529993733242,0.26086504674911914,0.18400988620184722
186,0.2816474863718958,0.31506665771511144,0.36900160350002603,0.36546038122490454,0.34110415143504164,0.311227604332767,0.26343888695147955,0.18579938289245995
