station,amp_panel,amp_particle,damp_pct,phase_panel_deg,phase_particle_deg,dphase_deg,mean_panel,mean_particle,amp_panel_c2,amp_particle_c2,phase_panel_c2_deg,phase_particle_c2_deg,resid_rel_panel,resid_rel_particle
CL,0.11460678072924248,0.11461687465389123,0.008807441047136601,-1.1128562061899487,-1.1128138280548385,4.237813510599153e-5,0.2324585392794785,0.2324791923380687,0.1146065793797302,0.11461659759653779,-1.1101930633145363,-1.1103615191136746,0.0010782265954178034,0.0010786006849766749
cl(eta=0.15),0.1344808084353302,0.13449264648446774,0.008802779575224018,-1.5802773267434809,-1.5802317916668644,4.5535076623082205e-5,0.2728298569837959,0.27285408453303933,0.13448079767082943,0.13449254650254855,-1.580283601980886,-1.5804619245176377,0.0009965104832156215,0.0009968846463307116
cl(eta=0.3),0.13317821907497843,0.13318994066125706,0.008801428912358331,-1.5835237003173792,-1.5834787800822427,4.492023512625565e-5,0.27022584347348616,0.2702498381546332,0.13317820821730256,0.13318984114567184,-1.5835300269751305,-1.5837094472058533,0.0010216715542501421,0.0010220474516325771
cl(eta=0.45),0.12413954232397797,0.12415047060294428,0.008803221569627892,-1.172274191656983,-1.172229881369854,4.431028713725027e-5,0.2517147774272574,0.25173713292788064,0.12413953227472742,0.1241503793932089,-1.172280067376895,-1.1724468915813653,0.0010144414067526854,0.0010148162442746432
cl(eta=0.6),0.11311717452657469,0.11312713430157134,0.008804830069649732,-0.8034425209147643,-0.8033999760834208,4.2544831330815214e-5,0.2292720983886791,0.22929246544741475,0.11311716523141287,0.11312705179733182,-0.8034480934745993,-0.8036061058145898,0.001032768909740324,0.0010331429150172685
cl(eta=0.75),0.0955727061016481,0.0955811295126032,0.00881361562174239,-0.27280979853460113,-0.2727704263796612,3.937215493010626e-5,0.19358646327344464,0.19360367371515333,0.095572698297931,0.09558106056997584,-0.27281491584449147,-0.27296212739414305,0.0010215973448942622,0.0010219637765288263
cl(eta=0.9),0.06727057351919939,0.06727654207838972,0.008872466634500382,0.4623236706318027,0.46235658204702723,3.2911415217995454e-5,0.1360488977862829,0.13606104474735922,0.06727292194610028,0.0672788481540572,0.483055468015074,0.4829193906299874,0.0008717134299937774,0.0008720182952719582
