AOA,nps,sq_error
-9.58790170132325,11196,0.004367413280747892
-7.841209829867704,11196,0.00280316232716346
-5.988657844990541,11196,0.0016685436511888563
-4.136105860113403,11196,0.0008896451593740529
-2.3894139886577754,11196,0.00029029677332664073
-0.536862003780719,11196,0.00010130238360858725
1.3156899810964084,11196,1.2058479530956114e-5
3.168241965973529,11196,1.2691901659368092e-7
5.02079395085066,11196,2.7938562580360662e-6
6.926275992438619,11196,2.178314274208109e-5
8.672967863894144,11196,0.00014688787824721853
10.472589792060482,11196,0.0002682375170196992
12.325141776937613,11196,5.1063385539784934e-5
14.230623818525515,11196,0.000100073534497221
15.077504725897917,11196,0.0003359352695092046
16.400756143667294,11196,0.09673655103486442
-9.58790170132325,15152,0.00433077542733906
-7.841209829867704,15152,0.0027857620821300413
-5.988657844990541,15152,0.0016656493494077635
-4.136105860113403,15152,0.000895525627153068
-2.3894139886577754,15152,0.00029796318723673474
-0.536862003780719,15152,0.00010835554819244085
1.3156899810964084,15152,1.5370728020705678e-5
3.168241965973529,15152,3.6989859652736977e-8
5.02079395085066,15152,1.0334386849848573e-6
6.926275992438619,15152,1.538085455795809e-5
8.672967863894144,15152,0.00012828578350071714
10.472589792060482,15152,0.00024259913786706444
12.325141776937613,15152,4.0913660350017485e-5
14.230623818525515,15152,0.00011276240267735537
15.077504725897917,15152,0.0003557779421064695
16.400756143667294,15152,0.09697570508363716
