cell,x,y,z,rA,rB,phi_tr,phi_sigma_fw,err4a,is_te_upper,is_te_lower
34,0.007513432447563366,-0.5554133333333333,0.014186700532520247,0.02253883785102584,2.220446049250313e-16,0.027099256486356287,0.006256867602361993,-4.341634100766406e-5,0,0
35,0.025207693934548178,-0.5825066666666667,0.01999923729057282,0.023111382693661087,-1.9984014443252818e-15,0.032919829412612255,0.011453145952419641,0.0002530784461650913,0,0
36,0.01978786840614717,-0.5554133333333333,0.018812987561181077,0.023623843356147534,-1.1102230246251565e-15,0.032818068790209244,0.010931326687278586,-3.103131374173479e-5,0,0
37,0.04497258153844913,-0.5825066666666667,0.022311985016010075,0.024201686435127656,-1.3322676295501878e-15,0.03806134348919826,0.015507498638579587,0.0002956309380288298,0,0
38,0.03780005050069916,-0.5554133333333333,0.021748736017987318,0.02469424022336808,-7.771561172376096e-16,0.03842440863291594,0.015483420240509638,-1.4985925910749459e-5,0,0
39,0.06936561310934715,-0.5825066666666667,0.022668067096630308,0.02516226064541699,-5.551115123125783e-16,0.04289501451749791,0.019346303003370147,0.000348722363384308,0,0
40,0.060755362842773136,-0.5554133333333333,0.022771650555331566,0.025708290658500554,-1.1102230246251565e-15,0.04384161489382112,0.01986905303583586,-5.8505593311698745e-6,0,0
41,0.09732289571495997,-0.5825066666666667,0.021079869580863816,0.025867993449348044,-6.661338147750939e-16,0.047268615019585104,0.022928603525399334,0.000416873876957935,0,0
42,0.08764937954544057,-0.5554133333333333,0.021822176609396435,0.02658737378761522,-9.43689570931383e-16,0.04894380712776169,0.02402720241796777,-8.187265640727942e-6,0,0
43,0.12763497138883584,-0.5825066666666667,0.01777448117266449,0.026211416663430354,-4.440892098500626e-16,0.051032135010718196,0.026193457663831354,0.000506917874475328,0,0
44,0.11731569163665762,-0.5554133333333333,0.019056021862497843,0.02725663504173928,-3.3306690738754696e-16,0.05360471273187404,0.027887333146733362,-2.8536632348322155e-5,0,0
45,0.15899680248256276,-0.5825066666666667,0.013147253724746042,0.02609897749901058,-1.4432899320127035e-15,0.054041224675596744,0.029065752871489048,0.0006270966255134472,0,0
46,0.1484755268117884,-0.5554133333333333,0.014820097103788588,0.027667326392922797,-2.3314683517128287e-15,0.05771630259937862,0.0313638947638013,-7.908963804453828e-5,0,0
47,0.19005958855602617,-0.5825066666666667,0.007678203210788534,0.025433965767833855,-1.3322676295501878e-15,0.056124029804149586,0.03143766043806029,0.0007849090224904924,0,0
48,0.17978883335468165,-0.5554133333333333,0.009576306778246016,0.02779310641820676,2.220446049250313e-16,0.06116594719477589,0.034334049073904804,-0.00017902426536550026,0,0
49,0.21948544249673846,-0.5825066666666667,0.0018567379730955562,0.02410394949145067,-2.220446049250313e-15,0.057013064403186535,0.03310906610512587,0.000978159447572166,0,0
50,0.2099078931270546,-0.5554133333333333,0.0038184188082133045,0.02759914020382248,-4.440892098500626e-16,0.06375841375808425,0.0365861321424108,-0.000351812341971805,0,0
51,0.2460045117257057,-0.5825066666666667,-0.0038568953389867197,0.02199585773811119,-2.220446049250313e-16,0.056231539193788926,0.03365348304845317,0.0011660231320468895,0,0
52,0.237533751796064,-0.5554133333333333,-0.0019809191005044557,0.02695517269956249,-3.774758283725532e-15,0.06503706771616483,0.03772414734044971,-0.000607111475749128,0,0
53,0.268471720290156,-0.5825066666666667,-0.009035927332629166,0.01901896840264161,-8.881784197001252e-16,0.05284459008798122,0.032147713527124866,0.0012119873774340158,0,0
54,0.26147349597275166,-0.5554133333333333,-0.007384399455049075,0.02539500726178967,1.5543122344752192e-15,0.06385356628919561,0.03698665378656396,-0.0008839384609373307,0,0
55,0.28591861144426167,-0.5825066666666667,-0.013282881300637338,0.014855012382741895,3.1086244689504383e-15,0.04481533917235478,0.026830445270499936,0.0009121004196176834,0,0
56,0.280694278025911,-0.5554133333333333,-0.011985168255423298,0.021676041424296244,4.440892098500626e-15,0.05748421766968501,0.03286323828256643,-0.0009704559525140349,0,0
57,0.2975959164356956,-0.5825066666666667,-0.0162438625948937,0.008479474830162648,-3.3306690738754696e-16,0.028982406661211296,0.015769603121359554,0.00038009897401330636,0,0
58,0.294369430649154,-0.5554133333333333,-0.01541222847037254,0.01407032058018065,-4.440892098500626e-16,0.04150105430773157,0.022839865096873524,-0.0006392123486470835,0,0
59,0.30300433573500773,-0.5825066666666667,-0.01764899842872852,0.0022208066337401355,-2.9976021664879227e-15,0.011422066403783791,0.0034178533545642376,0.0001352031305451168,1,0
60,0.3019133689786225,-0.5554133333333333,-0.01736224757407169,0.004517608594436062,-2.886579864025407e-15,0.018070913458556135,0.007702870536492656,-0.00014729488945051418,0,0
61,0.30297290962958634,-0.5012266666666667,-0.018048304958273784,0.003984972511832385,8.881784197001252e-16,-0.0006066314529500639,-0.007426988165142534,0.00041102491076789455,0,1
62,0.30185051676777963,-0.47413333333333335,-0.018160860633162218,0.0058524157785679876,-1.7763568394002505e-15,-0.004993175856470719,-0.012670417420493463,0.0017080441349854314,0,0
63,0.2974112652741312,-0.5012266666666667,-0.018590078058503712,0.010965911655767435,3.552713678800501e-15,-0.0118650031227306,-0.025532391497961715,0.00023016101271757308,0,0
64,0.2940944066422895,-0.47413333333333335,-0.018906739808956765,0.012807442188081719,0.0,-0.018395346478184853,-0.03274058607554453,0.0017683832176704495,0,0
65,0.2854145277597574,-0.5012266666666667,-0.019687871800114446,0.016579700417728382,-1.3322676295501878e-15,-0.021802874041312845,-0.04069324134906238,-0.000343541255224844,0,0
66,0.2800515075090671,-0.47413333333333335,-0.020152342040819074,0.017180824352862167,1.7763568394002505e-15,-0.026989632017260245,-0.04528207679177987,0.0013622720074542294,0,0
67,0.26751806681517887,-0.5012266666666667,-0.02115324363305271,0.019571655661416054,6.661338147750939e-16,-0.02584851994568011,-0.047093436643189435,-0.0005584086879093786,0,0
68,0.260347646371981,-0.47413333333333335,-0.021689674984581714,0.019612595152789458,-2.6645352591003757e-15,-0.02948936538436333,-0.049715618437719655,0.0009631639981881532,0,0
69,0.24451728777100037,-0.5012266666666667,-0.02275386739601546,0.020818979470071053,2.886579864025407e-15,-0.026119319235465347,-0.047886542386071485,-0.000573592522832643,0,0
70,0.2358573496132177,-0.47413333333333335,-0.023281628455920203,0.020913394544648023,-2.886579864025407e-15,-0.028544477536911715,-0.049554717702053885,0.0006793081754351837,0,0
71,0.21743090311950256,-0.5012266666666667,-0.024248659992596774,0.02115428695439525,-4.440892098500626e-16,-0.024458272018461014,-0.04589322323287959,-0.0005026875860439511,0,0
72,0.20766439478357013,-0.47413333333333335,-0.024687930469368603,0.021488290750387162,0.0,-0.02595874301094618,-0.04706896811290784,0.000484724162418973,0,0
73,0.1874566524699967,-0.5012266666666667,-0.025395235613478728,0.021078073383685614,-8.881784197001252e-16,-0.021800080867669682,-0.042614092622152544,-0.0004045368261728216,0,0
74,0.17701541849235572,-0.47413333333333335,-0.025663270280817024,0.021619933370321975,3.3306690738754696e-16,-0.02256778789331793,-0.04341598813376546,0.000352025126570496,0,0
75,0.15592075284740697,-0.5012266666666667,-0.02593766271817903,0.020855729019417346,2.220446049250313e-16,-0.01852668716028453,-0.03870278771182395,-0.0003112702113318294,0,0
76,0.14526732118009925,-0.47413333333333335,-0.02594402048820274,0.021539468348021396,6.106226635438361e-16,-0.018674496021762164,-0.03913762086815564,0.0002653308299218893,0,0
77,0.12422118008598422,-0.5012266666666667,-0.02560185004794062,0.020646049656713013,1.249000902703301e-16,-0.014751632463317229,-0.034410997519178615,-0.0002327441710272271,0,0
78,0.11382847065917695,-0.47413333333333335,-0.025253321837654788,0.021428970788317764,3.885780586188048e-16,-0.014345646106092649,-0.034470536184209644,0.0002126116818500362,0,0
79,0.09376521969627272,-0.5012266666666667,-0.024124690297555654,0.020553600526567184,6.661338147750939e-16,-0.010491689246933415,-0.029832819478202544,-0.0001667418779227603,0,0
80,0.08409467816017575,-0.47413333333333335,-0.02334458696774235,0.021415131566434598,-1.5543122344752192e-15,-0.009579775512169018,-0.029520932133098587,0.00018309646510079186,0,0
81,0.06590368880322851,-0.5012266666666667,-0.021319851918052787,0.020636098560293692,5.551115123125783e-16,-0.005761350358886076,-0.025015854596469378,-0.00010653866602001669,0,0
82,0.057383240982378216,-0.47413333333333335,-0.020075220198176525,0.021565930246969067,6.661338147750939e-16,-0.004391253174168565,-0.02435300036500143,0.0001667306755364327,0,0
83,0.04186667943867567,-0.5012266666666667,-0.017152242954226425,0.020904906405698753,-1.1102230246251565e-15,-0.0006102934075373994,-0.020002146688254063,-4.277580221291946e-5,0,0
84,0.034870565715823414,-0.47413333333333335,-0.01547389743015259,0.02189937441894707,3.3306690738754696e-15,0.0011669303476644901,-0.019023509132115146,0.00015316071488951158,0,0
85,0.022706923852331116,-0.5012266666666667,-0.01177605937217759,0.021337594907443247,-2.220446049250313e-16,0.0048862166125805545,-0.014831222180733628,3.567922824032274e-5,0,0
86,0.017539395711691073,-0.47413333333333335,-0.009756566838276429,0.022409344680285548,3.774758283725532e-15,0.00702796389717248,-0.013583209142010721,0.00013413449436676383,0,0
87,0.009255828367759154,-0.5012266666666667,-0.00550208328067262,0.021903828907735123,-1.9984014443252818e-15,0.010673515775961366,-0.009518609634428854,0.0001299571410146201,0,0
88,0.0061397891644672745,-0.47413333333333335,-0.0032670922569699745,0.02310354519598201,2.220446049250313e-15,0.013169569225103872,-0.008055484998170437,0.0001154693824592691,0,0
89,0.002094133030628812,-0.5012266666666667,0.0013047935426423762,0.0225834056388452,-2.220446049250313e-15,0.01678621591179647,-0.004003583966425639,0.0002130766859675913,0,0
90,0.0011645161000822292,-0.47413333333333335,0.0036416883185520802,0.02401236778049043,0.0,0.0196899664885986,-0.0023678361494570144,0.00011687939522701807,0,0
91,0.0028023845448265266,-0.5012266666666667,0.010303982286744397,0.023922599013013857,1.9984014443252818e-15,0.025406682784679478,0.0033751265616235315,0.000238275969029568,0,0
92,0.0015186418571810864,-0.47413333333333335,0.008141282690603092,0.024445408140546965,2.6645352591003757e-15,0.024168921117529215,0.0017261500076490854,1.635534491591442e-5,0,0
93,0.010940737662654765,-0.5012266666666667,0.01590671918215479,0.02482500122268716,-2.4424906541753444e-15,0.0318442877173801,0.008969206470102797,0.0002122589475246628,0,0
94,0.007513432447563366,-0.47413333333333335,0.014186700532520247,0.02554068291325695,-1.9984014443252818e-15,0.03095163594355354,0.007479458867370337,-4.196319809637167e-5,0,0
95,0.025207693934548178,-0.5012266666666667,0.01999923729057282,0.025806240837574324,4.440892098500626e-16,0.038232000395636616,0.014418113509250485,0.00024401507829125563,0,0
96,0.01978786840614717,-0.47413333333333335,0.018812987561181077,0.026654783748484512,4.440892098500626e-16,0.037669803135936326,0.01313750817603232,-2.9438939588781465e-5,0,0
97,0.04497258153844913,-0.5012266666666667,0.022311985016010075,0.026833175815491717,3.3306690738754696e-16,0.0445987386541089,0.019777646525121484,0.00028788157904400744,0,0
98,0.03780005050069916,-0.47413333333333335,0.021748736017987318,0.027807136782319608,-1.3322676295501878e-15,0.04441945195775295,0.018772457196239767,-1.6140046038736616e-5,0,0
99,0.06936561310934715,-0.5012266666666667,0.022668067096630308,0.027849443434946553,1.1102230246251565e-16,0.050880042718848106,0.02502893732898248,0.0003394521201944972,0,0
100,0.060755362842773136,-0.47413333333333335,0.022771650555331566,0.028989021616202315,-1.887379141862766e-15,0.05117325715383283,0.02435702839803089,-1.1259060529417858e-5,0,0
101,0.09732289571495997,-0.5012266666666667,0.021079869580863816,0.028790788860355798,-4.440892098500626e-16,0.05698455023872609,0.0301293197889268,0.00040040078475399657,0,0
102,0.08764937954544057,-0.47413333333333335,0.021822176609396435,0.03016655103407989,8.326672684688674e-17,0.057853535604492905,0.029834596338319364,-1.9633459637409534e-5,0,0
103,0.12763497138883584,-0.5012266666666667,0.01777448117266449,0.029604363239769282,-1.0547118733938987e-15,0.06283517189656143,0.035033346462716775,0.00047536405624751255,0,0
104,0.11731569163665762,-0.47413333333333335,0.019056021862497843,0.03130979589751426,6.661338147750939e-16,0.06438402081979701,0.03514157362495193,-4.858401887773006e-5,0,0
105,0.15899680248256276,-0.5012266666666667,0.013147253724746042,0.030248003466813222,-1.3322676295501878e-15,0.06836508976785653,0.03968835719963815,0.000571253063894453,0,0
106,0.1484755268117884,-0.47413333333333335,0.014820097103788588,0.03240378273629141,1.3322676295501878e-15,0.07069876902067254,0.04020505952123454,-0.0001098177633236247,0,0
107,0.19005958855602617,-0.5012266666666667,0.007678203210788534,0.03066080955076156,-6.661338147750939e-16,0.07344196597133333,0.043988100933019414,0.0006940922641933273,0,0
108,0.17978883335468165,-0.47413333333333335,0.009576306778246016,0.03342675870237577,8.881784197001252e-16,0.07667993768837392,0.04490334122667716,-0.00021893214748949785,0,0
109,0.21948544249673846,-0.5012266666666667,0.0018567379730955562,0.030698803385623252,-1.3322676295501878e-15,0.07767143497313224,0.04764579627665122,0.0008385176243960943,0,0
110,0.2099078931270546,-0.47413333333333335,0.0038184188082133045,0.03427893673259197,-4.440892098500626e-16,0.08197974247387046,0.04896405759332234,-0.0003905793213938094,0,0
111,0.2460045117257057,-0.5012266666666667,-0.0038568953389867197,0.03002488576317175,-1.9984014443252818e-15,0.0799846075883247,0.049910585760290394,0.0009622152332488323,0,0
112,0.237533751796064,-0.47413333333333335,-0.0019809191005044557,0.034626056737012245,-2.886579864025407e-15,0.0856479268077271,0.05176037196422589,-0.0006213176886330218,0,0
113,0.268471720290156,-0.5012266666666667,-0.009035927332629166,0.02792235692041989,1.1102230246251565e-15,0.07788477649593788,0.04904159766337601,0.0009501663951176284,0,0
114,0.26147349597275166,-0.47413333333333335,-0.007384399455049075,0.033590724712579734,-1.9984014443252818e-15,0.0854459753124343,0.05195109542055554,-0.0008472521719121509,0,0
115,0.28591861144426167,-0.5012266666666667,-0.013282881300637338,0.022943952927731992,0.0,0.06650503798898436,0.04176149217517011,0.0006632869420868381,0,0
116,0.280694278025911,-0.47413333333333335,-0.011985168255423298,0.02931658268191728,-3.3306690738754696e-15,0.07685909732257334,0.04693489241534787,-0.0008882461996453234,0,0
117,0.2975959164356956,-0.5012266666666667,-0.0162438625948937,0.013246263871959263,3.774758283725532e-15,0.04041299422027953,0.024695183124545217,0.00024091662833788594,0,0
118,0.294369430649154,-0.47413333333333335,-0.01541222847037254,0.01941759926541531,2.4424906541753444e-15,0.05353313747840846,0.03283502348904199,-0.0005500291899580914,0,0
119,0.30300433573500773,-0.5012266666666667,-0.01764899842872852,0.003452007390084333,2.886579864025407e-15,0.01157802102548003,0.005334347390824501,0.0001052183790758391,1,0
120,0.3019133689786225,-0.47413333333333335,-0.01736224757407169,0.006401406162232837,2.4424906541753444e-15,0.019189298171487245,0.011028392199285975,-5.6878076413665116e-5,0,0
121,0.30297290962958634,-0.4199466666666667,-0.018048304958273784,0.004988265752962295,-1.5543122344752192e-15,-0.005539715695872701,-0.009185922313000194,0.0005190698450428365,0,1
122,0.30185051676777963,-0.39285333333333333,-0.018160860633162218,0.007190455684845221,-3.552713678800501e-15,-0.010256799306103558,-0.015279244590670427,0.0020309727713157463,0,0
123,0.2974112652741312,-0.4199466666666667,-0.018590078058503712,0.01358091162749453,-2.886579864025407e-15,-0.019094834461336536,-0.031430477041218596,0.000309712831630872,0,0
124,0.2940944066422895,-0.39285333333333333,-0.018906739808956765,0.015639120254861805,4.6629367034256575e-15,-0.025826220383721656,-0.03930992276641354,0.002145414610837934,0,0
125,0.2854145277597574,-0.4199466666666667,-0.019687871800114446,0.020461558560762372,1.1102230246251565e-15,-0.030870786351412292,-0.05017655729564452,-0.00037571177683101004,0,0
126,0.2800515075090671,-0.39285333333333333,-0.020152342040819074,0.020997509934286063,-3.3306690738754696e-15,-0.03553834817036896,-0.05442761683770492,0.001650822902227636,0,0
127,0.26751806681517887,-0.4199466666666667,-0.02115324363305271,0.024068166563634863,-4.218847493575595e-15,-0.03513132301243891,-0.05803016271272843,-0.0005993707032277973,0,0
128,0.260347646371981,-0.39285333333333333,-0.021689674984581714,0.02387495268929407,-4.440892098500626e-16,-0.037896849276089176,-0.05971499202033881,0.0011243102341331815,0,0
129,0.24451728777100037,-0.4199466666666667,-0.02275386739601546,0.025493473266456457,-1.3322676295501878e-15,-0.03453369604035177,-0.05875302651633696,-0.0005890943236450813,0,0
130,0.2358573496132177,-0.39285333333333333,-0.023281628455920203,0.02525701267205016,-2.4424906541753444e-15,-0.03606385273767663,-0.0592822262100523,0.0007482621592999963,0,0
131,0.21743090311950256,-0.4199466666666667,-0.024248659992596774,0.025746949462325697,8.881784197001252e-16,-0.03154696793302913,-0.055869708510316585,-0.0005077702091627473,0,0
132,0.20766439478357013,-0.39285333333333333,-0.024687930469368603,0.02570729185311138,0.0,-0.03227534940216943,-0.055926779323653864,0.0005055023509742268,0,0
133,0.1874566524699967,-0.4199466666666667,-0.025395235613478728,0.02545285177092904,1.3322676295501878e-15,-0.027485806806005642,-0.05135862598492347,-0.0004114967963857463,0,0
134,0.17701541849235572,-0.39285333333333333,-0.025663270280817024,0.025617774280689565,-2.4424906541753444e-15,-0.02763165452313706,-0.05115796004842832,0.0003520951394888061,0,0
135,0.15592075284740697,-0.4199466666666667,-0.02593766271817903,0.024959184608890572,-5.551115123125783e-16,-0.022903592605136334,-0.04614523734968534,-0.000321964961694135,0,0
136,0.14526732118009925,-0.39285333333333333,-0.02594402048820274,0.02528687996316331,5.273559366969494e-16,-0.022560169807401623,-0.04571703945557043,0.00025782152591348473,0,0
137,0.12422118008598422,-0.4199466666666667,-0.02560185004794062,0.024474069318645285,4.163336342344337e-17,-0.01796162689141009,-0.0406072433383984,-0.0002449061801053712,0,0
138,0.11382847065917695,-0.39285333333333333,-0.025253321837654788,0.02493499172443414,-1.3877787807814457e-16,-0.017164771671486948,-0.03993515451895693,0.00020325971397940068,0,0
139,0.09376521969627272,-0.4199466666666667,-0.024124690297555654,0.02412824009966802,-2.220446049250313e-16,-0.01266840557976182,-0.034881236526729476,-0.0001777596111375776,0,0
140,0.08409467816017575,-0.39285333333333333,-0.02334458696774235,0.024708532711079312,-9.992007221626409e-16,-0.01143986282461986,-0.03395287398689162,0.00017456830332032713,0,0
141,0.06590368880322851,-0.4199466666666667,-0.021319851918052787,0.023992118042499566,-3.3306690738754696e-16,-0.007013104978351065,-0.029019422944091655,-0.0001144488305538996,0,0
142,0.057383240982378216,-0.39285333333333333,-0.020075220198176525,0.024684121856390906,-1.1102230246251565e-15,-0.005382001098779654,-0.027839764871053774,0.0001606084236256966,0,0
143,0.04186667943867567,-0.4199466666666667,-0.017152242954226425,0.02408296240881369,-3.552713678800501e-15,-0.0010189566477442212,-0.02305453959040693,-4.653392861258404e-5,0,0
144,0.034870565715823414,-0.39285333333333333,-0.01547389743015259,0.024882407892487635,1.5543122344752192e-15,0.0009763309944381339,-0.0216449660975504,0.00015096067492262333,0,0
145,0.022706923852331116,-0.4199466666666667,-0.01177605937217759,0.024380942520420223,-4.6629367034256575e-15,0.005264132784789567,-0.01701056976142179,3.5759609598541575e-5,0,0
146,0.017539395711691073,-0.39285333333333333,-0.009756566838276429,0.025297609593521564,-1.9984014443252818e-15,0.007590884586538093,-0.01540391128032037,0.00013793067270913457,0,0
147,0.009255828367759154,-0.4199466666666667,-0.00550208328067262,0.02485715357736451,6.661338147750939e-16,0.011810324095208748,-0.010880264179547794,0.00013143175742323654,0,0
148,0.0061397891644672745,-0.39285333333333333,-0.0032670922569699745,0.025939469590406494,-3.774758283725532e-15,0.014468744216187766,-0.009117186898793816,0.00012717049421204392,0,0
149,0.002094133030628812,-0.4199466666666667,0.0013047935426423762,0.025492145623615237,1.1102230246251565e-14,0.01869431500511536,-0.00456646381344461,0.00020628918152083148,0,0
150,0.0011645161000822292,-0.39285333333333333,0.0036416883185520802,0.026843938166710934,-2.6645352591003757e-15,0.021751900277514134,-0.002676910057758164,0.0001285519210175133,0,0
151,0.0028023845448265266,-0.4199466666666667,0.010303982286744397,0.026880086259845948,2.220446049250313e-15,0.028420108171401483,0.0038653439245091015,0.00021873529348932774,0,0
152,0.0015186418571810864,-0.39285333333333333,0.008141282690603092,0.027269278821625775,0.0,0.02676091061931768,0.0019528359315958976,1.948835695030071e-5,0,0
153,0.010940737662654765,-0.4199466666666667,0.01590671918215479,0.027850573073098905,-6.661338147750939e-16,0.03574507504077917,0.010290124942311518,0.00019738866006422523,0,0
154,0.007513432447563366,-0.39285333333333333,0.014186700532520247,0.028435688641477164,3.552713678800501e-15,0.034380427080314885,0.008480015208501168,-3.2149848510999723e-5,0,0
155,0.025207693934548178,-0.4199466666666667,0.01999923729057282,0.028957752364857425,1.7763568394002505e-15,0.04311029987266349,0.016614689519322212,0.00023662833484936613,0,0
156,0.01978786840614717,-0.39285333333333333,0.018812987561181077,0.029669249887047,1.3322676295501878e-15,0.04199879226904221,0.014941023171254564,-1.7175689606512e-5,0,0
157,0.04497258153844913,-0.4199466666666667,0.022311985016010075,0.03017984750437508,1.1102230246251565e-15,0.05058915995607205,0.02292962534486187,0.0002864511002282355,0,0
158,0.03780005050069916,-0.39285333333333333,0.021748736017987318,0.031002080409338273,-2.886579864025407e-15,0.04975704323106164,0.021441987890225445,-3.0873199143126306e-6,0,0
159,0.06936561310934715,-0.4199466666666667,0.022668067096630308,0.03147613548417072,-3.3306690738754696e-16,0.058149024049528035,0.02923543750917612,0.0003414050999499124,0,0
160,0.060755362842773136,-0.39285333333333333,0.022771650555331566,0.03243690398681698,-1.887379141862766e-15,0.05765613019356575,0.027975714804250096,2.8342446272838773e-6,0,0
161,0.09732289571495997,-0.4199466666666667,0.021079869580863816,0.0327995811526364,5.551115123125783e-17,0.06571960061482293,0.035498766098028434,0.00040324862099300196,0,0
162,0.08764937954544057,-0.39285333333333333,0.021822176609396435,0.03394891801567762,4.718447854656915e-16,0.06563233723298016,0.03449593723221661,-3.831437513354685e-6,0,0
163,0.12763497138883584,-0.4199466666666667,0.01777448117266449,0.03410978393097491,-1.942890293094024e-15,0.07322690211440482,0.04167403091636546,0.00047641456706500745,0,0
