cell,x,y,z,rA,rB,phi_tr,phi_sigma_fw,err4a,is_te_upper,is_te_lower
286,0.1484755268117884,-0.2302933333333333,0.014820097103788588,0.043843536111142,-1.9984014443252818e-15,0.09578237724642145,0.05672226966952332,-1.8852900024728114e-5,0,0
287,0.19005958855602617,-0.25738666666666665,0.007678203210788534,0.0446396660466748,3.3306690738754696e-15,0.10544131446626959,0.06570561971201339,0.0006531147694014,0,0
288,0.17978883335468165,-0.2302933333333333,0.009576306778246016,0.04584592503374174,2.220446049250313e-16,0.10469298335096373,0.06397549181412321,-0.00010821960637186212,0,0
289,0.21948544249673846,-0.25738666666666665,0.0018567379730955562,0.04568036833870481,1.5543122344752192e-15,0.11212637522072086,0.07168970417056153,0.0007777467876056293,0,0
290,0.2099078931270546,-0.2302933333333333,0.0038184188082133045,0.04748699039884818,-3.3306690738754696e-15,0.11220536286805838,0.07022924567036393,-0.00026060139695861795,0,0
291,0.2460045117257057,-0.25738666666666665,-0.0038568953389867197,0.04540764294590072,1.3322676295501878e-15,0.11497373932877074,0.07517129704911207,0.0008969167124921879,0,0
292,0.237533751796064,-0.2302933333333333,-0.0019809191005044557,0.04816634635458228,3.1086244689504383e-15,0.11664037866196153,0.0743943856378062,-0.0004919165378633045,0,0
293,0.268471720290156,-0.25738666666666665,-0.009035927332629166,0.04251715782940302,1.9984014443252818e-15,0.10999006134141733,0.07344354886223114,0.0009218993083532079,0,0
294,0.26147349597275166,-0.2302933333333333,-0.007384399455049075,0.04664029668449565,0.0,0.114715060380294,0.07440872034010759,-0.0007750324093899474,0,0
295,0.28591861144426167,-0.25738666666666665,-0.013282881300637338,0.03475403188809101,-4.6629367034256575e-15,0.09029772300412894,0.06185924721450875,0.0007060757839698617,0,0
296,0.280694278025911,-0.2302933333333333,-0.011985168255423298,0.040552469303454464,-5.995204332975845e-15,0.10047508910768274,0.06663375816241235,-0.000944300839931328,0,0
297,0.2975959164356956,-0.25738666666666665,-0.0162438625948937,0.019868310108085874,2.220446049250313e-16,0.04928216647128205,0.036016573201705926,0.00031337252563187756,0,0
298,0.294369430649154,-0.2302933333333333,-0.01541222847037254,0.02692486543237016,-2.220446049250313e-16,0.06596769675518467,0.046039466882045854,-0.0007095445018707736,0,0
299,0.30300433573500773,-0.25738666666666665,-0.01764899842872852,0.005350522330053842,4.440892098500626e-16,0.006054966075849301,0.007466472616205699,0.0001808402974031063,1,0
300,0.3019133689786225,-0.2302933333333333,-0.01736224757407169,0.009123603490219123,-1.3322676295501878e-15,0.017104034077182747,0.015131227140092962,-0.00019306560234301322,0,0
301,0.30297290962958634,-0.17610666666666666,-0.018048304958273784,0.00648502561453923,-7.105427357601002e-15,-0.013500132115950766,-0.011724500745712518,0.0006835321197124333,0,1
302,0.30185051676777963,-0.14901333333333333,-0.018160860633162218,0.009133199717969553,2.220446049250313e-15,-0.018350383432514057,-0.018987881419142427,0.002435063457197059,0,0
303,0.2974112652741312,-0.17610666666666666,-0.018590078058503712,0.01736667598139574,1.3322676295501878e-15,-0.0304643399481293,-0.03978762638826483,0.00045764240883787444,0,0
304,0.2940944066422895,-0.14901333333333333,-0.018906739808956765,0.019748915888310403,0.0,-0.03717826938230333,-0.048682104120400416,0.0026167926755914644,0,0
305,0.2854145277597574,-0.17610666666666666,-0.019687871800114446,0.02621547617491582,4.6629367034256575e-15,-0.04533526811205983,-0.06392289774006099,-0.0003585910579071844,0,0
306,0.2800515075090671,-0.14901333333333333,-0.020152342040819074,0.026699078995999104,-2.220446049250313e-16,-0.048928897348643856,-0.06782090225810111,0.002006915783802646,0,0
307,0.26751806681517887,-0.17610666666666666,-0.02115324363305271,0.031000293573296922,1.3322676295501878e-15,-0.05062209274753558,-0.07452673042392499,-0.0005889275520483961,0,0
308,0.260347646371981,-0.14901333333333333,-0.021689674984581714,0.03050129664289969,3.1086244689504383e-15,-0.051670225682899154,-0.07492718978285651,0.0013156644342773305,0,0
309,0.24451728777100037,-0.17610666666666666,-0.02275386739601546,0.033027827548547384,0.0,-0.049458194729253335,-0.07597514289454921,-0.0005381898324028078,0,0
310,0.2358573496132177,-0.14901333333333333,-0.023281628455920203,0.032304145206484725,-3.3306690738754696e-15,-0.04908233164341584,-0.0747559793616257,0.0008161849042127578,0,0
311,0.21743090311950256,-0.17610666666666666,-0.024248659992596774,0.033481871587691225,1.3322676295501878e-15,-0.04497523057990053,-0.07253088702898702,-0.00043593029054933563,0,0
312,0.20766439478357013,-0.14901333333333333,-0.024687930469368603,0.03283269058214089,1.3322676295501878e-15,-0.04386886738025596,-0.07067654737895246,0.0005063963693033857,0,0
313,0.1874566524699967,-0.17610666666666666,-0.025395235613478728,0.03311616753283109,1.3322676295501878e-15,-0.03895973151666885,-0.06669373719314597,-0.00034270637691084793,0,0
314,0.17701541849235572,-0.14901333333333333,-0.025663270280817024,0.03260912393796045,8.881784197001252e-16,-0.03746489351359678,-0.06460587351040059,0.00032414692408655466,0,0
315,0.15592075284740697,-0.17610666666666666,-0.02593766271817903,0.03238886295600063,-8.881784197001252e-16,-0.03226095459832785,-0.05974583306655029,-0.00026590923002556277,0,0
316,0.14526732118009925,-0.14901333333333333,-0.02594402048820274,0.0320330677859339,5.551115123125783e-16,-0.030512529868626938,-0.057562255634358434,0.00022056483357497936,0,0
317,0.12422118008598422,-0.17610666666666666,-0.02560185004794062,0.031599423823464645,-2.0816681711721685e-17,-0.025204299037160118,-0.05230010947967547,-0.00020107299976899334,0,0
318,0.11382847065917695,-0.14901333333333333,-0.025253321837654788,0.0314005505696551,-1.6653345369377348e-16,-0.02323729172100528,-0.05005675022252851,0.00016552007736176516,0,0
319,0.09376521969627272,-0.17610666666666666,-0.024124690297555654,0.030945220526967687,-3.885780586188048e-16,-0.017875550616042353,-0.044637100047053846,-0.00014197210546141453,0,0
320,0.08409467816017575,-0.14901333333333333,-0.02334458696774235,0.030908718279020864,-2.220446049250313e-16,-0.015693957045969657,-0.04233967591015464,0.00014049326919664262,0,0
321,0.06590368880322851,-0.17610666666666666,-0.021319851918052787,0.030537399831043976,-2.7755575615628914e-15,-0.010292269498955344,-0.0368885263325599,-8.271773326337661e-5,0,0
322,0.057383240982378216,-0.14901333333333333,-0.020075220198176525,0.03066239186184294,0.0,-0.007904034119753833,-0.03454117339313956,0.0001331585039340416,0,0
323,0.04186667943867567,-0.17610666666666666,-0.017152242954226425,0.030413270158054173,2.886579864025407e-15,-0.0024801333063687197,-0.029123344344577973,-1.728631483318907e-5,0,0
324,0.034870565715823414,-0.14901333333333333,-0.01547389743015259,0.030693944276237506,-3.552713678800501e-15,9.650459984051414e-5,-0.026736175389405092,0.00013451898475564522,0,0
325,0.022706923852331116,-0.17610666666666666,-0.01177605937217759,0.03056192303614691,2.220446049250313e-15,0.005526712274186966,-0.02137179926232835,5.9656021930358516e-5,0,0
326,0.017539395711691073,-0.14901333333333333,-0.009756566838276429,0.031001549369926718,2.6645352591003757e-15,0.008278732202366757,-0.018959129420448972,0.00014001735081750621,0,0
327,0.009255828367759154,-0.17610666666666666,-0.00550208328067262,0.030962333962507138,-1.3322676295501878e-15,0.013739817575770842,-0.013607852880490823,0.0001414050715980615,0,0
328,0.0061397891644672745,-0.14901333333333333,-0.0032670922569699745,0.031602343891313334,-2.220446049250313e-15,0.01668932274591269,-0.011186975351059836,0.0001547361176628126,0,0
329,0.002094133030628812,-0.17610666666666666,0.0013047935426423762,0.03160495390389162,5.329070518200751e-15,0.02230350270867222,-0.005682424393102181,0.00017588785263500384,0,0
330,0.0011645161000822292,-0.14901333333333333,0.0036416883185520802,0.032549961761846546,-4.884981308350689e-15,0.025545011808915996,-0.003260897503399196,0.00015690434010065535,0,0
331,0.0028023845448265266,-0.17610666666666666,0.010303982286744397,0.03322378828509409,3.552713678800501e-15,0.034388438656024437,0.004865208183851166,0.00013718131293869243,0,0
332,0.0015186418571810864,-0.14901333333333333,0.008141282690603092,0.032988872512805134,-2.220446049250313e-15,0.031631964280241946,0.002427402954323199,3.359640838605793e-5,0,0
333,0.010940737662654765,-0.17610666666666666,0.01590671918215479,0.03441941966640227,-2.6645352591003757e-15,0.04355135136782378,0.012943774565654653,0.00012952682707784852,0,0
334,0.007513432447563366,-0.14901333333333333,0.014186700532520247,0.03433564327900407,-8.881784197001252e-16,0.040920194670413836,0.01046854994773505,1.0720848247752074e-5,0,0
335,0.025207693934548178,-0.17610666666666666,0.01999923729057282,0.035856801574654096,-8.881784197001252e-16,0.05286948396907663,0.02097774389926732,0.0001872365292516151,0,0
336,0.01978786840614717,-0.14901333333333333,0.018812987561181077,0.03583317244369044,0.0,0.05027736089363523,0.018472935326492967,3.554077774229475e-5,0,0
337,0.04497258153844913,-0.17610666666666666,0.022311985016010075,0.037524038715011754,2.4424906541753444e-15,0.06246799733336981,0.029105303807089644,0.00025184056930268456,0,0
338,0.03780005050069916,-0.14901333333333333,0.021748736017987318,0.03753079190877928,2.220446049250313e-16,0.05990445118902952,0.02659357097443915,5.4406973256010405e-5,0,0
339,0.06936561310934715,-0.17610666666666666,0.022668067096630308,0.03938144819412437,1.2212453270876722e-15,0.07231673086416567,0.037337536776728575,0.0003152089108766423,0,0
340,0.060755362842773136,-0.14901333333333333,0.022771650555331566,0.03943202562365733,2.220446049250313e-16,0.069813116303999,0.03484028254336535,6.652776696256663e-5,0,0
341,0.09732289571495997,-0.17610666666666666,0.021079869580863816,0.04136794889923587,-1.3877787807814457e-16,0.08229905116897993,0.04562119022555655,0.00037970023788590906,0,0
342,0.08764937954544057,-0.14901333333333333,0.021822176609396435,0.041496157305341064,-4.996003610813204e-16,0.07990442030726214,0.043157248626071676,6.869197839045466e-5,0,0
343,0.12763497138883584,-0.17610666666666666,0.01777448117266449,0.04340922065387426,1.5543122344752192e-15,0.09223724123600491,0.05385552037464214,0.0004501338635439084,0,0
344,0.11731569163665762,-0.14901333333333333,0.019056021862497843,0.04366501352119628,1.6653345369377348e-16,0.0900124750097013,0.05143957702288962,5.393373403049517e-5,0,0
345,0.15899680248256276,-0.17610666666666666,0.013147253724746042,0.04539632595463172,9.992007221626409e-16,0.10184725199229108,0.06186700325384198,0.0005329462683424102,0,0
346,0.1484755268117884,-0.14901333333333333,0.014820097103788588,0.045860209394815166,-5.551115123125783e-16,0.09988749472796682,0.059517833682368626,1.1431577059455023e-5,0,0
347,0.19005958855602617,-0.17610666666666666,0.007678203210788534,0.0471252832472937,2.220446049250313e-15,0.11058968972698742,0.06931815450224699,0.0006351798324542857,0,0
348,0.17978883335468165,-0.14901333333333333,0.009576306778246016,0.047940550849406516,1.1102230246251565e-16,0.10908716999730923,0.06708955178500575,-7.474075090213583e-5,0,0
349,0.21948544249673846,-0.17610666666666666,0.0018567379730955562,0.048193400566150624,2.220446049250313e-16,0.11737118370756025,0.07550905497145544,0.0007588201557540419,0,0
350,0.2099078931270546,-0.14901333333333333,0.0038184188082133045,0.04960867842125438,-2.220446049250313e-15,0.1167353708883261,0.07356783820690427,-0.0002261982955665126,0,0
351,0.2460045117257057,-0.17610666666666666,-0.0038568953389867197,0.04784289822892407,1.7763568394002505e-15,0.12001732269482149,0.07900330405524536,0.0008823600617727245,0,0
352,0.237533751796064,-0.14901333333333333,-0.0019809191005044557,0.05023873083022434,5.995204332975845e-15,0.12108165505690008,0.07780946476457395,-0.00046286088782637735,0,0
353,0.268471720290156,-0.17610666666666666,-0.009035927332629166,0.04471260487719819,-1.7763568394002505e-15,0.11439339005124909,0.07699624226934088,0.000919837923256811,0,0
354,0.26147349597275166,-0.14901333333333333,-0.007384399455049075,0.04855484799315679,2.886579864025407e-15,0.11874307265101187,0.07767506056328344,-0.0007625241154406992,0,0
355,0.28591861144426167,-0.17610666666666666,-0.013282881300637338,0.036465177304306984,6.661338147750939e-16,0.09340493165551353,0.0646918678166013,0.0007187145514292448,0,0
356,0.280694278025911,-0.14901333333333333,-0.011985168255423298,0.04215071587394004,4.6629367034256575e-15,0.1036091622827672,0.0694128947127306,-0.0009581584976452451,0,0
357,0.2975959164356956,-0.17610666666666666,-0.0162438625948937,0.020813539158425653,2.4424906541753444e-15,0.05029436768353174,0.03757240932307182,0.0003289359285504473,0,0
358,0.294369430649154,-0.14901333333333333,-0.01541222847037254,0.027976933628129697,-1.9984014443252818e-15,0.06752554069622203,0.047859817340305755,-0.0007411484215841396,0,0
359,0.30300433573500773,-0.17610666666666666,-0.01764899842872852,0.005634078377132923,-1.1102230246251565e-15,0.005104641293433243,0.007739705337878711,0.0001942354320062286,1,0
360,0.3019133689786225,-0.14901333333333333,-0.01736224757407169,0.009511564682283202,1.3322676295501878e-15,0.016680957717343833,0.01568062162758621,-0.00021957791637141483,0,0
361,0.30297290962958634,-0.09482666666666667,-0.018048304958273784,0.006684293199586966,-3.552713678800501e-15,-0.014592075653011558,-0.012057467043959269,0.0007067766955679202,0,1
362,0.30185051676777963,-0.06773333333333334,-0.018160860633162218,0.0093808378153728,2.4424906541753444e-15,-0.019412115734334424,-0.019452250967056495,0.0024817046566103923,0,0
363,0.2974112652741312,-0.09482666666666667,-0.018590078058503712,0.0178602319382839,3.3306690738754696e-15,-0.03201208900101979,-0.04087157338982661,0.00048084318453114894,0,0
364,0.2940944066422895,-0.06773333333333334,-0.018906739808956765,0.020269737018532963,1.7763568394002505e-15,-0.038645736927514496,-0.04984842460221972,0.002671570133806034,0,0
365,0.2854145277597574,-0.09482666666666667,-0.019687871800114446,0.026967921573854747,-1.7763568394002505e-15,-0.047322583807122995,-0.06572038350045761,-0.00034877802639946,0,0
366,0.2800515075090671,-0.06773333333333334,-0.020152342040819074,0.027429689797621393,-1.5543122344752192e-15,-0.050664971037211626,-0.06949960829214086,0.0020457078650139016,0,0
367,0.26751806681517887,-0.09482666666666667,-0.02115324363305271,0.031920008390441845,-1.5543122344752192e-15,-0.05279864084111668,-0.07671944520393525,-0.0005761618558788317,0,0
368,0.260347646371981,-0.06773333333333334,-0.021689674984581714,0.03136240616175168,8.881784197001252e-16,-0.05348586172969204,-0.07685972668307128,0.0013311571169191683,0,0
369,0.24451728777100037,-0.09482666666666667,-0.02275386739601546,0.03405029698017148,2.220446049250313e-15,-0.051621712547213136,-0.0783174947600882,-0.0005167455664551179,0,0
370,0.2358573496132177,-0.06773333333333334,-0.023281628455920203,0.033233645702416714,-4.884981308350689e-15,-0.05084221277897861,-0.07675640955211294,0.0008139041728780216,0,0
371,0.21743090311950256,-0.09482666666666667,-0.024248659992596774,0.03455976929731186,-4.440892098500626e-16,-0.04699465789995215,-0.07485920422857384,-0.00040969203450094693,0,0
372,0.20766439478357013,-0.06773333333333334,-0.024687930469368603,0.033787335839744026,1.4432899320127035e-15,-0.0454837980967136,-0.07262176631779016,0.0004946818469786507,0,0
373,0.1874566524699967,-0.09482666666666667,-0.025395235613478728,0.03421306461967555,-6.661338147750939e-16,-0.04075391169950584,-0.06889794657260406,-0.00031643260022083675,0,0
374,0.17701541849235572,-0.06773333333333334,-0.025663270280817024,0.03356073285803085,-4.440892098500626e-16,-0.03887931774551087,-0.0664163925820408,0.00030891810372250805,0,0
375,0.15592075284740697,-0.09482666666666667,-0.02593766271817903,0.033478887561020465,-7.216449660063518e-16,-0.03378261792952099,-0.061753113571878904,-0.00024209114191570125,0,0
376,0.14526732118009925,-0.06773333333333334,-0.02594402048820274,0.03296520716031981,-3.0531133177191805e-16,-0.03169468325099504,-0.05918857066927746,0.00020484612299168786,0,0
377,0.12422118008598422,-0.09482666666666667,-0.02560185004794062,0.032667514818813866,-7.840950111415168e-16,-0.02642927053687324,-0.05406553505583102,-0.00018026981508988127,0,0
378,0.11382847065917695,-0.06773333333333334,-0.025253321837654788,0.03230611534664421,-3.3306690738754696e-16,-0.024171778071509394,-0.05147056437394701,0.00015056978495529144,0,0
379,0.09376521969627272,-0.09482666666666667,-0.024124690297555654,0.031985833701179245,-1.6653345369377348e-16,-0.01879513702053903,-0.04613674615467028,-0.0001238431978412627,0,0
380,0.08409467816017575,-0.06773333333333334,-0.02334458696774235,0.03178746844939462,4.440892098500626e-16,-0.016376474062787638,-0.04352783521918113,0.00012684981857956357,0,0
381,0.06590368880322851,-0.09482666666666667,-0.021319851918052787,0.031551890393143656,-7.771561172376096e-16,-0.010907951618530322,-0.03811361236088451,-6.68421583133183e-5,0,0
382,0.057383240982378216,-0.06773333333333334,-0.020075220198176525,0.03151831385292736,2.4424906541753444e-15,-0.008337627419434059,-0.03550087736932861,0.00012137599026881135,0,0
383,0.04186667943867567,-0.09482666666666667,-0.017152242954226425,0.03140718270694509,4.440892098500626e-15,-0.0027995391985203423,-0.03007507282721633,-3.85629324679837e-6,0,0
384,0.034870565715823414,-0.06773333333333334,-0.01547389743015259,0.03153294828936182,-7.993605777301127e-15,-9.543310194052443e-5,-0.02747069593080309,0.0001258549967655953,0,0
385,0.022706923852331116,-0.09482666666666667,-0.01177605937217759,0.03154343162383233,-1.9984014443252818e-15,0.005493698321882026,-0.02205682277318055,6.911740984097414e-5,0,0
386,0.017539395711691073,-0.06773333333333334,-0.009756566838276429,0.03183009223200095,-6.661338147750939e-16,0.008320338578071637,-0.019473675840781635,0.00013686926156692564,0,0
387,0.009255828367759154,-0.09482666666666667,-0.00550208328067262,0.03194219902072226,-3.552713678800501e-15,0.013985766148990247,-0.014033869258732956,0.00014391137167000384,0,0
388,0.0061397891644672745,-0.06773333333333334,-0.0032670922569699745,0.03242787196082131,-1.3322676295501878e-15,0.01695981797242968,-0.011485029956470383,0.00015925543828860383,0,0
389,0.002094133030628812,-0.09482666666666667,0.0013047935426423762,0.0325966684323582,5.329070518200751e-15,0.022829682033470255,-0.0058520460479125624,0.00016457949738226882,0,0
390,0.0011645161000822292,-0.06773333333333334,0.0036416883185520802,0.03338325611213344,-8.881784197001252e-15,0.026048917187586427,-0.00334075604582873,0.00016225101948055473,0,0
391,0.0028023845448265266,-0.09482666666666667,0.010303982286744397,0.03426712061956261,8.881784197001252e-16,0.035302645804747027,0.005030009653264944,0.00010951413875060628,0,0
392,0.0015186418571810864,-0.06773333333333334,0.008141282690603092,0.03382443490702558,-4.440892098500626e-16,0.03229429302664518,0.0025029676120045252,3.8161729557655705e-5,0,0
393,0.010940737662654765,-0.09482666666666667,0.01590671918215479,0.03550597764874852,3.3306690738754696e-15,0.04476063412569106,0.013369348405279702,0.00010541270845053352,0,0
394,0.007513432447563366,-0.06773333333333334,0.014186700532520247,0.035197108718632686,4.218847493575595e-15,0.04182416991419582,0.010765055573948246,2.5011941677779287e-5,0,0
395,0.025207693934548178,-0.09482666666666667,0.01999923729057282,0.03699902303043201,-1.5543122344752192e-15,0.054383015363882806,0.021670108876368666,0.00016684542643664174,0,0
396,0.01978786840614717,-0.06773333333333334,0.018812987561181077,0.03673122466550072,-4.440892098500626e-16,0.05142708648496451,0.018991578862745273,5.2653199776243886e-5,0,0
397,0.04497258153844913,-0.09482666666666667,0.022311985016010075,0.03873493636569636,1.7763568394002505e-15,0.06429917570551875,0.03007481184342886,0.0002342566947896932,0,0
398,0.03780005050069916,-0.06773333333333334,0.021748736017987318,0.038478209459442025,-4.440892098500626e-16,0.061310172436652266,0.0273400640333199,7.265160901927248e-5,0,0
399,0.06936561310934715,-0.09482666666666667,0.022668067096630308,0.04067242712750385,-8.881784197001252e-16,0.07447410629764113,0.03859217377935187,0.0002989197698303053,0,0
400,0.060755362842773136,-0.06773333333333334,0.022771650555331566,0.040439779314087376,-1.9984014443252818e-15,0.07148336305283752,0.03582109520828525,8.615115221755065e-5,0,0
401,0.09732289571495997,-0.09482666666666667,0.021079869580863816,0.042745630231924875,-3.191891195797325e-16,0.08477829134695355,0.047161579236152065,0.0003633727981463761,0,0
402,0.08764937954544057,-0.06773333333333334,0.021822176609396435,0.042570578406086745,6.106226635438361e-16,0.08183917140551011,0.04437556375760793,9.030895678960316e-5,0,0
403,0.12763497138883584,-0.09482666666666667,0.01777448117266449,0.04487243859889811,-2.7755575615628914e-16,0.09501390142173295,0.055670041206279886,0.0004326119206740711,0,0
404,0.11731569163665762,-0.06773333333333334,0.019056021862497843,0.04480580476343972,-8.881784197001252e-16,0.09219713113444421,0.05289082463534797,7.81105633404569e-5,0,0
405,0.15899680248256276,-0.09482666666666667,0.013147253724746042,0.046933395080719365,-4.440892098500626e-16,0.10487022424795293,0.06392667923958295,0.000513286332101584,0,0
406,0.1484755268117884,-0.06773333333333334,0.014820097103788588,0.04705856734570457,2.1094237467877974e-15,0.10228757935915234,0.061185337975303455,3.859693881729659e-5,0,0
407,0.19005958855602617,-0.09482666666666667,0.007678203210788534,0.04871116752510163,-2.220446049250313e-15,0.11377486794140189,0.07157129240689564,0.0006131306846799411,0,0
408,0.17978883335468165,-0.06773333333333334,0.009576306778246016,0.049177410186658554,1.1102230246251565e-15,0.11164348535012002,0.06894002842969427,-4.4686886614464516e-5,0,0
409,0.21948544249673846,-0.09482666666666667,0.0018567379730955562,0.049786122573102665,1.3322676295501878e-15,0.12059369146660728,0.07787506479762962,0.0007359023190602332,0,0
410,0.2099078931270546,-0.06773333333333334,0.0038184188082133045,0.05085319245241515,3.774758283725532e-15,0.119358567478585,0.0755458703440186,-0.00019485682427129725,0,0
411,0.2460045117257057,-0.09482666666666667,-0.0038568953389867197,0.0493775259839091,2.6645352591003757e-15,0.12309778049176656,0.08136347436640645,0.000863152801252598,0,0
412,0.237533751796064,-0.06773333333333334,-0.0019809191005044557,0.05144678142334347,5.329070518200751e-15,0.12364354136293187,0.07982907962766062,-0.0004348831983550655,0,0
413,0.268471720290156,-0.09482666666666667,-0.009035927332629166,0.04608931855281151,-8.881784197001252e-16,0.11706834312619145,0.0791753392341108,0.0009112619543026057,0,0
414,0.26147349597275166,-0.06773333333333334,-0.007384399455049075,0.04966600608237126,0.0,0.12105911931260636,0.07960530278355415,-0.0007464042732390486,0,0
415,0.28591861144426167,-0.09482666666666667,-0.013282881300637338,0.037532530568288314,-2.220446049250313e-16,0.09527743722549138,0.06642511567162135,0.0007235933186821863,0,0
416,0.280694278025911,-0.06773333333333334,-0.011985168255423298,0.04307833498476987,-2.220446049250313e-16,0.10540385118140355,0.07105531290558353,-0.0009620264930631506,0,0
417,0.2975959164356956,-0.09482666666666667,-0.0162438625948937,0.021399923490105888,-1.1102230246251565e-15,0.05087930582561173,0.03852233888351009,0.00033890165096169683,0,0
418,0.294369430649154,-0.06773333333333334,-0.01541222847037254,0.028591824686255984,-2.4424906541753444e-15,0.06840079766861991,0.048936119804378286,-0.000760501200278263,0,0
419,0.30300433573500773,-0.09482666666666667,-0.01764899842872852,0.005810655564361333,2.6645352591003757e-15,0.004488704572654282,0.00790433103231214,0.00020345336490152667,1,0
420,0.3019133689786225,-0.06773333333333334,-0.01736224757407169,0.009741361708917928,2.4424906541753444e-15,0.016391401441926762,0.01600482240765877,-0.00023837150908264867,0,0
421,0.30297290962958634,-0.013546666666666667,-0.018048304958273784,0.006779189564852572,-1.7763568394002505e-15,-0.015165678847652898,-0.01221616555703342,0.0007198520292980796,0,1
422,0.30185051676777963,0.013546666666666667,-0.018160860633162218,0.009488577759559913,-3.3306690738754696e-15,-0.019914874622704838,-0.019649518307359948,0.002497939752753319,0,0
423,0.2974112652741312,-0.013546666666666667,-0.018590078058503712,0.018091245163478265,-2.220446049250313e-16,-0.03280625073018257,-0.04138561712156119,0.0004957793904363239,0,0
424,0.2940944066422895,0.013546666666666667,-0.018906739808956765,0.020492881233389326,-1.3322676295501878e-15,-0.0393007731443057,-0.05033203326893654,0.0026916274284496805,0,0
425,0.2854145277597574,-0.013546666666666667,-0.019687871800114446,0.02731262166479098,-2.4424906541753444e-15,-0.04832887682745626,-0.06656721532423981,-0.0003371118365652487,0,0
426,0.2800515075090671,0.013546666666666667,-0.020152342040819074,0.027740038522435118,4.440892098500626e-16,-0.05140795937317266,-0.07018274569312943,0.002056823565679447,0,0
427,0.26751806681517887,-0.013546666666666667,-0.02115324363305271,0.03233522273548317,2.4424906541753444e-15,-0.05389069817917429,-0.07774418432201124,-0.0005589947760513136,0,0
428,0.260347646371981,0.013546666666666667,-0.021689674984581714,0.03172095496920413,8.881784197001252e-16,-0.05424153295389557,-0.07763073512772345,0.00132866354035735,0,0
429,0.24451728777100037,-0.013546666666666667,-0.02275386739601546,0.034509856802149574,2.886579864025407e-15,-0.05269877932832491,-0.07940518595973511,-0.0004919539056130462,0,0
430,0.2358573496132177,0.013546666666666667,-0.023281628455920203,0.033609926604011964,-5.995204332975845e-15,-0.05155957114488808,-0.07753750953338501,0.0008011302543135812,0,0
431,0.21743090311950256,-0.013546666666666667,-0.024248659992596774,0.035044503221516976,-5.551115123125783e-16,-0.04799411867348099,-0.07593550300333274,-0.00038114833915381396,0,0
432,0.20766439478357013,0.013546666666666667,-0.024687930469368603,0.03416272501241935,-2.7755575615628914e-15,-0.04613105013146226,-0.07336548006110521,0.0004770830050038338,0,0
433,0.1874566524699967,-0.013546666666666667,-0.025395235613478728,0.03470710550298761,-1.2212453270876722e-15,-0.04163867055658853,-0.06991333347298623,-0.00028821601106557293,0,0
434,0.17701541849235572,0.013546666666666667,-0.025663270280817024,0.033925383961822986,2.220446049250313e-16,-0.03943870608864047,-0.06709578341043743,0.00029035713478670067,0,0
435,0.15592075284740697,-0.013546666666666667,-0.02593766271817903,0.0339704000370199,1.6653345369377348e-16,-0.03453204536667271,-0.06267492323081753,-0.00021635604006838005,0,0
436,0.14526732118009925,0.013546666666666667,-0.02594402048820274,0.033314887974958796,1.1102230246251565e-16,-0.032157969163541106,-0.05978946224222986,0.0001871208543893707,0,0
437,0.12422118008598422,-0.013546666666666667,-0.02560185004794062,0.03314943517335334,3.7470027081099033e-16,-0.027033591340413908,-0.05487372175804761,-0.0001575883548338708,0,0
438,0.11382847065917695,0.013546666666666667,-0.025253321837654788,0.03264021241711579,-4.996003610813204e-16,-0.02453679506684453,-0.05198668033506665,0.00013422519901191976,0,0
439,0.09376521969627272,-0.013546666666666667,-0.024124690297555654,0.032455515532346546,-1.6653345369377348e-16,-0.01925170978674001,-0.04682079175778692,-0.00010405875628737016,0,0
440,0.08409467816017575,0.013546666666666667,-0.02334458696774235,0.032107604006931134,-1.4432899320127035e-15,-0.016644788033670366,-0.043957843801433416,0.0001119993710226655,0,0
441,0.06590368880322851,-0.013546666666666667,-0.021319851918052787,0.0320099686377906,7.771561172376096e-16,-0.011218758463419085,-0.038669901996510214,-4.9768135502503696e-5,0,0
442,0.057383240982378216,0.013546666666666667,-0.020075220198176525,0.031827208065653645,-1.9984014443252818e-15,-0.008512980979740873,-0.03584637884135433,0.00010832024564209897,0,0
443,0.04186667943867567,-0.013546666666666667,-0.017152242954226425,0.03185639460335765,-6.661338147750939e-16,-0.002969301510876822,-0.03050463173114082,1.0082020821537002e-5,0,0
444,0.034870565715823414,0.013546666666666667,-0.01547389743015259,0.03183347184671215,6.661338147750939e-16,-0.0001825596459387112,-0.027734552664329115,0.00011570059266771335,0,0
445,0.022706923852331116,-0.013546666666666667,-0.01177605937217759,0.0319880966014674,-1.3322676295501878e-15,0.005459337408577532,-0.022363457779116303,7.820246938213676e-5,0,0
446,0.017539395711691073,0.013546666666666667,-0.009756566838276429,0.03212459375571375,-2.6645352591003757e-15,0.00831689498224957,-0.019658387620502094,0.00013188642722611332,0,0
447,0.009255828367759154,-0.013546666666666667,-0.00550208328067262,0.03238846282751662,-8.881784197001252e-16,0.01408243294904349,-0.014222408431260103,0.0001451683238879297,0,0
448,0.0061397891644672745,0.013546666666666667,-0.0032670922569699745,0.032718416932165706,-4.218847493575595e-15,0.017037148007269607,-0.011591567829239535,0.00016141025379966603,0,0
449,0.002094133030628812,-0.013546666666666667,0.0013047935426423762,0.03305257177880927,2.6645352591003757e-15,0.023057161821746445,-0.005925497638001431,0.000152205831775349,0,0
