eta,y,dmu_A,dmu_marched,dmu_Aprime,gamma_alt_exact,gamma_alt_trap,gamma_alt_simp,c_exact,c_trap,c_simp,pred_negCGBinv_e4a,measured_altexact_minus_Aprime
-0.9555555555555556,-0.5825066666666667,-2.534979956761582,-2.3624948023070917,-2.4134553853890033,-2.395210187759822,-2.395206585899045,-2.3952101878665952,0.007758946280745017,0.00775808761239122,0.007758946306271786,0.018245197629205227,0.01824519762918131
-0.8222222222222223,-0.5012266666666667,-3.7384984526985163,-3.4646333127915163,-3.549347737299782,-3.517343621797001,-3.5173380039914592,-3.5173436219601717,0.012184652478430095,0.012183352686937422,0.012184652516161928,0.03200411550270729,0.03200411550278126
-0.6888888888888889,-0.4199466666666667,-4.459575553190937,-4.114839680091593,-4.221059660814786,-4.180118440578382,-4.180111618241846,-4.180118440775413,0.014888640944261924,0.014887085413486248,0.014888640989169756,0.04094122023647817,0.04094122023640434
-0.5555555555555556,-0.33866666666666667,-4.930735193841736,-4.533947805231354,-4.65442850574302,-4.60750053035553,-4.607492931584234,-4.607500530574688,0.0166499337387592,0.0166482145524322,0.01664993378834694,0.04692797538757894,0.04692797538749005
-0.42222222222222217,-0.25738666666666665,-5.247347950324588,-4.812228127371642,-4.942341318056018,-4.891338572937499,-4.891330458726827,-4.891338573171067,0.017827578317476334,0.017825750758054898,0.017827578370073587,0.0510027451185693,0.05100274511851843
-0.28888888888888886,-0.17610666666666666,-5.456949296560006,-4.994427800049999,-5.130960468720163,-5.077217309314549,-5.077208856915139,-5.077217309557605,0.01860477340938401,0.018602874874293643,0.0186047734639955,0.05374315940573043,0.053743159405613916
-0.15555555555555556,-0.09482666666666667,-5.585053872999784,-5.104419824280944,-5.244950382711465,-5.189472080238238,-5.189463421997563,-5.189472080487129,0.01908078022566584,0.019078838645182193,0.01908078028147683,0.05547830247321814,0.055478302473227714
-0.022222222222222223,-0.013546666666666667,-5.64489339907889,-5.154519531067465,-5.2970538956109126,-5.240664088437847,-5.240655333311069,-5.240664088689009,0.019307782654861737,0.019305821070313034,0.01930778271116568,0.05638980717308697,0.05638980717306552
0.11111111111111109,0.06773333333333333,-5.641411074509577,-5.149311131079698,-5.292035709537458,-5.235476689899343,-5.235467937743934,-5.235476690150467,0.019306498897948565,0.019304538481112844,0.019306498954215292,0.056559019638309026,0.05655901963811516
0.24444444444444444,0.14901333333333333,-5.57246648332773,-5.086812575461865,-5.2278880599454745,-5.171903502474664,-5.171894856042912,-5.1719035027230635,0.0190713011767588,0.019069363760507343,0.01907130123243118,0.055984557470842314,0.05598455747081044
0.3777777777777777,0.2302933333333333,-5.427952490633354,-4.9576596243392785,-5.094998321738575,-5.040420698117671,-5.040412276351978,-5.04042069835921,0.01856766411952554,0.01856577501292472,0.018567664173712917,0.05457762362094422,0.05457762362090346
0.5111111111111111,0.3115733333333333,-5.186154925407812,-4.741689623673185,-4.872644545341879,-4.8205144688481,-4.820506426135992,-4.820514469078898,0.017719951790197797,0.017718143873509395,0.017719951842102264,0.052130076493715594,0.05213007649377932
0.6444444444444444,0.39285333333333333,-4.80429770614059,-4.399068715267493,-4.519891429223224,-4.471662284732555,-4.471654845800589,-4.471662284945851,0.016379756739473117,0.016378077916298632,0.016379756787596903,0.048229144490639475,0.048229144490669285
0.7777777777777778,0.47413333333333335,-4.191708986217219,-3.8452165264700255,-3.9498790292147063,-3.9078584552405835,-3.9078519944633396,-3.9078584554256715,0.014239344514496682,0.014237874747018455,0.014239344556611478,0.04202057397425303,0.04202057397412284
0.911111111111111,0.5554133333333333,-3.1029122536392104,-2.8516539544446773,-2.928299847972968,-2.8970089777711214,-2.897004272123113,-2.8970089779058186,0.010521378300300805,0.010520285322872053,0.010521378331598087,0.03129087020181372,0.0312908702018464
