solver,nps,AOA,CL,CD,t_build,t_solve,total_time
BackslashCoupled,11100,-9.58790170132325,-0.2984241543309348,0.015322013920520832,10.8996184,18.360348,29.259966399999996
BackslashCoupled,11100,-7.841209829867704,-0.1610486300507288,0.01003075782779237,8.2151705,22.8045509,31.019721399999998
BackslashCoupled,11100,-5.988657844990541,-0.014522073309585189,0.006853949120803557,6.7728155,18.6148744,25.3876899
BackslashCoupled,11100,-4.136105860113403,0.13267409165194066,0.006223646336149227,6.4220258,18.2082273,24.6302531
BackslashCoupled,11100,-2.3894139886577754,0.27191057212077424,0.007994194563259432,6.7178726,17.8378476,24.5557202
BackslashCoupled,11100,-0.536862003780719,0.4198672722319077,0.01240527893237496,6.7225373,18.0777136,24.800250899999998
BackslashCoupled,11100,1.3156899810964084,0.5679704445652006,0.019449058084022097,6.8944254,17.6002497,24.4946751
BackslashCoupled,11100,3.168241965973529,0.7158586211916875,0.029120055953926013,6.7780763,18.7042874,25.4823637
BackslashCoupled,11100,5.02079395085066,0.8634711675145565,0.041420378572209614,6.7860606,18.1405891,24.9266497
BackslashCoupled,11100,6.926275992438619,1.0147534207711681,0.05679540522259953,7.1270655,18.1971984,25.324263900000002
BackslashCoupled,11100,8.672967863894144,1.15261709579174,0.07327742315615846,6.8269063,17.875896,24.702802300000002
BackslashCoupled,11100,10.472589792060482,1.2937054938854415,0.09261258024211602,6.7168866,17.8554835,24.572370099999997
BackslashCoupled,11100,12.325141776937613,1.4376974799182856,0.11495844927572572,6.6266756,17.7340126,24.3606882
BackslashCoupled,11100,14.230623818525515,1.583984892597937,0.14042594059205651,6.807671,17.9610388,24.7687098
BackslashCoupled,11100,15.077504725897917,1.6483806389108173,0.15253239897494186,6.2661992,18.7757512,25.041950399999998
BackslashCoupled,11100,16.400756143667294,1.7482048305103692,0.17239585131417481,6.6696935,17.6498363,24.3195298
BackslashCoupled,11100,18.465028355387517,1.9019575324483375,0.2056327846946732,6.4838255,18.5799768,25.0638023
3e-3
BackslashCoupled,11100,-9.58790170132325,-0.3107954214122578,0.01585361410030004,6.7668642,18.0424988,24.809363
BackslashCoupled,11100,-7.841209829867704,-0.16908661047855827,0.010369306770002652,6.8464626,18.4640325,25.310495099999997
BackslashCoupled,11100,-5.988657844990541,-0.01778379025666543,0.006999930987648811,6.9469591,18.8981926,25.845151700000002
BackslashCoupled,11100,-4.136105860113403,0.13435462313141594,0.006190625641998471,6.6537471,19.3062753,25.9600224
BackslashCoupled,11100,-2.3894139886577754,0.27838754848933606,0.0078053792844718535,6.6093852,18.4464988,25.055884
BackslashCoupled,11100,-0.536862003780719,0.431509785324504,0.012060394907019096,6.5860605,17.8556965,24.441757000000003
BackslashCoupled,11100,1.3156899810964084,0.585416989016185,0.019014744426022225,6.6096447,18.4853969,25.095041600000002
BackslashCoupled,11100,3.168241965973529,0.73852250973555,0.02857672061206894,6.6096061,19.9492142,26.5588203
BackslashCoupled,11100,5.02079395085066,0.8914736218531835,0.040782068367002364,6.5799857,19.2238451,25.8038308
BackslashCoupled,11100,6.926275992438619,1.048277373551143,0.05606597817168562,6.634291,18.0615102,24.695801200000002
BackslashCoupled,11100,8.672967863894144,1.1909486255983852,0.07244626605216839,6.5919709,18.5282094,25.1201803
BackslashCoupled,11100,10.472589792060482,1.3370537878914621,0.09167904344406029,6.7603236,18.2281631,24.9884867
BackslashCoupled,11100,12.325141776937613,1.4862818173967822,0.1139221106699156,6.5701117,18.6596481,25.229759799999997
BackslashCoupled,11100,14.230623818525515,1.6374833075979862,0.1392271742903844,6.7777903,17.9731146,24.7509049
BackslashCoupled,11100,15.077504725897917,1.7040583239674365,0.15125573697132405,6.6695794,18.6649291,25.3345085
BackslashCoupled,11100,16.400756143667294,1.8071801493481516,0.17097730252593113,10.5983975,30.9575083,41.555905800000005
BackslashCoupled,11100,18.465028355387517,1.9662081180930593,0.20398791501562918,11.573014,31.167604,42.740618
BackslashCoupled,11100,-9.58790170132325,-0.3107954214122578,0.01585361410030004,11.1070882,29.1940189,40.301107099999996
BackslashCoupled,11100,-7.841209829867704,-0.16908661047855827,0.010369306770002652,11.8913406,33.7145023,45.6058429
BackslashCoupled,11100,-5.988657844990541,-0.01778379025666543,0.006999930987648811,11.5475198,29.6797307,41.2272505
BackslashCoupled,11100,-4.136105860113403,0.13435462313141594,0.006190625641998471,11.3289429,29.0431476,40.3720905
BackslashCoupled,11100,-2.3894139886577754,0.27838754848933606,0.0078053792844718535,12.0183468,29.2085612,41.226907999999995
BackslashCoupled,11100,-0.536862003780719,0.431509785324504,0.012060394907019096,11.6923542,33.020389,44.712743200000006
BackslashCoupled,11100,1.3156899810964084,0.585416989016185,0.019014744426022225,11.7603349,32.6316551,44.39199000000001
BackslashCoupled,11100,3.168241965973529,0.73852250973555,0.02857672061206894,11.7120849,31.3416512,43.0537361
BackslashCoupled,11100,5.02079395085066,0.8914736218531835,0.040782068367002364,11.6288155,31.1762553,42.8050708
BackslashCoupled,11100,6.926275992438619,1.048277373551143,0.05606597817168562,11.8169187,31.942228,43.7591467
BackslashCoupled,11100,8.672967863894144,1.1909486255983852,0.07244626605216839,11.7265684,30.972607,42.6991754
