solver,nps,AOA,CL,CD,t_build,t_solve,total_time
BackslashCoupled,11100,10.472589792060482,1.3370537878914621,0.09167904344406029,12.0658284,32.707119,44.7729474
BackslashCoupled,11100,12.325141776937613,1.4862818173967822,0.1139221106699156,11.7369908,31.3852769,43.1222677
BackslashCoupled,11100,14.230623818525515,1.6374833075979862,0.1392271742903844,11.976114,30.8286699,42.804783900000004
BackslashCoupled,11100,15.077504725897917,1.7040583239674365,0.15125573697132405,11.392029,30.3499858,41.7420148
BackslashCoupled,11100,16.400756143667294,1.8071801493481516,0.17097730252593113,11.1534814,30.2130437,41.366525100000004
BackslashCoupled,11100,18.465028355387517,1.9662081180930593,0.20398791501562918,11.526714,31.0102424,42.5369564
BackslashCoupled,SUMMARY,0.2204972633052122,11100,198.0814725,528.419084,726.5005565BackslashIterative,11100,-9.58790170132325,-0.31578856301216557,0.01639798552070685,292.19283550000017,0.0,292.19283550000017
BackslashIterative,11100,-7.841209829867704,-0.17354169190893307,0.01053011148276963,278.909935,0.0,278.909935
BackslashIterative,11100,-5.988657844990541,-0.0215999054048414,0.006919715984937791,271.42882130000004,0.0,271.42882130000004
BackslashIterative,11100,-4.136105860113403,0.13125246173193145,0.006055325748208946,270.4107622000001,0.0,270.4107622000001
BackslashIterative,11100,-2.3894139886577754,0.2760285339413737,0.00779917592835028,263.48446509999997,0.0,263.48446509999997
BackslashIterative,11100,-0.536862003780719,0.4300082682428001,0.012396524444175036,269.4047930000002,0.0,269.4047930000002
BackslashIterative,11100,1.3156899810964084,0.584847885337438,0.019913692737845108,263.45310610000007,0.0,263.45310610000007
BackslashIterative,11100,3.168241965973529,0.7389233236998426,0.030267987418899325,264.86765210000004,0.0,264.86765210000004
BackslashIterative,11100,5.02079395085066,0.892854336064472,0.04348810223188526,257.18983080000004,0.0,257.18983080000004
BackslashIterative,11100,6.926275992438619,1.0506468520059118,0.06004695892308092,258.0321114999998,0.0,258.0321114999998
BackslashIterative,11100,8.672967863894144,1.1941802345725505,0.07779674098540951,256.86302290000015,0.0,256.86302290000015
BackslashIterative,11100,10.472589792060482,1.3411057060672724,0.0986323158093678,260.6849375999998,0.0,260.6849375999998
BackslashIterative,11100,12.325141776937613,1.491082555326696,0.1227161704142289,246.86774299999988,0.0,246.86774299999988
BackslashIterative,11100,14.230623818525515,1.6429264320805965,0.15009647566634343,245.09570920000007,0.0,245.09570920000007
BackslashIterative,11100,15.077504725897917,1.7097402914838724,0.1631014146988244,246.7659052,0.0,246.7659052
BackslashIterative,11100,16.400756143667294,1.8131734220177222,0.18440816799173074,244.98720630000003,0.0,244.98720630000003
BackslashIterative,11100,18.465028355387517,1.9725283115779766,0.2200207965448496,247.01758539999997,0.0,247.01758539999997
BackslashIterative,SUMMARY,0.22319759822648627,11100,4437.6564222,0.0,4437.6564222
