solver,nps,AOA,CL,CD,t_build,t_solve,total_time
BackslashCoupled,6028,-9.58790170132325,-0.279623847848399,0.017669029881661632,2.0637566,4.3368023,6.4005589
BackslashCoupled,6028,-7.841209829867704,-0.1521418476893613,0.012014812223772067,2.0135673,4.1275539,6.1411212
BackslashCoupled,6028,-5.988657844990541,-0.016312739735875006,0.008523061080360446,2.1507168,4.4349254,6.585642200000001
BackslashCoupled,6028,-4.136105860113403,0.12005688414060395,0.007655993671322533,2.0250939,4.2852115,6.3103054
BackslashCoupled,6028,-2.3894139886577754,0.2490251023581906,0.009279575473547297,2.2579007,3.8046434,6.0625441
BackslashCoupled,6028,-0.536862003780719,0.3860950623858649,0.01362306171297566,2.2481774,4.1550225,6.403199900000001
BackslashCoupled,6028,1.3156899810964084,0.5232945047843274,0.020688964850555807,1.9084992,4.0367371,5.9452362999999995
BackslashCoupled,6028,3.168241965973529,0.6604120735080923,0.030487863514908523,2.3702176,4.3039375,6.6741551
BackslashCoupled,6028,5.02079395085066,0.7972246399255876,0.04301589273310668,1.941328,4.1533041,6.0946321
BackslashCoupled,6028,6.926275992438619,0.9374123596445288,0.05873301097996851,2.2076508,4.4097333,6.617384100000001
BackslashCoupled,6028,8.672967863894144,1.0652420534969782,0.07563663100631852,2.2107045,4.1673934,6.3780979
BackslashCoupled,6028,10.472589792060482,1.1960633705322827,0.0955112968953096,2.0366685,4.1393904,6.1760589
BackslashCoupled,6028,12.325141776937613,1.3296061683456306,0.118527120203381,2.2005149,4.3350622,6.5355771
BackslashCoupled,6028,14.230623818525515,1.4655623965897697,0.1448403145287224,2.2653679,4.0792772,6.3446451
BackslashCoupled,6028,15.077504725897917,1.5254660666430815,0.1573725234210088,2.3031129,4.2767087,6.579821600000001
BackslashCoupled,6028,16.400756143667294,1.618349128590287,0.17795807984706383,1.9166109,4.202454,6.119064900000001
BackslashIterative,6028,-9.58790170132325,-0.28497734188220814,0.018470622365939264,80.38175749999999,30.843799300000008,111.22555679999999
BackslashIterative,6028,-7.841209829867704,-0.15701197693929358,0.012444821825251463,77.27981099999997,28.9395905,106.21940149999998
BackslashIterative,6028,-5.988657844990541,-0.02057872018113825,0.008683291698255099,75.65683089999999,28.3761164,104.03294729999999
BackslashIterative,6028,-4.136105860113403,0.11647222827427713,0.007671475206283277,74.78868099999998,27.868137300000008,102.6568183
BackslashIterative,6028,-2.3894139886577754,0.24613631482645446,0.009270469804649765,75.0822711,28.242025500000004,103.3242966
BackslashIterative,6028,-0.536862003780719,0.3839832134149258,0.013703837619688243,75.02326880000001,28.12693639999999,103.1502052
BackslashIterative,6028,1.3156899810964084,0.521982562163847,0.020976216579605696,75.74797710000003,28.079065500000016,103.82704260000004
BackslashIterative,6028,3.168241965973529,0.6599066642662255,0.031095110987411585,75.33799489999998,28.377617700000005,103.71561259999999
BackslashIterative,6028,5.02079395085066,0.7975173046216673,0.04405268086450262,73.61722390000001,27.52374720000001,101.14097110000003
BackslashIterative,6028,6.926275992438619,0.938503155373391,0.06032044301639557,73.62889409999997,27.49728199999999,101.12617609999995
BackslashIterative,6028,8.672967863894144,1.0670335135790736,0.07782009302826598,72.81727269999996,26.97150039999999,99.78877309999996
BackslashIterative,6028,10.472589792060482,1.1985362803138906,0.0983935983126397,73.85591460000002,27.487119399999994,101.34303400000002
BackslashIterative,6028,12.325141776937613,1.3327291913007777,0.12221075253822251,71.88008079999994,26.6427782,98.52285899999994
BackslashIterative,6028,14.230623818525515,1.4692919990251143,0.14942541995207084,72.79226589999995,27.268244699999997,100.06051059999994
BackslashIterative,6028,15.077504725897917,1.5294432359823535,0.16238070000854904,71.987763,26.786136899999985,98.77389989999999
BackslashIterative,6028,16.400756143667294,1.6226842979676,0.18365177889312934,71.80680089999997,26.884854000000008,98.69165489999997
BackslashCoupled,15152,-9.58790170132325,-0.27614387929456824,0.01633361761736021,38.7879859,0.1058944,38.8938803
