AOA,CL,CD,t_build,t_solve
BackslashCoupled
6.926275992438619,0.8629884443513409,0.06376757521998264,1.5422712,0.0054813
8.672967863894144,0.9805220557182044,0.0826469134726186,1.5232534,0.0055257
10.472589792060482,1.1007762029832375,0.10490973725489904,1.4600837,0.0058069
12.325141776937613,1.2234630578366437,0.13076042578773828,1.5091589,0.0053605
14.230623818525515,1.3482533773467307,0.16038789650511295,1.5686801,0.0059274
15.077504725897917,1.4031966344640867,0.1745233674085266,1.5403814,0.005802
16.400756143667294,1.4883380454337083,0.19777565283508558,1.5991481,0.0054068
18.465028355387517,1.619266644344796,0.23681165539857443,1.5689643,0.0062042
BackslashIterative
-9.58790170132325,-0.26119851451046167,0.021506143187622583,26.678685300000005,0.15227400000000005
-7.841209829867704,-0.1434466678466394,0.014471739520566759,27.098568099999998,0.16479699999999997
-5.988657844990541,-0.01769064643285209,0.009951084346091075,27.2674969,0.15687840000000003
-4.136105860113403,0.10868792561508725,0.008496235630885968,26.983915700000008,0.15454759999999998
-2.3894139886577754,0.22823389914964404,0.009965059810122455,27.053734600000006,0.16309259999999998
-0.536862003780719,0.3552698189543637,0.014564263389157898,27.525190600000013,0.15959499999999996
1.3156899810964084,0.48238752858510936,0.022316430762877527,28.0529333,0.16865129999999998
3.168241965973529,0.6094057743658629,0.03323503769569719,27.849974199999995,0.16396980000000008
5.02079395085066,0.7361314687546643,0.0473226526310893,27.7833787,0.17156759999999996
6.926275992438619,0.8659566696045253,0.06510844750106981,27.18458080000001,0.1689873
8.672967863894144,0.9843007792110199,0.08432655179256013,27.371531200000003,0.1609876
10.472589792060482,1.1053656847474078,0.10700865353336306,27.287498300000003,0.1651862
12.325141776937613,1.2288568049810984,0.13336314308597136,27.762069100000005,0.16472710000000002
14.230623818525515,1.3544372257871438,0.16358200156917588,27.730527100000003,0.17301029999999998
15.077504725897917,1.409718196465354,0.17800309779568965,27.26311099999999,0.16362339999999997
16.400756143667294,1.49536927690067,0.20172844353520375,27.221044600000003,0.15739920000000002
18.465028355387517,1.6270455642438648,0.24156389698914982,27.25108959999999,0.16030920000000007
KrylovCoupled
-5.988657844990541,-6.0631345881916996e-5,5.95752446607005e-6,5.0e-7,85.9587498
-4.136105860113403,1.5778044394578448e-5,4.290416726320203e-6,6.0e-7,88.9800163
-2.3894139886577754,0.00011050990902807782,5.6200872887711255e-6,8.0e-7,84.0068373
-0.536862003780719,0.00029490291980374146,1.287496714668078e-5,1.4e-6,85.3606352
5.02079395085066,0.0006224549965279313,4.6812086876918066e-5,1.2e-6,84.6668292
6.926275992438619,0.0007349303159394919,6.495734929068521e-5,8.0e-7,118.615564
8.672967863894144,0.0008368185384267146,8.434079397101857e-5,1.2e-6,186.7425593
