step,time,min_sigma_ratio,max_gamma_over_sigma2,max_dtZ
0,0.00000000,nan,0.000000e+00,nan
1,0.00030864,nan,0.000000e+00,nan
2,0.00061728,1.000000e+00,5.970486e+00,5.001659e-04
3,0.00092593,1.000000e+00,6.529472e+00,2.025080e-03
4,0.00123457,9.991123e-01,9.850476e+00,2.967034e-03
5,0.00154321,9.971533e-01,1.242155e+01,3.979760e-03
6,0.00185185,9.950110e-01,1.456244e+01,5.097794e-03
7,0.00216049,9.931049e-01,1.660671e+01,6.474365e-03
8,0.00246914,9.892511e-01,1.867372e+01,8.116408e-03
9,0.00277778,9.828059e-01,1.887521e+01,9.526211e-03
10,0.00308642,9.778163e-01,1.860245e+01,1.099387e-02
11,0.00339506,9.730651e-01,1.808218e+01,1.203002e-02
12,0.00370370,9.686607e-01,1.814537e+01,1.271686e-02
13,0.00401235,9.650595e-01,1.971956e+01,1.399593e-02
14,0.00432099,9.632614e-01,2.142383e+01,1.639621e-02
15,0.00462963,9.624588e-01,2.328681e+01,1.359445e-02
16,0.00493827,9.625783e-01,2.532117e+01,1.375332e-02
17,0.00524691,9.633492e-01,2.753717e+01,1.397502e-02
18,0.00555556,9.645141e-01,2.837321e+01,1.433621e-02
19,0.00586420,9.659329e-01,2.793040e+01,1.468437e-02
20,0.00617284,9.673883e-01,2.733248e+01,1.504016e-02
21,0.00648148,9.675056e-01,2.847605e+01,1.582764e-02
22,0.00679012,9.602355e-01,3.066379e+01,1.614613e-02
23,0.00709877,9.519691e-01,3.292290e+01,1.638851e-02
24,0.00740741,9.456268e-01,3.522011e+01,1.653805e-02
25,0.00771605,9.410247e-01,3.753192e+01,1.654389e-02
26,0.00802469,9.377356e-01,3.856558e+01,1.680821e-02
27,0.00833333,9.353247e-01,3.728673e+01,1.886093e-02
28,0.00864198,9.334478e-01,3.698000e+01,2.325908e-02
29,0.00895062,9.319313e-01,3.726988e+01,2.034090e-02
30,0.00925926,9.234862e-01,3.908345e+01,2.530353e-02
31,0.00956790,9.149590e-01,4.084906e+01,2.973850e-02
32,0.00987654,9.077733e-01,4.257495e+01,3.192844e-02
33,0.01018519,9.044286e-01,4.420300e+01,3.406835e-02
34,0.01049383,9.080359e-01,4.591827e+01,3.125601e-02
35,0.01080247,9.162372e-01,4.714909e+01,3.545193e-02
36,0.01111111,9.222678e-01,4.593674e+01,4.196686e-02
37,0.01141975,9.214196e-01,4.606947e+01,4.096127e-02
38,0.01172840,9.234066e-01,4.515114e+01,3.814467e-02
39,0.01203704,9.181254e-01,4.356432e+01,3.629519e-02
40,0.01234568,9.018964e-01,4.283341e+01,3.616818e-02
41,0.01265432,8.723624e-01,4.313694e+01,3.591366e-02
42,0.01296296,8.496248e-01,4.369105e+01,3.378344e-02
43,0.01327160,8.440357e-01,4.501237e+01,3.136117e-02
44,0.01358025,8.273679e-01,4.668388e+01,3.296141e-02
45,0.01388889,8.052505e-01,4.872195e+01,4.179398e-02
46,0.01419753,7.836843e-01,5.057067e+01,3.851668e-02
47,0.01450617,7.630680e-01,5.269211e+01,3.087703e-02
48,0.01481481,7.437349e-01,5.456123e+01,2.933970e-02
49,0.01512346,7.273219e-01,5.645352e+01,3.309966e-02
50,0.01543210,7.328719e-01,5.839749e+01,5.014181e-02
51,0.01574074,7.363165e-01,6.055380e+01,4.097216e-02
52,0.01604938,7.343023e-01,6.299607e+01,3.484784e-02
53,0.01635802,7.113804e-01,6.566356e+01,3.842911e-02
54,0.01666667,6.918278e-01,6.763770e+01,3.497931e-02
55,0.01697531,6.781725e-01,7.321655e+01,3.763276e-02
56,0.01728395,6.691895e-01,8.081528e+01,3.891898e-02
57,0.01759259,6.596176e-01,8.752040e+01,3.980253e-02
58,0.01790123,6.511413e-01,9.373333e+01,3.910435e-02
59,0.01820988,6.450236e-01,9.944014e+01,4.511276e-02
60,0.01851852,6.466014e-01,1.037063e+02,4.898898e-02
61,0.01882716,6.517547e-01,1.047351e+02,4.660139e-02
62,0.01913580,6.498918e-01,1.062572e+02,4.725032e-02
63,0.01944444,6.432970e-01,1.035989e+02,4.404511e-02
64,0.01975309,6.367510e-01,1.000308e+02,4.214479e-02
65,0.02006173,6.304118e-01,1.040781e+02,3.957536e-02
66,0.02037037,6.245242e-01,1.068552e+02,4.008608e-02
67,0.02067901,6.119234e-01,1.094671e+02,4.306163e-02
68,0.02098765,5.976009e-01,1.177028e+02,4.444107e-02
69,0.02129630,5.838445e-01,1.267975e+02,4.700837e-02
70,0.02160494,5.729174e-01,1.347714e+02,4.678658e-02
71,0.02191358,5.643711e-01,1.425778e+02,4.068018e-02
72,0.02222222,5.578774e-01,1.471975e+02,6.141956e-02
73,0.02253086,5.531417e-01,1.480087e+02,5.657119e-02
74,0.02283951,5.497804e-01,1.474427e+02,5.548697e-02
75,0.02314815,5.436286e-01,1.468788e+02,6.374516e-02
76,0.02345679,5.386972e-01,1.507522e+02,6.640335e-02
77,0.02376543,5.363547e-01,1.568620e+02,5.473330e-02
78,0.02407407,5.359967e-01,1.645255e+02,6.333244e-02
79,0.02438272,5.380427e-01,1.735351e+02,6.417358e-02
80,0.02469136,5.415846e-01,1.826054e+02,7.336046e-02
81,0.02500000,5.351214e-01,1.892966e+02,6.745208e-02
82,0.02530864,5.322909e-01,1.913307e+02,5.281169e-02
83,0.02561728,5.251914e-01,1.876390e+02,5.032877e-02
84,0.02592593,5.223283e-01,1.795772e+02,5.358961e-02
85,0.02623457,5.236053e-01,1.731354e+02,6.665472e-02
86,0.02654321,5.198823e-01,1.777555e+02,6.284662e-02
87,0.02685185,5.095138e-01,1.784456e+02,5.721948e-02
88,0.02716049,5.000398e-01,1.789174e+02,5.864928e-02
89,0.02746914,4.924185e-01,2.145967e+02,6.196073e-02
90,0.02777778,4.862525e-01,2.496025e+02,6.395483e-02
91,0.02808642,4.772628e-01,2.838076e+02,5.916034e-02
92,0.02839506,4.728701e-01,3.225099e+02,5.436420e-02
93,0.02870370,4.712912e-01,3.658134e+02,6.164044e-02
94,0.02901235,4.639851e-01,4.098391e+02,7.402706e-02
95,0.02932099,4.314614e-01,4.544778e+02,6.744392e-02
96,0.02962963,4.043088e-01,5.034638e+02,6.629228e-02
97,0.02993827,3.900989e-01,5.612055e+02,6.556478e-02
98,0.03024691,3.865757e-01,6.254947e+02,6.485302e-02
99,0.03055556,3.909277e-01,6.941819e+02,6.665291e-02
100,0.03086420,3.995994e-01,7.640448e+02,7.015788e-02
101,0.03117284,4.099470e-01,7.862302e+02,6.271951e-02
102,0.03148148,4.199703e-01,7.666916e+02,5.804188e-02
103,0.03179012,4.279697e-01,7.450626e+02,7.277058e-02
104,0.03209877,4.310766e-01,7.639689e+02,9.069460e-02
105,0.03240741,4.267647e-01,8.162876e+02,8.093724e-02
106,0.03271605,4.146654e-01,8.520060e+02,7.026267e-02
107,0.03302469,4.011458e-01,8.722186e+02,9.928475e-02
108,0.03333333,3.931782e-01,8.747340e+02,6.323915e-02
109,0.03364198,3.851559e-01,8.607701e+02,7.998189e-02
110,0.03395062,3.818744e-01,8.253348e+02,8.197090e-02
111,0.03425926,3.849160e-01,8.531873e+02,6.980217e-02
112,0.03456790,3.918183e-01,9.063705e+02,5.683010e-02
113,0.03487654,4.000451e-01,9.704292e+02,5.463788e-02
114,0.03518519,3.948406e-01,1.034608e+03,5.660646e-02
115,0.03549383,3.856912e-01,1.072499e+03,9.476796e-02
116,0.03580247,3.882390e-01,1.047228e+03,7.730547e-02
117,0.03611111,3.933026e-01,9.217516e+02,8.054253e-02
118,0.03641975,3.952044e-01,7.414803e+02,9.029951e-02
119,0.03672840,3.880770e-01,7.380069e+02,7.264902e-02
120,0.03703704,3.799232e-01,7.561620e+02,1.149226e-01
121,0.03734568,3.748017e-01,1.009234e+03,9.940024e-02
122,0.03765432,3.680792e-01,1.152029e+03,8.247456e-02
123,0.03796296,3.594122e-01,1.273890e+03,7.281824e-02
124,0.03827160,3.503845e-01,1.338382e+03,9.103912e-02
