step,time,min_sigma_ratio,max_gamma_over_sigma2,max_dtZ
125,0.03858025,2.755887e-01,1.674863e+03,9.821471e-02
126,0.03888889,2.753663e-01,1.708891e+03,8.695600e-02
127,0.03919753,2.759493e-01,1.647455e+03,1.137277e-01
128,0.03950617,2.774293e-01,1.507121e+03,8.212792e-02
129,0.03981481,2.800527e-01,1.372534e+03,8.458264e-02
130,0.04012346,2.826058e-01,1.282210e+03,9.139054e-02
131,0.04043210,2.826587e-01,1.222952e+03,1.029914e-01
132,0.04074074,2.829524e-01,1.181138e+03,1.110674e-01
133,0.04104938,2.835766e-01,1.143160e+03,1.262146e-01
134,0.04135802,2.845089e-01,1.101762e+03,1.090243e-01
135,0.04166667,2.858484e-01,1.057407e+03,8.867867e-02
136,0.04197531,2.878239e-01,1.010538e+03,1.108705e-01
137,0.04228395,2.906822e-01,9.901468e+02,1.129623e-01
138,0.04259259,2.945731e-01,1.016081e+03,1.408981e-01
139,0.04290123,2.994155e-01,1.120029e+03,1.003092e-01
140,0.04320988,3.048928e-01,1.317312e+03,1.663249e-01
141,0.04351852,3.106037e-01,1.162496e+03,1.447457e-01
142,0.04382716,3.162071e-01,1.051393e+03,1.647824e-01
143,0.04413580,3.215355e-01,1.081534e+03,1.202639e-01
144,0.04444444,3.266148e-01,1.172474e+03,2.712024e-01
145,0.04475309,3.314680e-01,1.242855e+03,1.093697e-01
146,0.04506173,3.359623e-01,1.313101e+03,1.734481e-01
147,0.04537037,3.396687e-01,1.378928e+03,3.211980e-01
148,0.04567901,2.921342e-01,1.429248e+03,3.217946e-01
149,0.04598765,2.622617e-01,1.451068e+03,1.207106e-01
150,0.04629630,2.620521e-01,1.442667e+03,9.608980e-02
151,0.04660494,2.570442e-01,1.421520e+03,1.274651e-01
152,0.04691358,2.484021e-01,1.407558e+03,1.038399e-01
153,0.04722222,2.473828e-01,1.480046e+03,1.088220e-01
154,0.04753086,2.513574e-01,1.796900e+03,1.508750e-01
155,0.04783951,2.577605e-01,2.598279e+03,1.332263e-01
156,0.04814815,2.614025e-01,2.301959e+03,1.816860e-01
157,0.04845679,2.608774e-01,2.043612e+03,1.470228e-01
158,0.04876543,2.600923e-01,2.050969e+03,9.047557e-02
159,0.04907407,2.635875e-01,1.881515e+03,1.355822e-01
160,0.04938272,2.728280e-01,1.971347e+03,1.226068e-01
161,0.04969136,2.859096e-01,2.136460e+03,1.280944e-01
162,0.05000000,2.995389e-01,2.344001e+03,1.280742e-01
163,0.05030864,3.133554e-01,2.693213e+03,1.533996e-01
164,0.05061728,3.089399e-01,3.065186e+03,1.266901e-01
165,0.05092593,3.112943e-01,3.062269e+03,1.215950e-01
166,0.05123457,3.067775e-01,2.646582e+03,1.364935e-01
167,0.05154321,2.997107e-01,2.678216e+03,1.260986e-01
168,0.05185185,2.962782e-01,2.990596e+03,1.431109e-01
169,0.05216049,2.973329e-01,3.137221e+03,1.562769e-01
170,0.05246914,3.015998e-01,3.295421e+03,1.732922e-01
171,0.05277778,3.076366e-01,3.440204e+03,2.494714e-01
172,0.05308642,3.102794e-01,3.516573e+03,1.212934e-01
173,0.05339506,2.981010e-01,3.504025e+03,1.152908e-01
174,0.05370370,2.931797e-01,3.458825e+03,2.443018e-01
175,0.05401235,2.847437e-01,3.416809e+03,1.490556e-01
176,0.05432099,2.831336e-01,3.433588e+03,2.367671e-01
177,0.05462963,2.747329e-01,3.276171e+03,2.903803e-01
178,0.05493827,2.624454e-01,3.186371e+03,1.654556e-01
179,0.05524691,2.543288e-01,3.155178e+03,2.292500e-01
180,0.05555556,2.479045e-01,3.578878e+03,1.402086e-01
181,0.05586420,2.446599e-01,4.375964e+03,1.667761e-01
182,0.05617284,2.468647e-01,4.503573e+03,1.447366e-01
183,0.05648148,2.561471e-01,5.066445e+03,2.185825e-01
184,0.05679012,2.669386e-01,4.939412e+03,3.251736e-01
185,0.05709877,2.673293e-01,5.647414e+03,2.831475e-01
186,0.05740741,2.652160e-01,5.229649e+03,3.180687e-01
187,0.05771605,2.662625e-01,1.142636e+04,3.555590e-01
188,0.05802469,2.650472e-01,3.517918e+04,1.094420e+00
189,0.05833333,6.640014e-02,2.460707e+05,2.487157e+00
190,0.05864198,6.618779e-02,5.421315e+05,1.678114e+00
191,0.05895062,8.629513e-02,3.183734e+05,5.968413e-01
192,0.05925926,1.066624e-01,1.850871e+05,7.187709e-01
193,0.05956790,1.241365e-01,1.536195e+05,1.399155e+00
194,0.05987654,8.018370e-02,2.210720e+05,9.130128e-01
195,0.06018519,8.229424e-02,5.617653e+05,1.258469e+01
196,0.06049383,5.285500e-02,1.575716e+06,8.501209e+01
197,0.06080247,5.285213e-02,3.545417e+06,2.250059e+01
198,0.06111111,5.285295e-02,3.670257e+06,9.227610e+00
199,0.06141975,5.382409e-02,9.293109e+06,6.223643e+02
200,0.06172840,5.283991e-02,2.031756e+07,7.881392e+01
201,0.06203704,5.284245e-02,1.445202e+08,1.942478e+02
