# x_over_c y_over_c
1.0000000000000000e+00 0.0000000000000000e+00
9.9993831624083029e-01 1.5032058436247728e-05
9.9975328018286580e-01 6.0092245807921577e-05
9.9944493748098495e-01 1.3507314008696830e-04
9.9901336421413578e-01 2.3979750410537136e-04
9.9845866686656404e-01 3.7402096239457216e-04
9.9778098230154000e-01 5.3743570350400414e-04
9.9698047772758991e-01 7.2967516187868097e-04
9.9605735065723888e-01 9.5031961939031761e-04
9.9501182885827877e-01 1.1989026521208638e-03
9.9384417029756889e-01 1.4749183330309346e-03
9.9255466307738693e-01 1.7778290858145411e-03
9.9114362536434442e-01 2.1070740697478698e-03
9.8961140531088287e-01 2.4620779599578979e-03
9.8795838096937372e-01 2.8422599726250631e-03
9.8618496019883828e-01 3.2470429706269689e-03
9.8429158056431554e-01 3.6758624725108124e-03
9.8227870922889904e-01 4.1281753769929859e-03
9.8014684283847142e-01 4.6034682069783809e-03
9.7789650739916500e-01 5.1012646719375875e-03
9.7552825814757682e-01 5.6211323459197269e-03
9.7304267941377265e-01 6.1626882610105668e-03
9.7044038447711278e-01 6.7256032231034126e-03
9.6772201541493363e-01 7.3096046687688692e-03
9.6488824294412567e-01 7.9144778990109417e-03
9.6193976625564337e-01 8.5400655478711247e-03
9.5887731284199051e-01 9.1862651711203530e-03
9.5570163831772259e-01 9.8530248724384324e-03
9.5241352623300968e-01 1.0540336921122707e-02
9.4901378788030777e-01 1.1248229355924844e-02
9.4550326209418389e-01 1.1976755613354810e-02
9.4188281504434679e-01 1.2725982264821150e-02
9.3815334002193174e-01 1.3495974994271052e-02
9.3431575721909554e-01 1.4286782995401426e-02
9.3037101350197182e-01 1.5098422013801450e-02
9.2632008217704609e-01 1.5930856303257059e-02
9.2216396275100754e-01 1.6783979805587379e-02
9.1790368068413519e-01 1.7657596898488181e-02
9.1354028713728086e-01 1.8551403084683858e-02
9.0907485871251170e-01 1.9464966017092904e-02
9.0450849718747373e-01 2.0397707267682346e-02
8.9984232924354524e-01 2.1348885251389033e-02
8.9507750618784521e-01 2.2317579710300798e-02
8.9021520366916485e-01 2.3302678146831773e-02
8.8525662138789452e-01 2.4302864567776201e-02
8.8020298280001552e-01 2.5316610864049668e-02
8.7505553481522980e-01 2.6342171104078195e-02
8.6981554748930479e-01 2.7377578962926405e-02
8.6448431371070567e-01 2.8420648445403131e-02
8.5906314888159430e-01 2.9468977990852636e-02
8.5355339059327373e-01 3.0519957971689864e-02
8.4795639829615710e-01 3.1570781518738780e-02
8.4227355296434436e-01 3.2618458526027724e-02
8.3650625675488655e-01 3.3659832607957657e-02
8.3065593266182591e-01 3.4691600704833028e-02
8.2472402416509172e-01 3.5710334960796120e-02
8.1871199487434487e-01 3.6712506433350105e-02
8.1262132816785260e-01 3.7694510137914958e-02
8.0645352682648808e-01 3.8652690886076653e-02
8.0021011266294195e-01 3.9583369343997005e-02
7.9389262614623646e-01 4.0494796346012121e-02
7.8750262602163934e-01 4.1398206149097665e-02
7.8104168892606540e-01 4.2292072136881416e-02
7.7451140899906579e-01 4.3175002673283711e-02
7.6791339748949827e-01 4.4045773644507985e-02
7.6124928235797440e-01 4.4903344274475884e-02
7.5452070787518566e-01 4.5746869802111061e-02
7.4772933421620380e-01 4.6575710745769036e-02
7.4087683705085750e-01 4.7389438540555606e-02
7.3396490713028661e-01 4.8187837399382837e-02
7.2699524986977337e-01 4.8970902317207729e-02
7.1996958492795760e-01 4.9738833208741215e-02
7.1288964578253633e-01 5.0492025241707948e-02
7.0575717930255433e-01 5.1231055499153924e-02
6.9857394531739025e-01 5.1956666174007057e-02
6.9134171618254481e-01 5.2669744565787227e-02
6.8406227634233896e-01 5.3371300211765831e-02
6.7673742188962849e-01 5.4062439541794675e-02
6.6936896012264568e-01 5.4744338496348098e-02
6.6195870909907462e-01 5.5418213590054638e-02
6.5450849718747373e-01 5.6085291937267773e-02
6.4702016261615203e-01 5.6746780781321060e-02
6.3949555301961458e-01 5.7403837084473774e-02
6.3193652498268649e-01 5.8057537740797652e-02
6.2434494358242731e-01 5.8708850969182907e-02
6.1672268192795265e-01 5.9358609428238382e-02
6.0907162069827125e-01 6.0007485569307170e-02
6.0139364767825620e-01 6.0655969708475074e-02
5.9369065729286230e-01 6.1304351253867996e-02
5.8596455013970472e-01 6.1952703471434042e-02
5.7821723252011537e-01 6.2600872111674047e-02
5.7045061596879132e-01 6.3248468152452331e-02
5.6266661678215213e-01 6.3894864840253585e-02
5.5486715554552257e-01 6.4539199135322731e-02
5.4705415665925705e-01 6.5180377586399885e-02
5.3922954786392241e-01 6.5817086579665299e-02
5.3139525976465674e-01 6.6447806825507549e-02
5.2355322535482129e-01 6.7070831867301534e-02
5.1570537953906415e-01 6.7684290319996204e-02
5.0785365865591026e-01 6.8286171474388618e-02
4.9999999999999994e-01 6.8874353836861357e-02
4.9214634134408969e-01 6.9446636115349958e-02
4.8429462046093580e-01 7.0000770111532690e-02
4.7644677464517865e-01 7.0534494937719974e-02
4.6860474023534326e-01 7.1045571945506009e-02
4.6077045213607748e-01 7.1531819732629565e-02
4.5294584334074284e-01 7.1991148585156331e-02
4.4513284445447732e-01 7.2421593714346158e-02
4.3733338321784787e-01 7.2821346661489789e-02
4.2954938403120857e-01 7.3188784269478960e-02
4.2178276747988452e-01 7.3522494656577925e-02
4.1403544986029522e-01 7.3821299675265767e-02
4.0630934270713764e-01 7.4084273396383987e-02
3.9860635232174374e-01 7.4310756225239763e-02
3.9092837930172863e-01 7.4500364330691293e-02
3.8327731807204724e-01 7.4652994149336710e-02
3.7565505641757263e-01 7.4768821813371189e-02
3.6806347501731351e-01 7.4848297440974196e-02
3.6050444698038536e-01 7.4892134320679565e-02
3.5297983738384797e-01 7.4901293114434497e-02
3.4549150281252627e-01 7.4876961296309580e-02
3.3804129090092527e-01 7.4820528133430375e-02
3.3063103987735426e-01 7.4733555601030205e-02
3.2326257811037140e-01 7.4617745703002725e-02
3.1593772365766093e-01 7.4474904741486977e-02
3.0865828381745508e-01 7.4306905142464699e-02
3.0142605468260975e-01 7.4115645497873264e-02
2.9424282069744556e-01 7.3903009527259589e-02
2.8711035421746367e-01 7.3670824692636500e-02
2.8003041507204240e-01 7.3420821218268900e-02
2.7300475013022657e-01 7.3154592272135374e-02
2.6603509286971333e-01 7.2873556057534539e-02
2.5912316294914228e-01 7.2578920541711181e-02
2.5227066578379620e-01 7.2271651513683269e-02
2.4547929212481429e-01 7.1952444616092820e-02
2.3875071764202555e-01 7.1621701936562657e-02
2.3208660251050173e-01 7.1279513673590117e-02
2.2548859100093410e-01 7.0925645311546326e-02
2.1895831107393471e-01 7.0559530650144253e-02
2.1249737397836072e-01 7.0180270937228867e-02
2.0610737385376343e-01 6.9786640251513946e-02
1.9978988733705794e-01 6.9377097175632313e-02
1.9354647317351170e-01 6.8949802691367149e-02
1.8737867183214740e-01 6.8502644120032444e-02
1.8128800512565513e-01 6.8033264823534986e-02
1.7527597583490817e-01 6.7539099277541315e-02
1.6934406733817403e-01 6.7017413029214296e-02
1.6349374324511329e-01 6.6465346959927465e-02
1.5772644703565564e-01 6.5879965189863152e-02
1.5204360170384285e-01 6.5258305887979998e-02
1.4644660940672621e-01 6.4597434188858202e-02
1.4093685111840554e-01 6.3894496368584019e-02
1.3551568628929422e-01 6.3146774396102473e-02
1.3018445251069516e-01 6.2351739955106254e-02
1.2494446518477026e-01 6.1507107025060820e-02
1.1979701719998453e-01 6.0610882118675526e-02
1.1474337861210537e-01 5.9661411297030356e-02
1.0978479633083510e-01 5.8657423122429428e-02
1.0492249381215479e-01 5.7598066762387462e-02
1.0015767075645471e-01 5.6482944525224149e-02
9.5491502812526274e-02 5.5312138187574203e-02
9.0925141287488298e-02 5.4086228565516377e-02
