x,r
-0.03215230088495573, 0
-0.03209722441668535, 0.0016966557197669596
-0.03160656399760048, 0.004032937157251684
-0.03091963941088162, 0.006266022955150538
-0.029926052062234684, 0.008265744845283168
-0.02874846705643086, 0.010096484801477998
-0.027276485799176103, 0.012059761172819858
-0.025510108290470346, 0.013718352898232505
-0.023743730781764602, 0.014961861337813229
-0.02197735327305883, 0.0159009753677839
-0.02021097576435306, 0.016618711645310882
-0.018444598255647274, 0.01711507017039418
-0.016678220746941502, 0.017390050943033794
-0.014911843238235703, 0.017471326182285182
-0.013145465729529918, 0.01746958476437019
-0.011379088220824118, 0.017467843346455195
-0.009612710712118333, 0.0174661019285402
-0.006, 0.01745
-0.003, 0.01744
0, 0.01743
0.003, 0.01742
0.006262607147374977, 0.01740617538454045
0.007830267186351367, 0.01744890542662962
0.009190977764288177, 0.017627433367276096
0.009375847506468873, 0.019329092581725313
0.009426028685693241, 0.02714770282093197
0.010289144968356229, 0.02982351018036078
0.011583819392350758, 0.03169639772712246
0.013350196901056516, 0.032995250604814105
0.015116574409762273, 0.033879020196673854
0.01688295191846806, 0.03449990370750672
0.01864932942717383, 0.03484406502778499
0.024610853519055884, 0.0350318932757101
0.02637723102776167, 0.03503015185779511
0.028143608536467468, 0.035028410439880114
0.029909986045173254, 0.03502666902196512
0.03167636355387905, 0.03502492760405013
0.03344274106258484, 0.03502318618613513
0.035209118571290624, 0.03502144476822014
0.03697549607999644, 0.035019703350305145
0.03874187358870222, 0.03501796193239015
0.04050825109740801, 0.03501622051447516
0.04227462860611379, 0.035014479096560164
0.044041006114819606, 0.03501273767864517
0.04580738362352539, 0.035010996260730176
0.047573761132231177, 0.03500925484281518
0.04934013864093696, 0.03500751342490019
0.051106516149642775, 0.035005772006985195
0.05287289365834856, 0.0350040305890702
0.054639271167054346, 0.03500228917115519
0.05640564867576013, 0.0350005477532402
0.058172026184465944, 0.034998806335325205
0.05993840369317173, 0.03499706491741021
0.061704781201877515, 0.03499532349949522
0.0634711587105833, 0.034993582081580224
0.06523753621928911, 0.03499184066366523
0.0670039137279949, 0.034990099245750236
0.06877029123670068, 0.03498835782783524
0.07053666874540647, 0.03498661640992025
0.07230304625411228, 0.034984874992005255
0.07406942376281807, 0.03498313357409026
0.07583580127152385, 0.03498139215617527
0.07760217878022964, 0.03497965073826027
0.07936855628893545, 0.03497790932034528
0.08113493379764124, 0.034976167902430286
0.08290131130634702, 0.03497442648451529
0.08466768881505281, 0.0349726850666003
0.08643406632375862, 0.034970943648685304
0.0882004438324644, 0.03496920223077031
0.08996682134117019, 0.03496746081285532
0.09173319884987598, 0.03496571939494031
0.09349957635858179, 0.034963977977025315
0.09526595386728758, 0.03496223655911032
0.09703233137599336, 0.03496049514119533
0.09879870888469915, 0.034958753723280334
0.10056508639340496, 0.03495701230536534
0.10233146390211074, 0.034955270887450346
0.10409784141081653, 0.03495352946953535
0.10586421891952232, 0.03495178805162036
0.10763059642822813, 0.034950046633705364
0.10939697393693391, 0.03494830521579037
0.1111633514456397, 0.03494656379787538
0.11292972895434548, 0.03494482237996038
0.1146961064630513, 0.03494308096204539
0.11646248397175708, 0.034941339544130395
0.11822886148046287, 0.0349395981262154
0.11999523898916865, 0.03493785670830041
0.12176161649787447, 0.034936115290385414
0.12352799400658025, 0.03493437387247042
0.12529437151528605, 0.034932632454555426
0.12706074902399184, 0.03493089103664043
0.12882712653269762, 0.034929149618725425
0.1305935040414034, 0.03492740820081043
0.1323598815501092, 0.03492566678289544
0.13412625905881498, 0.03492392536498044
0.13589263656752082, 0.03492218394706545
0.1376590140762266, 0.034920442529150456
0.1394253915849324, 0.03491870111123546
0.14119176909363818, 0.03491695969332047
0.14295814660234396, 0.034915218275405474
0.14472452411104975, 0.03491347685749048
0.14649090161975553, 0.034911735439575486
0.14825727912846132, 0.03490999402166049
0.15002365663716716, 0.0349082526037455
0.15179003414587294, 0.034906511185830505
0.15355641165457873, 0.03490476976791551
0.1553227891632845, 0.03490302835000052
0.1570891666719903, 0.03490128693208552
0.15885554418069608, 0.03489954551417053
0.16062192168940187, 0.034897804096255536
0.16238829919810766, 0.03489606267834054
0.16415467670681344, 0.03489432126042555
0.16592105421551923, 0.034892579842510554
0.16768743172422507, 0.03489083842459555
0.16945380923293085, 0.03488909700668055
0.17122018674163664, 0.03488735558876556
0.17298656425034242, 0.034885614170850565
0.1747529417590482, 0.03488387275293557
0.176519319267754, 0.03488213133502058
0.17828569677645978, 0.034880389917105584
0.18005207428516556, 0.03487864849919059
0.1818184517938714, 0.034876907081275596
0.1835848293025772, 0.0348751656633606
0.18535120681128298, 0.03487342424544561
0.18711758431998876, 0.034871682827530615
0.18888396182869455, 0.03486994140961562
0.19065033933740033, 0.03486819999170063
0.19241671684610612, 0.03486645857378563
0.1941830943548119, 0.03486471715587064
0.19594947186351774, 0.034862975737955645
0.2014694015782233, 0.03485753380697128
0.20323577908692914, 0.034855792389056284
0.20500215659563492, 0.03485405097114129
0.2067685341043407, 0.034852309553226296
0.2085349116130465, 0.0348505681353113
0.21030128912175228, 0.03484882671739631
0.21206766663045806, 0.034847085299481315
0.21383404413916385, 0.03484534388156632
0.21560042164786963, 0.03484360246365133
0.21736679915657547, 0.03484186104573633
0.21913317666528126, 0.03484011962782134
0.22089955417398704, 0.034838378209906345
0.22266593168269283, 0.03483663679199135
0.22443230919139862, 0.03483489537407636
0.2261986867001044, 0.034833153956161364
0.2279650642088102, 0.03483141253824637
0.22973144171751597, 0.034829671120331376
0.2314978192262218, 0.03482792970241638
0.2332641967349276, 0.03482618828450139
0.23503057424363338, 0.034824446866586395
0.23679695175233917, 0.03482270544867139
0.23856332926104495, 0.03482096403075639
0.24032970676975074, 0.0348192226128414
0.24209608427845652, 0.034817481194926406
0.2438624617871623, 0.03481573977701141
0.24562883929586815, 0.03481399835909642
0.24739521680457394, 0.034812256941181424
0.24916159431327972, 0.03481051552326643
0.2509279718219855, 0.03480877410535144
0.2526943493306913, 0.03480703268743644
0.2544607268393971, 0.03480529126952145
0.25622710434810286, 0.034803549851606455
0.25799348185680865, 0.03480180843369146
0.2597598593655145, 0.03480006701577647
0.2615262368742203, 0.034798325597861474
0.26329261438292606, 0.03479658417994648
0.26505899189163185, 0.034794842762031486
0.26682536940033763, 0.03479310134411649
0.2685917469090434, 0.0347913599262015
0.2703581244177492, 0.034789618508286504
0.272124501926455, 0.03478787709037151
0.27389087943516083, 0.0347861356724565
0.2756572569438666, 0.03478439425454151
0.2774236344525724, 0.034782652836626515
0.2791900119612782, 0.03478091141871152
0.28095638946998397, 0.03477917000079653
0.28272276697868975, 0.034777428582881534
0.28448914448739554, 0.03477568716496654
0.2862555219961013, 0.034773945747051546
0.28802189950480717, 0.03477220432913655
0.28978827701351295, 0.03477046291122156
0.29155465452221874, 0.034768721493306565
0.2933210320309245, 0.03476698007539157
0.2950874095396303, 0.03476523865747658
0.2968537870483361, 0.03476349723956158
0.2986201645570419, 0.03476175582164659
0.30038654206574766, 0.034760014403731596
0.3021529195744535, 0.0347582729858166
0.3039192970831593, 0.03475653156790161
0.3056856745918651, 0.034754790149986614
0.30745205210057086, 0.03475304873207162
0.30921842960927665, 0.034751307314156626
0.31098480711798243, 0.03474956589624162
0.3127511846266882, 0.034747824478326625
0.314517562135394, 0.03474608306041163
0.31628393964409984, 0.03474434164249664
0.31805031715280563, 0.03474260022458164
0.3198166946615114, 0.03474085880666665
0.3215830721702172, 0.034739117388751656
0.323349449678923, 0.03473737597083666
0.32511582718762877, 0.03473563455292167
0.32688220469633456, 0.034733893135006674
0.32864858220504034, 0.03473215171709168
0.3304149597137462, 0.03473041029917669
0.33218133722245197, 0.03472866888126169
0.33394771473115775, 0.0347269274633467
0.33571409223986354, 0.034725186045431705
0.3374804697485693, 0.03472344462751671
0.3392468472572751, 0.03472170320960172
0.3410132247659809, 0.034719961791686724
0.3427796022746867, 0.03471822037377173
0.3445459797833925, 0.034716478955856736
0.3463123572920983, 0.03471473753794174
0.3480787348008041, 0.034712996120026735
0.3498451123095099, 0.03471125470211174
0.35161148981821566, 0.03470951328419675
0.35337786732692145, 0.034638591318643094
0.35514424483562723, 0.034595341572144916
0.356910622344333, 0.03456592793517446
0.35867699985303886, 0.034481169860093086
0.36044337736174464, 0.034437920113594894
0.36220975487045043, 0.034366998148041256
0.3639761323791562, 0.03425456785390442
0.365742509887862, 0.03416980977882304
0.3675088873965678, 0.03409888781326939
0.36927526490527357, 0.033986457519132554
0.37104164241397936, 0.03387402722499572
0.3728080199226852, 0.03374776082133116
0.374574397431391, 0.03363533052719432
0.3763407749400968, 0.033495228014002024
0.3781071524488026, 0.03338279771986519
0.3798735299575084, 0.03321502298761743
0.3816399074662142, 0.03306108436489741
0.38340628497491996, 0.03289330963264965
0.38517266248362575, 0.0327393710099296
0.3869390399923316, 0.032571596277681844
0.3887054175010374, 0.03238998543590636
0.39047179500974316, 0.03218070237507541
0.39223817251844895, 0.031971419314244465
0.39400455002715473, 0.031775972362941246
0.3957709275358606, 0.031566689302110304
0.39753730504456636, 0.03135740624127935
0.39930368255327214, 0.031120450961392945
0.401070060061978, 0.030869659571978805
0.40283643757068377, 0.030618868182564665
0.40460281507938956, 0.030354240683622788
0.4063691925880953, 0.030103449294208648
0.4081355700968012, 0.029838821795266784
0.40990194760550697, 0.029560358186797184
0.41166832511421275, 0.0292403862497444
0.41343470262291854, 0.0289204143126916
0.41520108013162443, 0.028641950704222
0.4169674576403302, 0.028335814876696938
0.418733835149036, 0.02800200683011643
0.4205002126577418, 0.027640526564480447
0.4222665901664476, 0.027306718517899925
0.42403296767515336, 0.02694523825226393
0.42579934518385915, 0.026583757986627946
0.42756572269256493, 0.026194605501936502
0.4293321002012707, 0.025791616907717335
0.4310984777099765, 0.02540246442302589
0.4328648552186824, 0.02497180360975125
0.4346312327273882, 0.024554978906004346
0.4363976102360941, 0.024110481983201995
0.43816398774479987, 0.023652148950871893
0.43993036525350565, 0.023193815918541805
0.44169674276221144, 0.02272164677668398
0.4434631202709172, 0.022221805415770693
0.445229497779623, 0.021708127945329683
0.4469958752883289, 0.02119445047488866
0.4487622527970347, 0.02065310078539219
0.4505286303057405, 0.020125587205423442
0.45229500781444626, 0.01955656529687151
0.45406138532315204, 0.018973707278791843
0.45582776283185783, 0.018363177041656714
0.4575941403405636, 0.017766482914049322
0.4593605178492695, 0.01711444434833101
0.4611268953579753, 0.01646240578261267
0.4628932728666811, 0.015796531107366618
0.464659650375387, 0.015116820322592844
0.46642602788409276, 0.01440943731876361
0.46819240539279855, 0.013660545986351177
0.46995878290150445, 0.012897818544411022
0.47172516041021023, 0.012135091102470852
0.473491537918916, 0.011303183112892051
0.4752579154276218, 0.01048511123284096
0.4770242929363277, 0.009625531024206699
0.4787906704450335, 0.008738278596516963
0.48055704795373927, 0.007851026168827227
0.48232342546244505, 0.006866920974443386
0.48408980297115095, 0.005910487999115005
0.48585618047985674, 0.004884874476147966
0.4876225579885625, 0.0038315887341254656
0.4893889354972683, 0.0027367946635197815
0.4911553130059742, 0.0016004922643308994
0.49236969754320953, 0.0006050717405931411
0.49351230088495596, 0
