CMy,-1.857480290819999991e-01,-1.918106243409999911e-01,-1.872722932460000045e-01,-1.878255557909999929e-01,-1.874982079059999973e-01,-1.870537721780000107e-01
CMyi,-1.856371387899999892e-01,-1.917004819229999879e-01,-1.871614736780000121e-01,-1.877146460209999923e-01,-1.873871261279999867e-01,-1.869425422700000117e-01
CMyo,-1.108902920000000026e-04,-1.101424180000000003e-04,-1.108195680000000045e-04,-1.109097700000000045e-04,-1.110817779999999973e-04,-1.112299080000000057e-04
CMz,3.317878000000000016e-05,-4.862270200000000337e-05,-1.960172000000000043e-05,-2.839839899999999963e-05,-3.197846400000000039e-05,-2.901123699999999886e-05
CMzi,3.317044600000000263e-05,-4.897876799999999848e-05,-1.981615399999999926e-05,-2.855649099999999879e-05,-3.215068000000000233e-05,-2.921517800000000091e-05
CMzo,8.334000000000000379e-09,3.560659999999999804e-07,2.144339999999999996e-07,1.580920000000000103e-07,1.722160000000000116e-07,2.039410000000000128e-07
CS,3.390419560000000241e-04,-1.372751959999999921e-04,-4.215507900000000155e-05,-6.481216699999999898e-05,-6.736969899999999698e-05,-6.291499700000000169e-05
CSi,3.384831939999999751e-04,-1.369569339999999894e-04,-4.218841299999999970e-05,-6.472942099999999467e-05,-6.729049500000000193e-05,-6.286750200000000631e-05
CSo,5.587619999999999579e-07,-3.182619999999999947e-07,3.333399999999999925e-08,-8.274600000000000522e-08,-7.920399999999999905e-08,-4.749599999999999729e-08
E,-2.881081875609999843e-01,-1.338189319070000050e-01,-1.253482063880000108e-01,-1.259011812549999942e-01,-1.257650887869999901e-01,-1.254503308780000048e-01
FC_AoA_,2.099999899999999808e+00
FC_Beta_,0.000000000000000000e+00
FC_Bref_,2.489199999999999857e+00
FC_Cref_,4.978400000000000047e-01
FC_Mach_,1.000000000000000021e-03
FC_Pitch_Rate,0.000000000000000000e+00
FC_ReCref_,1.000000000000000000e+07
FC_Rho_,2.377000000000000206e-03
FC_Roll__Rate,0.000000000000000000e+00
FC_Sref_,1.239222999999999963e+00
FC_Vinf_,1.000000000000000000e+02
FC_Xcg_,0.000000000000000000e+00
FC_Yaw___Rate,0.000000000000000000e+00
FC_Ycg_,0.000000000000000000e+00
FC_Zcg_,0.000000000000000000e+00
L/D,3.308077016932600145e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
Mach,1.000000000000000021e-03,1.000000000000000021e-03,1.000000000000000021e-03,1.000000000000000021e-03,1.000000000000000021e-03,1.000000000000000021e-03
T/QS,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
WakeIter,1,2,3,4,5,6
Results_Name,VSPAERO_History
Results_Timestamp,1712331901
Results_Date,4,5,2024
Results_Time,10,45,1
Alpha,4.200000000000000178e+00,4.200000000000000178e+00,4.200000000000000178e+00,4.200000000000000178e+00,4.200000000000000178e+00,4.200000000000000178e+00
AnalysisMethod,1
Beta,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
CDi,1.058261850000000057e-04,4.877747060499999787e-02,-4.087061521000000426e-03,-4.069715397000000373e-03,-4.229550222000000304e-03,-4.323257581999999898e-03
CDo,7.687150024000000137e-03,9.870188421000000711e-03,7.703656453000000057e-03,7.678656435999999842e-03,7.680448654000000298e-03,7.679073362000000090e-03
CDt,4.103185738999999728e-03,1.116103780190000061e-01,5.368944516000000167e-03,4.941746046999999711e-03,5.406183018000000097e-03,5.641396984000000316e-03
CDtot,7.792976208999999668e-03,5.864765902699999728e-02,3.616594932000000064e-03,3.608941038999999903e-03,3.450898431999999995e-03,3.355815780000000192e-03
CDtott,1.179033576300000073e-02,1.214805664409999986e-01,1.307260096900000022e-02,1.262040248300000042e-02,1.308663167200000040e-02,1.332047034600000041e-02
CFx,-1.099146242700000005e-02,4.131100061500000281e-02,-1.575986760800000136e-02,-1.522731766600000057e-02,-1.544248594800000027e-02,-1.549641011899999948e-02
CFxi,-1.868910884400000125e-02,3.142225488799999661e-02,-2.347368999099999978e-02,-2.291643840400000090e-02,-2.313339069100000048e-02,-2.318593261300000083e-02
CFxo,7.697646417000000331e-03,9.888745726999999264e-03,7.713822383000000157e-03,7.689120738000000330e-03,7.690904743999999772e-03,7.689522493000000049e-03
CFy,4.490501999999999921e-05,3.458523418300000346e-02,-3.899785170000000202e-04,-1.888004820000000069e-04,-1.814167879999999946e-04,-1.623279729999999943e-04
CFyi,4.312116899999999826e-05,3.462351951300000202e-02,-3.902986579999999958e-04,-1.886846109999999960e-04,-1.813503379999999946e-04,-1.622321839999999978e-04
CFyo,1.783850999999999897e-06,-3.828532999999999958e-05,3.201409999999999813e-07,-1.158710000000000057e-07,-6.645000000000000276e-08,-9.578899999999999833e-08
CFz,2.560811372810000153e-01,2.382308785410000018e-01,2.639898279099999745e-01,2.566333707599999792e-01,2.574054792659999924e-01,2.568415208879999967e-01
CFzi,2.559421959609999853e-01,2.381216575869999907e-01,2.638457812719999795e-01,2.564943038929999863e-01,2.572662348449999969e-01,2.567022321419999975e-01
CFzo,1.389413190000000095e-04,1.092209539999999975e-04,1.440466389999999906e-04,1.390668670000000048e-04,1.392444210000000088e-04,1.392887459999999993e-04
CL,2.561984204459999970e-01,2.345655608839999906e-01,2.644351015060000254e-01,2.570593972910000247e-01,2.578451908180000030e-01,2.572866962740000263e-01
CLi,2.566236140029999890e-01,2.351808671550000007e-01,2.648563881520000218e-01,2.574838412309999880e-01,2.582695883389999891e-01,2.577109483550000246e-01
CLo,-4.251935569999999763e-04,-6.153062700000000397e-04,-4.212866460000000120e-04,-4.244439400000000269e-04,-4.243975210000000011e-04,-4.242520810000000183e-04
CMx,-3.484067639999999808e-04,2.093804344300000120e-02,-1.073837329999999967e-04,-1.893510970000000023e-04,-3.090389830000000071e-04,-2.933012459999999821e-04
CMxi,-3.481748519999999878e-04,2.092054639400000096e-02,-1.071708839999999970e-04,-1.892050679999999878e-04,-3.089188709999999747e-04,-2.931713179999999785e-04
CMxo,-2.319119999999999924e-07,1.749704899999999938e-05,-2.128490000000000023e-07,-1.460289999999999903e-07,-1.201120000000000104e-07,-1.299269999999999960e-07
CMy,-3.731932322200000041e-01,-2.757117448220000044e-01,-3.848891117109999871e-01,-3.760721065489999737e-01,-3.776103610029999946e-01,-3.758078951200000128e-01
CMyi,-3.729544683179999986e-01,-2.755744122539999785e-01,-3.846406944149999840e-01,-3.758333184009999828e-01,-3.773712803270000138e-01,-3.755686323829999784e-01
CMyo,-2.387639029999999874e-04,-1.373325679999999995e-04,-2.484172960000000270e-04,-2.387881480000000097e-04,-2.390806750000000079e-04,-2.392627369999999966e-04
CMz,-1.092027690000000061e-04,4.420103111600000301e-02,-3.500207609999999810e-04,-1.214212710000000031e-04,-1.081228069999999933e-04,-9.517869100000000613e-05
CMzi,-1.109071990000000049e-04,4.321427832199999791e-02,-3.506826040000000271e-04,-1.221087470000000006e-04,-1.087673540000000058e-04,-9.578899300000000142e-05
CMzo,1.704429999999999917e-06,9.867527940000001083e-04,6.618429999999999794e-07,6.874759999999999549e-07,6.445469999999999548e-07,6.103010000000000331e-07
CS,4.490501999999999921e-05,3.458523418300000346e-02,-3.899785170000000202e-04,-1.888004820000000069e-04,-1.814167879999999946e-04,-1.623279729999999943e-04
CSi,4.312116899999999826e-05,3.462351951300000202e-02,-3.902986579999999958e-04,-1.886846109999999960e-04,-1.813503379999999946e-04,-1.622321839999999978e-04
CSo,1.783850999999999897e-06,-3.828532999999999958e-05,3.201409999999999813e-07,-1.158710000000000057e-07,-6.645000000000000276e-08,-9.578899999999999833e-08
E,3.961687302081099915e+01,7.218796468600000016e-02,-1.092672034065000020e+00,-1.037088976589999989e+00,-1.003997087227999963e+00,-9.779906995760000443e-01
FC_AoA_,4.199999799999999617e+00
FC_Beta_,0.000000000000000000e+00
FC_Bref_,2.489199999999999857e+00
FC_Cref_,4.978400000000000047e-01
FC_Mach_,1.000000000000000021e-03
FC_Pitch_Rate,0.000000000000000000e+00
FC_ReCref_,1.000000000000000000e+07
FC_Rho_,2.377000000000000206e-03
FC_Roll__Rate,0.000000000000000000e+00
FC_Sref_,1.239222999999999963e+00
FC_Vinf_,1.000000000000000000e+02
FC_Xcg_,0.000000000000000000e+00
FC_Yaw___Rate,0.000000000000000000e+00
FC_Ycg_,0.000000000000000000e+00
FC_Zcg_,0.000000000000000000e+00
L/D,3.293011644501400070e+01,4.010064017183999852e+00,7.323363361386300596e+01,7.134609250491399735e+01,7.484126044440399994e+01,7.679532049019400120e+01
Mach,1.000000000000000021e-03,1.000000000000000021e-03,1.000000000000000021e-03,1.000000000000000021e-03,1.000000000000000021e-03,1.000000000000000021e-03
T/QS,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
WakeIter,1,2,3,4,5,6
Results_Name,VSPAERO_History
Results_Timestamp,1712331901
Results_Date,4,5,2024
Results_Time,10,45,1
Alpha,6.299999999999999822e+00,6.299999999999999822e+00,6.299999999999999822e+00,6.299999999999999822e+00,6.299999999999999822e+00,6.299999999999999822e+00
AnalysisMethod,1
Beta,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
CDi,6.773123818999999581e-03,1.600698259000000057e-03,1.915613340999999976e-03,2.398993166000000076e-03,2.468943279000000105e-03,2.199870238999999950e-03
CDo,8.134669231999999695e-03,8.107511319999999994e-03,8.115069925999999698e-03,8.119037908000000664e-03,8.120614329000000811e-03,8.115373174999999245e-03
CDt,1.770322086300000000e-02,1.259008975599999920e-02,1.146502020100000074e-02,1.140142336799999934e-02,1.273134489899999978e-02,1.251582014200000072e-02
CDtot,1.490779305100000014e-02,9.708209578999999617e-03,1.003068326700000054e-02,1.051803107399999944e-02,1.058955760800000048e-02,1.031524341399999919e-02
CDtott,2.583789009499999970e-02,2.069760107600000093e-02,1.958009012600000001e-02,1.952046127600000000e-02,2.085195922800000060e-02,2.063119331700000170e-02
CFx,-2.750920165999999958e-02,-3.238664714899999741e-02,-3.232862020599999719e-02,-3.198331048200000332e-02,-3.197910343600000177e-02,-3.210603984600000210e-02
CFxi,-3.566872545900000302e-02,-4.051875676299999951e-02,-4.046836262299999959e-02,-4.012707542399999994e-02,-4.012446389799999985e-02,-4.024613318800000089e-02
CFxo,8.159523798999999966e-03,8.132109614000000361e-03,8.139742417000000660e-03,8.143764940999999660e-03,8.145360461999999815e-03,8.140093342000000523e-03
CFy,-4.433178699999999907e-05,-3.855876179999999766e-04,-3.224752430000000234e-04,-3.179178249999999820e-04,-2.952691090000000200e-04,-3.103415889999999798e-04
CFyi,-4.610955800000000161e-05,-3.858789300000000050e-04,-3.229754159999999948e-04,-3.184294440000000250e-04,-2.957137780000000009e-04,-3.107420460000000066e-04
CFyo,1.777770999999999991e-06,2.913119999999999817e-07,5.001729999999999883e-07,5.116189999999999969e-07,4.446689999999999963e-07,4.004560000000000225e-07
CFz,3.850287571620000238e-01,3.818247174170000258e-01,3.842377928680000276e-01,3.855511781059999810e-01,3.861648867349999903e-01,3.848148590530000024e-01
CFzi,3.848062090770000276e-01,3.816013426239999728e-01,3.840146741780000039e-01,3.853283350780000172e-01,3.859421299549999906e-01,3.845921555140000003e-01
CFzo,2.225480849999999968e-04,2.233747930000000090e-04,2.231186899999999947e-04,2.228430279999999905e-04,2.227567800000000069e-04,2.227035389999999998e-04
CL,3.857222546390000062e-01,3.830727873540000217e-01,3.854649225880000252e-01,3.867324839090000022e-01,3.873420246670000178e-01,3.860140791419999773e-01
CLi,3.863964302549999785e-01,3.837431329770000232e-01,3.861363603490000074e-01,3.874046370759999802e-01,3.880144386439999815e-01,3.866859680549999956e-01
CLo,-6.741756159999999802e-04,-6.703456230000000380e-04,-6.714377599999999877e-04,-6.721531669999999698e-04,-6.724139769999999596e-04,-6.718889129999999722e-04
CMx,-4.651363429999999847e-04,-3.781687890000000069e-04,-3.201674820000000249e-04,-3.012123249999999774e-04,-2.875407940000000002e-04,-2.132198070000000071e-04
CMxi,-4.647951560000000248e-04,-3.779188030000000262e-04,-3.199212510000000020e-04,-3.009780659999999842e-04,-2.873192970000000243e-04,-2.129885579999999941e-04
CMxo,-3.411870000000000230e-07,-2.499870000000000004e-07,-2.462309999999999766e-07,-2.342590000000000068e-07,-2.214969999999999882e-07,-2.312490000000000083e-07
CMy,-5.619203589310000080e-01,-5.493162085799999650e-01,-5.582170892350000191e-01,-5.644466775840000228e-01,-5.664269363280000080e-01,-5.630597628029999635e-01
CMyi,-5.615346571110000351e-01,-5.489284985779999682e-01,-5.578302975669999775e-01,-5.640607432149999934e-01,-5.660411278889999620e-01,-5.626739709189999550e-01
CMyo,-3.857018199999999886e-04,-3.877100009999999821e-04,-3.867916679999999774e-04,-3.859343689999999842e-04,-3.858084380000000014e-04,-3.857918840000000116e-04
CMz,-1.612608189999999912e-04,-2.315344210000000078e-04,-2.091031410000000128e-04,-1.983077189999999973e-04,-1.858275599999999932e-04,-2.025887900000000069e-04
CMzi,-1.645179819999999899e-04,-2.332199440000000000e-04,-2.105944389999999907e-04,-1.998528399999999878e-04,-1.871442030000000113e-04,-2.034909829999999938e-04
CMzo,3.257164000000000194e-06,1.685524000000000026e-06,1.491297999999999964e-06,1.545120999999999983e-06,1.316642999999999940e-06,9.021930000000000372e-07
CS,-4.433178699999999907e-05,-3.855876179999999766e-04,-3.224752430000000234e-04,-3.179178249999999820e-04,-2.952691090000000200e-04,-3.103415889999999798e-04
CSi,-4.610955800000000161e-05,-3.858789300000000050e-04,-3.229754159999999948e-04,-3.184294440000000250e-04,-2.957137780000000009e-04,-3.107420460000000066e-04
CSo,1.777770999999999991e-06,2.913119999999999817e-07,5.001729999999999883e-07,5.116189999999999969e-07,4.446689999999999963e-07,4.004560000000000225e-07
E,1.403321872845999962e+00,5.856684912084999972e+00,4.955113911126000303e+00,3.982728639733000175e+00,3.882082487432000129e+00,4.327129169994000435e+00
FC_AoA_,6.300000200000000383e+00
FC_Beta_,0.000000000000000000e+00
FC_Bref_,2.489199999999999857e+00
FC_Cref_,4.978400000000000047e-01
FC_Mach_,1.000000000000000021e-03
FC_Pitch_Rate,0.000000000000000000e+00
FC_ReCref_,1.000000000000000000e+07
FC_Rho_,2.377000000000000206e-03
FC_Roll__Rate,0.000000000000000000e+00
FC_Sref_,1.239222999999999963e+00
FC_Vinf_,1.000000000000000000e+02
FC_Xcg_,0.000000000000000000e+00
FC_Yaw___Rate,0.000000000000000000e+00
FC_Ycg_,0.000000000000000000e+00
FC_Zcg_,0.000000000000000000e+00
L/D,2.591909003090799857e+01,3.952769353116600115e+01,3.849551920674699801e+01,3.683242941064700204e+01,3.664123214682800267e+01,3.748684859074300135e+01
Mach,1.000000000000000021e-03,1.000000000000000021e-03,1.000000000000000021e-03,1.000000000000000021e-03,1.000000000000000021e-03,1.000000000000000021e-03
T/QS,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
WakeIter,1,2,3,4,5,6
Results_Name,VSPAERO_History
Results_Timestamp,1712331901
Results_Date,4,5,2024
Results_Time,10,45,1
Alpha,8.400000000000000355e+00,8.400000000000000355e+00,8.400000000000000355e+00,8.400000000000000355e+00,8.400000000000000355e+00,8.400000000000000355e+00
AnalysisMethod,1
Beta,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
CDi,1.605878832799999961e-02,1.027749966500000021e-02,1.088247322399999925e-02,1.181877107300000063e-02,1.222024738900000067e-02,1.140819510000000078e-02
CDo,8.757952165999999608e-03,8.705789473000000514e-03,8.717465126999999689e-03,8.728790170000000348e-03,8.734153741000000651e-03,8.722957820000000126e-03
CDt,3.024076812800000069e-02,2.229805567099999927e-02,1.954441071600000052e-02,1.929869733899999829e-02,2.343973747499999982e-02,2.458352768999999896e-02
CDtot,2.481674049499999965e-02,1.898328913699999856e-02,1.959993835100000067e-02,2.054756124199999881e-02,2.095440112899999915e-02,2.013115292100000134e-02
CDtott,3.899872029399999857e-02,3.100384514400000152e-02,2.826187584299999847e-02,2.802748750799999994e-02,3.217389121500000004e-02,3.330648551100000299e-02
CFx,-5.057678478299999780e-02,-5.573324999100000288e-02,-5.550962250900000339e-02,-5.498165403799999684e-02,-5.475291188200000214e-02,-5.517863001099999887e-02
CFxi,-5.938216361600000270e-02,-6.448591303299999744e-02,-6.427408368499999691e-02,-6.375761210899999476e-02,-6.353427093400000614e-02,-6.394867510500000518e-02
CFxo,8.805378832999999697e-03,8.752663043000000198e-03,8.764461176999999159e-03,8.775958070999999652e-03,8.781359052000000526e-03,8.770045094999999805e-03
CFy,-2.622928830000000110e-04,-6.124195809999999612e-04,-6.088453780000000100e-04,-5.941620980000000092e-04,-5.372617820000000514e-04,-6.116446060000000186e-04
CFyi,-2.650139589999999951e-04,-6.133108099999999563e-04,-6.098934100000000117e-04,-5.951833130000000471e-04,-5.382709600000000483e-04,-6.127623660000000409e-04
CFyo,2.721077000000000087e-06,8.912289999999999928e-07,1.048031999999999997e-06,1.021215000000000056e-06,1.009178000000000039e-06,1.117760000000000077e-06
CFz,5.123863812760000025e-01,5.073734581540000343e-01,5.100802800000000525e-01,5.129917632449999543e-01,5.142277151720000550e-01,5.114751911760000436e-01
CFzi,5.120644102279999776e-01,5.070515721339999837e-01,5.097583660019999741e-01,5.126701813659999551e-01,5.139059927600000410e-01,5.111534915919999644e-01
