Results_Name,VSPAERO_History
Results_Timestamp,1712331901
Results_Date,4,5,2024
Results_Time,10,45,1
Alpha,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
AnalysisMethod,1
Beta,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
CDi,-4.856577574000000251e-03,-9.485720737000000527e-03,-9.687840794999999505e-03,-9.689317248000000118e-03,-9.694058696999999572e-03,-9.693832726999999580e-03
CDo,7.333501574999999953e-03,7.331048651000000166e-03,7.331376157999999928e-03,7.331361465000000091e-03,7.331358617000000195e-03,7.331360613000000026e-03
CDt,1.247917600000000007e-05,8.041380000000000502e-07,4.281329999999999864e-07,4.226859999999999774e-07,4.585119999999999966e-07,4.369910000000000251e-07
CDtot,2.476924001000000135e-03,-2.154672084999999931e-03,-2.356464637000000011e-03,-2.357955783000000027e-03,-2.362700079999999810e-03,-2.362472113999999988e-03
CDtott,7.345980751000000253e-03,7.331852790000000127e-03,7.331804291000000064e-03,7.331784150999999874e-03,7.331817128999999940e-03,7.331797604999999891e-03
CFx,2.476924001000000135e-03,-2.154672084999999931e-03,-2.356464637000000011e-03,-2.357955783000000027e-03,-2.362700079999999810e-03,-2.362472113999999988e-03
CFxi,-4.856577574000000251e-03,-9.485720737000000527e-03,-9.687840794999999505e-03,-9.689317248000000118e-03,-9.694058696999999572e-03,-9.693832726999999580e-03
CFxo,7.333501574999999953e-03,7.331048651000000166e-03,7.331376157999999928e-03,7.331361465000000091e-03,7.331358617000000195e-03,7.331360613000000026e-03
CFy,3.794036559999999802e-04,-5.630132299999999871e-05,-1.358573099999999917e-05,-6.946835000000000041e-06,-2.905656000000000035e-06,-2.951037999999999985e-06
CFyi,3.787228980000000001e-04,-5.595688699999999726e-05,-1.343796700000000049e-05,-6.798689999999999954e-06,-2.955840999999999793e-06,-2.999919999999999985e-06
CFyo,6.807580000000000135e-07,-3.444359999999999748e-07,-1.477639999999999989e-07,-1.481460000000000085e-07,5.018500000000000237e-08,4.888200000000000056e-08
CFz,-2.195243783999999837e-03,-7.321201950000000378e-04,-1.286670414000000038e-03,-1.327889967000000105e-03,-1.333989049000000073e-03,-1.313059296999999999e-03
CFzi,-2.194535567999999961e-03,-7.316746529999999674e-04,-1.285855910000000078e-03,-1.327054757000000048e-03,-1.333154104000000041e-03,-1.312222524999999895e-03
CFzo,-7.082150000000000455e-07,-4.455420000000000068e-07,-8.145039999999999989e-07,-8.352100000000000256e-07,-8.349450000000000163e-07,-8.367720000000000498e-07
CL,-2.195243783999999837e-03,-7.321201950000000378e-04,-1.286670414000000038e-03,-1.327889967000000105e-03,-1.333989049000000073e-03,-1.313059296999999999e-03
CLi,-2.194535567999999961e-03,-7.316746529999999674e-04,-1.285855910000000078e-03,-1.327054757000000048e-03,-1.333154104000000041e-03,-1.312222524999999895e-03
CLo,-7.082150000000000455e-07,-4.455420000000000068e-07,-8.145039999999999989e-07,-8.352100000000000256e-07,-8.349450000000000163e-07,-8.367720000000000498e-07
CMx,1.865873999999999917e-06,-3.591657400000000325e-05,-4.371744900000000333e-05,-4.204880999999999696e-05,-4.345472200000000275e-05,-4.238170300000000272e-05
CMxi,2.049780999999999950e-06,-3.585302600000000160e-05,-4.367102999999999784e-05,-4.200463799999999822e-05,-4.341050699999999965e-05,-4.233732399999999763e-05
CMxo,-1.839070000000000069e-07,-6.354799999999999438e-08,-4.641900000000000028e-08,-4.417099999999999894e-08,-4.421500000000000251e-08,-4.437900000000000319e-08
CMy,3.164331884000000199e-03,2.173357651999999890e-03,2.514442427000000008e-03,2.571031261999999918e-03,2.583829350000000063e-03,2.536245638999999955e-03
CMyi,3.156648485999999972e-03,2.165893210999999922e-03,2.506268064000000042e-03,2.562817578000000079e-03,2.575615652999999842e-03,2.528027787999999852e-03
CMyo,7.683399000000000600e-06,7.464440999999999706e-06,8.174362999999999649e-06,8.213683000000000824e-06,8.213697000000000787e-06,8.217851000000000680e-06
CMz,5.072700499999999765e-05,-7.888091000000000300e-06,5.030146999999999733e-06,2.177504000000000015e-06,-4.138776999999999659e-06,-4.209345000000000268e-06
CMzi,5.091723599999999945e-05,-7.881058999999999314e-06,5.050195000000000019e-06,2.218401999999999856e-06,-4.159871999999999836e-06,-4.229055000000000119e-06
CMzo,-1.902300000000000034e-07,-7.031999999999999705e-09,-2.004700000000000077e-08,-4.089800000000000001e-08,2.109500000000000129e-08,1.970999999999999915e-08
CS,3.794036559999999802e-04,-5.630132299999999871e-05,-1.358573099999999917e-05,-6.946835000000000041e-06,-2.905656000000000035e-06,-2.951037999999999985e-06
CSi,3.787228980000000001e-04,-5.595688699999999726e-05,-1.343796700000000049e-05,-6.798689999999999954e-06,-2.955840999999999793e-06,-2.999919999999999985e-06
CSo,6.807580000000000135e-07,-3.444359999999999748e-07,-1.477639999999999989e-07,-1.481460000000000085e-07,5.018500000000000237e-08,4.888200000000000056e-08
E,-6.312988800000000065e-05,-3.592904999999999865e-06,-1.086520000000000060e-05,-1.157083299999999967e-05,-1.167172800000000034e-05,-1.130835800000000013e-05
FC_AoA_,0.000000000000000000e+00
FC_Beta_,0.000000000000000000e+00
FC_Bref_,2.489199999999999857e+00
FC_Cref_,4.978400000000000047e-01
FC_Mach_,1.000000000000000021e-03
FC_Pitch_Rate,0.000000000000000000e+00
FC_ReCref_,1.000000000000000000e+07
FC_Rho_,2.377000000000000206e-03
FC_Roll__Rate,0.000000000000000000e+00
FC_Sref_,1.239222999999999963e+00
FC_Vinf_,1.000000000000000000e+02
FC_Xcg_,0.000000000000000000e+00
FC_Yaw___Rate,0.000000000000000000e+00
FC_Ycg_,0.000000000000000000e+00
FC_Zcg_,0.000000000000000000e+00
L/D,-8.859922901700000297e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
Mach,1.000000000000000021e-03,1.000000000000000021e-03,1.000000000000000021e-03,1.000000000000000021e-03,1.000000000000000021e-03,1.000000000000000021e-03
T/QS,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
WakeIter,1,2,3,4,5,6
Results_Name,VSPAERO_History
Results_Timestamp,1712331901
Results_Date,4,5,2024
Results_Time,10,45,1
Alpha,2.100000000000000089e+00,2.100000000000000089e+00,2.100000000000000089e+00,2.100000000000000089e+00,2.100000000000000089e+00,2.100000000000000089e+00
AnalysisMethod,1
Beta,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
CDi,-3.575047841000000143e-03,-7.940946363000000660e-03,-8.336134643000000718e-03,-8.340706107000000688e-03,-8.353079476999999628e-03,-8.369028832000000723e-03
CDo,7.420107371000000257e-03,7.417845993000000103e-03,7.416932361000000071e-03,7.417460465999999725e-03,7.417433644000000215e-03,7.417484285000000392e-03
CDt,1.442467117999999974e-03,1.479695845999999928e-03,1.255491069000000013e-03,1.268658985999999945e-03,1.307495216000000102e-03,1.312761724000000105e-03
CDtot,3.845059529000000118e-03,-5.231003700000000150e-04,-9.192022819999999973e-04,-9.232456409999999876e-04,-9.356458329999999554e-04,-9.515445470000000053e-04
CDtott,8.862574487999999584e-03,8.897541838999999814e-03,8.672423429000000739e-03,8.686119452000000754e-03,8.724928859999999883e-03,8.730246008999999197e-03
CFx,-8.109740089999999688e-04,-5.249499722000000070e-03,-5.605680836000000167e-03,-5.621356634000000164e-03,-5.634694259999999816e-03,-5.649176104999999691e-03
CFxi,-8.233636075000000040e-03,-1.266989692399999971e-02,-1.302515983300000027e-02,-1.304136192700000065e-02,-1.305467035999999942e-02,-1.306920104499999929e-02
CFxo,7.422662065999999746e-03,7.420397201999999644e-03,7.419478997000000103e-03,7.420005292000000051e-03,7.419976099000000040e-03,7.420024939000000042e-03
CFy,3.390419560000000241e-04,-1.372751959999999921e-04,-4.215507900000000155e-05,-6.481216699999999898e-05,-6.736969899999999698e-05,-6.291499700000000169e-05
CFyi,3.384831939999999751e-04,-1.369569339999999894e-04,-4.218841299999999970e-05,-6.472942099999999467e-05,-6.729049500000000193e-05,-6.286750200000000631e-05
CFyo,5.587619999999999579e-07,-3.182619999999999947e-07,3.333399999999999925e-08,-8.274600000000000522e-08,-7.920399999999999905e-08,-4.749599999999999729e-08
CFz,1.270474263620000044e-01,1.288863469840000053e-01,1.277903877350000106e-01,1.281075475410000108e-01,1.281328854849999865e-01,1.280939539690000017e-01
CFzi,1.269811009100000054e-01,1.288199678920000091e-01,1.277239006939999977e-01,1.280410014549999975e-01,1.280662752260000037e-01,1.280272936680000029e-01
CFzo,6.632545199999999579e-05,6.637909199999999415e-05,6.648704100000000106e-05,6.654608600000000483e-05,6.661025899999999599e-05,6.666030200000000157e-05
CL,1.269918176160000078e-01,1.289921472499999944e-01,1.279099758520000074e-01,1.282274970700000016e-01,1.282533067370000002e-01,1.282149320369999901e-01
CLi,1.271975305749999952e-01,1.291977236119999928e-01,1.281154106909999923e-01,1.284328921890000030e-01,1.284586366569999971e-01,1.284202137369999941e-01
CLo,-2.057129590000000017e-04,-2.055763620000000019e-04,-2.054348390000000071e-04,-2.053951189999999932e-04,-2.053299190000000129e-04,-2.052816999999999966e-04
CMx,-9.335486999999999410e-05,-1.826493860000000084e-04,-1.301514029999999969e-04,-1.166845969999999959e-04,-1.347703229999999957e-04,-1.427925319999999996e-04
CMxi,-9.310630599999999632e-05,-1.825472290000000055e-04,-1.300604599999999897e-04,-1.165930339999999996e-04,-1.346811400000000032e-04,-1.427066769999999906e-04
CMxo,-2.485629999999999739e-07,-1.021560000000000050e-07,-9.094299999999999583e-08,-9.156299999999999742e-08,-8.918299999999999860e-08,-8.585499999999999686e-08
