x,y
1.0,0.0
0.993844,0.00050400000000006
0.975528,0.0023239999999999927
0.945503,0.006442000000000059
0.904509,0.01400900000000005
0.853553,0.02455099999999999
0.793893,0.037291000000000074
0.726995,0.05084700000000009
0.654509,0.06308800000000003
0.578217,0.07088800000000006
0.5,0.07450000000000001
0.421783,0.07472500000000004
0.345492,0.07228400000000001
0.273005,0.06749800000000006
0.206107,0.06070600000000004
0.146447,0.05230000000000001
0.095492,0.04261599999999999
0.054497,0.032361000000000084
0.024472,0.022191000000000072
0.006156,0.012523000000000062
0.0,0.0
0.006156,-0.01252299999999995
0.024472,-0.02219099999999996
0.054497,-0.03236099999999997
0.095492,-0.04261599999999999
0.146447,-0.05230000000000001
0.206107,-0.06070599999999993
0.273005,-0.06749799999999995
0.345492,-0.07228400000000001
0.421783,-0.07472499999999993
0.5,-0.07450000000000001
0.578217,-0.07088799999999995
0.654509,-0.06308799999999992
0.726995,-0.050846999999999976
0.793893,-0.03729099999999996
0.853553,-0.02455099999999999
0.904509,-0.014008999999999938
0.945503,-0.006441999999999948
0.975528,-0.0023239999999999927
0.993844,-0.0005039999999999489
1.0,0.0
