alpha,cl,cd,cm
-21,-0.8465787291437806,0.3206454921163119,0.1782150420760157
-20,-0.827873676362499,0.278063281871414,0.14553270685188247
-19,-0.8455974369536896,0.22691683350982333,0.11080314566049808
-18,-0.9103674128306326,0.17225759160312745,0.07774989376478438
-17,-1.09458831036143,0.1086031397719561,0.029359331055387815
-16,-1.232966513332631,0.06084751657368543,-0.002174552052380419
-15,-1.28816570448766,0.04038092095508887,-0.01895402915051929
-14,-1.2996659550414627,0.029790298895276783,-0.022541534134021695
-13,-1.277762764106613,0.023992314581369877,-0.018818669424535486
-12,-1.22464575885603,0.02014162722559725,-0.014100246387883666
-11,-1.1516080368660544,0.017179062228768638,-0.0100288984818155
-10,-1.0693585318772243,0.014779027017886364,-0.006198557961438195
-9,-0.9823305585339571,0.012846586681970935,-0.002501842069464319
-8,-0.8899358703751313,0.011330083434642063,0.0006047439632653649
-7,-0.7898222127343737,0.010051117350471338,0.0023431833492899555
-6,-0.679340568280636,0.008882895691575675,0.0017918694472332797
-5,-0.5545361558223507,0.00782135021128506,-0.0015480699683163982
-4,-0.4256193612451536,0.006814411229613171,-0.005363326969888572
-3,-0.3218061583105675,0.005546681829004941,-0.003914220243278401
-2,-0.21933445320825204,0.004951817981900883,-0.0014948565828426365
-1,-0.1111235949852767,0.004881212609175103,-0.0006675346064346271
0,5.865664160991762e-16,0.004876268665172136,-1.564180903200953e-16
1,0.11112359498527705,0.004881212609175112,0.0006675346064347641
2,0.21933445320825148,0.004951817981900879,0.001494856582842466
3,0.32180615831056764,0.005546681829004941,0.0039142202432783145
4,0.4256193612451534,0.006814411229613177,0.0053633269698884775
5,0.5545361558223509,0.00782135021128506,0.0015480699683164932
6,0.6793405682806357,0.008882895691575675,-0.0017918694472333256
7,0.7898222127343735,0.01005111735047132,-0.0023431833492898904
8,0.889935870375131,0.011330083434642074,-0.0006047439632652629
9,0.982330558533957,0.012846586681970935,0.002501842069464335
10,1.069358531877223,0.014779027017886377,0.006198557961438362
11,1.151608036866054,0.017179062228768652,0.010028898481815476
12,1.224645758856031,0.020141627225597234,0.014100246387883642
13,1.277762764106612,0.023992314581369877,0.018818669424535535
14,1.299665955041461,0.029790298895276835,0.02254153413402156
15,1.28816570448766,0.040380920955088835,0.01895402915051931
16,1.2329665133326309,0.06084751657368548,0.0021745520523804365
17,1.0945883103614298,0.108603139771956,-0.02935933105538778
18,0.9103674128306326,0.17225759160312748,-0.07774989376478438
19,0.845597436953689,0.22691683350982333,-0.11080314566049795
20,0.8278736763624986,0.2780632818714138,-0.1455327068518824
21,0.8465787291437805,0.32064549211631177,-0.17821504207601574
22,0.8709412543346623,0.363070364241962,-0.20617451865803754
