# x_over_c y_over_c
1.0000000000000000e+00 0.0000000000000000e+00
9.9993831624083029e-01 1.7971040223004988e-05
9.9975328018286580e-01 7.1820248878866463e-05
9.9944493748098495e-01 1.6135711894616696e-04
9.9901336421413578e-01 2.8626820454361100e-04
9.9845866686656404e-01 4.4612311230067200e-04
9.9778098230154000e-01 6.4038267743823127e-04
9.9698047772758991e-01 8.6840911937210649e-04
9.9605735065723888e-01 1.1294779223248105e-03
9.9501182885827877e-01 1.4227911437241438e-03
9.9384417029756889e-01 1.7474918181808418e-03
9.9255466307738693e-01 2.1026790984485797e-03
9.9114362536434442e-01 2.4874237576374687e-03
9.8961140531088287e-01 2.9007836694733245e-03
9.8795838096937372e-01 3.3418188857103443e-03
9.8618496019883828e-01 3.8096059417969440e-03
9.8429158056431554e-01 4.3032510431742135e-03
9.8227870922889904e-01 4.8219018145349013e-03
9.8014684283847142e-01 5.3647573321234827e-03
9.7789650739916500e-01 5.9310762036597544e-03
9.7552825814757682e-01 6.5201825104841057e-03
9.7304267941377265e-01 7.1314694806786146e-03
9.7044038447711278e-01 7.7644008187470904e-03
9.6772201541493363e-01 8.4185096754062581e-03
9.6488824294412567e-01 9.0933952986050146e-03
9.6193976625564337e-01 9.7887174625352971e-03
9.5887731284199051e-01 1.0504188823673535e-02
9.5570163831772259e-01 1.1239565400462465e-02
9.5241352623300968e-01 1.1994635414913508e-02
9.4901378788030777e-01 1.2769206769164342e-02
9.4550326209418389e-01 1.3563093457056157e-02
9.4188281504434679e-01 1.4376101229509990e-02
9.3815334002193174e-01 1.5208012842538783e-02
9.3431575721909554e-01 1.6058573218025788e-02
9.3037101350197182e-01 1.6927474840081648e-02
9.2632008217704609e-01 1.7814343694240467e-02
9.2216396275100754e-01 1.8718726033586281e-02
9.1790368068413519e-01 1.9640076225928157e-02
9.1354028713728086e-01 2.0577745900360728e-02
9.0907485871251170e-01 2.1530974571102660e-02
9.0450849718747373e-01 2.2498881872656577e-02
8.9984232924354524e-01 2.3480461494410215e-02
8.9507750618784521e-01 2.4474576856174539e-02
8.9021520366916485e-01 2.5479958520188761e-02
8.8525662138789452e-01 2.6495203291135937e-02
8.8020298280001552e-01 2.7518774914941369e-02
8.7505553481522980e-01 2.8549006250683281e-02
8.6981554748930479e-01 2.9584102758796089e-02
8.6448431371070567e-01 3.0622147123680034e-02
8.5906314888159430e-01 3.1661104810428824e-02
8.5355339059327373e-01 3.2698830344025230e-02
8.4795639829615710e-01 3.3733074095180095e-02
8.4227355296434436e-01 3.4761489359924652e-02
8.3650625675488655e-01 3.5781639529814446e-02
8.3065593266182591e-01 3.6791005165655560e-02
8.2472402416509172e-01 3.7786990809328264e-02
8.1871199487434487e-01 3.8766931394690923e-02
8.1262132816785260e-01 3.9728098148701485e-02
8.0645352682648808e-01 4.0667703906683894e-02
8.0021011266294195e-01 4.1582907799921576e-02
7.9389262614623646e-01 4.2483239993889643e-02
7.8750262602163934e-01 4.3381060781816964e-02
7.8104168892606540e-01 4.4275252477156336e-02
7.7451140899906579e-01 4.5164752574159923e-02
7.6791339748949827e-01 4.6048579059753167e-02
7.6124928235797440e-01 4.6925839816128370e-02
7.5452070787518566e-01 4.7795740482420468e-02
7.4772933421620380e-01 4.8657590618480663e-02
7.4087683705085750e-01 4.9510808043619563e-02
7.3396490713028661e-01 5.0354921255663675e-02
7.2699524986977337e-01 5.1189569870174575e-02
