# x_over_c y_over_c
1.0000000000000000e+00 0.0000000000000000e+00
9.9993831624083029e-01 1.5972689267239044e-05
9.9975328018286580e-01 6.3937324531998844e-05
9.9944493748098495e-01 1.4403241592309164e-04
9.9901336421413578e-01 2.5648486016930879e-04
9.9845866686656404e-01 4.0160408251520974e-04
9.9778098230154000e-01 5.7977397840149416e-04
9.9698047772758991e-01 7.9144279492003112e-04
9.9605735065723888e-01 1.0371111278425077e-03
9.9501182885827877e-01 1.3173182427445233e-03
9.9384417029756889e-01 1.6326269578325378e-03
9.9255466307738693e-01 1.9836073510071401e-03
9.9114362536434442e-01 2.3708195740246105e-03
9.8961140531088287e-01 2.7947960719780394e-03
9.8795838096937372e-01 3.2560235164266972e-03
9.8618496019883828e-01 3.7549247651709394e-03
9.8429158056431554e-01 4.2918411607943373e-03
9.8227870922889904e-01 4.8670154736845878e-03
9.8014684283847142e-01 5.4805757833914061e-03
9.7789650739916500e-01 6.1325205750856560e-03
9.7552825814757682e-01 6.8227053058417756e-03
9.7304267941377265e-01 7.5508306688590824e-03
9.7044038447711278e-01 8.3164327530438550e-03
9.6772201541493363e-01 9.1188752611421932e-03
9.6488824294412567e-01 9.9573439124660650e-03
9.6193976625564337e-01 1.0830843116878935e-02
9.5887731284199051e-01 1.1738194965827715e-02
9.5570163831772259e-01 1.2678040544596886e-02
9.5241352623300968e-01 1.3648843528402472e-02
9.4901378788030777e-01 1.4648895984232236e-02
9.4550326209418389e-01 1.5676326261261000e-02
9.4188281504434679e-01 1.6729108815982219e-02
9.3815334002193174e-01 1.7805075784622489e-02
9.3431575721909554e-01 1.8901930085604046e-02
9.3037101350197182e-01 2.0017259809390273e-02
9.2632008217704609e-01 2.1148553632494318e-02
9.2216396275100754e-01 2.2293216977172996e-02
9.1790368068413519e-01 2.3448588628671191e-02
9.1354028713728086e-01 2.4611957518021754e-02
9.0907485871251170e-01 2.5780579380417931e-02
9.0450849718747373e-01 2.6951693007009898e-02
