rc_over_c,rc_m,Z_phys,dtZ_phys,decades_gap
0.05,0.0007638749999999999,75805.1069134471,23.396637936249107,1.8987847177201613
0.01,0.000152775,1895127.6728361777,584.9159484062277,3.296724726392199
