nrows,h_row,sigma_over_h_row,family,d_over_sigma,d_over_h_row,S_raw_rms,S_norm_rms,S_raw_max
4,1.0811757858186821,0.05549513852140808,aft,0.25,0.01387378463035202,0.01735547607534074,0.02480596155713448,0.024197382799908438
4,1.0811757858186821,0.05549513852140808,aft,0.5,0.02774756926070404,0.020960840900293636,0.03019361256205179,0.027059077858925577
4,1.0811757858186821,0.05549513852140808,aft,1.0,0.05549513852140808,0.028731238899078835,0.04304842060273267,0.03350347958507822
4,1.0811757858186821,0.05549513852140808,aft,2.0,0.11099027704281617,0.0351024681816138,0.05904258420393505,0.04088236028340064
4,1.0811757858186821,0.05549513852140808,aft,4.0,0.22198055408563233,0.034481963810376465,0.06973921855774566,0.03976055753932708
4,1.0811757858186821,0.05549513852140808,aft,8.0,0.44396110817126466,0.03388630259511035,0.0916067136535134,0.03748946090343178
4,1.0811757858186821,0.05549513852140808,aft,16.0,0.8879222163425293,0.027957613925385576,0.1225898981885889,0.03015580932223391
4,1.0811757858186821,0.05549513852140808,aft,32.0,1.7758444326850586,0.015490092934315011,0.14741852479501033,0.016548352379641973
4,1.0811757858186821,0.05549513852140808,aft,64.0,3.5516888653701173,0.005680752115649695,0.16118556686524335,0.005911275548130975
4,1.0811757858186821,0.05549513852140808,root,0.25,0.01387378463035202,0.012377140941391912,0.00573544388795566,0.014761015459849071
4,1.0811757858186821,0.05549513852140808,root,0.5,0.02774756926070404,0.014649318751381611,0.007021636702694728,0.018365065361725535
4,1.0811757858186821,0.05549513852140808,root,1.0,0.05549513852140808,0.01952600036396314,0.010695671712099274,0.02411678450023817
4,1.0811757858186821,0.05549513852140808,root,2.0,0.11099027704281617,0.023115980389950386,0.01837704809271999,0.027216222532034203
4,1.0811757858186821,0.05549513852140808,root,4.0,0.22198055408563233,0.02278986514463218,0.032861044108551896,0.024908393831986626
4,1.0811757858186821,0.05549513852140808,root,8.0,0.44396110817126466,0.023264057098340434,0.06621633151833285,0.02390718779009673
4,1.0811757858186821,0.05549513852140808,root,16.0,0.8879222163425293,0.019958645031292622,0.11469962710845001,0.020332232251933438
4,1.0811757858186821,0.05549513852140808,root,32.0,1.7758444326850586,0.012113171057552474,0.14954098908191543,0.012411832231659927
4,1.0811757858186821,0.05549513852140808,root,64.0,3.5516888653701173,0.005046181801076663,0.16307541608360912,0.005147501670791283
4,1.0811757858186821,0.05549513852140808,tip,0.25,0.01387378463035202,0.017761908248040796,0.006144108865361441,0.020170076773603496
4,1.0811757858186821,0.05549513852140808,tip,0.5,0.02774756926070404,0.020000158190123924,0.0071577752368891835,0.023940832572869955
4,1.0811757858186821,0.05549513852140808,tip,1.0,0.05549513852140808,0.024913394285693134,0.010196425107264762,0.030052324785736377
4,1.0811757858186821,0.05549513852140808,tip,2.0,0.11099027704281617,0.027579393350665372,0.01644409900323491,0.03240976845208132
4,1.0811757858186821,0.05549513852140808,tip,4.0,0.22198055408563233,0.02481705905921007,0.027249752251618454,0.02749927283795013
4,1.0811757858186821,0.05549513852140808,tip,8.0,0.44396110817126466,0.024453112129805915,0.05491901140667676,0.02525556770191111
4,1.0811757858186821,0.05549513852140808,tip,16.0,0.8879222163425293,0.020887344881213632,0.10098583785961507,0.021286393148966003
4,1.0811757858186821,0.05549513852140808,tip,32.0,1.7758444326850586,0.01252359598344327,0.140781507873163,0.012830810385585964
4,1.0811757858186821,0.05549513852140808,tip,64.0,3.5516888653701173,0.005124635562087266,0.15968255685678334,0.005227150357431842
4,1.0811757858186821,0.05549513852140808,control,0.25,0.01387378463035202,0.07568700008130591,0.06661051239713411,0.087954658248598
4,1.0811757858186821,0.05549513852140808,control,0.5,0.02774756926070404,0.07563628104410619,0.06780406295236387,0.08801269386464504
4,1.0811757858186821,0.05549513852140808,control,1.0,0.05549513852140808,0.07543418046464642,0.07397043551605616,0.08801187341387753
4,1.0811757858186821,0.05549513852140808,control,2.0,0.11099027704281617,0.07463797658168066,0.09734357249282014,0.0875459487139526
4,1.0811757858186821,0.05549513852140808,control,4.0,0.22198055408563233,0.07163576503967743,0.1415848408129257,0.0848749573409633
4,1.0811757858186821,0.05549513852140808,control,8.0,0.44396110817126466,0.06192409736465382,0.181532722964096,0.07451553303510693
4,1.0811757858186821,0.05549513852140808,control,16.0,0.8879222163425293,0.04106597993841667,0.19135033421565795,0.049790597813825346
4,1.0811757858186821,0.05549513852140808,control,32.0,1.7758444326850586,0.01843769961873922,0.18044210157144386,0.021542675246999144
4,1.0811757858186821,0.05549513852140808,control,64.0,3.5516888653701173,0.006008171091018191,0.17378656273863263,0.006520172856566804
6,0.7532699451117248,0.07965271997026353,aft,0.25,0.019913179992565883,0.01489309273941775,0.02128650832492834,0.020762082490809353
6,0.7532699451117248,0.07965271997026353,aft,0.5,0.039826359985131767,0.021244896783200434,0.030602788573417788,0.025941151477896537
6,0.7532699451117248,0.07965271997026353,aft,1.0,0.07965271997026353,0.033058377098293505,0.0495318328168825,0.03670372445014882
6,0.7532699451117248,0.07965271997026353,aft,2.0,0.15930543994052707,0.04212811263997233,0.07085976476153516,0.046547194887832294
6,0.7532699451117248,0.07965271997026353,aft,4.0,0.31861087988105413,0.04106370549911336,0.08305068552191323,0.045349709116354046
6,0.7532699451117248,0.07965271997026353,aft,8.0,0.6372217597621083,0.03742141522342749,0.10116337889800946,0.04069062886735
6,0.7532699451117248,0.07965271997026353,aft,16.0,1.2744435195242165,0.026300306154168472,0.11532285488929704,0.028444074624665156
6,0.7532699451117248,0.07965271997026353,aft,32.0,2.548887039048433,0.012428254291921494,0.1182791427566953,0.013316965467287022
6,0.7532699451117248,0.07965271997026353,aft,64.0,5.097774078096866,0.004192150731082451,0.11894801572358157,0.004355132116203204
6,0.7532699451117248,0.07965271997026353,root,0.25,0.019913179992565883,0.012323328414730727,0.005710507698847383,0.014578061977261272
6,0.7532699451117248,0.07965271997026353,root,0.5,0.039826359985131767,0.015927928223412127,0.007634493269582923,0.01919550871321292
6,0.7532699451117248,0.07965271997026353,root,1.0,0.07965271997026353,0.02291675633277893,0.012553011260511221,0.026663858334700696
6,0.7532699451117248,0.07965271997026353,root,2.0,0.15930543994052707,0.027254216030548707,0.02166691744298753,0.03044658590162551
6,0.7532699451117248,0.07965271997026353,root,4.0,0.31861087988105413,0.025411805383198233,0.036641658573916554,0.02692873116664245
6,0.7532699451117248,0.07965271997026353,root,8.0,0.6372217597621083,0.02388197524516478,0.06797510784390479,0.024315105931310473
6,0.7532699451117248,0.07965271997026353,root,16.0,1.2744435195242165,0.01779001518590874,0.10223680539826915,0.018077964696880937
6,0.7532699451117248,0.07965271997026353,root,32.0,2.548887039048433,0.009496853581915984,0.11724170913283541,0.009684874807277762
6,0.7532699451117248,0.07965271997026353,root,64.0,5.097774078096866,0.003706937385189993,0.11979559602009675,0.0037636525660699575
6,0.7532699451117248,0.07965271997026353,tip,0.25,0.019913179992565883,0.01715940663342114,0.005935694574504628,0.019399716103428687
6,0.7532699451117248,0.07965271997026353,tip,0.5,0.039826359985131767,0.02077511095779526,0.007435119929739448,0.024218414557382696
6,0.7532699451117248,0.07965271997026353,tip,1.0,0.07965271997026353,0.028092765416687475,0.011497661673171001,0.0322443740518844
6,0.7532699451117248,0.07965271997026353,tip,2.0,0.15930543994052707,0.03190243683804104,0.01902169576897306,0.03556852244695276
6,0.7532699451117248,0.07965271997026353,tip,4.0,0.31861087988105413,0.02794005494333178,0.030678879930369662,0.029765541762076294
6,0.7532699451117248,0.07965271997026353,tip,8.0,0.6372217597621083,0.025589493029688052,0.05747119843594599,0.026097605780872717
6,0.7532699451117248,0.07965271997026353,tip,16.0,1.2744435195242165,0.01885857060114951,0.09117714883449238,0.019168778137771077
6,0.7532699451117248,0.07965271997026353,tip,32.0,2.548887039048433,0.009859968288279545,0.11083886808874172,0.010055442797150876
6,0.7532699451117248,0.07965271997026353,tip,64.0,5.097774078096866,0.003766598308378912,0.11736640415643619,0.0038241739580004634
6,0.7532699451117248,0.07965271997026353,control,0.25,0.019913179992565883,0.03389309929424604,0.029828592866561393,0.03945674746201388
6,0.7532699451117248,0.07965271997026353,control,0.5,0.039826359985131767,0.033880339869238656,0.03037199430788709,0.0394832684974538
6,0.7532699451117248,0.07965271997026353,control,1.0,0.07965271997026353,0.03382940604196767,0.033172971228164046,0.039505966845660205
6,0.7532699451117248,0.07965271997026353,control,2.0,0.15930543994052707,0.03362731796820184,0.043857074029793594,0.039429874014668166
6,0.7532699451117248,0.07965271997026353,control,4.0,0.31861087988105413,0.03284441252653111,0.06491549181595659,0.03880433530755037
6,0.7532699451117248,0.07965271997026353,control,8.0,0.6372217597621083,0.030069271387974463,0.08814915267091358,0.03594338710807496
6,0.7532699451117248,0.07965271997026353,control,16.0,1.2744435195242165,0.022628915393405412,0.10544130518641949,0.027216625431042116
6,0.7532699451117248,0.07965271997026353,control,32.0,2.548887039048433,0.011671968807546316,0.11422870665326598,0.013604520821720959
6,0.7532699451117248,0.07965271997026353,control,64.0,5.097774078096866,0.004101801675778883,0.11864475952337973,0.004464021388102951
8,0.5776948661510404,0.10386105800066567,aft,0.25,0.025965264500166417,0.011670357422386153,0.016680293661840463,0.014171335345867949
