nrows,h_row,sigma_over_h_row,family,d_over_sigma,d_over_h_row,S_raw_rms,S_norm_rms,S_raw_max
8,0.5776948661510404,0.10386105800066567,aft,0.5,0.051930529000332834,0.020505793865599274,0.029538127702048885,0.023140187297373657
8,0.5776948661510404,0.10386105800066567,aft,1.0,0.10386105800066567,0.034860545112365415,0.052232046578602545,0.038071742675363784
8,0.5776948661510404,0.10386105800066567,aft,2.0,0.20772211600133134,0.04552545532456519,0.07657411768073422,0.049132560714345096
8,0.5776948661510404,0.10386105800066567,aft,4.0,0.4154442320026627,0.04425424641826158,0.08950350333999096,0.04778236938895532
8,0.5776948661510404,0.10386105800066567,aft,8.0,0.8308884640053253,0.03757025908656637,0.10156575673523072,0.04041783488771425
8,0.5776948661510404,0.10386105800066567,aft,16.0,1.6617769280106507,0.023433056386070215,0.102750399382525,0.025345255061169244
8,0.5776948661510404,0.10386105800066567,aft,32.0,3.3235538560213014,0.010155647103098275,0.0966508413232882,0.01088910319138136
8,0.5776948661510404,0.10386105800066567,aft,64.0,6.647107712042603,0.0032993696366243473,0.09361625966959577,0.0034237248887701607
8,0.5776948661510404,0.10386105800066567,root,0.25,0.025965264500166417,0.010261632353624208,0.0047551382699552005,0.01242967834714589
8,0.5776948661510404,0.10386105800066567,root,0.5,0.051930529000332834,0.015247576423530322,0.007308390516965573,0.018037221535284722
8,0.5776948661510404,0.10386105800066567,root,1.0,0.10386105800066567,0.023876162318398887,0.013078540875872314,0.026811077170779966
8,0.5776948661510404,0.10386105800066567,root,2.0,0.20772211600133134,0.028918534343950933,0.02299003924751563,0.03126457663898104
8,0.5776948661510404,0.10386105800066567,root,4.0,0.4154442320026627,0.02652118787428715,0.03824129361965155,0.027501887600271776
8,0.5776948661510404,0.10386105800066567,root,8.0,0.8308884640053253,0.0231636068902266,0.06593042075679051,0.02344438453830832
8,0.5776948661510404,0.10386105800066567,root,16.0,1.6617769280106507,0.015440220342786226,0.08873285300746622,0.015650749543084267
8,0.5776948661510404,0.10386105800066567,root,32.0,3.3235538560213014,0.007678151927632836,0.09478925279962397,0.007801503334877608
8,0.5776948661510404,0.10386105800066567,root,64.0,6.647107712042603,0.0029117065942689006,0.09409644422095123,0.002947076776860269
8,0.5776948661510404,0.10386105800066567,tip,0.25,0.025965264500166417,0.013803109065368798,0.00477470120855049,0.01599432297598382
8,0.5776948661510404,0.10386105800066567,tip,0.5,0.051930529000332834,0.018992292504007538,0.0067970742873458695,0.021997869852505965
8,0.5776948661510404,0.10386105800066567,tip,1.0,0.10386105800066567,0.028387277520485886,0.011618198063159738,0.03167021313359613
8,0.5776948661510404,0.10386105800066567,tip,2.0,0.20772211600133134,0.033319985253764096,0.019866903137882298,0.0360086486676124
8,0.5776948661510404,0.10386105800066567,tip,4.0,0.4154442320026627,0.029220894556889577,0.032085273897528944,0.030380595602623614
8,0.5776948661510404,0.10386105800066567,tip,8.0,0.8308884640053253,0.025067386797629442,0.0562986050269061,0.025390396301835948
8,0.5776948661510404,0.10386105800066567,tip,16.0,1.6617769280106507,0.016467828540814942,0.07961842313516929,0.016696450361616773
8,0.5776948661510404,0.10386105800066567,tip,32.0,3.3235538560213014,0.007985579040558787,0.08976829498943129,0.008114352919357736
8,0.5776948661510404,0.10386105800066567,tip,64.0,6.647107712042603,0.0029591097570166205,0.09220523221514937,0.002995058118672038
8,0.5776948661510404,0.10386105800066567,control,0.25,0.025965264500166417,0.02106573479905601,0.018539503316023737,0.02443048880837643
8,0.5776948661510404,0.10386105800066567,control,0.5,0.051930529000332834,0.02105954048649742,0.018878802463352932,0.024446170604273367
8,0.5776948661510404,0.10386105800066567,control,1.0,0.10386105800066567,0.02103480206964378,0.020626637162377802,0.024462665966856464
8,0.5776948661510404,0.10386105800066567,control,2.0,0.20772211600133134,0.02093646553002244,0.02730554127274384,0.02443603790229004
8,0.5776948661510404,0.10386105800066567,control,4.0,0.4154442320026627,0.02055273156902644,0.040621541849377094,0.024148342914742566
8,0.5776948661510404,0.10386105800066567,control,8.0,0.8308884640053253,0.019156523507311934,0.05615803899941902,0.022741479443531956
8,0.5776948661510404,0.10386105800066567,control,16.0,1.6617769280106507,0.015124678742170895,0.07047469308071849,0.018064044119249355
8,0.5776948661510404,0.10386105800066567,control,32.0,3.3235538560213014,0.008368522106619319,0.08189924704222583,0.00972577088028693
8,0.5776948661510404,0.10386105800066567,control,64.0,6.647107712042603,0.003087754222642631,0.08931340083456633,0.003364594002306124
12,0.3938853312451003,0.1523285972857522,aft,0.25,0.03808214932143805,0.01915354033934488,0.027375911976040997,0.02176089649214194
12,0.3938853312451003,0.1523285972857522,aft,0.5,0.0761642986428761,0.026062276408230958,0.037542113892205756,0.028693455984671098
12,0.3938853312451003,0.1523285972857522,aft,1.0,0.1523285972857522,0.0392514227130425,0.05881096043724319,0.041832070037084876
12,0.3938853312451003,0.1523285972857522,aft,2.0,0.3046571945715044,0.04911183457420757,0.08260643135562182,0.051697442832261256
12,0.3938853312451003,0.1523285972857522,aft,4.0,0.6093143891430088,0.045799498269650116,0.09262875041650222,0.048284622417859455
12,0.3938853312451003,0.1523285972857522,aft,8.0,1.2186287782860177,0.03400761271758549,0.09193465800865991,0.036189743001944094
12,0.3938853312451003,0.1523285972857522,aft,16.0,2.4372575565720354,0.018279957044964622,0.08015484007378808,0.019749450064706887
12,0.3938853312451003,0.1523285972857522,aft,32.0,4.874515113144071,0.007307088757522976,0.06954123837397604,0.007832202854417178
12,0.3938853312451003,0.1523285972857522,aft,64.0,9.749030226288141,0.002301420857530328,0.06530047746575456,0.002384495277894767
12,0.3938853312451003,0.1523285972857522,root,0.25,0.03808214932143805,0.00836102757645735,0.0038744169382487607,0.010017487810643535
12,0.3938853312451003,0.1523285972857522,root,0.5,0.0761642986428761,0.014711628188612462,0.00705150254415873,0.016540368066222055
12,0.3938853312451003,0.1523285972857522,root,1.0,0.1523285972857522,0.024528258951568373,0.013435736992995117,0.026290691225024747
12,0.3938853312451003,0.1523285972857522,root,2.0,0.3046571945715044,0.02992648155914817,0.023791350467551778,0.031194602002381513
12,0.3938853312451003,0.1523285972857522,root,4.0,0.6093143891430088,0.026745618922834096,0.03856490407275538,0.02716117780137061
12,0.3938853312451003,0.1523285972857522,root,8.0,1.2186287782860177,0.02039441823933468,0.05804849745471329,0.020537862991725147
12,0.3938853312451003,0.1523285972857522,root,16.0,2.4372575565720354,0.011772809245010294,0.06765673863653754,0.011891791082654849
12,0.3938853312451003,0.1523285972857522,root,32.0,4.874515113144071,0.005475243127881872,0.06759363579670712,0.005537999120078334
12,0.3938853312451003,0.1523285972857522,root,64.0,9.749030226288141,0.00202773653901661,0.06552954151146873,0.002045010262469802
12,0.3938853312451003,0.1523285972857522,tip,0.25,0.03808214932143805,0.009173082317881363,0.00317310593011322,0.011134609748095619
12,0.3938853312451003,0.1523285972857522,tip,0.5,0.0761642986428761,0.01671586003337463,0.005982371132908182,0.018819753607629598
12,0.3938853312451003,0.1523285972857522,tip,1.0,0.1523285972857522,0.02808688099768201,0.011495253328607392,0.030098603750679548
12,0.3938853312451003,0.1523285972857522,tip,2.0,0.3046571945715044,0.03392574403875778,0.02022808430332208,0.03538235028916996
12,0.3938853312451003,0.1523285972857522,tip,4.0,0.6093143891430088,0.029600855372363212,0.032502480386915,0.03008570425557873
12,0.3938853312451003,0.1523285972857522,tip,8.0,1.2186287782860177,0.022298012226949642,0.0500788930806651,0.022462881168987897
12,0.3938853312451003,0.1523285972857522,tip,16.0,2.4372575565720354,0.012622725276572381,0.06102817257893323,0.01275307507673
12,0.3938853312451003,0.1523285972857522,tip,32.0,4.874515113144071,0.005701998579495169,0.06409788043092532,0.005767710493629898
12,0.3938853312451003,0.1523285972857522,tip,64.0,9.749030226288141,0.002060967251916616,0.06421930230880668,0.00207853643274348
12,0.3938853312451003,0.1523285972857522,control,0.25,0.03808214932143805,0.011633680887421177,0.010238554099692357,0.013404529642385987
12,0.3938853312451003,0.1523285972857522,control,0.5,0.0761642986428761,0.011630977561010059,0.0104265773496238,0.013412621968325248
12,0.3938853312451003,0.1523285972857522,control,1.0,0.1523285972857522,0.011620177579954942,0.011394696556238478,0.01342228630741047
12,0.3938853312451003,0.1523285972857522,control,2.0,0.3046571945715044,0.011577189717910804,0.015099083043003975,0.013415447987613838
12,0.3938853312451003,0.1523285972857522,control,4.0,0.6093143891430088,0.011408560413839896,0.02254850226285014,0.01329824021683442
12,0.3938853312451003,0.1523285972857522,control,8.0,1.2186287782860177,0.010783027955005728,0.031610835034754654,0.01268561010107176
12,0.3938853312451003,0.1523285972857522,control,16.0,2.4372575565720354,0.008866835242321795,0.041315753078285514,0.010496064666212463
12,0.3938853312451003,0.1523285972857522,control,32.0,4.874515113144071,0.005258737928807658,0.05146508203892746,0.006085844956180085
12,0.3938853312451003,0.1523285972857522,control,64.0,9.749030226288141,0.002052337181652978,0.05936392605619356,0.0022385288321427246
16,0.29877265454711877,0.2008215915574614,aft,0.25,0.05020539788936535,0.03191005640910748,0.04560863839943798,0.03384761727595116
16,0.29877265454711877,0.2008215915574614,aft,0.5,0.1004107957787307,0.03591830073384408,0.051739491817322854,0.037920901006813466
16,0.29877265454711877,0.2008215915574614,aft,1.0,0.2008215915574614,0.04486492763222779,0.06722175405687875,0.04695769844042988
16,0.29877265454711877,0.2008215915574614,aft,2.0,0.4016431831149228,0.05085992264980892,0.08554672708826344,0.0530503363724661
16,0.29877265454711877,0.2008215915574614,aft,4.0,0.8032863662298456,0.0442705947766034,0.0895365676324347,0.046149030997189165
16,0.29877265454711877,0.2008215915574614,aft,8.0,1.6065727324596912,0.029532270059113686,0.07983621698620569,0.031248670855349214
16,0.29877265454711877,0.2008215915574614,aft,16.0,3.2131454649193825,0.014663906990718564,0.06429900884377183,0.015826513390073366
16,0.29877265454711877,0.2008215915574614,aft,32.0,6.426290929838765,0.005665471876916923,0.05391804361047524,0.0060686665670481475
16,0.29877265454711877,0.2008215915574614,aft,64.0,12.85258185967753,0.0017630434172616913,0.05002456485233571,0.0018249269479939582
16,0.29877265454711877,0.2008215915574614,root,0.25,0.05020539788936535,0.014380627901833374,0.006663839799117563,0.015029187429129422
16,0.29877265454711877,0.2008215915574614,root,0.5,0.1004107957787307,0.018543900405543077,0.008888367705590176,0.019480410756010133
16,0.29877265454711877,0.2008215915574614,root,1.0,0.2008215915574614,0.026369214438880746,0.014444149118461471,0.02738409629169779
16,0.29877265454711877,0.2008215915574614,root,2.0,0.4016431831149228,0.03033005690533774,0.024112190138673238,0.031031389893267723
16,0.29877265454711877,0.2008215915574614,root,4.0,0.8032863662298456,0.02580961088550801,0.03721526021987036,0.026005090944700743
16,0.29877265454711877,0.2008215915574614,root,8.0,1.6065727324596912,0.017549602844589028,0.0499513182528804,0.017638424789975682
16,0.29877265454711877,0.2008215915574614,root,16.0,3.2131454649193825,0.009357629126024091,0.053777025929932123,0.009431943961889278
16,0.29877265454711877,0.2008215915574614,root,32.0,6.426290929838765,0.004230237821865403,0.05222364523111908,0.004267689029197884
16,0.29877265454711877,0.2008215915574614,root,64.0,12.85258185967753,0.0015524222406409125,0.05016900159561244,0.0015625710291887062
16,0.29877265454711877,0.2008215915574614,tip,0.25,0.05020539788936535,0.01529556811775408,0.005290965045008536,0.016086292508021627
16,0.29877265454711877,0.2008215915574614,tip,0.5,0.1004107957787307,0.020412726497120715,0.007305427629599015,0.021517376586916406
16,0.29877265454711877,0.2008215915574614,tip,1.0,0.2008215915574614,0.029719694715765035,0.012163522878698723,0.030889544157297142
16,0.29877265454711877,0.2008215915574614,tip,2.0,0.4016431831149228,0.03418684916435039,0.02038376715250242,0.03499343749512898
16,0.29877265454711877,0.2008215915574614,tip,4.0,0.8032863662298456,0.028688039094832,0.031500185257801426,0.028916242995797894
16,0.29877265454711877,0.2008215915574614,tip,8.0,1.6065727324596912,0.01928063790587403,0.04330220085933514,0.01938364830739992
16,0.29877265454711877,0.2008215915574614,tip,16.0,3.2131454649193825,0.010054063189189468,0.048609241664171646,0.01013578909012818
16,0.29877265454711877,0.2008215915574614,tip,32.0,6.426290929838765,0.004407447725612919,0.0495454450546185,0.004446700712269511
16,0.29877265454711877,0.2008215915574614,tip,64.0,12.85258185967753,0.0015778940819531036,0.04916684482297784,0.001588218522175491
16,0.29877265454711877,0.2008215915574614,control,0.25,0.05020539788936535,0.007926145006936475,0.006975630949553617,0.009094386567423882
16,0.29877265454711877,0.2008215915574614,control,0.5,0.1004107957787307,0.007924507222406438,0.007103915993188264,0.009099690231042686
16,0.29877265454711877,0.2008215915574614,control,1.0,0.2008215915574614,0.007917963265409831,0.007764320995268131,0.009106344133480444
16,0.29877265454711877,0.2008215915574614,control,2.0,0.4016431831149228,0.007891901792407435,0.010292694810593053,0.009103781922543668
16,0.29877265454711877,0.2008215915574614,control,4.0,0.8032863662298456,0.007789451494382436,0.015395497615489827,0.00903571713863384
16,0.29877265454711877,0.2008215915574614,control,8.0,1.6065727324596912,0.007406355958760518,0.021711999393673697,0.00866690139288212
16,0.29877265454711877,0.2008215915574614,control,16.0,3.2131454649193825,0.006202446138149465,0.028900811408112636,0.007304212948499702
16,0.29877265454711877,0.2008215915574614,control,32.0,6.426290929838765,0.0038074471078494683,0.037261902079379516,0.00439464351326402
16,0.29877265454711877,0.2008215915574614,control,64.0,12.85258185967753,0.0015325757345631451,0.04432980769214876,0.0016722085191821232
