i,pi_up,pj_lo,y_mid,nia,nib,nic,nid,node_a,node_b,xa,ya,za,xb,yb,zb,n_up_x,n_up_y,n_up_z,n_lo_x,n_lo_y,n_lo_z,Da_col_a,Da_col_b,Da_a_x,Da_a_y,Da_a_z,Da_b_x,Da_b_y,Da_b_z,Da_a_dot_Vinf,Da_b_dot_Vinf,n_wake_dot_jump,gamma_up,gamma_lo,dGamma
1,96,97,-1.2290424999999998,3,2,3,2,97,1,1.7113249999999995,-1.213485,1.3809394137023142e-7,1.7424399999999995,-1.2446,1.3809394137023142e-7,0.10566679538136829,0.10566679538136829,0.9887714886199258,0.10585351879455958,0.10585351879455958,-0.9887315435028963,2,1,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9669516076985578,-1.6538487715183412,-0.9158779296131675,-0.7379708419051737
2,288,289,-1.1979275,3,2,3,2,193,97,1.6802099999999995,-1.18237,1.3809394137023142e-7,1.7113249999999995,-1.213485,1.3809394137023142e-7,0.10566679538136829,0.10566679538136829,0.9887714886199258,0.10585351879455958,0.10585351879455958,-0.9887315435028963,3,2,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9669516076985578,-2.664330934337617,-1.5472475015388185,-1.1170834327987986
3,480,481,-1.1668124999999998,3,2,3,2,289,193,1.6490949999999995,-1.151255,1.3809394137023142e-7,1.6802099999999995,-1.18237,1.3809394137023142e-7,0.10566679538136829,0.10566679538136829,0.9887714886199258,0.10585351879457566,0.10585351879457566,-0.9887315435028929,4,3,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9669516076985567,-3.3986802386446855,-2.0219101081140525,-1.376770130530633
4,672,673,-1.1356975,3,2,3,2,385,289,1.6179799999999998,-1.12014,1.3809394137023142e-7,1.6490949999999995,-1.151255,1.3809394137023142e-7,0.10566679538138435,0.1056667953813836,0.9887714886199225,0.10585351879454351,0.10585351879454276,-0.9887315435028996,5,4,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9669516076985532,-3.910085007981312,-2.336794454032146,-1.5732905539491662
5,864,865,-1.1045824999999998,3,2,3,2,481,385,1.5868649999999995,-1.089025,1.3809394137023142e-7,1.6179799999999998,-1.12014,1.3809394137023142e-7,0.10566679538135224,0.10566679538135298,0.988771488619929,0.10585351879455958,0.10585351879456033,-0.9887315435028963,6,5,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9669516076985631,-4.223727095878685,-2.4954435805814357,-1.728283515297249
6,1056,1057,-1.0734675,3,2,3,2,577,481,1.5557499999999997,-1.05791,1.3809394137023142e-7,1.5868649999999995,-1.089025,1.3809394137023142e-7,0.1056667953813683,0.10566679538136756,0.988771488619926,0.10585351879454351,0.10585351879454276,-0.9887315435028996,7,6,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.966951607698559,-4.360812887751111,-2.5081831321837478,-1.8526297555673632
7,1248,1249,-1.0423524999999998,3,2,3,2,673,577,1.5246349999999995,-1.026795,1.3809394137023142e-7,1.5557499999999997,-1.05791,1.3809394137023142e-7,0.10566679538135224,0.10566679538135298,0.988771488619929,0.10585351879455958,0.10585351879456033,-0.9887315435028963,8,7,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9669516076985631,-4.343624260576218,-2.390703783356334,-1.9529204772198838
8,1440,1441,-1.0112375,3,2,3,2,769,673,1.4935199999999995,-0.99568,1.3809394137023142e-7,1.5246349999999995,-1.026795,1.3809394137023142e-7,0.10566679538136829,0.10566679538136867,0.9887714886199258,0.10585351879457564,0.10585351879457601,-0.9887315435028927,9,8,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9669516076985567,-4.196075809889794,-2.162332615046992,-2.0337431948428017
9,1632,1633,-0.9801225,3,2,3,2,865,769,1.4624049999999997,-0.964565,1.3809394137023142e-7,1.4935199999999995,-0.99568,1.3809394137023142e-7,0.10566679538138435,0.1056667953813836,0.9887714886199225,0.10585351879454351,0.10585351879454276,-0.9887315435028996,10,9,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9669516076985532,-3.9425590331444016,-1.8439316496045008,-2.0986273835399007
10,1824,1825,-0.9490075,3,2,3,2,961,865,1.4312899999999995,-0.9334499999999999,1.3809394137023142e-7,1.4624049999999997,-0.964565,1.3809394137023142e-7,0.10566679538135224,0.10566679538135262,0.9887714886199293,0.10585351879455958,0.10585351879455995,-0.9887315435028962,11,10,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9669516076985631,-3.6062088630559948,-1.4557549365088844,-2.1504539265471103
11,2016,2017,-0.9178925,3,2,3,2,1057,961,1.400175,-0.9023350000000001,1.3809394137023142e-7,1.4312899999999995,-0.9334499999999999,1.3809394137023142e-7,0.1056667953813683,0.10566679538136754,0.9887714886199259,0.1058535187945435,0.10585351879454276,-0.9887315435028997,12,11,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9669516076985591,-3.207377286744879,-1.0157529524087698,-2.191624334336109
12,2208,2209,-0.8867775,3,2,3,2,1153,1057,1.3690599999999997,-0.8712199999999999,1.3809394137023142e-7,1.400175,-0.9023350000000001,1.3809394137023142e-7,0.10566679538135225,0.10566679538135225,0.9887714886199293,0.10585351879454351,0.10585351879454351,-0.9887315435028997,13,12,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9669516076985645,-2.762766423930247,-0.5386361198748844,-2.224130304055363
13,2400,2401,-0.8556625,3,2,3,2,1249,1153,1.337945,-0.840105,1.3809394137023142e-7,1.3690599999999997,-0.8712199999999999,1.3809394137023142e-7,0.10566679538135225,0.10566679538135187,0.9887714886199293,0.10585351879454352,0.10585351879454313,-0.9887315435028997,14,13,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9669516076985645,-2.285289423491068,-0.035694165968967205,-2.2495952575221008
14,2592,2593,-0.8245475,3,2,3,2,1345,1249,1.3068299999999997,-0.8089899999999999,1.3809394137023142e-7,1.337945,-0.840105,1.3809394137023142e-7,0.10566679538135224,0.10566679538135262,0.9887714886199293,0.10585351879454351,0.10585351879454388,-0.9887315435028997,15,14,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9669516076985643,-1.7844591890895327,0.4848581061935235,-2.2693172952830563
15,2784,2785,-0.7934325,3,2,3,2,1441,1345,1.2757149999999997,-0.777875,1.3809394137023142e-7,1.3068299999999997,-0.8089899999999999,1.3809394137023142e-7,0.10566679538135225,0.10566679538135262,0.9887714886199293,0.10585351879455958,0.10585351879455997,-0.9887315435028963,16,15,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9669516076985636,-1.2670283781308673,1.0172900460351504,-2.2843184241660177
16,2976,2977,-0.7623174999999999,3,2,3,2,1537,1441,1.2445999999999997,-0.7467599999999998,1.3809394137023142e-7,1.2757149999999997,-0.777875,1.3809394137023142e-7,0.10566679538136828,0.10566679538136753,0.9887714886199258,0.10585351879454354,0.10585351879454277,-0.9887315435028999,17,16,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9669516076985591,-0.73766240002938,1.5577327541245136,-2.2953951541538937
17,3168,3169,-0.7312024999999998,3,2,3,2,1633,1537,1.2134849999999997,-0.7156449999999999,1.3809394137023142e-7,1.2445999999999997,-0.7467599999999998,1.3809394137023142e-7,0.10566679538135225,0.10566679538135262,0.9887714886199293,0.1058535187945435,0.10585351879454388,-0.9887315435028996,18,17,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9669516076985645,-0.19952544662343155,2.1036394209840696,-2.303164867607501
18,3360,3361,-0.7000874999999998,3,2,3,2,1729,1633,1.1823699999999997,-0.6845299999999997,1.3809394137023142e-7,1.2134849999999997,-0.7156449999999999,1.3809394137023142e-7,0.10566679538135224,0.10566679538135186,0.9887714886199293,0.10585351879454351,0.10585351879454313,-0.9887315435028997,19,18,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9669516076985643,0.3452611252257158,2.6533660161710273,-2.3081048909453115
19,3552,3553,-0.6689724999999997,3,2,3,2,1825,1729,1.1512549999999997,-0.6534149999999999,1.3809394137023142e-7,1.1823699999999997,-0.6845299999999997,1.3809394137023142e-7,0.10566679538135225,0.10566679538135262,0.9887714886199293,0.1058535187945435,0.10585351879454388,-0.9887315435028996,20,19,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9669516076985645,0.8952836555454659,3.2058672974318676,-2.3105836418864016
20,3744,3745,-0.6378574999999999,3,2,3,2,1921,1825,1.1201399999999995,-0.6222999999999999,1.3809394137023142e-7,1.1512549999999997,-0.6534149999999999,1.3809394137023142e-7,0.10566679538135224,0.10566679538135298,0.988771488619929,0.10585351879457565,0.1058535187945764,-0.9887315435028927,21,20,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9669516076985618,1.4496016985675257,3.7604863234112202,-2.3108846248436947
21,3936,3937,-0.6067424999999999,3,2,3,2,2017,1921,1.0890249999999997,-0.5911849999999998,1.3809394137023142e-7,1.1201399999999995,-0.6222999999999999,1.3809394137023142e-7,0.10566679538138435,0.1056667953813836,0.9887714886199225,0.10585351879454351,0.10585351879454276,-0.9887315435028996,22,21,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9669516076985532,2.0075886076492253,4.316813162964208,-2.309224555314983
22,4128,4129,-0.5756274999999997,3,2,3,2,2113,2017,1.0579099999999995,-0.5600699999999997,1.3809394137023142e-7,1.0890249999999997,-0.5911849999999998,1.3809394137023142e-7,0.10566679538135224,0.10566679538135262,0.9887714886199293,0.10585351879457565,0.10585351879457602,-0.9887315435028928,23,22,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9669516076985623,2.568825086771914,4.874591988710192,-2.3057669019382776
23,4320,4321,-0.5445124999999997,3,2,3,2,2209,2113,1.0267949999999997,-0.5289549999999997,1.3809394137023142e-7,1.0579099999999995,-0.5600699999999997,1.3809394137023142e-7,0.10566679538138435,0.1056667953813836,0.9887714886199225,0.10585351879454351,0.10585351879454276,-0.9887315435028996,24,23,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9669516076985532,3.1330287861971833,5.433660725234124,-2.3006319390369407
24,4512,4513,-0.5133974999999997,3,2,3,2,2305,2209,0.9956799999999995,-0.4978399999999997,1.3809394137023142e-7,1.0267949999999997,-0.5289549999999997,1.3809394137023142e-7,0.10566679538135224,0.10566679538135298,0.988771488619929,0.10585351879456761,0.10585351879456836,-0.9887315435028945,25,24,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9669516076985625,3.7000077992101836,5.993911962594521,-2.2939041633843376
25,4704,4705,-0.4822824999999997,3,2,3,2,2401,2305,0.9645649999999996,-0.4667249999999997,1.3809394137023142e-7,0.9956799999999995,-0.4978399999999997,1.3809394137023142e-7,0.10566679538137633,0.10566679538137595,0.9887714886199243,0.10585351879454351,0.10585351879454313,-0.9887315435028996,26,25,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.966951607698556,4.269629644289546,6.555267358301878,-2.2856377140123314
26,4896,4897,-0.4511674999999997,3,2,3,2,2497,2401,0.9334499999999996,-0.43560999999999966,1.3809394137023142e-7,0.9645649999999996,-0.4667249999999997,1.3809394137023142e-7,0.10566679538135226,0.10566679538135207,0.9887714886199294,0.10585351879455154,0.10585351879455135,-0.9887315435028979,27,26,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9669516076985638,4.841799964124673,7.1176602267458335,-2.27586026262116
27,5088,5089,-0.42005249999999966,3,2,3,2,2593,2497,0.9023349999999996,-0.40449499999999966,1.3809394137023142e-7,0.9334499999999996,-0.43560999999999966,1.3809394137023142e-7,0.10566679538136026,0.10566679538136026,0.9887714886199275,0.10585351879455154,0.10585351879455154,-0.988731543502898,28,27,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9669516076985611,5.416446912487038,7.681022626662378,-2.26457571417534
28,5280,5281,-0.3889374999999996,3,2,3,2,2689,2593,0.8712199999999994,-0.3733799999999996,1.3809394137023142e-7,0.9023349999999996,-0.40449499999999966,1.3809394137023142e-7,0.10566679538136027,0.10566679538136045,0.9887714886199275,0.10585351879455956,0.10585351879455974,-0.9887315435028962,29,28,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.96695160769856,5.99350821611848,8.245274182584831,-2.251765966466351
29,5472,5473,-0.3578224999999996,3,2,3,2,2785,2689,0.8401049999999994,-0.3422649999999996,1.3809394137023142e-7,0.8712199999999994,-0.3733799999999996,1.3809394137023142e-7,0.10566679538136829,0.10566679538136829,0.9887714886199258,0.10585351879455958,0.10585351879455958,-0.9887315435028963,30,29,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9669516076985578,6.572918307563635,8.810310226157346,-2.237391918593712
