i,pi_up,pj_lo,y_mid,nia,nib,nic,nid,node_a,node_b,xa,ya,za,xb,yb,zb,n_up_x,n_up_y,n_up_z,n_lo_x,n_lo_y,n_lo_z,Da_col_a,Da_col_b,Da_a_x,Da_a_y,Da_a_z,Da_b_x,Da_b_y,Da_b_z,Da_a_dot_Vinf,Da_b_dot_Vinf,n_wake_dot_jump,gamma_up,gamma_lo,dGamma
1,96,1,-1.2290425000000005,2,1,2,1,3793,3841,1.7113250000000002,-1.2134850000000006,1.3809394137023142e-7,1.74244,-1.2446000000000004,1.3809394137023142e-7,0.10574383981702384,0.10574383981702384,0.988755015502578,0.10583719951104657,0.10583719951104657,-0.988735037509705,2,1,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.966925058969037,-1.7032673917293828,-1.0356757098370597,-0.6675916818923231
2,192,97,-1.1979275000000005,2,1,2,1,3745,3793,1.6802100000000002,-1.1823700000000006,1.3809394137023142e-7,1.7113250000000002,-1.2134850000000006,1.3809394137023142e-7,0.10574383981701602,0.10574383981701602,0.9887550155025797,0.10583719951104643,0.10583719951104643,-0.9887350375097052,3,2,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9669250589690401,-2.676601887861518,-1.6671085169246442,-1.0094933709368736
3,288,193,-1.1668125000000007,2,1,2,1,3697,3745,1.6490950000000002,-1.1512550000000006,1.3809394137023142e-7,1.6802100000000002,-1.1823700000000006,1.3809394137023142e-7,0.10574383981702407,0.10574383981702407,0.9887550155025779,0.10583719951103848,0.10583719951103848,-0.9887350375097067,4,3,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9669250589690377,-3.391012754932499,-2.1647664423302033,-1.2262463126022958
4,384,289,-1.1356975000000005,2,1,2,1,3649,3697,1.6179800000000002,-1.1201400000000006,1.3809394137023142e-7,1.6490950000000002,-1.1512550000000006,1.3809394137023142e-7,0.10574383981701602,0.10574383981701602,0.9887550155025797,0.10583719951104643,0.10583719951104643,-0.9887350375097052,5,4,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9669250589690401,-3.899124843505833,-2.5189198656648397,-1.3802049778409935
5,480,385,-1.1045825000000007,2,1,2,1,3601,3649,1.586865,-1.0890250000000006,1.3809394137023142e-7,1.6179800000000002,-1.1201400000000006,1.3809394137023142e-7,0.10574383981702393,0.10574383981702468,0.9887550155025778,0.10583719951103848,0.10583719951103923,-0.9887350375097067,6,5,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9669250589690372,-4.225920399245009,-2.729739826016185,-1.4961805732288238
6,576,481,-1.0734675000000005,2,1,2,1,3553,3601,1.5557500000000002,-1.0579100000000006,1.3809394137023142e-7,1.586865,-1.0890250000000006,1.3809394137023142e-7,0.10574383981701602,0.10574383981701525,0.9887550155025797,0.10583719951104656,0.10583719951104581,-0.9887350375097052,7,6,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9669250589690401,-4.392702575271813,-2.8060285091855817,-1.5866740660862315
7,672,577,-1.0423525000000005,2,1,2,1,3505,3553,1.524635,-1.0267950000000003,1.3809394137023142e-7,1.5557500000000002,-1.0579100000000006,1.3809394137023142e-7,0.10574383981702391,0.10574383981702391,0.9887550155025778,0.10583719951103847,0.10583719951103847,-0.9887350375097068,8,7,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9669250589690377,-4.4214272024660595,-2.7624705621989585,-1.658956640267101
8,768,673,-1.0112375000000005,2,1,2,1,3457,3505,1.4935200000000002,-0.9956800000000005,1.3809394137023142e-7,1.524635,-1.0267950000000003,1.3809394137023142e-7,0.1057438398170159,0.10574383981701553,0.9887550155025798,0.10583719951104657,0.1058371995110462,-0.988735037509705,9,8,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9669250589690401,-4.335030288232032,-2.6174053333493594,-1.7176249548826723
9,864,769,-0.9801225000000005,2,1,2,1,3409,3457,1.462405,-0.9645650000000003,1.3809394137023142e-7,1.4935200000000002,-0.9956800000000005,1.3809394137023142e-7,0.1057438398170238,0.10574383981702419,0.9887550155025779,0.10583719951103848,0.10583719951103886,-0.9887350375097068,10,9,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9669250589690375,-4.156261089131288,-2.3905430930776017,-1.7657179960536862
10,960,865,-0.9490075000000003,2,1,2,1,3361,3409,1.4312900000000002,-0.9334500000000003,1.3809394137023142e-7,1.462405,-0.9645650000000003,1.3809394137023142e-7,0.10574383981700795,0.1057438398170072,0.9887550155025815,0.10583719951104656,0.10583719951104581,-0.9887350375097052,11,10,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.966925058969043,-3.9060964321760303,-2.1007895316381693,-1.805306900537861
11,1056,961,-0.9178925000000003,2,1,2,1,3313,3361,1.4001750000000002,-0.9023350000000003,1.3809394137023142e-7,1.4312900000000002,-0.9334500000000003,1.3809394137023142e-7,0.10574383981701602,0.10574383981701602,0.9887550155025797,0.10583719951103042,0.10583719951103042,-0.9887350375097085,12,11,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9669250589690412,-3.602466058328482,-1.7646068582939598,-1.8378592000345224
12,1152,1057,-0.8867775000000003,2,1,2,1,3265,3313,1.36906,-0.8712200000000003,1.3809394137023142e-7,1.4001750000000002,-0.9023350000000003,1.3809394137023142e-7,0.10574383981702393,0.10574383981702468,0.9887550155025778,0.10583719951103848,0.10583719951103923,-0.9887350375097067,13,12,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9669250589690372,-3.259657331057322,-1.395182424833736,-1.864474906223586
13,1248,1153,-0.8556625000000003,2,1,2,1,3217,3265,1.3379450000000002,-0.8401050000000003,1.3809394137023142e-7,1.36906,-0.8712200000000003,1.3809394137023142e-7,0.10574383981701602,0.10574383981701525,0.9887550155025797,0.10583719951104656,0.10583719951104581,-0.9887350375097052,14,13,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9669250589690401,-2.888390798630228,-1.0023604287072274,-1.8860303699230005
14,1344,1249,-0.8245475000000002,2,1,2,1,3169,3217,1.30683,-0.8089900000000002,1.3809394137023142e-7,1.3379450000000002,-0.8401050000000003,1.3809394137023142e-7,0.1057438398170238,0.10574383981702419,0.9887550155025779,0.10583719951103848,0.10583719951103886,-0.9887350375097068,15,14,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9669250589690375,-2.496329763368482,-0.5930738608142128,-1.9032559025542692
15,1440,1345,-0.7934325000000002,2,1,2,1,3121,3169,1.2757150000000002,-0.7778750000000002,1.3809394137023142e-7,1.30683,-0.8089900000000002,1.3809394137023142e-7,0.10574383981700795,0.1057438398170072,0.9887550155025815,0.10583719951104656,0.10583719951104581,-0.9887350375097052,16,15,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.966925058969043,-2.088752862343165,-0.17198010443686157,-1.9167727579063032
16,1536,1441,-0.7623175000000002,2,1,2,1,3073,3121,1.2446,-0.7467600000000002,1.3809394137023142e-7,1.2757150000000002,-0.7778750000000002,1.3809394137023142e-7,0.10574383981702393,0.10574383981702468,0.9887550155025778,0.10583719951103053,0.10583719951103128,-0.9887350375097084,17,16,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9669250589690377,-1.6691998757468758,0.25791033443319217,-1.927110210180068
17,1632,1537,-0.7312025000000002,2,1,2,1,3025,3073,1.2134850000000001,-0.7156450000000002,1.3809394137023142e-7,1.2446,-0.7467600000000002,1.3809394137023142e-7,0.10574383981700795,0.1057438398170072,0.9887550155025815,0.10583719951104656,0.10583719951104581,-0.9887350375097052,18,17,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.966925058969043,-1.240001586187326,0.6947138502215998,-1.9347154364089256
18,1728,1633,-0.7000875000000002,2,1,2,1,2977,3025,1.18237,-0.6845300000000002,1.3809394137023142e-7,1.2134850000000001,-0.7156450000000002,1.3809394137023142e-7,0.10574383981701586,0.10574383981701663,0.9887550155025795,0.10583719951103053,0.10583719951103128,-0.9887350375097084,19,18,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9669250589690406,-0.8026753654225106,1.137286605275952,-1.9399619706984628
19,1824,1729,-0.6689725000000002,2,1,2,1,2929,2977,1.151255,-0.6534150000000001,1.3809394137023142e-7,1.18237,-0.6845300000000002,1.3809394137023142e-7,0.10574383981701588,0.1057438398170155,0.9887550155025797,0.10583719951103848,0.1058371995110381,-0.9887350375097068,20,19,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9669250589690404,-0.35820317152902237,1.5849552161166405,-1.9431583876456628
20,1920,1825,-0.6378575000000001,2,1,2,1,2881,2929,1.12014,-0.6223000000000001,1.3809394137023142e-7,1.151255,-0.6534150000000001,1.3809394137023142e-7,0.10574383981702407,0.10574383981702407,0.9887550155025779,0.10583719951103848,0.10583719951103848,-0.9887350375097067,21,20,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9669250589690377,0.09278066762991932,2.03733779953438,-1.9445571319044608
21,2016,1921,-0.6067425000000002,2,1,2,1,2833,2881,1.089025,-0.5911850000000002,1.3809394137023142e-7,1.12014,-0.6223000000000001,1.3809394137023142e-7,0.10574383981702394,0.10574383981702433,0.9887550155025779,0.10583719951104656,0.10583719951104693,-0.9887350375097049,22,21,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.966925058969037,0.5498658030785218,2.494228789381518,-1.944362986302996
22,2112,2017,-0.5756275000000002,2,1,2,1,2785,2833,1.05791,-0.5600700000000001,1.3809394137023142e-7,1.089025,-0.5911850000000002,1.3809394137023142e-7,0.10574383981701588,0.1057438398170155,0.9887550155025797,0.10583719951104643,0.10583719951104606,-0.9887350375097052,23,22,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.96692505896904,1.012785677194748,2.955526445757265,-1.942740768562517
23,2208,2113,-0.5445125000000001,2,1,2,1,2737,2785,1.026795,-0.5289550000000001,1.3809394137023142e-7,1.05791,-0.5600700000000001,1.3809394137023142e-7,0.10574383981701602,0.10574383981701602,0.9887550155025797,0.10583719951103848,0.10583719951103848,-0.9887350375097067,24,23,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9669250589690406,1.4813658662870095,3.4211879263576876,-1.9398220600706781
24,2304,2209,-0.5133975000000001,2,1,2,1,2689,2737,0.9956799999999999,-0.49784000000000006,1.3809394137023142e-7,1.026795,-0.5289550000000001,1.3809394137023142e-7,0.10574383981701602,0.10574383981701602,0.9887550155025797,0.10583719951103848,0.10583719951103848,-0.9887350375097067,25,24,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9669250589690406,1.9554907032913058,3.891201652385191,-1.935710949093885
25,2400,2305,-0.48228250000000006,2,1,2,1,2641,2689,0.9645649999999998,-0.46672500000000006,1.3809394137023142e-7,0.9956799999999999,-0.49784000000000006,1.3809394137023142e-7,0.10574383981702004,0.10574383981702042,0.9887550155025788,0.10583719951103848,0.10583719951103886,-0.9887350375097067,26,25,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.966925058969039,2.4350813251286905,4.365570211517754,-1.930488886389064
26,2496,2401,-0.45116750000000005,2,1,2,1,2593,2641,0.9334499999999999,-0.43561,1.3809394137023142e-7,0.9645649999999998,-0.46672500000000006,1.3809394137023142e-7,0.10574383981701595,0.10574383981701538,0.9887550155025797,0.10583719951104247,0.1058371995110419,-0.988735037509706,27,26,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9669250589690404,2.9200805686625015,4.844299386255277,-1.9242188175927755
27,2592,2497,-0.4200525,2,1,2,1,2545,2593,0.9023349999999999,-0.404495,1.3809394137023145e-7,0.9334499999999999,-0.43561,1.3809394137023142e-7,0.10574383981702004,0.10574383981702004,0.9887550155025788,0.10583719951103848,0.10583719951103848,-0.9887350375097067,28,27,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9669250589690392,3.410441557962722,5.3273903553614925,-1.9169487973987707
28,2688,2593,-0.3889375,2,1,2,1,2497,2545,0.8712199999999999,-0.37338,1.3809394137023142e-7,0.9023349999999999,-0.404495,1.3809394137023145e-7,0.10574383981701602,0.10574383981701602,0.9887550155025797,0.10583719951104252,0.10583719951104252,-0.9887350375097058,29,28,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9669250589690404,3.9061175895284683,5.814832917174189,-1.9087153276457207
29,2784,2689,-0.35782249999999993,2,1,2,1,2449,2497,0.8401049999999999,-0.34226499999999993,1.3809394137023145e-7,0.8712199999999999,-0.37338,1.3809394137023142e-7,0.10574383981701997,0.10574383981701979,0.9887550155025788,0.10583719951103841,0.10583719951103823,-0.9887350375097067,30,29,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.966925058969039,4.40705114343127,6.306597859753775,-1.8995467163225053
30,2880,2785,-0.32670749999999993,2,1,2,1,2401,2449,0.8089899999999999,-0.3111499999999999,1.3809394137023142e-7,0.8401049999999999,-0.34226499999999993,1.3809394137023145e-7,0.10574383981701602,0.10574383981701602,0.9887550155025797,0.10583719951104252,0.10583719951104252,-0.9887350375097058,31,30,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9669250589690404,4.913159518930486,6.802626371428435,-1.8894668524979483
31,2976,2881,-0.2955924999999999,2,1,2,1,2353,2401,0.7778749999999999,-0.280035,1.3809394137023142e-7,0.8089899999999999,-0.3111499999999999,1.3809394137023142e-7,0.10574383981701582,0.10574383981701602,0.9887550155025797,0.10583719951103844,0.10583719951103862,-0.9887350375097068,32,31,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9669250589690406,5.424313532208258,7.302813504397949,-1.8784999721896911
32,3072,2977,-0.2644775,2,1,2,1,2305,2353,0.7467599999999998,-0.24891999999999997,1.3809394137023142e-7,0.7778749999999999,-0.280035,1.3809394137023142e-7,0.10574383981702004,0.10574383981702042,0.9887550155025788,0.10583719951103848,0.10583719951103886,-0.9887350375097067,33,32,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.966925058969039,5.9403034338704686,7.806980756601128,-1.8666773227306592
33,3168,3073,-0.23336249999999997,2,1,2,1,2257,2305,0.7156449999999999,-0.21780499999999997,1.3809394137023142e-7,0.7467599999999998,-0.24891999999999997,1.3809394137023142e-7,0.10574383981702003,0.10574383981701964,0.9887550155025788,0.10583719951104253,0.10583719951104216,-0.988735037509706,34,33,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9669250589690388,6.4607815691299715,8.314828828211969,-1.8540472590819972
34,3264,3169,-0.20224749999999997,2,1,2,1,2209,2257,0.6845299999999999,-0.18669,1.3809394137023142e-7,0.7156449999999999,-0.21780499999999997,1.3809394137023142e-7,0.10574383981701994,0.10574383981702004,0.9887550155025788,0.10583719951104242,0.1058371995110425,-0.988735037509706,35,34,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9669250589690388,6.985161638489424,8.82585316484662,-1.8406915263571966
35,3360,3265,-0.1711325,2,1,2,1,2161,2209,0.6534149999999999,-0.155575,1.3809394137023142e-7,0.6845299999999999,-0.18669,1.3809394137023142e-7,0.10574383981702004,0.10574383981702004,0.9887550155025788,0.10583719951104252,0.10583719951104252,-0.9887350375097058,36,35,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9669250589690388,7.512433006195946,9.339185999359929,-1.826752993163983
36,3456,3361,-0.1400175,2,1,2,1,2113,2161,0.6222999999999999,-0.12446,1.3809394137023142e-7,0.6534149999999999,-0.155575,1.3809394137023142e-7,0.10574383981702,0.10574383981702004,0.9887550155025788,0.10583719951104245,0.10583719951104252,-0.9887350375097058,37,36,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9669250589690388,8.040796865306922,9.853282510082053,-1.8124856447751316
