i,pi_up,pj_lo,y_mid,nia,nib,nic,nid,node_a,node_b,xa,ya,za,xb,yb,zb,n_up_x,n_up_y,n_up_z,n_lo_x,n_lo_y,n_lo_z,Da_col_a,Da_col_b,Da_a_x,Da_a_y,Da_a_z,Da_b_x,Da_b_y,Da_b_z,Da_a_dot_Vinf,Da_b_dot_Vinf,n_wake_dot_jump,gamma_up,gamma_lo,dGamma
1,384,1,-1.218670833333333,2,1,2,1,9025,9217,1.6905816666666658,-1.1927416666666661,1.3809394137023142e-7,1.7424399999999989,-1.2445999999999995,1.3809394137023142e-7,0.1054886744535601,0.10548867445355965,0.9888095262102108,0.10586214215651246,0.105862142156512,-0.9887296969931006,2,1,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9670148857378151,-2.6445934295730673,-1.7681641889090909,-0.8764292406639764
2,768,385,-1.1668124999999994,2,1,2,1,8833,9025,1.6387233333333324,-1.1408833333333328,1.3809394137023142e-7,1.6905816666666658,-1.1927416666666661,1.3809394137023142e-7,0.10548867445359149,0.10548867445359149,0.9888095262102042,0.10586214215648099,0.10586214215648099,-0.9887296969931074,3,2,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.967014885737806,-3.7982115587330685,-2.5091235952136794,-1.289087963519389
3,1152,769,-1.1149541666666662,2,1,2,1,8641,8833,1.5868649999999993,-1.0890249999999995,1.3809394137023142e-7,1.6387233333333324,-1.1408833333333328,1.3809394137023142e-7,0.10548867445352754,0.10548867445352708,0.9888095262102179,0.10586214215651246,0.105862142156512,-0.9887296969931006,4,3,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9670148857378271,-4.360616632635285,-2.8156066240063136,-1.5450100086289713
4,1536,1153,-1.063095833333333,2,1,2,1,8449,8641,1.5350066666666657,-1.0371666666666663,1.3809394137023142e-7,1.5868649999999993,-1.0890249999999995,1.3809394137023142e-7,0.10548867445359103,0.10548867445359193,0.9888095262102042,0.10586214215644786,0.10586214215644876,-0.9887296969931145,5,4,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9670148857378082,-4.482851722548269,-2.7645027344968645,-1.718348988051405
5,1920,1537,-1.0112374999999996,2,1,2,1,8257,8449,1.4831483333333326,-0.985308333333333,1.3809394137023142e-7,1.5350066666666657,-1.0371666666666663,1.3809394137023142e-7,0.1054886744535601,0.10548867445355965,0.9888095262102108,0.10586214215651246,0.105862142156512,-0.9887296969931006,6,5,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9670148857378151,-4.276929846557007,-2.436850115298501,-1.8400797312585055
6,2304,1921,-0.9593791666666663,2,1,2,1,8065,8257,1.4312899999999995,-0.9334499999999997,1.3809394137023142e-7,1.4831483333333326,-0.985308333333333,1.3809394137023142e-7,0.1054886744535601,0.10548867445355965,0.9888095262102108,0.10586214215647978,0.10586214215647934,-0.9887296969931078,7,6,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9670148857378176,-3.8444076178766133,-1.9177716688299415,-1.9266359490466718
7,2688,2305,-0.9075208333333331,2,1,2,1,7873,8065,1.3794316666666662,-0.8815916666666664,1.3809394137023142e-7,1.4312899999999995,-0.9334499999999997,1.3809394137023142e-7,0.10548867445359125,0.10548867445359149,0.9888095262102042,0.10586214215647956,0.10586214215647978,-0.9887296969931078,8,7,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9670148857378063,-3.2683276684184577,-1.2802454844723687,-1.988082183946089
8,3072,2689,-0.8556624999999998,2,1,2,1,7681,7873,1.327573333333333,-0.8297333333333331,1.3809394137023142e-7,1.3794316666666662,-0.8815916666666664,1.3809394137023142e-7,0.10548867445352754,0.10548867445352708,0.9888095262102179,0.10586214215651246,0.105862142156512,-0.9887296969931006,9,8,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9670148857378271,-2.6073742833134808,-0.576224728112357,-2.031149555201124
9,3456,3073,-0.8038041666666664,2,1,2,1,7489,7681,1.2757149999999995,-0.7778749999999999,1.3809394137023142e-7,1.327573333333333,-0.8297333333333331,1.3809394137023142e-7,0.10548867445359125,0.10548867445359193,0.9888095262102042,0.10586214215644807,0.10586214215644875,-0.9887296969931144,10,9,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9670148857378082,-1.8982141380630773,0.16234214099238112,-2.0605562790554584
10,3840,3457,-0.7519458333333332,2,1,2,1,7297,7489,1.2238566666666664,-0.7260166666666665,1.3809394137023142e-7,1.2757149999999995,-0.7778749999999999,1.3809394137023142e-7,0.1054886744535601,0.10548867445355965,0.9888095262102108,0.10586214215651246,0.105862142156512,-0.9887296969931006,11,10,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9670148857378151,-1.1618801151804312,0.9177782368176497,-2.0796583519980807
11,4224,3841,-0.7000875,2,1,2,1,7105,7297,1.171998333333333,-0.6741583333333333,1.3809394137023142e-7,1.2238566666666664,-0.7260166666666665,1.3809394137023142e-7,0.10548867445359125,0.10548867445359149,0.9888095262102042,0.10586214215647956,0.10586214215647978,-0.9887296969931078,12,11,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9670148857378063,-0.40984033835924955,1.6809925734044548,-2.0908329117637043
12,4608,4225,-0.6482291666666666,2,1,2,1,6913,7105,1.12014,-0.6223,1.3809394137023142e-7,1.171998333333333,-0.6741583333333333,1.3809394137023142e-7,0.10548867445352754,0.10548867445352708,0.9888095262102179,0.10586214215651246,0.105862142156512,-0.9887296969931006,13,12,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9670148857378271,0.3518009734021514,2.4475455614444765,-2.0957445880423253
13,4992,4609,-0.5963708333333333,2,1,2,1,6721,6913,1.0682816666666664,-0.5704416666666666,1.3809394137023142e-7,1.12014,-0.6223,1.3809394137023142e-7,0.10548867445359146,0.10548867445359192,0.988809526210204,0.10586214215644829,0.10586214215644875,-0.9887296969931144,14,13,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.967014885737808,1.1198092485548277,3.215351102367789,-2.0955418538129615
14,5376,4993,-0.5445125,2,1,2,1,6529,6721,1.016423333333333,-0.5185833333333333,1.3809394137023142e-7,1.0682816666666664,-0.5704416666666666,1.3809394137023142e-7,0.10548867445359149,0.10548867445359149,0.9888095262102042,0.10586214215651246,0.10586214215651246,-0.9887296969931006,15,14,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.967014885737804,1.8924500783700788,3.983450177830394,-2.091000099460315
15,5760,5377,-0.4926541666666666,2,1,2,1,6337,6529,0.9645649999999998,-0.46672499999999995,1.3809394137023142e-7,1.016423333333333,-0.5185833333333333,1.3809394137023142e-7,0.1054886744535589,0.10548867445355868,0.9888095262102111,0.10586214215651246,0.10586214215651224,-0.9887296969931006,16,15,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9670148857378156,2.668762098054102,4.751385097812623,-2.082622999758521
16,6144,5761,-0.4407958333333333,2,1,2,1,6145,6337,0.9127066666666664,-0.4148666666666666,1.3809394137023142e-7,0.9645649999999998,-0.46672499999999995,1.3809394137023142e-7,0.1054886744535746,0.1054886744535746,0.9888095262102078,0.10586214215648099,0.10586214215648099,-0.9887296969931074,17,16,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.967014885737812,3.4481672936647767,5.518880230302431,-2.070712936637654
17,6528,6145,-0.38893749999999994,2,1,2,1,5953,6145,0.8608483333333331,-0.36300833333333327,1.3809394137023142e-7,0.9127066666666664,-0.4148666666666666,1.3809394137023142e-7,0.1054886744535746,0.1054886744535746,0.9888095262102078,0.10586214215649674,0.10586214215649674,-0.9887296969931042,18,17,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9670148857378114,4.230241685093753,6.285661842244559,-2.055420157150806
18,6912,6529,-0.3370791666666666,2,1,2,1,5761,5953,0.8089899999999999,-0.3111499999999999,1.3809394137023142e-7,0.8608483333333331,-0.36300833333333327,1.3809394137023142e-7,0.1054886744535589,0.10548867445355868,0.9888095262102111,0.10586214215649674,0.1058621421564965,-0.9887296969931042,19,18,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.967014885737817,5.01453695961761,7.051316446390529,-2.036779486772919
19,7296,6913,-0.28522083333333326,2,1,2,1,5569,5761,0.7571316666666664,-0.25929166666666664,1.3809394137023142e-7,0.8089899999999999,-0.3111499999999999,1.3809394137023142e-7,0.10548867445359138,0.10548867445359171,0.9888095262102042,0.10586214215647967,0.10586214215648002,-0.9887296969931078,20,19,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9670148857378063,5.80035971808303,7.8151040748322655,-2.014744356749236
20,7680,7297,-0.23336249999999997,2,1,2,1,5377,5569,0.7052733333333333,-0.2074333333333333,1.3809394137023142e-7,0.7571316666666664,-0.25929166666666664,1.3809394137023142e-7,0.10548867445354324,0.10548867445354278,0.9888095262102146,0.10586214215651246,0.105862142156512,-0.9887296969931006,21,20,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9670148857378211,6.5863700216577,8.57560359094594,-1.9892335692882401
21,8064,7681,-0.18150416666666663,2,1,2,1,5185,5377,0.6534149999999999,-0.155575,1.3809394137023142e-7,0.7052733333333333,-0.2074333333333333,1.3809394137023142e-7,0.10548867445355883,0.10548867445355913,0.9888095262102111,0.10586214215646397,0.10586214215646426,-0.9887296969931111,22,21,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.967014885737819,7.369684856540324,9.329909705315165,-1.9602248487748408
22,8448,8065,-0.12964583333333332,2,1,2,1,4993,5185,0.6015566666666665,-0.10371666666666665,1.3809394137023142e-7,0.6534149999999999,-0.155575,1.3809394137023142e-7,0.1054886744535589,0.1054886744535589,0.9888095262102111,0.10586214215648099,0.10586214215648099,-0.9887296969931074,23,22,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9670148857378178,8.143571152707608,10.071561464508694,-1.9279903118010857
23,8832,8449,-0.07778749999999998,2,1,2,1,4801,4993,0.5496983333333333,-0.051858333333333326,1.3809394137023142e-7,0.6015566666666665,-0.10371666666666665,1.3809394137023142e-7,0.10548867445355886,0.10548867445355868,0.9888095262102111,0.10586214215648097,0.10586214215648077,-0.9887296969931074,24,23,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9670148857378178,8.890365143345297,10.784171681032086,-1.893806537686789
24,9216,8833,-0.025929166666666663,2,1,2,1,1,4801,0.49783999999999995,0.0,1.3809394137023142e-7,0.5496983333333333,-0.051858333333333326,1.3809394137023142e-7,0.10548867445356006,0.1054886744535601,0.9888095262102108,0.10586214215647977,0.10586214215647978,-0.9887296969931078,25,24,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9670148857378176,9.55163918349681,11.414414916041158,-1.862775732544348
25,9408,9409,0.025929166666666663,3,2,3,2,193,1,0.5496983333333333,0.051858333333333326,1.3809394137023142e-7,0.49783999999999995,0.0,1.3809394137023142e-7,0.10548867445355929,-0.10548867445355932,0.988809526210211,0.1058621421564802,-0.10586214215648022,-0.9887296969931078,26,25,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9670148857378178,9.55163918349705,11.414414916041315,-1.8627757325442644
