i,pi_up,pj_lo,y_mid,nia,nib,nic,nid,node_a,node_b,xa,ya,za,xb,yb,zb,n_up_x,n_up_y,n_up_z,n_lo_x,n_lo_y,n_lo_z,Da_col_a,Da_col_b,Da_a_x,Da_a_y,Da_a_z,Da_b_x,Da_b_y,Da_b_z,Da_a_dot_Vinf,Da_b_dot_Vinf,n_wake_dot_jump,gamma_up,gamma_lo,dGamma
16,5952,5953,-0.4407958333333335,3,2,3,2,3073,2881,0.9127066666666667,-0.41486666666666683,1.3809394137023142e-7,0.9645649999999998,-0.4667250000000001,1.3809394137023142e-7,0.10548867445359135,0.10548867445359102,0.9888095262102042,0.10586214215649625,0.10586214215649589,-0.9887296969931042,17,16,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9670148857378051,3.3687810698335805,5.562721426879524,-2.193940357045944
17,6336,6337,-0.38893750000000016,3,2,3,2,3265,3073,0.8608483333333334,-0.36300833333333354,1.3809394137023142e-7,0.9127066666666667,-0.41486666666666683,1.3809394137023142e-7,0.10548867445357532,0.10548867445357521,0.9888095262102076,0.10586214215648017,0.10586214215648003,-0.9887296969931075,18,17,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9670148857378118,4.154011980677819,6.329425230383694,-2.1754132497058754
18,6720,6721,-0.33707916666666693,3,2,3,2,3457,3265,0.8089900000000001,-0.31115000000000026,1.3809394137023142e-7,0.8608483333333334,-0.36300833333333354,1.3809394137023142e-7,0.1054886744535593,0.10548867445355942,0.988809526210211,0.10586214215648017,0.10586214215648028,-0.9887296969931075,19,18,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9670148857378178,4.942181719331053,7.09511903650933,-2.152937317178277
19,7104,7105,-0.2852208333333336,3,2,3,2,3649,3457,0.7571316666666669,-0.259291666666667,1.3809394137023142e-7,0.8089900000000001,-0.31115000000000026,1.3809394137023142e-7,0.1054886744535593,0.1054886744535592,0.988809526210211,0.10586214215648017,0.10586214215648003,-0.9887296969931075,20,19,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9670148857378178,5.732642113596654,7.858958511582434,-2.1263163979857795
20,7488,7489,-0.23336250000000033,3,2,3,2,3841,3649,0.7052733333333335,-0.2074333333333337,1.3809394137023142e-7,0.7571316666666669,-0.259291666666667,1.3809394137023142e-7,0.1054886744535593,0.10548867445355942,0.988809526210211,0.10586214215648017,0.10586214215648028,-0.9887296969931075,21,20,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9670148857378178,6.524138909374783,8.619389408692442,-2.0952504993176584
21,7872,7873,-0.18150416666666705,3,2,3,2,4033,3841,0.6534150000000003,-0.1555750000000004,1.3809394137023142e-7,0.7052733333333335,-0.2074333333333337,1.3809394137023142e-7,0.1054886744535593,0.1054886744535592,0.988809526210211,0.10586214215648017,0.10586214215648003,-0.9887296969931075,22,21,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9670148857378178,7.313946855502172,9.373330126381568,-2.0593832708793958
22,8256,8257,-0.12964583333333377,3,2,3,2,4225,4033,0.6015566666666671,-0.10371666666666712,1.3809394137023142e-7,0.6534150000000003,-0.1555750000000004,1.3809394137023142e-7,0.1054886744535593,0.1054886744535592,0.988809526210211,0.10586214215648017,0.10586214215648003,-0.9887296969931075,23,22,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9670148857378178,8.095639295847782,10.114085306595763,-2.018446010747981
23,8640,8641,-0.07778750000000048,3,2,3,2,4417,4225,0.5496983333333337,-0.05185833333333384,1.3809394137023142e-7,0.6015566666666671,-0.10371666666666712,1.3809394137023142e-7,0.1054886744535593,0.10548867445355942,0.988809526210211,0.10586214215649625,0.10586214215649635,-0.9887296969931042,24,23,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9670148857378165,8.852207528384092,10.824980273034917,-1.9727727446508254
24,9024,9025,-0.025929166666667197,3,2,3,2,4609,4417,0.4978400000000005,-5.527134305793879e-16,1.3809394137023142e-7,0.5496983333333337,-0.05185833333333384,1.3809394137023142e-7,0.10548867445357532,0.10548867445357521,0.9888095262102076,0.10586214215648017,0.10586214215648003,-0.9887296969931075,25,24,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9670148857378118,9.526750732041206,11.45256424500901,-1.9258135129678031
25,9600,9217,0.025929166666666642,2,1,2,1,9217,4609,0.5496983333333337,0.05185833333333384,1.3809394137023142e-7,0.4978400000000005,-5.527134305793879e-16,1.3809394137023142e-7,0.1054886744535755,-0.10548867445357313,0.9888095262102078,0.10586214215648068,-0.10586214215647831,-0.9887296969931078,26,25,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9670148857378125,9.526750732041402,11.45256424500927,-1.9258135129678688
26,9984,9601,0.07778750000000048,2,1,2,1,9025,9217,0.6015566666666671,0.10371666666666712,1.3809394137023142e-7,0.5496983333333337,0.05185833333333384,1.3809394137023142e-7,0.10548867445355879,-0.1054886744535589,0.9888095262102111,0.10586214215649663,-0.10586214215649674,-0.9887296969931042,27,26,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.967014885737817,8.852207528384431,10.824980273035386,-1.972772744650955
27,10368,9985,0.12964583333333377,2,1,2,1,8833,9025,0.6534150000000003,0.1555750000000004,1.3809394137023142e-7,0.6015566666666671,0.10371666666666712,1.3809394137023142e-7,0.10548867445355999,-0.10548867445355987,0.9888095262102108,0.10586214215647967,-0.10586214215647956,-0.9887296969931078,28,27,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9670148857378176,8.095639295848068,10.114085306596015,-2.0184460107479474
28,10752,10369,0.18150416666666705,2,1,2,1,8641,8833,0.7052733333333335,0.2074333333333337,1.3809394137023142e-7,0.6534150000000003,0.1555750000000004,1.3809394137023142e-7,0.10548867445355999,-0.10548867445355987,0.9888095262102108,0.10586214215647967,-0.10586214215647956,-0.9887296969931078,29,28,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9670148857378176,7.31394685550258,9.373330126382,-2.059383270879419
29,11136,10753,0.23336250000000033,2,1,2,1,8449,8641,0.7571316666666669,0.259291666666667,1.3809394137023142e-7,0.7052733333333335,0.2074333333333337,1.3809394137023142e-7,0.10548867445355879,-0.1054886744535589,0.9888095262102111,0.10586214215648088,-0.10586214215648099,-0.9887296969931074,30,29,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9670148857378178,6.524138909375038,8.61938940869267,-2.0952504993176326
30,11520,11137,0.2852208333333336,2,1,2,1,8257,8449,0.8089900000000001,0.31115000000000026,1.3809394137023142e-7,0.7571316666666669,0.259291666666667,1.3809394137023142e-7,0.10548867445355999,-0.10548867445355987,0.9888095262102108,0.10586214215647967,-0.10586214215647956,-0.9887296969931078,31,30,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9670148857378176,5.73264211359674,7.858958511582433,-2.1263163979856925
31,11904,11521,0.33707916666666693,2,1,2,1,8065,8257,0.8608483333333334,0.36300833333333354,1.3809394137023142e-7,0.8089900000000001,0.31115000000000026,1.3809394137023142e-7,0.10548867445355879,-0.1054886744535589,0.9888095262102111,0.10586214215648088,-0.10586214215648099,-0.9887296969931074,32,31,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9670148857378178,4.942181719331858,7.095119036509985,-2.152937317178127
32,12288,11905,0.38893750000000016,2,1,2,1,7873,8065,0.9127066666666667,0.41486666666666683,1.3809394137023142e-7,0.8608483333333334,0.36300833333333354,1.3809394137023142e-7,0.10548867445357568,-0.10548867445357557,0.9888095262102075,0.10586214215647967,-0.10586214215647956,-0.9887296969931078,33,32,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9670148857378118,4.154011980678078,6.329425230383888,-2.1754132497058096
33,12672,12289,0.4407958333333335,2,1,2,1,7681,7873,0.9645649999999998,0.4667250000000001,1.3809394137023142e-7,0.9127066666666667,0.41486666666666683,1.3809394137023142e-7,0.10548867445359138,-0.10548867445359103,0.9888095262102042,0.10586214215649663,-0.10586214215649628,-0.9887296969931042,34,33,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9670148857378054,3.3687810698339753,5.562721426879838,-2.1939403570458627
34,13056,12673,0.4926541666666667,2,1,2,1,7489,7681,1.0164233333333332,0.5185833333333334,1.3809394137023142e-7,0.9645649999999998,0.4667250000000001,1.3809394137023142e-7,0.10548867445355879,-0.10548867445355913,0.9888095262102111,0.10586214215651235,-0.10586214215651268,-0.9887296969931006,35,34,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9670148857378156,2.5869194044981363,4.795508543701018,-2.208589139202882
35,13440,13057,0.5445125,2,1,2,1,7297,7489,1.0682816666666664,0.5704416666666666,1.3809394137023142e-7,1.0164233333333332,0.5185833333333334,1.3809394137023142e-7,0.10548867445359125,-0.10548867445359103,0.9888095262102042,0.10586214215647956,-0.10586214215647934,-0.9887296969931078,36,35,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9670148857378063,1.8088562092710383,4.0281406083114915,-2.219284399040453
36,13824,13441,0.5963708333333333,2,1,2,1,7105,7297,1.12014,0.6223,1.3809394137023142e-7,1.0682816666666664,0.5704416666666666,1.3809394137023142e-7,0.10548867445352753,-0.10548867445352797,0.9888095262102177,0.10586214215651246,-0.1058621421565129,-0.9887296969931006,37,36,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9670148857378267,1.0351993202748455,3.260975205646131,-2.2257758853712852
37,14208,13825,0.6482291666666666,2,1,2,1,6913,7105,1.171998333333333,0.6741583333333333,1.3809394137023142e-7,1.12014,0.6223,1.3809394137023142e-7,0.10548867445359149,-0.10548867445359103,0.9888095262102042,0.10586214215644832,-0.10586214215644786,-0.9887296969931145,38,37,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9670148857378082,0.26697114914555825,2.4945621759777024,-2.227591026832144
38,14592,14209,0.7000875,2,1,2,1,6721,6913,1.2238566666666664,0.7260166666666665,1.3809394137023142e-7,1.171998333333333,0.6741583333333333,1.3809394137023142e-7,0.10548867445355868,-0.1054886744535589,0.9888095262102111,0.10586214215651224,-0.10586214215651246,-0.9887296969931006,39,38,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9670148857378156,-0.49398826719987,1.729971162750139,-2.223959429950009
39,14976,14593,0.7519458333333333,2,1,2,1,6529,6721,1.2757149999999997,0.777875,1.3809394137023142e-7,1.2238566666666664,0.7260166666666665,1.3809394137023142e-7,0.10548867445356033,-0.1054886744535601,0.9888095262102108,0.10586214215648002,-0.10586214215647978,-0.9887296969931078,40,39,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9670148857378176,-1.2442707418712349,0.9694236406030571,-2.213694382474292
40,15360,14977,0.8038041666666667,2,1,2,1,6337,6529,1.3275733333333333,0.8297333333333333,1.3809394137023142e-7,1.2757149999999997,0.777875,1.3809394137023142e-7,0.10548867445352753,-0.10548867445352797,0.9888095262102177,0.10586214215648099,-0.10586214215648145,-0.9887296969931074,41,40,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.967014885737829,-1.9774920831763352,0.21751831828356374,-2.195010401459899
41,15744,15361,0.8556625,2,1,2,1,6145,6337,1.3794316666666664,0.8815916666666667,1.3809394137023142e-7,1.3275733333333333,0.8297333333333333,1.3809394137023142e-7,0.10548867445355892,-0.10548867445355847,0.9888095262102112,0.10586214215644832,-0.10586214215644786,-0.9887296969931145,42,41,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9670148857378202,-2.6817407195079883,-0.5164900284630835,-2.1652506910449048
42,16128,15745,0.9075208333333333,2,1,2,1,5953,6145,1.4312899999999995,0.9334499999999999,1.3809394137023142e-7,1.3794316666666664,0.8815916666666667,1.3809394137023142e-7,0.10548867445359125,-0.10548867445359103,0.9888095262102042,0.10586214215647956,-0.10586214215647934,-0.9887296969931078,43,42,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9670148857378063,-3.335308560678955,-1.2148070981211725,-2.1205014625577827
43,16512,16129,0.9593791666666667,2,1,2,1,5761,5953,1.4831483333333328,0.9853083333333333,1.3809394137023142e-7,1.4312899999999995,0.9334499999999999,1.3809394137023142e-7,0.1054886744535917,-0.10548867445359146,0.988809526210204,0.10586214215651146,-0.10586214215651124,-0.9887296969931008,44,43,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9670148857378038,-3.900583602802456,-1.845495607200086,-2.0550879956023698
44,16896,16513,1.0112375,2,1,2,1,5569,5761,1.5350066666666664,1.0371666666666666,1.3809394137023142e-7,1.4831483333333328,0.9853083333333333,1.3809394137023142e-7,0.10548867445352732,-0.10548867445352798,0.9888095262102179,0.10586214215651224,-0.1058621421565129,-0.9887296969931006,45,44,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9670148857378271,-4.317746458935235,-2.356801651705338,-1.9609448072298972
45,17280,16897,1.0630958333333331,2,1,2,1,5377,5569,1.5868649999999995,1.089025,1.3809394137023142e-7,1.5350066666666664,1.0371666666666666,1.3809394137023142e-7,0.10548867445359149,-0.10548867445359103,0.9888095262102042,0.10586214215644832,-0.10586214215644786,-0.9887296969931145,46,45,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9670148857378082,-4.5026999342873575,-2.67605060951285,-1.8266493247745075
46,17664,17281,1.1149541666666667,2,1,2,1,5185,5377,1.6387233333333329,1.1408833333333332,1.3809394137023142e-7,1.5868649999999995,1.089025,1.3809394137023142e-7,0.1054886744535601,-0.1054886744535601,0.9888095262102108,0.10586214215651246,-0.10586214215651246,-0.9887296969931006,47,46,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9670148857378151,-4.353278854645077,-2.7182090639508965,-1.6350697906941805
47,18048,17665,1.1668124999999998,2,1,2,1,4993,5185,1.6905816666666664,1.1927416666666666,1.3809394137023142e-7,1.6387233333333329,1.1408833333333332,1.3809394137023142e-7,0.10548867445352753,-0.10548867445352797,0.9888095262102177,0.10586214215648099,-0.10586214215648145,-0.9887296969931074,48,47,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.967014885737829,-3.7576192025036774,-2.40172877358649,-1.3558904289171876
48,18432,18049,1.2186708333333334,2,1,2,1,4801,4993,1.7424399999999995,1.2446,1.3809394137023142e-7,1.6905816666666664,1.1927416666666666,1.3809394137023142e-7,0.10548867445359149,-0.10548867445359103,0.9888095262102042,0.10586214215644832,-0.10586214215644786,-0.9887296969931145,49,48,0.9973144772244581,0.0,0.07323819712763169,0.9973144772244581,0.0,0.07323819712763169,1.0,1.0,1.9670148857378082,-2.5673137439168543,-1.6505279898024077,-0.9167857541144466
